6239.M117.2.1	P41932
6239.C37A2.5b	S6F562
6239.H12I19.4	O45617
6239.W04D2.1a	Q9XVU8
6239.Y113G7A.15	I2HAG0
6239.F56D5.6	I2HAJ9
6239.K07B1.5b.1	O01882
6239.F14B6.1	O62161
6239.F28C6.1	Q19863
6239.F58B4.3	Q20973
6239.T20B3.15	Q4ZGE3
6239.T27E9.1a.2	G3MU69
6239.C06E8.3a.2	H2KYI1
6239.T09A12.4c	H2KYJ7
6239.ZK697.4	O44574
6239.F10A3.3	O45336
6239.T16G12.5	Q22528
6239.C54G6.1a	Q965K4
6239.C04E12.12	O76685
6239.F08D12.8	P91231
6239.W02B8.6	Q5FC43
6239.T11F9.18	Q7YXA5
6239.F23C8.13	A0A061AD67
6239.F49E11.1b	A0A061AKR6
6239.Y17G7B.21	M1Z844
6239.D1046.1c.1	C1P629
6239.F49E2.5a.1	O45542
6239.C40D2.3	O76557
6239.Y37H2C.2	Q9U2N1
6239.C43G2.5	V6CLH7
6239.C47A4.2b	Q7JKL2
6239.C49C3.1	Q9XUG5
6239.F08G5.5.1	A0A061ACT8
6239.T20D3.7a	L8E6W6
6239.T25C8.1	O45814
6239.R04D3.12	Q9U399
6239.R74.3a	V6CLI2
6239.C11D2.6c	V6CLU1
6239.F57B1.8a	G5EFG2
6239.Y48G1C.2.1	V6CL68
6239.F23F1.2	O17068
6239.F32E10.5	Q19971
6239.F42A9.8	Q20317
6239.F56D12.1a.1	Q6A593
6239.K09D9.13	Q86DC3
6239.C18C4.2	Q95QV2
6239.B0212.1	U4PBH5
6239.F26D12.1a	V6CK27
6239.C01B10.6a.1	V6CLC8
6239.C30H6.1c	C6KRM5
6239.F01F1.8a.1	G8JY43
6239.R13A1.2	N1NVB5
6239.R11G11.9	O16951
6239.F41G4.3a	Q7YZV7
6239.Y42G9A.3a	Q86DD0
6239.K11D12.10a	Q8T7Z0
6239.T22F3.11a	Q94307
6239.B0496.3e.2	W6RYB3
6239.W02H3.1a	B6VQ71
6239.K04D7.3.2	N1NVC4
6239.Y77E11A.14.1	U4PBQ3
6239.Y48A5A.3	U4PBY7
6239.F52A8.4b	B3WFV1
6239.C31H5.6a	B3WFZ4
6239.C35E7.5a	H2KZ79
6239.C41G11.1a	H2KZ98
6239.Y113G7B.24a	D9PTP4
6239.ZC416.6.2	O44183
6239.F44G3.5	O45516
6239.F08C6.6	Q19202
6239.ZC8.1	Q23086
6239.Y39E4B.3a.2	Q69YZ1
6239.Y39A3B.4	Q9N519
6239.Y38E10A.16	Q9NAJ5
6239.F45H11.1a	Q564X9
6239.B0212.2	Q5CCI4
6239.F31B12.3e	G5EEJ5
6239.C48B6.4	O01508
6239.K02E7.9	O17253
6239.C04F2.1	O76661
6239.F46H5.2a	Q7Z1R1
6239.C01F6.6b	G5EE55
6239.Y45F10B.10	N1NTL8
6239.C39F7.2a	B1GRL4
6239.Y56A3A.14	Q9U232
6239.W03F11.6a	X5LX73
6239.M110.4a	B5BM25
6239.C36A4.8a	B6VQ60
6239.C52E4.2c	D6R8W7
6239.F13E9.9	N1NV15
6239.R02C2.5	O44544
6239.F33D4.6b	W6RRY4
6239.C24G6.6.4	O76383
6239.T22E5.3	Q22681
6239.F44A6.1b	Q8MQ51
6239.Y51F10.10	X5MD76
6239.K11E8.1r	E7EM33
6239.C45G3.5	G5EF84
6239.K09B11.9a	G5EGG0
6239.F08F8.4	Q19206
6239.F21D5.2b	Q19681
6239.W04G3.2	Q23163
6239.W06A7.5	Q23184
6239.C14F11.1a.2	Q8MQD9
6239.K08E3.6.1	Q9XUS9
6239.Y51A2D.10a	Q9XXQ6
6239.C52B9.2b	H2KYZ4
6239.ZK897.1c	H9G2V3
6239.C06E7.7	Q17734
6239.Y48G10A.4a	H2KML6
6239.F23H11.3.1	O02642
6239.R06B9.1	O17981
6239.F36D4.3b	Q8I7K3
6239.T13F3.1	O18084
6239.H23N18.2	Q9TXZ5
6239.Y51F10.10	X5MK34
6239.C04H5.7a	A5Z2V2
6239.F57C7.1a.1	Q20948
6239.C18E3.7a	Q86NJ8
6239.Y73B3B.2	Q95XE0
6239.Y97E10AR.1.1	Q9N2U9
6239.T05D4.4a.1	C8JQS1
6239.F45E10.1c	G5EBX1
6239.F26E4.8b	Q17409
6239.C25F6.7a	Q8MQC3
6239.ZK1067.2b	E9P860
6239.C34E7.1a.2	F5GU95
6239.F52F12.7a	F5GUI0
6239.W02A2.1.2	A0A061AJ35
6239.T28D9.4a	A8WFI3
6239.B0564.7.3	Q17532
6239.K10D6.3a	Q21421
6239.T21E8.1a	Q22656
6239.C32C4.7	Q52GY8
6239.T04A8.7a.2	Q86G92
6239.C10G8.8a	Q8I7I6
6239.C23H5.11	U4PEG1
6239.R08C7.5	U4PFB3
6239.F52G2.1b	A0A061ACN4
6239.R06C1.3a	F5GUF0
6239.B0395.1	G5EDH8
6239.C28C12.1	Q18283
6239.F09F7.4a.1	Q19278
6239.T28B8.3a	Q1ZXS9
6239.F35F10.8	Q9GYT9
6239.ZK1098.10e	S6F556
6239.F12B6.3	X5LVB0
6239.Y48B6A.6a.2	A8XMZ5
6239.R153.1d	Q2V4U0
6239.Y71G12B.25	Q95XM8
6239.Y39G10AR.5	Q95XQ4
6239.Y65B4BL.7	Q95XU4
6239.T01C2.1	Q966F9
6239.Y62E10A.13b	Q9U1W6
6239.Y77E11A.12b	U4PRT3
6239.T24A6.6	O61937
6239.C34D4.11	Q18444
6239.K02G10.7b	Q7Z137
6239.Y39G10AR.9b	Q95XR3
6239.K06C4.9	Q9GYH3
6239.K02G10.5	X5LV99
6239.T08G5.5b	Q1ZXS5
6239.K03H6.7	Q2MGE7
6239.C08B6.2a	E2JKZ5
6239.C09H10.5c	E3W729
6239.W09C5.7a	E3W752
6239.R13A1.8	Q21978
6239.K11H3.6	Q7YWY8
6239.F29C4.8b	U4PC95
6239.F55A8.2a.1	U4PEQ9
6239.T23E1.3	U4PLG0
6239.Y55F3BR.5	U4PMC7
6239.F19F10.7	O01522
6239.T05E8.2	O01597
6239.T15B7.3	O17038
6239.T24E12.8	O44879
6239.F57H12.3	O45098
6239.F45E1.7b	Q09989
6239.T20F10.2a	Q1ZXS3
6239.F36D4.2	Q20100
6239.F58G4.4	Q20997
6239.B0379.4b	Q8T3G3
6239.Y44E3A.1a	Q9TXZ1
6239.D1014.7	M1ZJ39
6239.F28B3.1.1	A0A061AD00
6239.K08C7.3a.1	A0A061AD21
6239.T19E7.1	Q22591
6239.Y71H10B.1c	Q86MI3
6239.Y47G6A.7a.3	Q9N3S9
6239.C26D10.6a.2	G5EG16
6239.M01D7.5	O01970
6239.Y46E12A.4	Q1T6W8
6239.F59C6.14a	Q1ZXT9
6239.C07H6.4	Q95YF1
6239.Y73B6BL.25	Q9GUF1
6239.K04F1.13	Q9TXL8
6239.C13D9.7	O16241
6239.F49A5.5a	O45532
6239.K10G4.2	O45673
6239.F15G9.4d	A4UVK0
6239.Y51A2D.19a	H8ESE4
6239.Y62E10A.11b.3	Q0KHC0
6239.T27F2.4	Q22835
6239.T12B5.13	Q9TZ25
6239.K05C4.9	Q9XUU3
6239.F57B10.6	O44737
6239.T26H5.5	G5EDR2
6239.F45C12.5	O16745
6239.Y48A6B.10a	Q9U2B0
6239.T16A9.4.1	J7S146
6239.T23D5.10	O45809
6239.F25E2.3	Q19781
6239.T06F4.1b	Q95ZP6
6239.K04G11.5	Q93849
6239.F37C4.6.1	U4PML1
6239.ZC455.7b	G3MU24
6239.F31C3.2b	G5EFM8
6239.ZK896.7	O02343
6239.F26E4.8b	O18688
6239.F09F3.11	P90824
6239.C09H10.8	Q17884
6239.T27A8.1	Q22825
6239.F01F1.1a	Q8I7L2
6239.R13D7.4	Q966G7
6239.C36B7.2	Q966P6
6239.F59A1.11b	Q9XUW3
6239.C16C2.3a	A5Z2U3
6239.Y73F8A.35a	F3Y5R7
6239.Y73F8A.35a	F3Y5R8
6239.F54B8.7a	Q5CZ32
6239.C32C4.1b	D9N132
6239.R09E12.2	O16260
6239.F28H1.4a	P83386
6239.F31A3.2	Q19918
6239.F33G12.4.1	Q19988
6239.T28H11.2	Q23060
6239.Y110A7A.20	Q8TA52
6239.Y55B1BR.4	Q95XW5
6239.T10D4.4	Q9TZF3
6239.T22D1.3a.2	V6CIZ1
6239.F49E12.6	Q20619
6239.C02E7.5	O16430
6239.F59E11.11	O16753
6239.F09C3.1	O17772
6239.T24B8.4a	Q22715
6239.K08D10.2	U4PF47
6239.F18A1.3b	U4PFD5
6239.R02D5.6b	D5MCS8
6239.F59B8.2.1	H9G2T4
6239.T10C6.15	H9G347
6239.K12B6.3	O16380
6239.C54D10.6	Q18834
6239.F18E3.6	Q19563
6239.Y41C4A.19	Q86MP2
6239.Y37E3.8a.2	Q9BKU6
6239.T03F6.1	Q9XVJ3
6239.T01D3.3b.1	Q7JL02
6239.R13H4.7b	G1K0Z2
6239.E02A10.3b	H2L2E7
6239.T23B5.3d	G5EET7
6239.W02D3.11a.1	H2KZN0
6239.F41D9.3e	H2KZP0
6239.F08F8.9a.2	H2KZP2
6239.F13B9.1a	H2KZQ9
6239.F28E10.1d	H2KZT7
6239.T19A5.3a	H2L0A2
6239.T21D12.9a.2	H2L0D4
6239.M01D7.7a	Q8T3G5
6239.F28B3.1.1	A0A061AD05
6239.T23G11.5a.2	E2JL05
6239.C33F10.7a	Q18384
6239.F13B9.6	Q19379
6239.F14F8.11	Q7YTN3
6239.Y71D11A.2a.1	Q95Y51
6239.C34D1.5a	G5EBE5
6239.F14D2.4a	O44805
6239.R07B7.16	Q21806
6239.Y65B4BL.2	Q9N303
6239.K09B11.5a	Q9U3B5
6239.F38A6.2a	C4ALD8
6239.Y54E2A.1	G5EDR6
6239.K04F1.12	M1ZJZ8
6239.F59E12.12	O01904
6239.C14A11.3b	O02134
6239.C23H3.1	P91082
6239.C37H5.1	P91144
6239.C35D10.14	Q18492
6239.C09B7.1a	Q22895
6239.ZC262.8	Q95PY4
6239.ZK381.3.2	Q9GYF7
6239.F37B4.12	Q9TXS6
6239.Y43H11AL.1b.1	Q8IAA7
6239.F46C3.3a	D3YT13
6239.W08D2.5a	D3YT44
6239.F12F6.5a	D3YT53
6239.Y41E3.4a.2	D3YT95
6239.ZC15.6	O18269
6239.ZC142.2	Q23073
6239.C11D2.6c	Q8MXH5
6239.Y54G2A.35	Q8MXS7
6239.VC5.5	Q2V069
6239.F46A9.5.1	G5ECU1
6239.H03E18.2	Q94249
6239.Y53F4B.37	Q9NA96
6239.K07C6.4	O44650
6239.C33H5.17.2	Q18418
6239.Y40C5A.4b	Q8WTM2
6239.Y38E10A.19	Q9NAJ2
6239.C24B5.5	Q9TY01
6239.C43F9.8	Q9U3M2
6239.Y11D7A.12a	Q9XWR1
6239.C34C6.7a	B7WN89
6239.F54E4.1	J7S122
6239.ZK228.4b	K8FDY8
6239.Y60A3A.21b	D3NQB2
6239.T20D3.6.2	O01257
6239.W02B12.15b	A7LPG5
6239.C56A3.3b	D0FY26
6239.F16H9.1b.2	G5ECA3
6239.C16C4.17b	H2KYT2
6239.F57A10.5	O17898
6239.F09E10.8a	Q19253
6239.K05B2.5b	Q2L6X7
6239.Y54E10BR.7	Q963F3
6239.H03G16.4	Q9XU20
6239.T15B12.1b	G5ECY7
6239.C25A11.4a	H2KYC4
6239.T28C12.5	O16694
6239.T06G6.7	O18053
6239.T26H5.4a	O62385
6239.F15H10.3c	Q19487
6239.K02B9.2	Q21127
6239.ZC373.6	Q23262
6239.F37D6.2c.1	Q8WQF4
6239.C15A11.7a	Q93211
6239.F47D2.10b	Q9GS02
6239.H25K10.7a	Q9U3D1
6239.F29C12.1a	Q9XV50
6239.Y102A5B.2b	H2KMJ0
6239.Y49E10.21a	Q9XTU2
6239.F30F8.10a	A5JYV6
6239.C25D7.15a	E0AHC7
6239.F32A5.2a	H2KZ53
6239.Y65B4BL.5	V6CLI5
6239.K12C11.7	W6RY07
6239.C33D9.4	Q18375
6239.C17H11.6d	Q95Q83
6239.T09A12.4c	W6RXQ9
6239.F53F4.6a	B1Q262
6239.F29B9.4a.1	Q27GT3
6239.C49H3.5a.2	W6SBC7
6239.C54C6.4a	Q18818
6239.T12G3.6b	Q22434
6239.B0336.7a	Q5DX39
6239.Y68A4A.6	Q9XXP7
6239.K07E8.9	O16690
6239.ZK20.2	Q8I4A8
6239.C25E10.9a	Q8I7M1
6239.Y44E3A.3	Q9TXY8
6239.W05E7.1	Q9TYW7
6239.F23B12.4a.1	A8WHS3
6239.B0001.7	H9G2U8
6239.H09F14.1	H9G355
6239.Y23H5B.12	G4S9Y0
6239.F58E6.13c	H2FLH1
6239.T23E7.2a	H2KZS5
6239.R05A10.1a.1	H2L2I9
6239.C52B9.2b	Q7JNQ1
6239.K06A5.8b.2	H2KZG8
6239.W06B11.4b	H2KZR5
6239.Y65B4BR.6b	H2L083
6239.T19A5.2a	H2L0A1
6239.K12C11.3a	H2L0G1
6239.Y95B8A.12c	H2L0P8
6239.C34D1.4a	H2L2D4
6239.M6.3	Q21578
6239.C11G6.1a	E9P863
6239.T11A5.6a	F1LIM7
6239.W08D2.5a	F5GUA7
6239.F42E11.1a	Q20331
6239.F55E10.7	Q20841
6239.C06B8.10	Q7YTT3
6239.K02D7.3	U4PFF3
6239.Y37A1B.8	A0A061AJI1
6239.T19C4.5a	A8DZ44
6239.Y57E12B.3	E2S7J2
6239.C07G3.2.1	O16327
6239.T27E4.4	Q23052
6239.C02D4.1	Q6LA91
6239.C15H11.11a	Q7YX88
6239.K08G2.12b	Q7YXA8
6239.R05D8.10	Q9N5G1
6239.Y40B10B.2	Q9UAX3
6239.VW02B12L.2	Q9XXA1
6239.T21D12.2.2	U4PBE1
6239.F18A1.3b	U4PMY5
6239.Y37E3.5a	X5M5S1
6239.K10D2.8	C4ALD3
6239.H03E18.2	H8W3X4
6239.F11A5.2	O17787
6239.F17E9.1	O61525
6239.T13A10.7	Q22445
6239.F42G2.7a	Q4W515
6239.K02E10.4b	Q65ZJ0
6239.H02K04.1	Q7K7K8
6239.Y41D4A.6	Q95Y25
6239.Y71H2AM.8	Q9BL48
6239.Y92H12BR.6	Q9BPP1
6239.K10C3.5a	O17944
6239.ZC204.10	P91540
6239.C49D10.4	A4V4W2
6239.ZC168.3a	D3YT51
6239.T20B3.4	Q9XUN4
6239.C50E3.10	Q22930
6239.T28H11.1	Q23062
6239.Y66D12A.5	Q95Q08
6239.Y67H2A.2a	H8ESI2
6239.F52F12.2	O02271
6239.F42G2.6	O17102
6239.C55A6.2b	O17720
6239.F46F6.4a	Q0G838
6239.C32C4.2c	Q18352
6239.T26A5.2a	Q8IFY8
6239.F39E9.12	Q8ITZ1
6239.T14G10.1.1	A0A061AE05
6239.C56A3.2a	Q18878
6239.T21H3.2	O16307
6239.K08G2.7	Q93869
6239.C01G8.1a	H2KYD5
6239.C50F4.13.1	Q27485
6239.K07F5.15.3	Q8WQE6
6239.Y55F3C.8	Q95XW0
6239.F58E1.9	Q9TZG3
6239.C18G1.2a	A6PVB2
6239.K03A11.6	A7LPH8
6239.F56C9.6b	H2KY89
6239.C14C11.8b	H2KYR7
6239.C25H3.10a	H2KYV2
6239.F25H9.2	O01301
6239.C48C5.3	Q18700
6239.F38A3.1	Q20135
6239.K03A1.4a	Q2L6W4
6239.Y56A3A.17a	Q7K6X4
6239.K03B4.3b.2	Q95ZS0
6239.H34C03.1.2	Q9TYY7
6239.F57G8.1	Q9XU91
6239.W02D9.5	Q9XVH1
6239.C18D4.2a	G5EGC2
6239.T25B9.10b	G5EGN9
6239.Y43E12A.1	O45926
6239.Y59A8A.2	Q9GRZ5
6239.Y51H7BR.2	Q9N3J7
6239.ZK550.1	Q9XUB0
6239.K10H10.4	O45681
6239.F25B5.7a	B3GWA0
6239.F17C11.17	B3GWD0
6239.K06A4.2a	D6R8W6
6239.W01A11.5	Q23066
6239.C02E11.1b	Q9UAN9
6239.Y51A2D.9a.1	H2KMI9
6239.F41G4.1	Q95YA5
6239.F36H9.3	O16619
6239.R07C3.2	O16777
6239.F40H7.8	O17093
6239.F52C6.11	O44818
6239.F47D2.7	Q22986
6239.B0024.14b	G5EBZ2
6239.ZC410.1a	H9G2T0
6239.F23B2.3	O45402
6239.M04G12.4a	Q8I4H1
6239.W06G6.13	Q9NAN0
6239.Y54G2A.12	A5A8P6
6239.Y48A6B.13a	F3Y5Q3
6239.T13H5.1c	F5GU90
6239.F28B4.2b	G4SFM6
6239.D2085.5c	G5ECF5
6239.C27A7.6	G5ED11
6239.T16A1.1a	H2KZM5
6239.H06H21.8b	H2L0A9
6239.K05C4.6b	H2L2I2
6239.T05A10.1m	Q7JM43
6239.T02G6.5c	E1B6V9
6239.H21P03.3b	H2L2K5
6239.T07G12.6b.1	B2MZC6
6239.T05H10.5b	Q95QB5
6239.C24B5.3	Q18129
6239.R12H7.2	Q21966
6239.F25H8.5c	Q7JLY3
6239.Y66H1B.2a.2	U4PEF1
6239.Y38H6A.5a	E3CTH6
6239.C53A5.11	O17702
6239.T06C12.1	O18040
6239.Y48E1B.7.2	O45950
6239.C06B3.10	Q17709
6239.C43F9.9	Q7YTP9
6239.R11A8.8	Q7YWW5
6239.F38B7.1a	Q7YXD9
6239.Y4C6B.4a	Q8ITV2
6239.C08G5.7a	Q9TZL2
6239.R13A1.4	U4PE10
6239.K03H6.5	U4PR79
6239.Y39G10AR.3	A0A061AD48
6239.M04B2.7a	A0A061AJ97
6239.F37H8.4	O17863
6239.F15H9.4	O62177
6239.C50F2.8	P91182
6239.F41C6.5	Q20270
6239.F42G9.5a	Q20352
6239.W08F4.8b	Q336L8
6239.ZK867.1c	Q95PV5
6239.F28F5.3c	Q95QI2
6239.Y71F9AL.5	Q9N4H6
6239.W07G1.2	Q9XUK3
6239.ZK512.6	S6DQ91
6239.C42C1.3	L8EC38
6239.Y53H1C.2a	H8ESG1
6239.C39E6.4	Q18533
6239.F28H7.3	Q19891
6239.W07E11.4	Q7YWT6
6239.Y119D3B.8	Q8IAB2
6239.T10C6.3	O45767
6239.C05C10.5a	Q2XN09
6239.T20D3.11b	O01260
6239.F08D12.12.2	P91239
6239.K12D12.2.2	Q21436
6239.C25H3.14	Q8IG45
6239.ZC395.8.2	Q9GYG1
6239.Y44A6D.3b	Q9XXE0
6239.C42C1.4a	A3QMB3
6239.K10D11.7	A1Z6D4
6239.Y43C5A.6a	L8E822
6239.F11F1.6	O45348
6239.F02E8.2a	Q19125
6239.R90.2	Q22032
6239.F13G3.7a	Q5FC59
6239.Y39A1A.1b	Q86MP3
6239.Y105C5B.10	Q9U312
6239.F32A11.6	Q9XV46
6239.Y39A1A.1b	Q9XX21
6239.C13G3.3c	H9G2X3
6239.W01F3.3b	H9G336
6239.T22H2.6a	Q7JKP2
6239.D1022.1a	B1Q233
6239.Y17D7A.4	G5EE22
6239.T24H7.5b	Q7JPE4
6239.R03G5.6a	H2KZF7
6239.Y37E11AL.3a.1	H2KZH7
6239.R08E3.4b	H2L008
6239.T10H9.6b	H2L036
6239.F55C12.5b	H2L079
6239.H19M22.3a	H2L0C2
6239.K06A1.1	Q09585
6239.C25E10.7	Q18156
6239.W10G11.20.2	Q965K5
6239.M01B2.1	O17955
6239.ZK897.1c	A0A061AKQ5
6239.B0205.2b	H2KY63
6239.R13A5.1e.2	H2KYJ9
6239.F55C7.7a	H2KYM3
6239.C10G8.5a.1	H2KYP2
6239.C12D12.1c	H2KYQ2
6239.F25E5.8a.1	H2KYV5
6239.Y79H2A.1a.2	I2HAF5
6239.T02G6.2	I2HAL8
6239.T27A3.1a	P91503
6239.W05B10.2.1	Q23170
6239.R05H10.3a	G5EDL4
6239.Y73E7A.9	W6RXS5
6239.F41E6.10	O16460
6239.C31B8.11	O16906
6239.Y77E11A.10	Q9N4B2
6239.Y40C5A.3b	W6RRZ4
6239.B0213.11a	O44656
6239.T22B7.5	Q23041
6239.ZK849.2a	Q564T0
6239.F02E9.10c.1	Q95QM9
6239.T18D3.7.2	I2HAB1
6239.C03G6.11	O01450
6239.K01D12.4b	Q21094
6239.Y55B1AR.2b	Q7YZG7
6239.F45E4.2.1	Q94230
6239.T18H9.7a	Q95QA3
6239.C39D10.8b	Q95QR7
6239.Y54E10A.14	Q9N3E5
6239.K05C4.3	Q9XUU1
6239.H12C20.5	Q9XXM6
6239.Y37E11AL.7	U4PER3
6239.F14F7.5	X5LQ00
6239.C04G2.10a	A0A061AJ63
6239.F15E11.5	O44599
6239.F37F2.3	O61750
6239.T24A6.8	O61939
6239.K03E6.7.1	Q21194
6239.F13H8.1b	Q65ZJ8
6239.Y110A7A.1b	Q9N583
6239.F56B3.6	O45108
6239.C52E12.4	Q18780
6239.F25E5.8a.1	Q8IA55
6239.Y97E10B.4	Q965R8
6239.Y56A3A.4a	C0Z3M2
6239.K08C7.3a.1	C1P641
6239.ZC482.4	O18275
6239.H24D24.1	Q9XXM4
6239.Y74C9A.4b	V6CLK9
6239.F54B3.1a	A5Z2S3
6239.F20E11.10	Q9XV78
6239.Y116A8C.36a.2	E6N0W0
6239.C24B9.3b	H2KZ02
6239.T06D8.5.1	Q22251
6239.ZK742.1a.1	Q23089
6239.R09B5.8	O44612
6239.F54E7.5	Q20783
6239.F10D7.5a	Q7JP67
6239.K06A5.8b.2	Q95X65
6239.F28B3.1.1	A0A061AJH3
6239.Y66H1A.2.2	U4PF58
6239.F52C12.6	B5WWL2
6239.K02G10.8b	E5QCE7
6239.C36C5.4	M1Z838
6239.C36C5.2	O16412
6239.T26H2.1	O18134
6239.ZK6.1	O61873
6239.C32B5.4	P91116
6239.F41C3.8b	Q20259
6239.T26A5.3	Q22800
6239.C05D11.7b.2	Q8T3F2
6239.2RSSE.1	A4F337
6239.F36F12.8	O76398
6239.F07B10.2	Q19145
6239.Y55D9A.2b	Q95Q15
6239.Y27F2A.4	Q966C4
6239.C07A12.4a.1	A3RMS2
6239.E04D5.4a	G5ECJ2
6239.F11G11.10	P91248
6239.Y71A12B.5	Q9NEP2
6239.Y48C3A.20.2	Q9U287
6239.C50H11.12	O16473
6239.C08H9.7	Q17837
6239.F15B9.3a	Q19480
6239.R13D7.7	Q966G8
6239.K04F1.7	Q9TXL1
6239.F11A3.2a	G5EFF9
6239.F01G10.5	O17763
6239.DY3.4a	O45321
6239.Y48E1B.14a.1	G5EF63
6239.T19H12.12	O01613
6239.C04G2.8.1	Q17626
6239.F16D3.4	Q19493
6239.Y48A6B.6b	Q6EUU0
6239.T08B2.5b	Q86NJ9
6239.Y44E3B.1a.1	Q965I4
6239.F53A2.6a	D1MN85
6239.C35E7.10a	O61768
6239.Y39B6A.46	Q8MYM0
6239.F39B3.2	Q94219
6239.Y102A11A.2a	Q95XK1
6239.F55A3.5	Q9N5S2
6239.ZC308.4a	A8WIQ9
6239.F15B10.3	O44167
6239.R02D3.6	O44504
6239.R04F11.1	Q21731
6239.Y63D3A.5.2	Q9U1W1
6239.Y113G7A.1	Q9U2Z3
6239.Y105C5B.2	A0A078BQP2
6239.F49C5.6	O17880
6239.C25G4.4	Q18171
6239.ZK666.7	Q23565
6239.F22H10.4	Q94190
6239.Y71H2AM.20a.1	Q9BL35
6239.Y76B12C.2	Q9N4C3
6239.Y71F9B.10a.1	A0A078BTJ0
6239.Y51H4A.25a	G5EF41
6239.C33D9.3a	Q86D17
6239.F36H5.11	Q95ZM1
6239.K01A2.7	Q9TZ57
6239.Y37H9A.1a	Q9U2M9
6239.K06G5.1a.1	Q9XUT9
6239.F30A10.13a	Q2XMZ1
6239.ZC373.7	Q23263
6239.Y94A7B.9	Q9GRU9
6239.F45C12.12	O16740
6239.C01G8.1a	P91011
6239.B0496.1	Q17523
6239.T19H5.3	Q22597
6239.Y49C4A.9	Q965T7
6239.K03D10.1	G5EDX1
6239.F11A1.3a	Q2XN07
6239.F55H12.1	P90890
6239.C47D12.3a	Q18666
6239.Y17D7B.8	Q18LB7
6239.F11A3.1.1	Q19339
6239.F56H9.1	Q20908
6239.F44A2.5b	Q8MQ52
6239.F14F8.3	Q9XU34
6239.ZC404.11	Q23293
6239.F48C11.3	Q93745
6239.Y39A1A.6.2	Q9XX18
6239.Y105C5B.21a	A0A078BPM1
6239.C13C4.5.1	O01927
6239.C47E12.10	Q18675
6239.ZC239.19	Q95Q38
6239.F36H1.2c	A0A061AEC1
6239.F49A5.3	O45531
6239.Y41E3.3	O62433
6239.Y54F10BM.7	Q95XL3
6239.Y49E10.1.1	Q9XTT9
6239.Y47D3B.2a	Q9XX02
6239.Y32B12C.2a	Q9XX07
6239.C29G2.5	O16884
6239.Y40D12A.3	O76724
6239.C29E6.4	Q18298
6239.T16G12.9b	K8ESH3
6239.C34C6.6a	Q18426
6239.C29A12.4b	Q18291
6239.T04A11.12	K8F7Y8
6239.Y38E10A.15	Q9NAJ6
6239.Y37E3.11b	X5LPX5
6239.F13E9.2	Q19409
6239.F26F4.5.3	Q19816
6239.F57G12.2b	Q20956
6239.Y22F5A.6	Q9XXS1
6239.C32C4.5a	Q1NZ22
6239.F44E2.6a	Q1W0S5
6239.ZC395.3b	Q45EL5
6239.Y42A5A.4b	Q9U2H1
6239.Y54E5A.7a	Q9XWK4
6239.T04F3.4	Q22159
6239.Y27F2A.5	A3KFC9
6239.T27B7.6a	B7E2K1
6239.F55A11.8.2	I2HAA2
6239.F13A7.8	O45356
6239.R11E3.5a	S6FD08
6239.K01H12.3	Q21104
6239.F22D3.2a.1	H2KY80
6239.C18G1.3b	H2KYW8
6239.C35A11.1	O16548
6239.C12C8.1	O45246
6239.Y102A5C.31	Q9XX66
6239.K02E7.1b	H2KYJ1
6239.C08D8.2b	H2KYK4
6239.C47E12.11a	Q18682
6239.T02C5.5e	Q7YZH2
6239.C39B10.2b	A7LPG1
6239.T21F2.1a	H2KYN9
6239.Y79H2A.1a.2	I2HAF4
6239.T04A8.5	Q22134
6239.T23G7.5a.2	Q22707
6239.C36C5.7	Q8ITZ6
6239.F35F10.11	Q9GYT5
6239.Y41E3.15	Q9U2H5
6239.Y62E10A.13b	A0A061AKN1
6239.T11F1.8	B3CJ42
6239.F19C6.3	Q09538
6239.Y111B2A.16	Q9NEW8
6239.F36A2.1d	A5Z2V0
6239.F40A3.7	O16268
6239.W03G9.1.2	O44752
6239.H24G06.1a	Q8ITV9
6239.C41G6.8b	G3MU49
6239.ZC239.13b	H2KYU4
6239.C10C6.5.1	P90746
6239.F09C12.1	Q10052
6239.B0334.1.1	Q17473
6239.C33A12.3a.2	Q18357
6239.K08D8.4a	Q21330
6239.H05C05.1c	Q8ITW7
6239.Y50D7A.5	Q965T5
6239.F14D7.6a	L8E6P0
6239.F53C11.5b	Q1HAZ9
6239.R07H5.11	Q8MYP7
6239.C46H11.4a	Q95Q62
6239.F29G9.2a	H2KYP0
6239.M04B2.5	I2HAI4
6239.ZK697.5	O44573
6239.ZK228.7	O46012
6239.R07E3.1a	Q2L6U9
6239.Y67D8C.3a	Q86DD2
6239.K08E3.4	Q9XUT0
6239.Y38H6C.2	Q9XX39
6239.C18D4.2a	G5EF28
6239.C34D4.14	V6CLA2
6239.W01F3.3b	C1P659
6239.R05H10.6	O62328
6239.T07C12.1	Q22283
6239.ZK418.8	Q23486
6239.T22D1.3a.2	V6CLC6
6239.C26F1.1b	H2KZ14
6239.ZK849.2a	A5JYY2
6239.T01G1.1a	B3GWD7
6239.T07H8.4a.2	H2KZ67
6239.F18A1.3b	Q27GT8
6239.C53H9.2a.2	W6RY49
6239.R05G6.10.1	W6RY82
6239.F16A11.3d	G5EFN0
6239.F40H7.5	O17091
6239.R03H4.6	Q21689
6239.T12C9.3	Q22426
6239.F49F1.10	Q9GZD9
6239.Y54G2A.49	U4PAN8
6239.T11B7.4d.2	G5EC72
6239.C32E8.6a	H2KZ58
