7955.ENSDARP00000027118	Q5PRD0
7955.ENSDARP00000096529	F1R4X9
7955.ENSDARP00000058259	F1R4Z8
7955.ENSDARP00000119378	F1R535
7955.ENSDARP00000121642	F1R596
7955.ENSDARP00000099620	F1R599
7955.ENSDARP00000072909	F1R5K8
7955.ENSDARP00000069631	F1R748
7955.ENSDARP00000010482	F1RB19
7955.ENSDARP00000080193	A0JMQ3
7955.ENSDARP00000069381	A7YYJ6
7955.ENSDARP00000116723	A8BAS1
7955.ENSDARP00000116459	A8E5A2
7955.ENSDARP00000071510	A8E7N6
7955.ENSDARP00000096892	A8KB70
7955.ENSDARP00000069175	A8KB79
7955.ENSDARP00000107356	A8KBS2
7955.ENSDARP00000104233	A8WHN9
7955.ENSDARP00000103927	B0UXH8
7955.ENSDARP00000029653	B8A4L9
7955.ENSDARP00000125261	H0WEI3
7955.ENSDARP00000126021	I3ISX2
7955.ENSDARP00000014272	I3IT64
7955.ENSDARP00000090344	A0JMQ1
7955.ENSDARP00000112845	A2BGS6
7955.ENSDARP00000114785	A2BIC1
7955.ENSDARP00000084315	A3KQK4
7955.ENSDARP00000106602	A5WVL7
7955.ENSDARP00000004352	A5WW36
7955.ENSDARP00000115627	A8WHX1
7955.ENSDARP00000123352	B0S7M3
7955.ENSDARP00000100103	B0V3R8
7955.ENSDARP00000118047	B8A4N3
7955.ENSDARP00000091834	B8A5D5
7955.ENSDARP00000086622	B8JLB2
7955.ENSDARP00000024900	F6NIF4
7955.ENSDARP00000091267	Q1LV54
7955.ENSDARP00000083036	Q1LYH0
7955.ENSDARP00000109473	Q5RHJ0
7955.ENSDARP00000026367	Q7SYI8
7955.ENSDARP00000052473	B2GNK5
7955.ENSDARP00000011145	B2GP83
7955.ENSDARP00000126291	C7U147
7955.ENSDARP00000092278	E9QFA2
7955.ENSDARP00000086834	E9QGV5
7955.ENSDARP00000089302	E9QHK9
7955.ENSDARP00000115816	F1Q6F7
7955.ENSDARP00000109858	F1QCW0
7955.ENSDARP00000109842	F1QCW6
7955.ENSDARP00000074126	F1QDU8
7955.ENSDARP00000077059	F1QHB0
7955.ENSDARP00000122392	F1QHP4
7955.ENSDARP00000123608	F1QKE3
7955.ENSDARP00000103413	F1QKK7
7955.ENSDARP00000014204	F1QKL3
7955.ENSDARP00000118707	F1QLC7
7955.ENSDARP00000076426	F1QR75
7955.ENSDARP00000026031	F1QTE5
7955.ENSDARP00000102200	F1QYA4
7955.ENSDARP00000091013	F1QYC8
7955.ENSDARP00000025634	F1R4M2
7955.ENSDARP00000112101	H9KUW9
7955.ENSDARP00000081489	J9JI09
7955.ENSDARP00000034904	Q7SXX0
7955.ENSDARP00000006089	Q7SYM4
7955.ENSDARP00000015966	Q7T067
7955.ENSDARP00000118678	A2BGB8
7955.ENSDARP00000092701	A8E7G9
7955.ENSDARP00000011541	A8WHA7
7955.ENSDARP00000037635	B0S7W6
7955.ENSDARP00000098678	B8JLI8
7955.ENSDARP00000035128	B8JLT0
7955.ENSDARP00000112758	F6PBX1
7955.ENSDARP00000067261	Q5RGQ0
7955.ENSDARP00000105178	Q9I8Z0
7955.ENSDARP00000113320	A2BDR3
7955.ENSDARP00000114389	A2BHJ5
7955.ENSDARP00000088021	A8CAH4
7955.ENSDARP00000060785	A8KB45
7955.ENSDARP00000003665	A8WHR1
7955.ENSDARP00000094286	B0CM00
7955.ENSDARP00000106418	B0S638
7955.ENSDARP00000044370	B0V357
7955.ENSDARP00000116763	F6P6I4
7955.ENSDARP00000094631	I3IRX4
7955.ENSDARP00000125671	I3IS08
7955.ENSDARP00000125935	I3ISP6
7955.ENSDARP00000107187	I3ITA9
7955.ENSDARP00000008048	Q1L8E2
7955.ENSDARP00000020242	Q1LWS5
7955.ENSDARP00000077856	Q1LXU0
7955.ENSDARP00000122151	Q5SNS9
7955.ENSDARP00000073905	Q7SZZ6
7955.ENSDARP00000109448	Q7ZZ68
7955.ENSDARP00000069814	Q8JI00
7955.ENSDARP00000060382	Q90Z90
7955.ENSDARP00000060017	Q9DED9
7955.ENSDARP00000119362	A5WWL5
7955.ENSDARP00000043854	B5DE25
7955.ENSDARP00000019643	M9MM96
7955.ENSDARP00000123623	Q5XJC1
7955.ENSDARP00000028352	Q5XJQ0
7955.ENSDARP00000050237	A4VCF4
7955.ENSDARP00000107651	A9JTE4
7955.ENSDARP00000025967	Q7SYE9
7955.ENSDARP00000117380	R4GEN7
7955.ENSDARP00000117806	A9JSU0
7955.ENSDARP00000064011	A9JSU9
7955.ENSDARP00000109649	D1MN93
7955.ENSDARP00000074796	D3X407
7955.ENSDARP00000014351	Q6NSP0
7955.ENSDARP00000111658	Q6NUU0
7955.ENSDARP00000012986	Q6P2V1
7955.ENSDARP00000055153	Q6PFI3
7955.ENSDARP00000017149	Q6PGT9
7955.ENSDARP00000091277	A3KP81
7955.ENSDARP00000105186	Q15JE8
7955.ENSDARP00000054183	Q3B7R6
7955.ENSDARP00000110688	Q7SXC8
7955.ENSDARP00000075631	Q7SXE2
7955.ENSDARP00000107939	Q7T3B9
7955.ENSDARP00000058490	Q7T3C4
7955.ENSDARP00000122712	Q7ZZ49
7955.ENSDARP00000091815	Q32LR2
7955.ENSDARP00000124843	A1L1U7
7955.ENSDARP00000072597	A1L1Z3
7955.ENSDARP00000099037	A7E2K9
7955.ENSDARP00000079456	A7MBT8
7955.ENSDARP00000075655	Q502D4
7955.ENSDARP00000062867	Q503K2
7955.ENSDARP00000103478	Q90434
7955.ENSDARP00000022116	X1WDD5
7955.ENSDARP00000094426	X1WH85
7955.ENSDARP00000089476	A0PGL7
7955.ENSDARP00000038892	A0PJS8
7955.ENSDARP00000087012	A3QQ82
7955.ENSDARP00000126450	A4IGB6
7955.ENSDARP00000111188	A4IGD6
7955.ENSDARP00000104098	A5D6S1
7955.ENSDARP00000114485	D0EUN9
7955.ENSDARP00000071220	Q0V937
7955.ENSDARP00000014266	Q8JIX1
7955.ENSDARP00000078551	X1WBC6
7955.ENSDARP00000061946	X1WBG6
7955.ENSDARP00000105235	X1WCZ4
7955.ENSDARP00000057253	X1WDE9
7955.ENSDARP00000120231	X1WDR9
7955.ENSDARP00000125821	X1WDX5
7955.ENSDARP00000109766	X1WFC7
7955.ENSDARP00000108223	X1WFK9
7955.ENSDARP00000117297	X1WFR4
7955.ENSDARP00000109031	X1WG19
7955.ENSDARP00000112997	A5PL63
7955.ENSDARP00000084288	K7DY07
7955.ENSDARP00000126422	K7DY94
7955.ENSDARP00000068070	K7DYH7
7955.ENSDARP00000076775	B0S5Y9
7955.ENSDARP00000010496	Q208V1
7955.ENSDARP00000108595	Q567E1
7955.ENSDARP00000093848	Q568M2
7955.ENSDARP00000089064	Q5BJD0
7955.ENSDARP00000121810	Q5BL32
7955.ENSDARP00000023794	F8W5Z2
7955.ENSDARP00000077731	Z4YIT3
7955.ENSDARP00000098710	F8W2P3
7955.ENSDARP00000124656	F8W2P4
7955.ENSDARP00000124114	F8W3A3
7955.ENSDARP00000099588	F8W4N0
7955.ENSDARP00000083898	F8W4R1
7955.ENSDARP00000016693	F8W4X2
7955.ENSDARP00000100587	F8W5N3
7955.ENSDARP00000111271	Q071D8
7955.ENSDARP00000082917	Q08BG5
7955.ENSDARP00000102210	A1L1F3
7955.ENSDARP00000093238	B2GTH3
7955.ENSDARP00000088021	I6LNU5
7955.ENSDARP00000094654	A1L296
7955.ENSDARP00000074143	B1WB87
7955.ENSDARP00000065499	B2LUM7
7955.ENSDARP00000088230	B3DGM7
7955.ENSDARP00000109904	E7EZT7
7955.ENSDARP00000107720	E7F0Z2
7955.ENSDARP00000111398	E7F1F2
7955.ENSDARP00000125339	E7F1G0
7955.ENSDARP00000107563	E7F2L8
7955.ENSDARP00000107531	E7F2N9
7955.ENSDARP00000105240	E7F5Y5
7955.ENSDARP00000004191	E7F6M5
7955.ENSDARP00000110571	E7F8I0
7955.ENSDARP00000012861	E7FD62
7955.ENSDARP00000110067	E7FDH6
7955.ENSDARP00000123789	E7FFD6
7955.ENSDARP00000126374	E7FG68
7955.ENSDARP00000108869	E7FGA7
7955.ENSDARP00000122980	E7FGW1
7955.ENSDARP00000064522	F1Q512
7955.ENSDARP00000020835	F1Q565
7955.ENSDARP00000077643	F1QEU1
7955.ENSDARP00000065983	F1QG52
7955.ENSDARP00000112089	F1QH03
7955.ENSDARP00000118312	F1QML3
7955.ENSDARP00000106346	F1QN24
7955.ENSDARP00000044082	F1QNL1
7955.ENSDARP00000047843	F1QP85
7955.ENSDARP00000092787	F1QSJ7
7955.ENSDARP00000073658	F1QTQ6
7955.ENSDARP00000082779	F1QZB3
7955.ENSDARP00000044367	F1R6R9
7955.ENSDARP00000108182	F1RCG4
7955.ENSDARP00000020392	Q8QH10
7955.ENSDARP00000029690	Q9DD91
7955.ENSDARP00000109393	Q9I9N8
7955.ENSDARP00000017168	E7EXK0
7955.ENSDARP00000074522	E7EXQ2
7955.ENSDARP00000058417	E7F4X5
7955.ENSDARP00000090058	E7FAP2
7955.ENSDARP00000101598	E7FAY6
7955.ENSDARP00000105688	E7FBP3
7955.ENSDARP00000083373	E7FBR2
7955.ENSDARP00000105520	E7FGI5
7955.ENSDARP00000071853	F1Q7G9
7955.ENSDARP00000115057	F1Q7H0
7955.ENSDARP00000103050	F1Q7J6
7955.ENSDARP00000080173	F1Q8B5
7955.ENSDARP00000022674	F1Q9R2
7955.ENSDARP00000100327	F1QAM6
7955.ENSDARP00000106320	F1QBB6
7955.ENSDARP00000118057	F1QC38
7955.ENSDARP00000109694	F1QED0
7955.ENSDARP00000114730	F1QFP2
7955.ENSDARP00000121211	F1QGX3
7955.ENSDARP00000118570	F1QKX2
7955.ENSDARP00000012986	F1QL40
7955.ENSDARP00000048846	F1QML0
7955.ENSDARP00000070565	F1QNB0
7955.ENSDARP00000074475	F1QQV9
7955.ENSDARP00000115695	F1QSF8
7955.ENSDARP00000076199	F1QTR5
7955.ENSDARP00000113868	F1QU64
7955.ENSDARP00000101885	F1QU69
7955.ENSDARP00000108335	F1QUM9
7955.ENSDARP00000110047	F1QUX1
7955.ENSDARP00000121534	F1QVS5
7955.ENSDARP00000096636	F1QZ60
7955.ENSDARP00000087493	F1R018
7955.ENSDARP00000097966	F1R062
7955.ENSDARP00000093629	F1R0J8
7955.ENSDARP00000058889	F1R264
7955.ENSDARP00000115658	F1R7B0
7955.ENSDARP00000034808	F1R7Y1
7955.ENSDARP00000054689	F1RCA6
7955.ENSDARP00000114801	F1RCQ1
7955.ENSDARP00000100904	F1RCT5
7955.ENSDARP00000100758	F1RCY7
7955.ENSDARP00000112551	F1RD35
7955.ENSDARP00000058684	F1RD49
7955.ENSDARP00000101502	F1RD53
7955.ENSDARP00000099298	F1RDL6
7955.ENSDARP00000112924	Q8AXB6
7955.ENSDARP00000089813	Q90Z65
7955.ENSDARP00000088783	A3QK20
7955.ENSDARP00000122987	A4VCH1
7955.ENSDARP00000027924	A5PMF1
7955.ENSDARP00000015290	A5WV16
7955.ENSDARP00000091019	A5WVY7
7955.ENSDARP00000121045	A8DZB2
7955.ENSDARP00000027995	A8DZF0
7955.ENSDARP00000120571	A9C4A4
7955.ENSDARP00000070106	B0UYJ2
7955.ENSDARP00000094471	B7ZD59
7955.ENSDARP00000092896	B8JIV9
7955.ENSDARP00000093240	F1Q4N8
7955.ENSDARP00000099850	F1Q4Q6
7955.ENSDARP00000118104	F1QBS6
7955.ENSDARP00000098790	F1QCI1
7955.ENSDARP00000114319	F1QIU9
7955.ENSDARP00000111507	F1QJD7
7955.ENSDARP00000112564	F1QQ26
7955.ENSDARP00000102826	F1QQN1
7955.ENSDARP00000101944	F1QX95
7955.ENSDARP00000114221	F1QXL6
7955.ENSDARP00000099506	F1R3R6
7955.ENSDARP00000101658	F1R9G8
7955.ENSDARP00000029689	F1R9P8
7955.ENSDARP00000086095	F1RAA5
7955.ENSDARP00000067890	F1RAG8
7955.ENSDARP00000056671	F1RAM1
7955.ENSDARP00000101188	F1RAP5
7955.ENSDARP00000122354	F6NX52
7955.ENSDARP00000057265	H9GXC6
7955.ENSDARP00000079171	H9GXK6
7955.ENSDARP00000089105	H9GXP3
7955.ENSDARP00000104101	H9GY62
7955.ENSDARP00000106774	H9GYH5
7955.ENSDARP00000107729	H9GYM4
7955.ENSDARP00000109210	H9GYV6
7955.ENSDARP00000109505	H9GYX8
7955.ENSDARP00000115379	H9GZG8
7955.ENSDARP00000061365	Q1LVZ0
7955.ENSDARP00000119587	Q1LW98
7955.ENSDARP00000084533	Q1LX70
7955.ENSDARP00000091817	Q5RGV2
7955.ENSDARP00000007196	Q5RIK6
7955.ENSDARP00000037635	Q6DGK7
7955.ENSDARP00000099532	Q8QFW2
7955.ENSDARP00000095111	E9QBF1
7955.ENSDARP00000046453	A8WFS5
7955.ENSDARP00000011049	E9QBR6
7955.ENSDARP00000068459	E9QCE6
7955.ENSDARP00000089296	E9QEQ0
7955.ENSDARP00000097342	A0JMB8
7955.ENSDARP00000093755	B7SW26
7955.ENSDARP00000104608	B7ZVK8
7955.ENSDARP00000086888	Q1LW87
7955.ENSDARP00000112233	Q502P5
7955.ENSDARP00000105876	Q5U3T2
7955.ENSDARP00000095254	Q5W8I9
7955.ENSDARP00000017514	Q90WS8
7955.ENSDARP00000076776	Q9W7B3
7955.ENSDARP00000092177	E9QCN7
7955.ENSDARP00000099886	E9QDC9
7955.ENSDARP00000111114	E9QDU1
7955.ENSDARP00000083210	E9QDX3
7955.ENSDARP00000121913	E9QE88
7955.ENSDARP00000079947	E9QET9
7955.ENSDARP00000116849	E9QF68
7955.ENSDARP00000105699	E9QFM2
7955.ENSDARP00000117842	E9QGD8
7955.ENSDARP00000037025	F1QCU8
7955.ENSDARP00000120121	F1QD57
7955.ENSDARP00000111585	F1QDY5
7955.ENSDARP00000111219	F1QE10
7955.ENSDARP00000106374	F1QK50
7955.ENSDARP00000077331	F1QK57
7955.ENSDARP00000111616	F1QKF6
7955.ENSDARP00000035545	F1QRD5
7955.ENSDARP00000107689	F1QRL7
7955.ENSDARP00000097735	F1QS69
7955.ENSDARP00000122795	F1QSA7
7955.ENSDARP00000120948	F1QTG3
7955.ENSDARP00000068385	F1QY18
7955.ENSDARP00000105791	F1QYT9
7955.ENSDARP00000046210	F1R1J1
7955.ENSDARP00000099751	F1R363
7955.ENSDARP00000116252	F1R3A7
7955.ENSDARP00000106302	F1R5E6
7955.ENSDARP00000114529	Q7SZP7
7955.ENSDARP00000123697	F1R5F7
7955.ENSDARP00000080178	U3JAI5
7955.ENSDARP00000008513	A2AWA1
7955.ENSDARP00000087563	A2CGB3
7955.ENSDARP00000089087	A7UN70
7955.ENSDARP00000048818	A9C3N2
7955.ENSDARP00000091492	B0CLZ9
7955.ENSDARP00000106324	B0R139
7955.ENSDARP00000005280	B0S5I9
7955.ENSDARP00000016139	B0V332
7955.ENSDARP00000115222	F6NIF6
7955.ENSDARP00000102294	I3ITG0
7955.ENSDARP00000111523	I3ITH2
7955.ENSDARP00000125899	I3ITM3
7955.ENSDARP00000121139	Q1MT00
7955.ENSDARP00000118594	Q4V8W9
7955.ENSDARP00000110412	Q4V901
7955.ENSDARP00000051195	Q4V9A6
7955.ENSDARP00000091542	Q4V9M6
7955.ENSDARP00000104260	Q501Y2
7955.ENSDARP00000073057	Q8JGM5
7955.ENSDARP00000116425	Q90ZA7
7955.ENSDARP00000052635	Q9YGU1
7955.ENSDARP00000115545	A2BDM1
7955.ENSDARP00000117024	A2CG95
7955.ENSDARP00000120881	A3KPU5
7955.ENSDARP00000057735	A8HAJ8
7955.ENSDARP00000104311	B0UYL9
7955.ENSDARP00000090522	B0V349
7955.ENSDARP00000048280	B8A5Q1
7955.ENSDARP00000119002	B8A5Z3
7955.ENSDARP00000044213	B8JIF0
7955.ENSDARP00000009802	F6NS11
7955.ENSDARP00000100934	F6P711
7955.ENSDARP00000119695	Q1L982
7955.ENSDARP00000122210	Q1LUF0
7955.ENSDARP00000107383	Q5XJ11
7955.ENSDARP00000120430	Q6NYE8
7955.ENSDARP00000102499	A9JRU0
7955.ENSDARP00000038214	A9JT96
7955.ENSDARP00000111114	A9JTB5
7955.ENSDARP00000095308	F1LLQ4
7955.ENSDARP00000110961	F1QWK8
7955.ENSDARP00000056234	Q0P7H6
7955.ENSDARP00000111381	Q5U3D6
7955.ENSDARP00000071848	Q6DRE0
7955.ENSDARP00000103592	Q7SYB0
7955.ENSDARP00000047470	R4GER3
7955.ENSDARP00000059334	R4GEV0
7955.ENSDARP00000123164	A3KNG5
7955.ENSDARP00000102269	A9JR35
7955.ENSDARP00000101144	A9JRC4
7955.ENSDARP00000006207	A9JTC0
7955.ENSDARP00000115786	A9ZPE1
7955.ENSDARP00000045769	Q6NWA9
7955.ENSDARP00000090113	Q6NWC8
7955.ENSDARP00000121175	A4JYG6
7955.ENSDARP00000090999	Q501U1
7955.ENSDARP00000013455	Q6GQL8
7955.ENSDARP00000030814	C5IG47
7955.ENSDARP00000118513	Q802G8
7955.ENSDARP00000067632	Q503K8
7955.ENSDARP00000125744	Q504G9
7955.ENSDARP00000069007	Q6TNT4
7955.ENSDARP00000070011	X1WD04
7955.ENSDARP00000074658	X1WFH1
7955.ENSDARP00000104248	A1IVM9
7955.ENSDARP00000088795	A4GVF3
7955.ENSDARP00000090639	A4IGB5
7955.ENSDARP00000107935	O73756
7955.ENSDARP00000124566	Q502I5
7955.ENSDARP00000098252	Q6R5A4
7955.ENSDARP00000110668	Q8MGS0
7955.ENSDARP00000109670	X1WBB2
7955.ENSDARP00000048027	X1WCN6
7955.ENSDARP00000107181	X1WFI2
7955.ENSDARP00000125821	X1WGJ8
7955.ENSDARP00000006267	X1WGU9
7955.ENSDARP00000074157	X1WHG8
7955.ENSDARP00000006458	B3DJ56
7955.ENSDARP00000074127	C0H5V9
7955.ENSDARP00000054419	F2Z4U5
7955.ENSDARP00000110276	K7DY10
7955.ENSDARP00000126367	K7DY41
7955.ENSDARP00000123009	K7DY68
7955.ENSDARP00000107224	B3DG71
7955.ENSDARP00000125063	A7M795
7955.ENSDARP00000072211	A7MBW8
7955.ENSDARP00000109050	Q568D0
7955.ENSDARP00000093703	Q56A53
7955.ENSDARP00000122693	Q5BLB0
7955.ENSDARP00000125014	F8W5Q3
7955.ENSDARP00000022147	Q6DBZ1
7955.ENSDARP00000124918	F8W2D7
7955.ENSDARP00000082516	F8W4H1
7955.ENSDARP00000089204	F8W4J6
7955.ENSDARP00000037677	F8W5G1
7955.ENSDARP00000125093	F8W5H6
7955.ENSDARP00000124897	F8W621
7955.ENSDARP00000123904	Q64GK4
7955.ENSDARP00000123999	Q66I17
7955.ENSDARP00000005597	Q6DEI5
7955.ENSDARP00000090943	Q7M569
7955.ENSDARP00000100986	A2A135
7955.ENSDARP00000040361	B2GPM7
7955.ENSDARP00000038743	B2GRF1
7955.ENSDARP00000060017	B2GRU4
7955.ENSDARP00000126369	B2GS87
7955.ENSDARP00000106725	B8A5J0
7955.ENSDARP00000111600	E7EZC8
7955.ENSDARP00000102285	E7F0N0
7955.ENSDARP00000116840	E7F0X9
7955.ENSDARP00000109040	E7F1W7
7955.ENSDARP00000034129	E7F2Q8
7955.ENSDARP00000027417	E7F3K5
7955.ENSDARP00000102413	E7F503
7955.ENSDARP00000108579	E7F760
7955.ENSDARP00000110629	E7F857
7955.ENSDARP00000102777	E7F8N9
7955.ENSDARP00000061097	E7F8T4
7955.ENSDARP00000021833	E7F8Z0
7955.ENSDARP00000106089	E7F9Q1
7955.ENSDARP00000041423	E7FAC8
7955.ENSDARP00000103081	E7FBY2
7955.ENSDARP00000110014	E7FDK8
7955.ENSDARP00000094591	E7FE68
7955.ENSDARP00000123525	F1QEM0
7955.ENSDARP00000103862	F1QGK1
7955.ENSDARP00000006334	F1QMW5
7955.ENSDARP00000107849	F1QPB8
7955.ENSDARP00000073849	F1QQM2
7955.ENSDARP00000122180	F1QWD7
7955.ENSDARP00000094398	F1R1E2
7955.ENSDARP00000012078	F1R2Z8
7955.ENSDARP00000107537	F1R817
7955.ENSDARP00000099233	F1R9C0
7955.ENSDARP00000011002	Q501Y9
7955.ENSDARP00000030264	Q5EAZ8
7955.ENSDARP00000087753	Q6NUT9
7955.ENSDARP00000007839	A5WVQ7
7955.ENSDARP00000104740	E7EY16
7955.ENSDARP00000098361	E7EYI9
7955.ENSDARP00000109457	E7EYP0
7955.ENSDARP00000089223	E7F2S1
7955.ENSDARP00000105449	E7F5U8
7955.ENSDARP00000007963	F1Q6U7
7955.ENSDARP00000115693	F1Q7U4
7955.ENSDARP00000092468	F1Q831
7955.ENSDARP00000118929	F1Q8L1
7955.ENSDARP00000103549	F1Q924
7955.ENSDARP00000054019	F1QA26
7955.ENSDARP00000086840	F1QC23
7955.ENSDARP00000106027	F1QCB6
7955.ENSDARP00000074109	F1QDV4
7955.ENSDARP00000089596	F1QFN7
7955.ENSDARP00000054806	F1QG26
7955.ENSDARP00000098380	F1QGR3
7955.ENSDARP00000074167	F1QKJ9
7955.ENSDARP00000069025	F1QMF1
7955.ENSDARP00000028345	F1QML2
7955.ENSDARP00000105205	F1QPN8
7955.ENSDARP00000123655	F1QQT1
7955.ENSDARP00000003782	F1QSD9
7955.ENSDARP00000110423	F1QSI1
7955.ENSDARP00000122087	F1QSL7
7955.ENSDARP00000013243	F1QT07
7955.ENSDARP00000122367	F1QTA1
7955.ENSDARP00000073656	F1QUA4
7955.ENSDARP00000122626	F1QUN1
7955.ENSDARP00000085584	F1QV50
7955.ENSDARP00000064004	F1QZX5
7955.ENSDARP00000122990	F1R1E6
7955.ENSDARP00000050482	F1R2Y8
7955.ENSDARP00000112982	F1R3Y0
7955.ENSDARP00000010335	F1R479
7955.ENSDARP00000037866	F1R5W1
7955.ENSDARP00000116093	F1R6A4
7955.ENSDARP00000115584	F1R708
7955.ENSDARP00000107281	F1R7C8
7955.ENSDARP00000123742	F1R7M4
7955.ENSDARP00000025704	F1R857
7955.ENSDARP00000112161	F1RCC5
7955.ENSDARP00000054649	F1RCF2
7955.ENSDARP00000112866	F1RDK3
7955.ENSDARP00000099059	F1RDU6
7955.ENSDARP00000100270	F1RE49
7955.ENSDARP00000063018	F1REI8
7955.ENSDARP00000114010	A2BHM2
7955.ENSDARP00000071960	A4QP04
7955.ENSDARP00000089741	A5PMB5
7955.ENSDARP00000118155	B0S7G0
7955.ENSDARP00000118348	B0V0W3
7955.ENSDARP00000122999	F6P2Y8
7955.ENSDARP00000092179	H9GXR0
7955.ENSDARP00000100748	H9GY01
7955.ENSDARP00000108227	H9GYP1
7955.ENSDARP00000070770	Q5RGL1
7955.ENSDARP00000045638	Q5RGZ9
7955.ENSDARP00000061554	Q5RIC1
7955.ENSDARP00000105205	Q6DC70
7955.ENSDARP00000105540	Q6DRI0
7955.ENSDARP00000003412	Q6NXB0
7955.ENSDARP00000083949	A2RV46
7955.ENSDARP00000095615	A7MC30
7955.ENSDARP00000046044	C0SPC4
7955.ENSDARP00000105218	C0SPC6
7955.ENSDARP00000123467	E9QC08
7955.ENSDARP00000070385	E9QCK8
7955.ENSDARP00000084181	Q1L680
7955.ENSDARP00000045627	Q1LYH5
7955.ENSDARP00000116543	E9QBC7
7955.ENSDARP00000123095	E9QBM6
7955.ENSDARP00000112435	E9QEY6
7955.ENSDARP00000098697	G3CES3
7955.ENSDARP00000125782	M9MMD1
7955.ENSDARP00000105551	B7ZVL9
7955.ENSDARP00000073626	Q1RM65
7955.ENSDARP00000100541	A5PLI5
7955.ENSDARP00000082437	B8A5F7
7955.ENSDARP00000011006	Q1LXH8
7955.ENSDARP00000093077	Q5TYX8
7955.ENSDARP00000109556	E9QEG6
7955.ENSDARP00000120608	E9QGH6
7955.ENSDARP00000113898	F1QBA0
7955.ENSDARP00000109771	F1QD89
7955.ENSDARP00000125611	H0WFH8
7955.ENSDARP00000121027	B2GPE2
7955.ENSDARP00000054986	E9QBP3
7955.ENSDARP00000116139	E9QD80
7955.ENSDARP00000123049	E9QDC7
7955.ENSDARP00000096533	E9QDZ1
7955.ENSDARP00000121093	E9QEF6
7955.ENSDARP00000100078	E9QEM2
7955.ENSDARP00000119490	E9QEV2
7955.ENSDARP00000031222	E9QFG4
7955.ENSDARP00000102277	E9QFR3
7955.ENSDARP00000115636	E9QFT6
7955.ENSDARP00000120402	E9QGB5
7955.ENSDARP00000069192	E9QIJ8
7955.ENSDARP00000080352	F1Q979
7955.ENSDARP00000069393	F1Q9W8
7955.ENSDARP00000074697	F1QCZ4
7955.ENSDARP00000120149	F1QD39
7955.ENSDARP00000028689	F1QJN1
7955.ENSDARP00000112016	F1QJV2
7955.ENSDARP00000118370	F1QLV5
7955.ENSDARP00000059052	F1QS85
7955.ENSDARP00000061300	F1QSB6
7955.ENSDARP00000108281	F1QW35
7955.ENSDARP00000102033	F1QXV6
7955.ENSDARP00000105930	F1QYN4
7955.ENSDARP00000056302	F1QYS3
7955.ENSDARP00000116421	F1R1Z6
7955.ENSDARP00000060295	F1R4E5
7955.ENSDARP00000109966	F1R4I5
7955.ENSDARP00000107104	F1R4L5
7955.ENSDARP00000060596	F1R4Y1
7955.ENSDARP00000107021	F1R605
7955.ENSDARP00000101134	F1RBD5
7955.ENSDARP00000115383	F1RBY1
7955.ENSDARP00000009428	Q7SXR4
7955.ENSDARP00000009582	Q7SXY6
7955.ENSDARP00000016693	Q7SZP0
7955.ENSDARP00000055770	Q7ZU44
7955.ENSDARP00000038408	A2CE52
7955.ENSDARP00000112287	A5XCC7
7955.ENSDARP00000077664	B0R0T6
7955.ENSDARP00000099835	B8JK72
7955.ENSDARP00000100654	Q1LY16
7955.ENSDARP00000044422	Q5WPB2
7955.ENSDARP00000069275	A2BGG2
7955.ENSDARP00000101023	A2CEY2
7955.ENSDARP00000122756	A8E7S2
7955.ENSDARP00000087753	A8KBQ5
7955.ENSDARP00000118413	A8WG33
7955.ENSDARP00000014290	A8WH89
7955.ENSDARP00000101298	A8WIN8
7955.ENSDARP00000113146	A8WIP7
7955.ENSDARP00000109674	B0S576
7955.ENSDARP00000078125	B0S5N7
7955.ENSDARP00000118047	B8A4N6
7955.ENSDARP00000038349	B8JHS7
7955.ENSDARP00000099293	B8K0F6
7955.ENSDARP00000125900	I3ISL7
7955.ENSDARP00000125973	I3ISS9
7955.ENSDARP00000126268	I3ITJ9
7955.ENSDARP00000041069	Q1L8N7
7955.ENSDARP00000080840	Q1LUI6
7955.ENSDARP00000123473	Q5RI28
7955.ENSDARP00000042296	Q5RI38
7955.ENSDARP00000096601	Q8QGM8
7955.ENSDARP00000125154	H0WE77
7955.ENSDARP00000125283	H0WEK5
7955.ENSDARP00000093036	H0WF22
7955.ENSDARP00000113585	Q4V8V9
7955.ENSDARP00000112202	R4GE01
7955.ENSDARP00000112089	A2AVI6
7955.ENSDARP00000019846	A4QN67
7955.ENSDARP00000070686	A4VAK1
7955.ENSDARP00000003163	A4VAK2
7955.ENSDARP00000066406	D2D0C0
7955.ENSDARP00000088899	D3X3S8
7955.ENSDARP00000112617	Q0P497
7955.ENSDARP00000106535	Q0P4F0
7955.ENSDARP00000045893	Q6IQM9
7955.ENSDARP00000093784	Q6NWF9
7955.ENSDARP00000050948	Q7T360
7955.ENSDARP00000092078	A3KP97
7955.ENSDARP00000125148	A9JRS0
7955.ENSDARP00000111028	Q6Q6F4
7955.ENSDARP00000113980	K7ZRI5
7955.ENSDARP00000037759	Q71N42
7955.ENSDARP00000109319	B9VQL2
7955.ENSDARP00000064654	Q7ZVY4
7955.ENSDARP00000089056	B5WXW6
7955.ENSDARP00000052858	A1L1S7
7955.ENSDARP00000112397	A4IFY7
7955.ENSDARP00000093478	A4IGG7
7955.ENSDARP00000070818	A7E274
7955.ENSDARP00000063623	O73733
7955.ENSDARP00000059368	Q58EP3
