224308.Bsubs1_010100014651	O05413
224308.Bsubs1_010100006891	A0A0D1L8P7
224308.Bsubs1_010100008561	A0A0D1L9Q1
224308.Bsubs1_010100009766	A0A063X6W0
224308.Bsubs1_010100019081	A0A063X9S6
224308.Bsubs1_010100002128	A0A063XBN7
224308.Bsubs1_010100015591	A0A063XIX3
224308.Bsubs1_010100015486	A0A063XIY0
224308.Bsubs1_010100008686	A0A085CBI3
224308.Bsubs1_010100005371	A0A0A1LUY3
224308.Bsubs1_010100006186	A0A0A1LVC1
224308.Bsubs1_010100009466	A0A0A1LXE5
224308.Bsubs1_010100015576	A0A0A1M0S3
224308.Bsubs1_010100016491	A0A0A1M193
224308.Bsubs1_010100016516	A0A0A1M197
224308.Bsubs1_010100007901	A0A0A1M2U8
224308.Bsubs1_010100020031	A0A0A1M9W0
224308.Bsubs1_010100006886	A0A0A1MBP6
224308.Bsubs1_010100008511	A0A0A1MEA0
224308.Bsubs1_010100014011	A0A0A1MFP0
224308.Bsubs1_010100014881	A0A0A1MI03
224308.Bsubs1_010100018866	A0A0A1MIG0
224308.Bsubs1_010100000460	A0A063X7W4
224308.Bsubs1_010100004948	A0A063XIH8
224308.Bsubs1_010100002428	A0A085C306
224308.Bsubs1_010100002713	A0A085C352
224308.Bsubs1_010100000963	A0A0A1LYW5
224308.Bsubs1_010100001753	A0A0A1LZC4
224308.Bsubs1_010100001353	A0A0A1M877
224308.Bsubs1_010100005846	A0A0A1MAL3
224308.Bsubs1_010100010386	R9WPT9
224308.Bsubs1_010100017966	A0A0C3FYM4
224308.Bsubs1_010100016661	A0A0C3HVW6
224308.Bsubs1_010100012906	A0A0C3KKX8
224308.Bsubs1_010100014211	A0A0D1IU82
224308.Bsubs1_010100019811	A0A0D1J184
224308.Bsubs1_010100008036	A0A0D1JIR5
224308.Bsubs1_010100009786	A0A0D1JJR9
224308.Bsubs1_010100020441	A0A0D1KCH3
224308.Bsubs1_010100017841	A0A0D1KH79
224308.Bsubs1_010100002648	A0A0D1KPB9
224308.Bsubs1_010100000923	A0A0D1KQC4
224308.Bsubs1_010100021191	A0A0D1KUK0
224308.Bsubs1_010100022046	A0A0D1L3F9
224308.Bsubs1_010100016211	A0A0D1L4Y6
224308.Bsubs1_010100002078	A0A0D1L579
224308.Bsubs1_010100018206	A0A063XHK3
224308.Bsubs1_010100005591	A0A0A1LV13
224308.Bsubs1_010100007771	A0A0A1MDV6
224308.Bsubs1_010100016031	A0A0A1MII8
224308.Bsubs1_010100017221	I2D9X2
224308.Bsubs1_010100016276	A0A063XEA9
224308.Bsubs1_010100005281	A0A063XHU9
224308.Bsubs1_010100018671	A0A085C4D9
224308.Bsubs1_010100022111	A0A085C673
224308.Bsubs1_010100011946	A0A085C6P7
224308.Bsubs1_010100008416	A0A085CBD1
224308.Bsubs1_010100013216	A0A0A0YFC7
224308.Bsubs1_010100011941	A0A0A1LYR9
224308.Bsubs1_010100017271	A0A0A1M898
224308.Bsubs1_010100003643	A0A0A1M9X5
224308.Bsubs1_010100015096	A0A0A1MGD4
224308.Bsubs1_010100016551	A0A0A1MH27
224308.Bsubs1_010100017951	A0A0A1MI04
224308.Bsubs1_010100003088	A0A085C396
224308.Bsubs1_010100009656	A0A085CCJ1
224308.Bsubs1_010100002203	A0A0A1M8Q7
224308.Bsubs1_010100016766	A0A0A1MGS6
224308.Bsubs1_010100016711	A0A0A1M7S5
224308.Bsubs1_010100001553	A0A0C3KZL5
224308.Bsubs1_010100007031	A0A0D1JI48
224308.Bsubs1_010100002698	A0A0D1KPB0
224308.Bsubs1_010100017316	A0A0D1KQA1
224308.Bsubs1_010100009081	A0A0D1L9X4
224308.Bsubs1_010100009891	A0A0D1LAC4
224308.Bsubs1_010100000435	A0A0C3GVB9
224308.Bsubs1_010100012936	A0A0C3L556
224308.Bsubs1_010100019086	A0A0D1IA34
224308.Bsubs1_010100019316	A0A0D1IA80
224308.Bsubs1_010100019571	A0A0D1J115
224308.Bsubs1_010100002603	A0A0D1JEG3
224308.Bsubs1_010100009906	A0A0D1JJU8
224308.Bsubs1_010100014216	A0A0D1JK38
224308.Bsubs1_010100017046	A0A0D1KAN5
224308.Bsubs1_010100011371	A0A0A1MFV7
224308.Bsubs1_010100007101	A0A063X857
224308.Bsubs1_010100011441	A0A063XAL0
224308.Bsubs1_010100005491	A0A063XEP3
224308.Bsubs1_010100004563	A0A085C238
224308.Bsubs1_010100006816	A0A085CAI9
224308.Bsubs1_010100006211	A0A0A1LVC6
224308.Bsubs1_010100007186	A0A0A1MBY2
224308.Bsubs1_010100014611	A0A0A1MG03
224308.Bsubs1_010100016446	A0A0A1MIS7
224308.Bsubs1_010100002318	A0A085C2Y6
224308.Bsubs1_010100003783	A0A0A1M9H9
224308.Bsubs1_010100016636	A0A0A1MGP6
224308.Bsubs1_010100003258	A0A0D1IN64
224308.Bsubs1_010100015686	A0A0D1L4N3
224308.Bsubs1_010100005471	A0A0D1L7Z0
224308.Bsubs1_010100018236	A0A086WZ98
224308.Bsubs1_010100008421	A0A0C3LU02
224308.Bsubs1_010100017451	A0A0D1I8W7
224308.Bsubs1_010100020066	A0A0D1IAX5
224308.Bsubs1_010100004343	A0A0D1IMM5
224308.Bsubs1_010100020316	A0A0D1J1N2
224308.Bsubs1_010100010836	A0A0D1JFQ5
224308.Bsubs1_010100013526	A0A0D1JGK3
224308.Bsubs1_010100020026	A0A0D1KCA5
224308.Bsubs1_010100018826	A0A0D1KHX4
224308.Bsubs1_010100021206	A0A0D1KMB4
224308.Bsubs1_010100003248	A0A0D1KP00
224308.Bsubs1_010100002383	A0A0D1KPH9
224308.Bsubs1_010100017371	A0A0D1KQB9
224308.Bsubs1_010100012476	A0A0D1KR08
224308.Bsubs1_010100012606	A0A0D1KR33
224308.Bsubs1_010100018886	A0A0D1KRF1
224308.Bsubs1_010100006226	A0A0D1KT83
224308.Bsubs1_010100007671	A0A0D1KU76
224308.Bsubs1_010100009056	A0A0D1L9X0
224308.Bsubs1_010100009481	A0A0D1LA38
224308.Bsubs1_010100003178	A0A0A1M9Q5
224308.Bsubs1_010100004203	A0A0A1MBU5
224308.Bsubs1_010100020686	A0A063XBW1
224308.Bsubs1_010100003773	A0A063XGI2
224308.Bsubs1_010100014356	A0A0A1MHK8
224308.Bsubs1_010100014491	A0A0A1MHN9
224308.Bsubs1_010100012626	A0A063XDV7
224308.Bsubs1_010100007811	A0A085CB18
224308.Bsubs1_010100014631	A0A0A1M088
224308.Bsubs1_010100014371	A0A0A1M6E7
224308.Bsubs1_010100014891	A0A0A1M6V2
224308.Bsubs1_010100020501	A0A0A1MA22
224308.Bsubs1_010100004683	A0A063XFN3
224308.Bsubs1_010100004813	A0A063XI77
224308.Bsubs1_010100000280	A0A0A1M7M2
224308.Bsubs1_010100016706	A0A0C3HVX2
224308.Bsubs1_010100006561	A0A0C3JLR9
224308.Bsubs1_010100004858	A0A0C3JSL6
224308.Bsubs1_010100012786	A0A0C3KD93
224308.Bsubs1_010100019486	A0A0D1IAE9
224308.Bsubs1_010100000265	A0A0D1IM47
224308.Bsubs1_010100014406	A0A0D1IUC4
224308.Bsubs1_010100016331	A0A0D1IVM7
224308.Bsubs1_010100019371	A0A0D1J0U5
224308.Bsubs1_010100000245	A0A0D1JCU6
224308.Bsubs1_010100004693	A0A0D1JD59
224308.Bsubs1_010100010636	A0A0D1JFM7
224308.Bsubs1_010100010661	A0A0D1JFN1
224308.Bsubs1_010100013426	A0A0D1JGJ1
224308.Bsubs1_010100008856	A0A0D1JJC7
224308.Bsubs1_010100020076	A0A0D1KCB5
224308.Bsubs1_010100003798	A0A0D1KNQ6
224308.Bsubs1_010100005306	A0A0D1KSK1
224308.Bsubs1_010100015266	A0A0D1KWS9
224308.Bsubs1_010100010296	A0A0D1KYD8
224308.Bsubs1_010100010001	A0A0D1L3A3
224308.Bsubs1_010100010326	A0A0D1L602
224308.Bsubs1_010100013056	A0A0D1L713
224308.Bsubs1_010100013991	A0A0D1L7J0
224308.Bsubs1_010100007536	A0A0D1L921
224308.Bsubs1_010100009916	A0A0D1LAD0
224308.Bsubs1_010100012516	A0A086X655
224308.Bsubs1_010100020426	A0A085C5C6
224308.Bsubs1_010100001773	A0A0A1M8Z9
224308.Bsubs1_010100020656	A0A0A1MJ74
224308.Bsubs1_010100018556	A0A0A1MK39
224308.Bsubs1_010100004228	A0A063XFG0
224308.Bsubs1_010100004723	A0A063XI66
224308.Bsubs1_010100004063	A0A085C1U6
224308.Bsubs1_010100014306	A0A085C7Y8
224308.Bsubs1_010100005741	A0A0A1M1I5
224308.Bsubs1_010100003848	A0A063XB80
224308.Bsubs1_010100013241	A0A063XCD8
224308.Bsubs1_010100016296	A0A063XDZ0
224308.Bsubs1_010100022096	A0A063XEE4
224308.Bsubs1_010100010736	A0A085C6K7
224308.Bsubs1_010100010061	A0A085CCR6
224308.Bsubs1_010100006936	A0A0A0YDA8
224308.Bsubs1_010100009461	A0A0A1M3Q5
224308.Bsubs1_010100010716	A0A0A1M4E9
224308.Bsubs1_010100019631	A0A0A1M9K7
224308.Bsubs1_010100021611	A0A0A1MAK0
224308.Bsubs1_010100005856	A0A0A1MCP9
224308.Bsubs1_010100000490	A0A085C1A9
224308.Bsubs1_010100004188	A0A085C1X0
224308.Bsubs1_010100001113	A0A085C2C9
224308.Bsubs1_010100013641	A0A085C7L7
224308.Bsubs1_010100007006	A0A0C3JH00
224308.Bsubs1_010100016696	A0A0C3JR80
224308.Bsubs1_010100000430	A0A0C3K8Q6
224308.Bsubs1_010100007146	A0A0C3K9C6
224308.Bsubs1_010100020046	A0A0C3KE85
224308.Bsubs1_010100001548	A0A0D1INZ1
224308.Bsubs1_010100005321	A0A0D1IR73
224308.Bsubs1_010100009221	A0A0D1ITM1
224308.Bsubs1_010100012776	A0A0D1JG56
224308.Bsubs1_010100004938	A0A0D1JGX7
224308.Bsubs1_010100007821	A0A0D1JIL6
224308.Bsubs1_010100020501	A0A0D1KCI0
224308.Bsubs1_010100021116	A0A0D1KM77
224308.Bsubs1_010100012271	A0A0D1KQW4
224308.Bsubs1_010100018511	A0A0D1KR99
224308.Bsubs1_010100007101	A0A0D1L1K9
224308.Bsubs1_010100002813	A0A0D1L7T2
224308.Bsubs1_010100008436	Q45546
224308.Bsubs1_010100021161	A0A085C5R0
224308.Bsubs1_010100001683	A8I155
224308.Bsubs1_010100004023	A0A063XDL4
224308.Bsubs1_010100008956	A0A085CBN4
224308.Bsubs1_010100011801	A0A085CC20
224308.Bsubs1_010100011671	A0A085CC43
224308.Bsubs1_010100003983	A0A0A1LU56
224308.Bsubs1_010100006066	A0A0A1M1P7
224308.Bsubs1_010100017031	A0A0A1M813
224308.Bsubs1_010100003038	A0A0A1M934
224308.Bsubs1_010100004583	A0A085C242
224308.Bsubs1_010100016686	A0A085C9F0
224308.Bsubs1_010100007216	A0A085CAR2
224308.Bsubs1_010100018111	A0A0C3FGP8
224308.Bsubs1_010100016726	A0A0C3FY20
224308.Bsubs1_010100005916	A0A0C3JKC5
224308.Bsubs1_010100003733	A0A0C3KDZ4
224308.Bsubs1_010100009156	A0A0C3KEL7
224308.Bsubs1_010100004108	A0A0D1IMQ3
224308.Bsubs1_010100013371	A0A0D1IQL6
224308.Bsubs1_010100005876	A0A0D1IRJ9
224308.Bsubs1_010100015836	A0A0D1IVF2
224308.Bsubs1_010100017961	A0A0D1IZZ0
224308.Bsubs1_010100019876	A0A0D1J1B3
224308.Bsubs1_010100021996	A0A0D1JCP7
224308.Bsubs1_010100012316	A0A0D1JFY3
224308.Bsubs1_010100006466	A0A0D1JHV8
224308.Bsubs1_010100006626	A0A0D1JHY3
224308.Bsubs1_010100015406	A0A0D1JKX6
224308.Bsubs1_010100018506	A0A0D1KBK3
224308.Bsubs1_010100019916	A0A0D1KIP4
224308.Bsubs1_010100021981	A0A0D1KMU1
224308.Bsubs1_010100002263	A0A0D1KPK4
224308.Bsubs1_010100008581	A0A0D1KUY8
224308.Bsubs1_010100009396	A0A0D1KVF3
224308.Bsubs1_010100003223	A0A0D1KWT0
224308.Bsubs1_010100015846	A0A0D1KX62
224308.Bsubs1_010100009921	A0A0D1L388
224308.Bsubs1_010100004348	A0A0D1L3Z5
224308.Bsubs1_010100002958	A0A0D1L4S1
224308.Bsubs1_010100013726	A0A0D1L7E7
224308.Bsubs1_010100005821	A0A0D1L870
224308.Bsubs1_010100009291	A0A0D1LA18
224308.Bsubs1_010100009726	A0A0D1LA93
224308.Bsubs1_010100015806	A0A0D1LBK9
224308.Bsubs1_010100010386	C6F1T5
224308.Bsubs1_010100010386	Q8RMN9
224308.Bsubs1_010100001203	A0A085C2E7
224308.Bsubs1_010100021966	A0A0A1MJW8
224308.Bsubs1_010100002068	A0A063XFM0
224308.Bsubs1_010100018931	A0A085C4J1
224308.Bsubs1_010100020421	A0A085C5C5
224308.Bsubs1_010100013246	A0A085C7E2
224308.Bsubs1_010100017991	A0A0A1M267
224308.Bsubs1_010100002573	A0A0A1MAZ8
224308.Bsubs1_010100014581	A0A0A1MHQ6
224308.Bsubs1_010100009761	A0A063X579
224308.Bsubs1_010100016011	A0A063XA91
224308.Bsubs1_010100007086	A0A063XBL5
224308.Bsubs1_010100002893	A0A063XHH9
224308.Bsubs1_010100003483	A0A085C1J6
224308.Bsubs1_010100001383	A0A085C2I0
224308.Bsubs1_010100012416	A0A0A1MEW4
224308.Bsubs1_010100014791	A0A063XIW4
224308.Bsubs1_010100018311	A0A085C469
224308.Bsubs1_010100019956	A0A085C535
224308.Bsubs1_010100013716	A0A085C7N2
224308.Bsubs1_010100012831	A0A0A1LZ93
224308.Bsubs1_010100005991	A0A0A1M1N4
224308.Bsubs1_010100008231	A0A0A1M309
224308.Bsubs1_010100008101	A0A0A0TR10
224308.Bsubs1_010100001218	A0A085C2E9
224308.Bsubs1_010100002228	A0A085C2X3
224308.Bsubs1_010100001563	A0A0A1LZ83
224308.Bsubs1_010100003003	A0A0A1M006
224308.Bsubs1_010100008371	A0A0C3F9B2
224308.Bsubs1_010100008456	A0A0C3LA38
224308.Bsubs1_010100008481	A0A0D1L2I1
224308.Bsubs1_010100016686	A0A0D1L5A1
224308.Bsubs1_010100010621	A0A0D1L650
224308.Bsubs1_010100010951	A0A0D1L6A5
224308.Bsubs1_010100012481	A0A0D1L6J8
224308.Bsubs1_010100012901	A0A0D1L6V2
224308.Bsubs1_010100007561	A0A0D1L926
224308.Bsubs1_010100017626	A0A0D1I946
224308.Bsubs1_010100018006	A0A0D1I9J7
224308.Bsubs1_010100018431	A0A0D1I9T3
224308.Bsubs1_010100006176	A0A0D1IRS2
224308.Bsubs1_010100008876	A0A0D1ITG8
224308.Bsubs1_010100018436	A0A0D1J089
224308.Bsubs1_010100021021	A0A0D1KCR1
224308.Bsubs1_010100017291	A0A0D1KGR9
224308.Bsubs1_010100005591	A0A0D1KST1
224308.Bsubs1_010100007061	A0A0D1KTQ5
224308.Bsubs1_010100007356	A0A0D1KTY3
224308.Bsubs1_010100014326	A0A0D1KVY7
224308.Bsubs1_010100002808	A0A0D1KX34
224308.Bsubs1_010100016201	A0A0D1KXC0
224308.Bsubs1_010100012281	A0A0D1KYX5
224308.Bsubs1_010100005601	A0A0D1L0K6
224308.Bsubs1_010100020516	A0A063XHQ4
224308.Bsubs1_010100021241	A0A0A1MLM6
224308.Bsubs1_010100008041	A0A086X2M5
224308.Bsubs1_010100007121	A0A086X333
224308.Bsubs1_010100018656	G3CAF8
224308.Bsubs1_010100015896	A0A0A0TUI0
224308.Bsubs1_010100014321	A0A0A1MFF0
224308.Bsubs1_010100018801	A0A0A0YID8
224308.Bsubs1_010100001103	A0A0A1M8K4
224308.Bsubs1_010100018126	A0A0A1MJV1
224308.Bsubs1_010100015826	A0A086X4P0
224308.Bsubs1_010100017266	A0A063X7D0
224308.Bsubs1_010100012621	A0A063XF31
224308.Bsubs1_010100000160	A0A085C0X9
224308.Bsubs1_010100019751	A0A085C4Z7
224308.Bsubs1_010100012801	A0A085C757
224308.Bsubs1_010100008536	A0A085CBF5
224308.Bsubs1_010100014766	A0A0A1M6Q1
224308.Bsubs1_010100021471	A0A0A1MLS2
224308.Bsubs1_010100008321	A0A063XGQ7
224308.Bsubs1_010100011471	A0A0A1MFX8
224308.Bsubs1_010100009121	A0A063XFB9
224308.Bsubs1_010100009976	A0A063XFH1
224308.Bsubs1_010100003993	A0A085C1T4
224308.Bsubs1_010100004328	A0A085C1Z4
224308.Bsubs1_010100001568	A0A085C2L3
224308.Bsubs1_010100013631	A0A085C7L5
224308.Bsubs1_010100000095	A0A0A1LYF6
224308.Bsubs1_010100012046	A0A0A1LYU4
224308.Bsubs1_010100007256	A0A0A1MC05
224308.Bsubs1_010100012611	A0A0A1MEJ3
224308.Bsubs1_010100016936	A0A0A1MHA6
224308.Bsubs1_010100018561	A0A0A1MIA5
224308.Bsubs1_010100001578	A0A063XE46
224308.Bsubs1_010100013716	A0A0C3JR54
224308.Bsubs1_010100004778	A0A0C3K895
224308.Bsubs1_010100000805	A0A0C3K9F5
224308.Bsubs1_010100012551	A0A0C3KPZ4
224308.Bsubs1_010100017641	A0A0C3LCZ2
224308.Bsubs1_010100009521	A0A0C3LIR8
224308.Bsubs1_010100015506	A0A0C3LUL5
224308.Bsubs1_010100019196	A0A0D1IA59
224308.Bsubs1_010100002373	A0A0D1INJ4
224308.Bsubs1_010100012186	A0A0D1IPQ8
224308.Bsubs1_010100006551	A0A0D1IS12
224308.Bsubs1_010100008211	A0A0D1ISY7
224308.Bsubs1_010100003468	A0A0D1JE12
224308.Bsubs1_010100006511	A0A0D1JHW6
224308.Bsubs1_010100006666	A0A0D1JHZ2
224308.Bsubs1_010100007471	A0A0D1L1T4
224308.Bsubs1_010100009801	A0A0D1L372
224308.Bsubs1_010100010216	A0A0D1LAM4
224308.Bsubs1_010100015391	A0A0D1LBB5
224308.Bsubs1_010100015406	A0A063XIY5
224308.Bsubs1_010100014276	A0A085C7Y2
224308.Bsubs1_010100012031	A0A0A0YEK3
224308.Bsubs1_010100007861	A0A0A1LWF4
224308.Bsubs1_010100004703	A0A063XDW2
224308.Bsubs1_010100001248	A0A085C2F5
224308.Bsubs1_010100003278	A0A085C3D4
224308.Bsubs1_010100018966	A0A085C4J8
224308.Bsubs1_010100013261	A0A085C7E5
224308.Bsubs1_010100011791	A0A0A1LYN2
224308.Bsubs1_010100021596	A0A0A1M454
224308.Bsubs1_010100014186	A0A085C7W6
224308.Bsubs1_010100007396	A0A0A1MBL6
224308.Bsubs1_010100014086	A0A0A1MHE5
224308.Bsubs1_010100017601	A0A0A1MJM0
224308.Bsubs1_010100003273	A0A0D1IN60
224308.Bsubs1_010100012961	A0A0D1IQB6
224308.Bsubs1_010100005981	A0A0D1IRN2
224308.Bsubs1_010100005038	A0A0D1L7R1
224308.Bsubs1_010100010386	Q45VU2
224308.Bsubs1_010100009201	A0A063X6B4
224308.Bsubs1_010100016631	A0A063X8C5
224308.Bsubs1_010100012596	A0A063XDW3
224308.Bsubs1_010100005023	A0A0A1M183
224308.Bsubs1_010100012876	A0A086X5Z2
224308.Bsubs1_010100006996	A0A063X9D3
224308.Bsubs1_010100016806	A0A063XDM1
224308.Bsubs1_010100008401	A0A063XGF6
224308.Bsubs1_010100021476	A0A085C5W9
224308.Bsubs1_010100021746	A0A085C607
224308.Bsubs1_010100013016	A0A085C798
224308.Bsubs1_010100013661	A0A085C7M1
224308.Bsubs1_010100015306	A0A085C8H8
224308.Bsubs1_010100015506	A0A085C8L8
224308.Bsubs1_010100014551	A0A0A1M070
224308.Bsubs1_010100019711	A0A0A1M9M7
224308.Bsubs1_010100004358	A0A0A1MBX8
224308.Bsubs1_010100017556	A0A0A1MHV0
224308.Bsubs1_010100006771	A0A063XEL2
224308.Bsubs1_010100014946	A0A063XGS5
224308.Bsubs1_010100001243	A0A0A1M852
224308.Bsubs1_010100021536	A0A0D1L359
224308.Bsubs1_010100014971	A0A0D1L3X3
224308.Bsubs1_010100001558	A0A0D1L5J0
224308.Bsubs1_010100003638	A0A063XAZ5
224308.Bsubs1_010100008516	A0A063XGZ6
224308.Bsubs1_010100021301	A0A063XIH1
224308.Bsubs1_010100006076	A0A0A1LVA2
224308.Bsubs1_010100014176	A0A0A1MFS3
224308.Bsubs1_010100017141	A0A0A1MHJ0
224308.Bsubs1_010100002168	A0A063XBN9
224308.Bsubs1_010100004403	A0A0A1LUF2
224308.Bsubs1_010100001098	A0A085C2C6
224308.Bsubs1_010100009666	A0A085CCJ3
224308.Bsubs1_010100000245	A0A0A1LYI1
224308.Bsubs1_010100017256	A0A0A1M1U7
224308.Bsubs1_010100017076	A0A0A1MHF0
224308.Bsubs1_010100017186	A0A0A1MJA7
224308.Bsubs1_010100011021	A0A063XC86
224308.Bsubs1_010100020606	A0A063XAM7
224308.Bsubs1_010100007176	A0A0C3M0G8
224308.Bsubs1_010100018281	A0A0D1I9Q7
224308.Bsubs1_010100009971	A0A0D1IU20
224308.Bsubs1_010100003273	A0A0D1JE39
224308.Bsubs1_010100001758	A0A0D1JEW3
224308.Bsubs1_010100000928	A0A0D1JFD7
224308.Bsubs1_010100007601	A0A0D1JIG2
224308.Bsubs1_010100019881	A0A0D1KC80
224308.Bsubs1_010100001563	A0A0D1KQ11
224308.Bsubs1_010100018721	A0A0D1KRC9
224308.Bsubs1_010100020176	A0A0D1KSD6
224308.Bsubs1_010100006776	A0A0D1KTK7
224308.Bsubs1_010100003743	A0A0D1KWG2
224308.Bsubs1_010100003263	A0A0D1KWR9
224308.Bsubs1_010100002643	A0A0D1L4Y1
224308.Bsubs1_010100000973	A0A0D1L5Y4
224308.Bsubs1_010100012326	A0A0D1L6G9
224308.Bsubs1_010100012426	A0A0D1L6I8
224308.Bsubs1_010100008691	A0A0D1L9T2
224308.Bsubs1_010100017026	A0A0D1KAN0
224308.Bsubs1_010100000225	A0A086WWG2
224308.Bsubs1_010100020836	A0A0A1MJA0
224308.Bsubs1_010100019946	A0A063XHW3
224308.Bsubs1_010100019786	A0A0A1MKT9
224308.Bsubs1_010100018026	A0A0A1MJT0
224308.Bsubs1_010100010386	S0ASI8
224308.Bsubs1_010100019106	A0A063X9S9
224308.Bsubs1_010100008986	A0A063XDH4
224308.Bsubs1_010100015746	A0A063XE54
224308.Bsubs1_010100015211	A0A085C8G0
224308.Bsubs1_010100002848	A0A0A1M9J4
224308.Bsubs1_010100020191	A0A0A1M9Y4
224308.Bsubs1_010100016981	A0A0A1MJ42
224308.Bsubs1_010100014541	A0A063X753
224308.Bsubs1_010100019736	A0A063XBP2
224308.Bsubs1_010100013596	A0A063XCZ3
224308.Bsubs1_010100008886	A0A063XF82
224308.Bsubs1_010100003233	A0A063XHD6
224308.Bsubs1_010100019846	A0A063XHK5
224308.Bsubs1_010100000630	A0A085C1D7
224308.Bsubs1_010100004713	A0A085C266
224308.Bsubs1_010100017521	A0A085C3S0
224308.Bsubs1_010100010821	A0A085C6M2
224308.Bsubs1_010100007546	A0A0A1M2M9
224308.Bsubs1_010100020306	A0A0A1M3H3
224308.Bsubs1_010100022061	A0A0A1MAV8
224308.Bsubs1_010100012366	A0A0A1MEV5
224308.Bsubs1_010100020366	A0A0A1MJG3
224308.Bsubs1_010100010076	Q9R9I7
224308.Bsubs1_010100012661	A0A063X9T2
224308.Bsubs1_010100007171	A0A0A1MBF0
224308.Bsubs1_010100013976	A0A0C3HH35
224308.Bsubs1_010100016936	A0A0C3HT06
224308.Bsubs1_010100012621	A0A0C3JUU8
224308.Bsubs1_010100004758	A0A0D1IMF1
224308.Bsubs1_010100000963	A0A0D1IP93
224308.Bsubs1_010100005761	A0A0D1IRH9
224308.Bsubs1_010100016356	A0A0D1IVN1
224308.Bsubs1_010100001148	A0A0D1JFA5
224308.Bsubs1_010100019911	A0A0D1KS60
224308.Bsubs1_010100005048	A0A0D1KSE2
224308.Bsubs1_010100003278	A0A0D1KWR6
224308.Bsubs1_010100006846	A0A0D1L1G5
224308.Bsubs1_010100000255	A0A0D1L3J6
224308.Bsubs1_010100003918	A0A0D1L477
224308.Bsubs1_010100013411	A0A0D1L792
224308.Bsubs1_010100007221	A0A0D1L8V6
224308.Bsubs1_010100007246	A0A0D1L8V9
224308.Bsubs1_010100009901	A0A086WWX3
224308.Bsubs1_010100019646	A0A0A1MKR5
224308.Bsubs1_010100022051	A0A0A1MM32
224308.Bsubs1_010100017336	A0A0A1M1W5
224308.Bsubs1_010100009716	A0A063XC96
224308.Bsubs1_010100012846	A0A063XCU7
224308.Bsubs1_010100020026	A0A063XHL7
224308.Bsubs1_010100019146	A0A085C4N4
224308.Bsubs1_010100006371	A0A085CAA4
224308.Bsubs1_010100007246	A0A085CAR8
224308.Bsubs1_010100019501	A0A0A1MIV2
224308.Bsubs1_010100009451	A0A0C5CZA2
224308.Bsubs1_010100012401	A0A085C6Y3
224308.Bsubs1_010100014216	A0A0A1MFC9
224308.Bsubs1_010100017301	A0A0A1MH77
224308.Bsubs1_010100006351	A0A086W3E3
224308.Bsubs1_010100017786	A0A0C3GX71
224308.Bsubs1_010100007546	A0A0C3KQP1
224308.Bsubs1_010100019291	A0A0C3KYK6
224308.Bsubs1_010100018361	A0A0C3L0I2
224308.Bsubs1_010100015546	A0A0C3LAH1
224308.Bsubs1_010100018781	A0A0D1I9Y9
224308.Bsubs1_010100020641	A0A0D1IBC2
224308.Bsubs1_010100003153	A0A0D1IN83
224308.Bsubs1_010100002898	A0A0D1INB1
224308.Bsubs1_010100002633	A0A0D1INF9
224308.Bsubs1_010100013546	A0A0D1IQN5
224308.Bsubs1_010100000810	A0A0D1JD34
224308.Bsubs1_010100010011	A0A0D1JJX8
224308.Bsubs1_010100017346	A0A0D1KQB0
224308.Bsubs1_010100013596	A0A0D1KRZ9
224308.Bsubs1_010100005731	A0A0D1KSX4
224308.Bsubs1_010100006276	A0A0D1KT97
224308.Bsubs1_010100007581	A0A0D1KU46
224308.Bsubs1_010100021891	A0A0D1KV96
224308.Bsubs1_010100001303	A0A0D1KY32
224308.Bsubs1_010100006656	A0A0D1L1B6
224308.Bsubs1_010100008986	A0A0D1L9W2
224308.Bsubs1_010100008461	A5Z1V5
224308.Bsubs1_010100005716	A0FLP3
224308.Bsubs1_010100017476	A0A0A1MJK1
224308.Bsubs1_010100006851	A0A0C3KQK9
224308.Bsubs1_010100007206	A0A0D1ISA7
224308.Bsubs1_010100014596	A0A0D1IUF6
224308.Bsubs1_010100016836	A0A0D1IVX6
224308.Bsubs1_010100002028	A0A0D1JER3
224308.Bsubs1_010100014906	A0A0D1JKH5
224308.Bsubs1_010100015141	A0A0A0TU86
224308.Bsubs1_010100003858	A0A063X7T6
224308.Bsubs1_010100016116	A0A063XAG4
224308.Bsubs1_010100011676	A0A063XAX4
224308.Bsubs1_010100019216	A0A063XBE0
224308.Bsubs1_010100017546	A0A063XER5
224308.Bsubs1_010100015481	A0A063XEY4
224308.Bsubs1_010100004018	A0A085C1T9
224308.Bsubs1_010100019876	A0A085C520
224308.Bsubs1_010100013766	A0A085C7P2
224308.Bsubs1_010100005396	A0A085C9R9
224308.Bsubs1_010100006861	A0A085CAJ8
224308.Bsubs1_010100003908	A0A0A1LU43
224308.Bsubs1_010100011866	A0A0A1LYQ0
224308.Bsubs1_010100005361	A0A0A1M1C2
224308.Bsubs1_010100007621	A0A0A1M2P2
224308.Bsubs1_010100001848	A0A0A1M943
224308.Bsubs1_010100002338	A0A0A1MAV9
224308.Bsubs1_010100002988	A0A0A1MB64
224308.Bsubs1_010100007616	A0A0A1MC51
224308.Bsubs1_010100015031	A0A0A1MI37
224308.Bsubs1_010100015216	A0A085C8G1
224308.Bsubs1_010100009681	A0A0A1MCV9
224308.Bsubs1_010100013566	A0A0A1MEZ4
