5833.PF14_0425	P14223
5833.PFL1710c	C5J0D0
5833.MAL7P1.31	D0VEH1
5833.PFB0340c	I0IYZ4
5833.MAL7P1.176	C0L3E9
5833.PFA0590w	D0QF39
5833.PFA0125c	Q6RKC5
5833.PFF0510w	Q86QI3
5833.PF13_0197	C5HEC6
5833.PF13_0348	C5HXW2
5833.PF13_0348	C5HXZ4
5833.PF13_0348	C5HY07
5833.PFL1710c	C5J0A1
5833.PFL1710c	C5J0B9
5833.PFI1475w	A7LL45
5833.PFI1475w	A7LL97
5833.PFL2665c	A7RD10
5833.PF13_0019	B6VGJ4
5833.PFA0590w	D0QF12
5833.PFE0120c	Q964F6
5833.PFB0340c	T1RTM9
5833.PF14_0516	Q26018
5833.PF11_0477	Q8WSK5
5833.PFB0300c	Q9BJP3
5833.PFE1370w	Q25716
5833.PFB0445c	Q25867
5833.PFI1475w	I2BJH9
5833.PF11_0344	Q9BHR1
5833.PF14_0541	O97154
5833.PFI1475w	A0SJM4
5833.PF14_0589	Q5KTV3
5833.PFB0310c	Q8T7U7
5833.PFA0590w	D0QEW5
5833.PFA0590w	D0QEZ8
5833.PFE1150w	G3LT32
5833.PFI1475w	I2BJG8
5833.PF14_0102	Q26007
5833.PF14_0624	Q2KNY3
5833.PFI1475w	A0SJN0
5833.PFC0640w	O96930
5833.PFI1475w	A0SJI9
5833.PF11_0344	D9MXQ8
5833.PF11_0344	C5IF14
5833.PF10_0342	D9HN06
5833.PF11_0344	B2LV31
5833.PFB0300c	E5F2U0
5833.PFC0210c	M1VFN9
5833.PFB0310c	Q8T7U2
5833.PFI1730w	Q9GQ65
5833.PFI1475w	D5LIX1
5833.PFL0030c	C9E6R4
5833.PFE0370c	Q7KAN4
5833.PFA0015c	Q1KV46
5833.PF10_0268	Q25710
5833.MAL13P1.480	Q3ZJC3
5833.PF11_0141	Q70XC2
5833.MAL7P1.176	I6M232
5833.PF14_0358	Q549B9
5833.PFD0110w	Q8WRS4
5833.PFE0120c	S5YD12
5833.PFE0120c	S5ZET1
5833.PF10_0345	Q0KGD9
5833.PF10_0356	Q25886
5833.PF11_0256	Q5VGY4
5833.PF10_0356	Q25850
5833.PFA0335w	Q8WT13
5833.PFL1710c	C5J097
5833.PFA0005w	A7RCV9
5833.PFB0300c	Q9U0A9
5833.PFI1475w	A3E7G6
5833.PFE1640w	Q3BJH8
5833.PF08_0132	Q9NGT0
5833.PF07_0037	Q9Y1G3
5833.PFA0310c	E5RU11
5833.PF13_0179	Q5KTV9
5833.PFE1150w	S5YIZ4
5833.PFL1385c	C5HEG0
5833.PF10_0348	C5HEJ6
5833.PF11_0344	C5IET9
5833.PF10_0348	D9HN41
5833.PF13_0019	D9IWJ0
5833.PFL2665c	S5AB07
5833.PFI1475w	I2BJE5
5833.PFI1475w	I2BJF8
5833.PF13_0019	E7DXZ7
5833.PFL1950w	F1DE77
5833.PFI1475w	D5LJJ4
5833.PF11_0344	Q1PBJ6
5833.PF11_0344	I4CGB3
5833.PF11_0344	I4CGK7
5833.PF11_0344	I4CH01
5833.PFA0310c	I3QPI4
5833.PF11_0344	I4CG33
5833.PF13_0271	I6Q5H0
5833.PF11_0483	A0FDU2
5833.PFI1475w	M1VF11
5833.PF13_0247	Q9U6T8
5833.PF10_0345	Q0KGH4
5833.PF07_0035	Q9BMI2
5833.PFD0830w	A0A060D238
5833.PF13_0348	C5HY23
5833.PF11_0344	Q9N9E2
5833.MAL13P1.173	C5HE74
5833.PF13_0348	C5HXZ0
5833.PF13_0348	C5HY24
5833.PF08_0095	C0J3M0
5833.PFA0590w	D0QEV3
5833.PFA0590w	D0QF00
5833.PFI1475w	I2BJG9
5833.PF11_0008	Q6S950
5833.PF11_0344	Q9BHR3
5833.MAL7P1.176	Q9TY51
5833.PF10_0344	Q9U0R7
5833.PF11_0344	C5IE45
5833.PF11_0344	C5IET2
5833.PFC0210c	C5MK81
5833.PF10_0342	D9HMY9
5833.PF11_0486	Q078Q8
5833.PF11_0486	Q078R5
5833.PF13_0141	Q0PJ46
5833.PF10_0075	Q25770
5833.PFE0040c	Q25920
5833.PFC0210c	Q5EIJ9
5833.PF10_0344	Q9U0Q8
5833.PF14_0541	Q9UAS4
5833.PF07_0037	Q9Y1F0
5833.PF07_0037	Q9Y1F9
5833.PFI1475w	D5LJ05
5833.PFI1475w	D5LJ56
5833.PFI1475w	D5LJA2
5833.PFI1475w	D5LJD8
5833.PF13_0019	C9EFK9
5833.PFI1475w	D5LJB5
5833.PFI1475w	D5LJK2
5833.PFI1475w	D5LJM2
5833.PFD0830w	A0A060DAY7
5833.PFA0310c	I3QPI7
5833.PFL0030c	Q7Z1S7
5833.PFD1160w	H7CG14
5833.MAL7P1.176	Q8I794
5833.PF07_0050	Q9U772
5833.PFI0930c	Q9Y010
5833.PFD0830w	A0A060DCH6
5833.PF10_0346	C5HEB0
5833.PFE0075c	C5HEX3
5833.PF11_0344	C5HWB2
5833.PF10_0348	C5HX52
5833.PF13_0338	C5HX72
5833.PFL1710c	C5J0E8
5833.PFA0310c	D3KCH8
5833.PF10_0346	J7GVT8
5833.PFA0590w	D0QEU7
5833.PFA0590w	D0QEZ9
5833.PF11_0344	D9MXL6
5833.PF11_0344	I6M1X1
5833.PFL1710c	C5J0A5
5833.PF10_0348	D9HN33
5833.PFD0100c	D9HNJ7
5833.PFL2405c	Q26023
5833.PFF0995c	Q868T5
5833.PF11_0344	B2LUU9
5833.PFA0310c	I3QPI6
5833.PFE1150w	Q5PZ20
5833.PFC0210c	Q8I9H6
5833.PF11_0344	M1V167
5833.PF08_0142	Q9BMS4
5833.PF11_0344	M1VLU3
5833.PFI1475w	M1VNZ6
5833.PFB0340c	Q26016
5833.PFI1475w	Q70HF3
5833.PFI1475w	Q9BJU1
5833.PF08_0096	Q4F6Y9
5833.PF11_0344	A0A075DA00
5833.PF10_0372.2	Q38G73
5833.PF11_0161	Q3HTL5
5833.PFD0590c	Q9TX75
5833.PFD0830w	A0A060DC75
5833.PF11_0344	C5HWD6
5833.PF13_0338	C5HX64
5833.PF13_0338	C5HX69
5833.PF13_0348	C5HY03
5833.PFE1150w	G3LXN9
5833.PFI1475w	I2BJI8
5833.PFL0030c	Q7Z1S6
5833.PFB0300c	E5F2Q7
5833.PFI1475w	D5LJ42
5833.MAL7P1.27	G8C4I1
5833.MAL7P1.27	G8C4L5
5833.PFI1475w	D5LIZ2
5833.PF11_0344	I4CGL3
5833.PFL0940c	Q3BHG6
5833.PF14_0077	Q17SC3
5833.PF10_0159	Q9U591
5833.PFI1475w	A0SJH3
5833.PFE0120c	S5YJF7
5833.PF13_0193	C5HER4
5833.PFD0955w	C5HET4
5833.PFC0210c	C6FH47
5833.MAL7P1.176	I6M217
5833.PF13_0193	C5HES0
5833.PF11_0344	D9MY26
5833.PFL1385c	C5HEF9
5833.MAL7P1.170	Q9NFG7
5833.PF10_0348	D9HN37
5833.PF11_0344	D7GLM2
5833.PFA0310c	A5JSU1
5833.PF14_0201	C5HDY3
5833.PF11_0344	D7GLT7
5833.PF13_0201	W8VZ17
5833.PF14_0102	D7NSV6
5833.PFC0210c	I6M2C2
5833.PFB0310c	Q58SU0
5833.PFB0310c	Q58SX9
5833.PF10_0345	Q25995
5833.PF07_0065	Q9NFG4
5833.PF10_0303	A0A0A0REH4
5833.PFI1475w	D5LJH1
5833.PFC0210c	Q8I9J1
5833.PFC0210c	C6FGZ7
5833.PFI1475w	Q9BJU4
5833.PFI1475w	D5LJL4
5833.PFB0310c	Q58SX7
5833.PFI1475w	D5LJ22
5833.PFI1475w	D5LJ40
5833.PFI1475w	D5LJC7
5833.PFI1475w	D5LJJ8
5833.PF10_0154	Q6BBQ6
5833.PF11_0344	E9NLI1
5833.MAL7P1.176	A0A023ZZ81
5833.PFI1475w	D5LJK7
5833.PFI1475w	D5LIY6
5833.PFI1475w	D5LJJ3
5833.PF11_0007	Q9BMS3
5833.MAL7P1.176	A0A023ZZW0
5833.PF10_0346	B7SJI2
5833.PF10_0348	D9HN65
5833.PF11_0344	B0L8G8
5833.PFE0395c	C5HXM4
5833.PF11_0344	C5HWH4
5833.PF10_0346	C6ZGD0
5833.PFB0445c	A7U5W6
5833.PF11_0344	I4CFY6
5833.PF11_0344	I4CGW5
5833.PF13_0271	S5YWS5
5833.PF11_0344	I4CH43
5833.PF10_0356	Q25844
5833.PFC0210c	Q8I9I4
5833.PFI1475w	M1VEW7
5833.PF11_0344	M1VM04
5833.PF10_0123	Q9U775
5833.MAL7P1.231	Q25877
5833.MAL13P1.206	Q7YUD6
5833.PF13_0271	S5Y694
5833.PFB0340c	I0IZV6
5833.PF11_0344	M1V1C5
5833.PF11_0521	Q6S951
5833.PFE1150w	Q5PZ11
5833.PF11_0344	Q967I3
5833.MAL13P1.148	Q9U3U8
5833.PFI1475w	M1V8Z9
5833.PFE1150w	S5ZEB8
5833.PF13_0218	S5ZEI4
5833.PF11_0344	M1VLW0
5833.PF11_0344	M1VM11
5833.MAL7P1.229	B0M0Z8
5833.PFC0210c	Q8MZK7
5833.PFB0300c	Q9U0A8
5833.PFB0340c	I0IZ33
5833.PF11_0344	M1VA76
5833.MAL7P1.176	Q105F4
5833.PF10_0160	Q25759
5833.PFF0995c	C5HDU4
5833.MAL7P1.229	B0M0V6
5833.PFI1245c	O15920
5833.PF10_0345	Q0KGH6
5833.PFA0125c	Q106B2
5833.MAL13P1.210	Q6PV86
5833.PFI1475w	Q70HG3
5833.PF11_0344	Q9BHQ0
5833.PFD0830w	A0A060DBZ2
5833.PF14_0495	B9A597
5833.PF13_0197	C5HWP0
5833.PF13_0197	J7GRT0
5833.PFI0265c	Q8WQU1
5833.PF13_0238	A0A077GXW2
5833.PFC0110w	B0M125
5833.PF13_0338	C5HXA3
5833.PFC0360w	Q689C4
5833.PFI1475w	Q25720
5833.PF11_0344	Q8I774
5833.PFE1150w	A0A060CWQ3
5833.PFB0935w	A0A060N3X2
5833.PF10_0345	O15855
5833.PFB0310c	Q70ID2
5833.PF11_0486	Q8N061
5833.PFI1125c	Q965D6
5833.PFD0830w	A0A060D281
5833.PF13_0193	C5HES8
5833.PF13_0348	C5HXY3
5833.PFE0005w	Q9XZ87
5833.PF13_0238	A0A077GYZ7
5833.PFI1475w	A7LL89
5833.PFA0590w	D0QF27
5833.PFD1150c	Q8MWH2
5833.PFL1710c	C5J0B3
5833.PFA0590w	D0QEV5
5833.PFA0590w	D0QEX4
5833.PF14_0761	Q25708
5833.PFD0005w	Q6RVH0
5833.PFD1070w	Q8WSK8
5833.PF11_0344	Q9N9F1
5833.PFI1475w	A0SJN9
5833.PFI1475w	A3E7E6
5833.PF11_0165	A0A077GZU4
5833.MAL7P1.176	Q58HK9
5833.PFI0835c	Q6SCL5
5833.PFA0590w	D0QF36
5833.PFI1475w	I2BJJ2
5833.MAL13P1.356	Q9XZ86
5833.PFI1475w	A0SJN8
5833.PF10_0356	Q25902
5833.PFI1475w	I2BJI0
5833.PF10_0356	Q25845
5833.PF10_0356	Q25889
5833.PFB0915w	Q8IFS2
5833.PFE0830c	Q963G7
5833.PFI1475w	Q9BJU5
5833.PFA0015c	Q9U766
5833.PF11_0344	C5HW97
5833.PFC0210c	C6FHG7
5833.PF11_0344	B2LV96
5833.PF11_0344	M9YXW4
5833.PFC0210c	Q8I9G4
5833.PFC0210c	Q8I9H0
5833.PF13_0238	A0A077LRU9
5833.PF10_0001	C4PF90
5833.PFD0635c	O44046
5833.PFE0605c	Q95Z60
5833.PFB0300c	L0BUI7
5833.PF11_0344	B2LUZ8
5833.PF10_0346	C6ZGD8
5833.PFB0340c	I0IZB5
5833.PF10_0345	Q0KGE1
5833.PFC0030c	Q2XR84
5833.PF11_0344	Q9N9D9
5833.PF11_0007	Q9XZB0
5833.PFE1150w	S5YCJ2
5833.MAL13P1.173	C5HE73
5833.MAL7P1.208	C5HXR7
5833.PFI1475w	I2BJF6
5833.PFE1150w	Q0R558
5833.PFI1475w	A0SJE0
5833.PFA0310c	E5RU24
5833.PFI1475w	Q25923
5833.PF13_0271	S5YJA0
5833.PF11_0344	D9MY18
5833.PFI1475w	A5JSH8
5833.PF10_0352	C5HEK1
5833.PF13_0348	C5HEY6
5833.PFD1160w	D9HNR3
5833.PF11_0344	D7GLX2
5833.PF14_0102	D7NSU4
5833.PF11_0486	Q078R6
5833.PF11_0344	B2LV51
5833.PF11_0506	Q25751
5833.PF07_0029	Q25869
5833.PFE0830c	Q963G8
5833.PF10_0346	Q6R1M1
5833.PFI1475w	D5LIU9
5833.PFI1475w	D5LJ14
5833.PFI1475w	D5LJA9
5833.PFI1475w	D5LJF7
5833.PFI0265c	B9VGI4
5833.PF13_0011	Q8MPL2
5833.MAL13P1.480	Q3ZJB4
5833.PF13_0193	C5HES1
5833.PF11_0344	B2LV62
5833.PFE0395c	F6N6F0
5833.PFE0120c	S5Y6E2
5833.PFI1475w	M1VKD7
5833.PF10_0322	Q9U4U6
5833.PFB0405w	A0A059WNB1
5833.PFD0830w	A0A060DCB2
5833.MAL13P1.174	C5HE62
5833.PFA0590w	D0QF14
5833.PFE1150w	D0QXK0
5833.MAL13P1.82	Q2MJB9
5833.PFI1475w	Q56R31
5833.PF11_0344	Q9BHN9
5833.PFL1955w	Q9U774
5833.PF07_0048	Q6S913
5833.PFI1475w	A0SJG7
5833.PF08_0095	I6M2E6
5833.PFE1150w	R4K0F5
5833.PF11_0344	D7GLZ7
5833.PF11_0486	Q078R7
5833.PF11_0461	Q94663
5833.MAL7P1.176	F2X7H5
5833.PFD1175w	Q01419
5833.PFI1475w	D5LJ20
5833.PFI1475w	D5LJ88
5833.PFI1475w	D5LJN1
5833.PF11_0344	I4CG27
5833.PF13_0218	S5Y668
5833.PF13_0198	E5G979
5833.PFB0340c	I0IYU3
5833.PF11_0344	M1V1B2
5833.PF11_0344	M1VGH1
5833.PF13_0019	A9LE33
5833.PF13_0118	Q6PSM5
5833.PFE0625w	Q9BHN1
5833.PFF0010w	C4PFD1
5833.PF13_0338	C5HDW9
5833.PF13_0338	C5HX88
5833.PFL1710c	C5J099
5833.PFL1710c	C5J0B1
5833.PFE1640w	D3GHU8
5833.PF11_0117	Q9NFF6
5833.PFI1475w	A3E7G2
5833.MAL7P1.187	A7RCV0
5833.PFC0210c	I1VEU7
5833.PF10_0346	Q6R1M6
5833.PFC0210c	T2CB32
5833.PF11_0521	Q6S8L4
5833.PFI1475w	A0SJJ5
5833.PFI1475w	E5FKY3
5833.PFA0310c	E5RUA0
5833.PFL0785c	F2X1X7
5833.PF13_0193	C5HET0
5833.PF14_0102	D7NSU2
5833.PF11_0344	B2LUY5
5833.MAL13P1.60	Q8MTI7
5833.PFB0840w	Q9GR07
5833.MAL7P1.176	O00783
5833.MAL13P1.480	P90583
5833.PF10_0344	Q9U0R2
5833.MAL13P1.174	C5HE63
5833.PF13_0348	C5HXX6
5833.PFD1015c	J7Q370
5833.PFB0340c	T1RTM1
5833.PFC0210c	T2CBC9
5833.PFI1475w	D5LJI1
5833.PFA0125c	C0L3F8
5833.PF08_0109	Q2KNU4
5833.PFI0320w	Q8WPZ7
5833.PFB0300c	Q9U0A3
5833.PFA0765c	Q9U7J4
5833.PFA0590w	D0QEU5
5833.PFE1150w	D0QXK1
5833.PFI1710w	Q25986
5833.PFI1475w	A0SJP1
5833.PFD0830w	A0A060DAZ6
5833.PF11_0344	I4CGV7
5833.PFB0300c	Q9BJR5
5833.PFL1410c	S5YD77
5833.PFL0030c	Q7Z1L2
5833.PFC1060c	Q9BJX1
5833.PF11_0344	M1VAJ1
5833.PFI1475w	A0SJP7
5833.MAL13P1.173	C5HE69
5833.PFI1475w	A0SJK5
5833.PF13_0192	C5HEM7
5833.PF11_0344	C5HWA5
5833.PFB0340c	C5HEQ2
5833.PFC0210c	I6M2A5
5833.PF07_0004	D9HMS2
5833.PF14_0201	C5HDY6
5833.PF11_0344	C5IEZ8
5833.PF11_0344	D7GLZ6
5833.MAL13P1.185	O77239
5833.PFB0025c	O96467
5833.PFI0875w	Q07615
5833.PF13_0192	C5HEL8
5833.PF13_0348	C5HEZ2
5833.PF10_0342	D9HN12
5833.PF11_0344	D9MXV2
5833.PFE1640w	B5LH95
5833.PF13_0201	W8VVC8
5833.PF13_0197	C5HED5
5833.PF10_0352	C5HEL4
5833.PF11_0344	C5IEJ9
5833.PF10_0342	D9HMW1
5833.PF13_0192	C5HEM8
5833.PF13_0193	C5HES2
5833.PF10_0342	D9HMV9
5833.PF10_0342	D9HN22
5833.PF10_0348	D9HN39
5833.PF14_0102	D7NST6
5833.PF11_0344	B2KL02
5833.PFI1475w	A0SJH4
5833.PFB0300c	E5F2T8
5833.PF14_0773	Q9BMS0
5833.MAL7P1.27	G8C4K7
5833.MAL7P1.27	G8C4Z5
5833.PFI1475w	M1VP31
5833.PFB0300c	Q9U0A7
5833.MAL7P1.27	D5L5S1
5833.PFI1475w	A0SJE6
5833.PFI1475w	D5LIT9
5833.PF13_0019	E7DY10
5833.MAL7P1.27	G8C459
5833.PFI1475w	M1VP59
5833.PFB0310c	Q58SY6
5833.PF11_0395	Q9N9H5
5833.PFC0210c	Q8I9G3
5833.PFI1475w	D5LJ53
5833.PFI1475w	D5LJ84
5833.MAL7P1.176	F2X7G9
5833.PFD0830w	B3TLD5
5833.PFI1475w	D5LJF8
5833.PFI1475w	D5LJK5
5833.PFB0640c	Q689C9
5833.PF10_0356	Q7KP97
5833.PFI1475w	D5LJL9
5833.PF14_0102	B9VGD9
5833.PFI1475w	D5LJC9
5833.PFI0265c	B9VGI2
5833.PFE1150w	G3LXV6
5833.PF10_0346	B7SJH6
5833.PFA0310c	E1CC50
5833.PFA0310c	E1CC53
5833.PF10_0348	C5HX51
5833.MAL7P1.176	Q25841
5833.PFD0110w	Q8T8F3
5833.PFE1150w	F1C8N3
5833.PFA0310c	M9R131
5833.PFI1475w	I2BJI3
5833.PF11_0344	I4CGT7
5833.PFE1590w	Q25731
5833.MAL7P1.176	Q8I795
5833.PF08_0096	A7U5X1
5833.PF13_0271	S5Y691
5833.PF11_0344	I4CGF3
5833.PF10_0268	Q9TZS2
5833.PFD0830w	M1PER2
5833.PFB0915w	Q8IFR3
5833.PFB0310c	Q8T7U6
5833.PFB0340c	I0IZ10
5833.PFB0340c	I0IZ22
5833.PFA0310c	I6Q0Y3
5833.PFC0025c	O96489
5833.PFB0300c	Q9BJR0
5833.PFC0120w	B0M129
5833.PFE0040c	Q06167
5833.MAL7P1.176	Q25736
5833.PF11_0344	Q9BHP3
5833.PFI1665w	Q9NFF9
5833.PFI1475w	M1VKI2
5833.MAL13P1.256	Q25906
5833.PF08_0106	Q9U7K0
5833.PF07_0037	Q9Y1G1
5833.PF10_0356	Q25849
5833.MAL7P1.229	A0A060N4M2
5833.PF11_0344	M1VGJ3
5833.PF10_0356	Q25846
5833.PF13_0143	Q9U465
5833.PF08_0095	D2KVQ4
5833.PFC0380w	Q8MVQ8
5833.PFL0385c	Q99019
5833.PFB0300c	Q9GR04
5833.PFE0395c	C5HXI9
5833.PFL1710c	C5J0E5
5833.MAL7P1.176	Q105D1
5833.PF08_0028	Q86BT1
5833.PF10_0177b	Q9GVA9
5833.PF08_0095	Q9GZ20
5833.PFE1150w	A0A060CSP1
5833.MAL7P1.187	C4PF63
5833.PFI1475w	I2BJF7
5833.MAL8P1.111	Q2KNQ9
5833.PFB0340c	T1RTE5
5833.PFI1475w	A0SJG8
5833.PFI1475w	A0SJL0
5833.PFI1475w	A3E7I4
5833.PF10_0343	Q26014
5833.PF10_0352	C5HEK2
5833.PF14_0102	C5HEV1
5833.PFB0405w	Q25994
5833.PFE0120c	S5YJH5
5833.PFD1070w	A0T1H4
5833.PFI1730w	Q9GQ94
5833.PF07_0004	D9HMT4
5833.PF11_0344	I6M1U2
5833.PF11_0344	C5IEK1
5833.PFC0210c	I6M2D5
5833.PFI1475w	A5JSH9
5833.PF10_0352	C5HEL0
5833.PF11_0344	D7GLQ4
5833.PF11_0344	D9MXN9
5833.PF11_0344	D9MXQ9
5833.PFI1475w	Q25725
5833.PFC0210c	A0SKS8
5833.PF07_0048	Q9XZ74
5833.PFI1475w	D5LJI5
5833.PFI1475w	D5LJK9
5833.PFI1475w	D5LJM4
5833.PF10_0346	B7SJH8
5833.PF13_0141	H2E602
5833.PFB0100c	E1ANP0
5833.PF11_0344	I4CG77
5833.PFL0955c	Q549B0
5833.PFE0305w	Q549B4
5833.PFA0310c	E1CC26
5833.PFE0395c	F6N6B5
5833.PF11_0344	M1V149
5833.PF13_0238	A0A077H366
5833.PF08_0095	Q25866
5833.MAL7P1.176	Q105F0
5833.PF10_0348	C5HX40
5833.PF13_0238	A0A077H307
5833.PF08_0142	Q9XZ99
5833.PFI1475w	A0SJK8
5833.PFI1475w	A0SJL7
5833.MAL7P1.176	I6M220
5833.PF08_0095	I6M2E5
5833.PFE1150w	R4JR85
5833.PF10_0352	C5HEL3
5833.PF11_0344	C5IEU2
5833.PFC0210c	C5MK96
5833.PF10_0342	D9HN04
5833.PFF0995c	C5HDU3
5833.PFF0995c	Q868T4
5833.PF11_0344	B2LV57
5833.PFB0300c	E5F2T6
5833.MAL7P1.176	F2X7H3
5833.PFI1475w	M1UZN0
5833.PFC0210c	M1V9D6
5833.PFL0595c	Q27742
5833.PFB0310c	Q58SU9
5833.PFD0950w	Q8WT07
5833.PFI1475w	D5LIY1
5833.PF08_0131	Q9XXW9
5833.PFI1475w	D5LJ10
5833.PFI1475w	D5LJF9
5833.PF14_0102	B9VGF3
5833.PFE1150w	G3LXR2
5833.PF11_0344	B0L8I0
5833.PF11_0404	Q25913
5833.PF10_0346	C6ZGD5
5833.PF11_0344	I4CGS5
5833.PF11_0344	I4CH25
5833.PFE0395c	F6N6F4
5833.PF11_0344	I4CH19
5833.PF08_0095	Q5PZ23
5833.PF11_0344	M1VAA8
5833.PF14_0007	Q2XR36
5833.PFD0830w	A0A060D6A2
5833.PFI1730w	A0A060N0P3
5833.PF11_0282	Q9NFG1
5833.PF14_0053	Q9U423
5833.PFF0995c	C5HDV0
5833.PF10_0348	C5HX28
5833.PF13_0338	C5HXA6
5833.PFL1710c	C5J0C4
5833.PFL1710c	C5J0F5
5833.PFA0590w	D0QF10
5833.PFC0210c	I1ZBN8
5833.MAL7P1.176	Q58HL0
5833.PFI1475w	A0SJD5
5833.PFI1720w	Q8WQK6
5833.PFI1475w	A3E7I1
5833.MAL7P1.158	F2X1X5
5833.PFL1970w	Q9U7J7
5833.PF14_0102	C5HEV5
5833.PF10_0342	D9HMV2
5833.MAL7P1.176	I6M224
5833.MAL7P1.176	I6M237
5833.PFE1150w	R4JXT0
5833.PF10_0347	C5HEG9
5833.PF11_0344	C5IEL3
5833.PF10_0356	Q25855
5833.PFI1475w	Q9TYE6
5833.PFI1475w	D5LJ80
5833.PF11_0506	Q7JPX6
5833.PF13_0271	S5YWS0
5833.PFA0410w	O96422
5833.PFL1880w	Q02602
5833.PFC0210c	Q8I9J3
5833.PF13_0019	D9IWJ3
5833.PF08_0095	Q27735
5833.PF13_0271	S5ZEM8
5833.MAL7P1.27	A0A076NAW4
5833.PF10_0348	C5HX29
5833.PF11_0344	R4R1V4
5833.PFI1475w	Q9BJS8
5833.PF10_0348	D9HN58
5833.PF13_0019	D9IWJ7
5833.PF10_0352	C5HEK7
5833.PF13_0348	C5HEZ1
5833.PF10_0344	V5RF61
5833.PF13_0019	E7DXY7
5833.PF13_0238	A0A077GZ08
5833.PF13_0238	A0A077H091
5833.MAL13P1.174	C5HE60
5833.PF10_0347	C5HEH1
5833.PF11_0344	C5HW88
5833.PF11_0344	C5HWF1
5833.PF13_0338	C5HX53
5833.PF13_0348	C5HXY9
5833.PF13_0348	C5HY12
5833.PFL1710c	C5J0C2
5833.PFF0995c	J7GNL4
5833.PFA0125c	C0L3G1
5833.PFE1150w	G3LXM3
5833.PFI1475w	I2BJI7
5833.PF11_0344	Q25745
5833.PFD1005c	Q9BMS9
5833.PF10_0356	Q9GTX5
5833.PFL1385c	Q9NIH1
5833.MAL7P1.27	G8C4T1
5833.MAL7P1.27	G8C517
5833.PFI1475w	D5LJ47
5833.PFI1475w	D5LJB9
5833.PFI1475w	D5LJF5
5833.PFE1150w	Q5PZ27
5833.PF11_0344	A0A089QB44
5833.PF11_0344	M1VQC7
5833.PFE0120c	S5YWT7
5833.PFE0120c	S5YX06
5833.PFI1475w	A7LL32
5833.MAL13P1.480	E2DSA4
5833.PF14_0102	I6M290
5833.PFE1150w	R4JU92
5833.PF11_0344	E1ANL7
5833.PFE0395c	C5HDZ6
5833.PF11_0344	B2LUZ9
5833.PFB0340c	I0IZ20
5833.PFB0340c	I0IZB3
5833.PFI1475w	M1UZP0
5833.PF11_0344	M1V1C9
5833.PF11_0344	M1VLW1
5833.PFB0935w	B0M0X4
5833.PFD0865c	Q25826
5833.PF14_0425	Q27744
5833.PF10_0348	D9HN38
5833.PF10_0348	D9HN62
5833.PF10_0355	D9HNE5
5833.PF11_0344	D9MXK9
5833.PF14_0102	I6M267
5833.PFL1385c	C5HEF2
5833.PF13_0019	D9IWI0
5833.PFC0210c	I6M298
5833.PF10_0348	C5HEI4
5833.PFB0340c	C5HER1
5833.PF11_0344	D9MXF8
5833.PFE1150w	R4JR18
5833.PF11_0344	M9YXN1
5833.PF11_0344	D9MXN3
5833.MAL13P1.173	C5HE80
5833.PF13_0019	D9IWI1
5833.PF11_0344	B2KL01
5833.PFC0210c	M1V068
5833.PFB0340c	Q25991
5833.PFL2060c	Q26001
5833.PFI1475w	D5LIZ7
5833.PFI1475w	D5LJ74
5833.PFI1475w	D5LJD3
5833.PFI1475w	D5LJM9
5833.PFI1730w	Q9GQ95
5833.PFI1475w	D5LIT4
5833.PFL1720w	Q9U638
5833.MAL7P1.12	Q9GVB0
5833.PFD0005w	Q9XZA6
5833.PFI1475w	D5LIW4
5833.PFI1475w	D5LJ31
5833.PFI1475w	D5LJD5
5833.PFI1475w	D5LJE1
5833.PFI1475w	D5LJG6
5833.PF10_0303	A0A0A0RD04
5833.PF14_0495	B9A5A0
5833.PF08_0003	Q7JN64
5833.PF10_0346	B7SJI0
5833.PFB0100c	E1ANP6
5833.PFC0600w	Q689B9
5833.PFD0955w	C5HEU8
5833.PF13_0348	C5HY16
5833.PFI1475w	Q25922
5833.PFD1000c	Q9BMR9
5833.PF13_0191	C5HE95
5833.PF11_0344	I4CGT6
5833.PF11_0344	I4CH51
5833.PF10_0346	C6ZGD3
5833.PF11_0344	I4CGD2
5833.PF11_0344	I4CFX9
5833.PFE1150w	F1C8M7
5833.PFE1150w	F1C8N1
5833.PFE1590w	Q9NFH0
5833.PFE0120c	S5ZEU5
5833.MAL8P1.57	O96598
5833.PFE1390w	O97222
5833.PFD0260c	Q9U0D4
5833.PFE1150w	G3LXN1
5833.PF11_0344	I4CGF8
5833.PFE0120c	S5Y6F0
5833.PFB0340c	I0IZH5
5833.PF13_0271	I6Q0Z4
5833.PF11_0344	M1VQ66
5833.PFB0310c	Q8T7T2
5833.PFC0210c	M1VFK4
5833.PF11_0344	M1VQ73
5833.PF11_0344	I4CG41
5833.PF11_0344	M1VGM6
5833.PFE1150w	S5ZEA0
5833.PF13_0271	S5ZER2
5833.PFE0120c	S5ZEU9
5833.PFB0340c	I0IZ84
5833.PFI1475w	M1VKF7
5833.PFI1730w	B0M0V8
5833.MAL8P1.57	O96563
5833.PFA0125c	Q6RKC3
5833.PFE1155c	Q8MTV4
5833.PF11_0344	Q9N9E4
5833.PF11_0165	A0A077GZW2
5833.PFI1475w	M1VF09
5833.PF11_0344	M1VLV7
5833.MAL13P1.60	Q105U5
5833.PFD0755c	Q964H2
5833.PF13_0238	A0A077GXS3
5833.PF13_0196	C5HE43
5833.PFE0395c	C5HXK5
