7165.AGAP004810-PA	Q93118
7165.AGAP003129-PA	A0NDC0
7165.AGAP005449-PA	Q5TRN8
7165.AGAP002516-PA	Q5TTT7
7165.AGAP006712-PA	Q5TWE2
7165.AGAP010786-PA	Q7PJR3
7165.AGAP006404-PA	Q7PP18
7165.AGAP006376-PA	Q7PP93
7165.AGAP002693-PA	Q7PQX1
7165.AGAP000422-PA	Q7PS29
7165.AGAP012130-PA	Q7PZX1
7165.AGAP005197-PA	Q7Q9K0
7165.AGAP000559-PA	Q7QFM0
7165.AGAP000950-PA	Q7QI21
7165.AGAP007714-PA	Q7QJX5
7165.AGAP006866-PA	B5KPB0
7165.AGAP002150-PB	F5HIW0
7165.AGAP003546-PC	F5HLA3
7165.AGAP001091-PB	F5HM19
7165.AGAP013155-PA	F5HMC4
7165.AGAP013145-PB	F5HMI5
7165.AGAP001497-PA	F5HMN8
7165.AGAP002835-PA	Q7QCW6
7165.AGAP013421-PA	F5HJJ2
7165.AGAP013516-PB	F5HKE0
7165.AGAP002879-PB	F5HKI5
7165.AGAP002711-PA	F5HKP4
7165.AGAP013442-PC	F5HKX0
7165.AGAP013095-PA	F5HLS7
7165.AGAP013019-PA	F5HM50
7165.AGAP005539-PA	Q7PP24
7165.AGAP003722-PA	Q7PS96
7165.AGAP002725-PA	A0ND11
7165.AGAP004492-PA	A0NDQ1
7165.AGAP002891-PB	F5HKH6
7165.AGAP013361-PA	F5HL94
7165.AGAP011990-PA	Q7PKD1
7165.AGAP012081-PA	Q7PKD7
7165.AGAP007837-PA	Q7PNG3
7165.AGAP005851-PA	Q7PNL8
7165.AGAP005992-PA	Q7PNR4
7165.AGAP004623-PA	Q7PPE2
7165.AGAP002603-PA	Q7PQZ5
7165.AGAP000756-PA	Q7PRP0
7165.AGAP006871-PA	Q7PT95
7165.AGAP003468-PA	Q7QDF5
7165.AGAP013071-PA	F5HK94
7165.AGAP004225-PB	F5HL57
7165.AGAP013352-PA	F5HL91
7165.AGAP003709-PA	F5HLF8
7165.AGAP004335-PA	F5HLL3
7165.AGAP013173-PA	F5HLY0
7165.AGAP001411-PB	F5HMS1
7165.AGAP008711-PA	Q5TS68
7165.AGAP010446-PA	A0NCV1
7165.AGAP004455-PA	B2FWM6
7165.AGAP008946-PA	B2G1K4
7165.AGAP005116-PA	Q7PQ24
7165.AGAP003133-PA	Q7PQR5
7165.AGAP007917-PA	Q7Q3J7
7165.AGAP013201-PA	F5HJ91
7165.AGAP003309-PB	Q7PLY5
7165.AGAP010259-PA	Q7PM78
7165.AGAP007823-PA	Q7Q3D5
7165.AGAP012968-PA	F5HIU9
7165.AGAP013451-PA	F5HKU5
7165.AGAP001704-PA	Q7PY18
7165.AGAP010354-PA	A0NCW8
7165.AGAP002855-PA	A0ND18
7165.AGAP002417-PA	A0ND44
7165.AGAP002688-PA	A0ND51
7165.AGAP005067-PA	A0NDS1
7165.AGAP001114-PA	Q7PKG3
7165.AGAP010019-PA	Q7PMA0
7165.AGAP002443-PA	Q7PR87
7165.AGAP007885-PA	Q7Q3I0
7165.AGAP006280-PA	Q7Q5P8
7165.AGAP000783-PA	Q7QE80
7165.AGAP011303-PA	Q7QHQ8
7165.AGAP007300-PA	Q7QJ58
7165.AGAP007672-PA	Q7QJV2
7165.AGAP013135-PA	F5HIR6
7165.AGAP003889-PA	F5HIW8
7165.AGAP013348-PA	F5HJE1
7165.AGAP013524-PA	F5HL39
7165.AGAP001678-PA	F5HMJ2
7165.AGAP013191-PA	F5HMJ4
7165.AGAP001444-PA	Q7PXK2
7165.AGAP008177-PA	Q5TQG6
7165.AGAP000474-PA	Q7QFG6
7165.AGAP003727-PA	Q7QG20
7165.AGAP010844-PA	Q7QGP5
7165.AGAP011224-PA	Q7QHK3
7165.AGAP012001-PA	Q5TMT9
7165.AGAP012406-PA	Q5TMY2
7165.AGAP010293-PA	Q5TNS1
7165.AGAP012755-PA	Q5TNT6
7165.AGAP010130-PA	Q5TNW4
7165.AGAP006054-PA	Q5TR74
7165.AGAP005468-PA	Q5TRN3
7165.AGAP003869-PA	Q7QFS4
7165.AGAP003736-PA	Q7QG13
7165.AGAP006746-PA	Q7QIA3
7165.AGAP009444-PA	Q7QKG5
7165.AGAP004707-PA	Q5TPQ2
7165.AGAP005408-PA	Q5TRS7
7165.AGAP010179-PA	Q7Q0T1
7165.AGAP006625-PA	Q7Q558
7165.AGAP004862-PA	Q7Q964
7165.AGAP003441-PA	Q7QDH5
7165.AGAP010923-PA	Q7QGX0
7165.AGAP002171-PA	Q7QK65
7165.AGAP001929-PA	B2G060
7165.AGAP009193-PA	W5S6L9
7165.AGAP010429-PA	Q7QDV0
7165.AGAP003778-PA	Q7QFY5
7165.AGAP012256-PA	Q5TN46
7165.AGAP009955-PA	Q5TP02
7165.AGAP009791-PA	Q5TP41
7165.AGAP006191-PA	Q7PPA6
7165.AGAP000822-PA	Q7Q4Y2
7165.AGAP000337-PA	Q7QF75
7165.AGAP000468-PA	Q7QFG1
7165.AGAP005298-PA	Q7QI49
7165.AGAP002245-PA	Q7QKB0
7165.AGAP002275-PA	Q7QKD4
7165.AGAP003252-PA	B2FWD6
7165.AGAP011239-PA	B2FZ82
7165.AGAP012214-PA	Q5TN34
7165.AGAP009006-PA	Q5TNL9
7165.AGAP012630-PA	Q5TP91
7165.AGAP009878-PA	Q5TP99
7165.AGAP005331-PA	Q5TRR3
7165.AGAP002398-PA	Q5TTQ6
7165.AGAP002659-PA	Q5TTX4
7165.AGAP009385-PA	Q5TVH6
7165.AGAP002127-PA	Q7PYV6
7165.AGAP010171-PA	Q7Q0T6
7165.AGAP008360-PA	Q7Q4E6
7165.AGAP004654-PA	Q7Q502
7165.AGAP002977-PA	Q7QD65
7165.AGAP000425-PA	Q7QFD6
7165.AGAP003876-PA	Q7QFS1
7165.AGAP004062-PA	Q7QH63
7165.AGAP006706-PA	Q7QI80
7165.AGAP002418-PA	Q8WQP4
7165.AGAP011223-PA	B2FZ62
7165.AGAP011326-PA	B2FZD5
7165.AGAP009361-PA	A0NC56
7165.AGAP001332-PA	A7UVP1
7165.AGAP008366-PA	Q5TQC0
7165.AGAP001782-PA	Q7PUS2
7165.AGAP012003-PA	Q7PV53
7165.AGAP009134-PA	Q7PW00
7165.AGAP004750-PA	Q7Q2P5
7165.AGAP005392-PA	Q7Q7B9
7165.AGAP004626-PA	Q7Q7Q1
7165.AGAP010634-PA	Q7QKH9
7165.AGAP007253-PA	A7URI8
7165.AGAP011120-PA	A7US39
7165.AGAP010976-PA	A7US86
7165.AGAP011011-PA	A7USA3
7165.AGAP000629-PA	A7USK5
7165.AGAP004846-PB	A7UTD1
7165.AGAP008448-PA	A7UUM4
7165.AGAP009580-PA	A7UV25
7165.AGAP009273-PA	Q7PVH8
7165.AGAP003504-PA	A7US58
7165.AGAP008459-PA	A7UUN3
7165.AGAP007049-PA	A0NBL1
7165.AGAP007546-PA	A7URA5
7165.AGAP006214-PA	A7UU56
7165.AGAP006346-PA	A7UU76
7165.AGAP006656-PB	A7UUH3
7165.AGAP007955-PA	A7UUS0
7165.AGAP009804-PA	A7UV33
7165.AGAP005535-PA	Q5TRL0
7165.AGAP006450-PA	Q7PI94
7165.AGAP000222-PA	Q7PRT5
7165.AGAP011106-PA	Q7PSS5
7165.AGAP001234-PA	Q7PUB6
7165.AGAP004757-PA	Q7Q2Q2
7165.AGAP004414-PA	Q7QA65
7165.AGAP008458-PA	A0NF13
7165.AGAP011673-PA	A0NGT8
7165.AGAP005095-PA	A8B1J8
7165.AGAP011944-PA	I7JI40
7165.AGAP001387-PA	Q7PUI0
7165.AGAP009028-PA	Q7PWB2
7165.AGAP001116-PA	Q7PWY8
7165.AGAP001276-PA	Q7PX87
7165.AGAP009983-PA	Q7Q142
7165.AGAP009667-PA	Q7Q1R1
7165.AGAP009614-PA	Q7Q1V6
7165.AGAP004825-PA	Q7Q2V0
7165.AGAP005546-PA	Q7Q725
7165.AGAP005479-PA	Q7Q764
7165.AGAP005425-PA	Q7Q796
7165.AGAP004293-PA	Q7QAD4
7165.AGAP004287-PA	Q7QAD9
7165.AGAP003556-PA	Q7QAT0
7165.AGAP006757-PA	Q7QIA9
7165.AGAP002149-PB	Q7QK46
7165.AGAP007143-PA	B0F488
7165.AGAP005728-PA	L7RHE6
7165.AGAP007059-PA	L7RHX2
7165.AGAP005762-PA	L7RIL5
7165.AGAP006421-PA	L7RKE6
7165.AGAP006348-PA	L7RNI6
7165.AGAP007030-PA	L7T1S9
7165.AGAP007041-PA	L7T2X1
7165.AGAP007030-PA	L7T5A5
7165.AGAP007035-PA	L7T626
7165.AGAP007035-PA	L7T7H4
7165.AGAP002317-PA	Q7PRB7
7165.AGAP006075-PA	Q706E4
7165.AGAP010465-PA	Q7QDX3
7165.AGAP007693-PA	C6JYG9
7165.AGAP001376-PA	C6JZW6
7165.AGAP005043-PA	Q7PQ17
7165.AGAP011225-PA	Q7QHK4
7165.AGAP005335-PA	B2FX85
7165.AGAP013411-PA	F5HKZ4
7165.AGAP003472-PA	A0NCY9
7165.AGAP005195-PA	F2X534
7165.AGAP005461-PA	Q7PNL4
7165.AGAP003020-PA	Q7PR34
7165.AGAP000496-PA	Q7PRT1
7165.AGAP004746-PA	Q7Q2P2
7165.AGAP006117-PA	Q7Q5Z9
7165.AGAP002752-PA	Q7QCQ0
7165.AGAP006729-PA	Q7QI91
7165.AGAP012960-PA	F5HIU2
7165.AGAP013150-PA	F5HJ52
7165.AGAP000500-PA	F5HJH4
7165.AGAP013362-PA	F5HL98
7165.AGAP001052-PC	F5HLW3
7165.AGAP013450-PA	F5HML7
7165.AGAP006903-PA	Q683N9
7165.AGAP006365-PA	Q7Q5L6
7165.AGAP009863-PA	H2KMF4
7165.AGAP008907-PA	Q5TNJ3
7165.AGAP011459-PA	Q5TQ03
7165.AGAP006390-PA	Q5TQZ5
7165.AGAP003150-PA	Q5TTK9
7165.AGAP012133-PA	Q7PZX4
7165.AGAP003463-PA	Q7QDG0
7165.AGAP000166-PA	Q7QEV3
7165.AGAP003510-PB	Q7QH44
7165.AGAP000940-PA	Q7QI29
7165.AGAP001253-PA	Q7PX75
7165.AGAP003753-PB	Q7QG01
7165.AGAP001929-PA	B2G053
7165.AGAP007670-PB	A7UR52
7165.AGAP007454-PA	A7URD1
7165.AGAP007120-PA	Q7QIX6
7165.AGAP010797-PA	A0NFQ4
7165.AGAP007587-PA	A7UR89
7165.AGAP007545-PA	A7URA4
7165.AGAP007489-PA	A7URB9
7165.AGAP007249-PA	A7URJ0
7165.AGAP010357-PA	A7USN6
7165.AGAP006083-PA	A7UU12
7165.AGAP008513-PA	A7UUN9
7165.AGAP010389-PA	Q5TUF0
7165.AGAP010088-PA	Q7PLZ8
7165.AGAP000330-PA	Q7PS42
7165.AGAP008850-PA	Q7PWU3
7165.AGAP001222-PA	Q7PX54
7165.AGAP003994-PA	Q7Q274
7165.AGAP003598-PA	Q7QAP2
7165.AGAP006900-PA	Q7QIJ2
7165.AGAP002178-PA	Q7QK70
7165.AGAP007110-PA	A0NBJ8
7165.AGAP005587-PA	A0NEX7
7165.AGAP004734-PA	A0NFH8
7165.AGAP010015-PA	A0NFY7
7165.AGAP005893-PA	Q7PP44
7165.AGAP011247-PA	Q7PSR6
7165.AGAP009255-PA	Q7PVK3
7165.AGAP001650-PA	Q7PXY0
7165.AGAP011956-PA	Q7PZK2
7165.AGAP010031-PA	Q7Q108
7165.AGAP009742-PA	Q7Q1K5
7165.AGAP009613-PA	Q7Q1V7
7165.AGAP004636-PA	Q7Q7R1
7165.AGAP004456-PA	Q7QA32
7165.AGAP003166-PA	Q7QBI0
7165.AGAP007010-PA	B5KPD8
7165.AGAP006348-PA	A5A1G9
7165.AGAP007140-PA	Q7QIZ1
7165.AGAP007059-PA	L7RI48
7165.AGAP003439-PA	Q6IDY9
7165.AGAP009774-PA	Q7Q1I7
7165.AGAP005819-PA	B0F4C0
7165.AGAP005819-PA	B0F4E1
7165.AGAP007032-PA	L7RGU0
7165.AGAP007059-PA	L7RJB7
7165.AGAP006421-PA	L7RKG9
7165.AGAP005728-PA	L7RLS7
7165.AGAP009515-PA	Q17028
7165.AGAP009714-PA	Q7Q1N2
7165.AGAP010321-PA	Q7Q2H6
7165.AGAP001081-PA	L7RMX1
7165.AGAP005722-PA	A7UTV0
7165.AGAP001200-PA	Q7PX40
7165.AGAP001309-PA	Q7PXA6
7165.AGAP000567-PB	Q7PG48
7165.AGAP005292-PA	Q7PSZ0
7165.AGAP008879-PA	Q7PWR1
7165.AGAP005644-PA	Q7Q6V8
7165.AGAP012529-PA	Q93111
7165.AGAP009309-PA	A0NG71
7165.AGAP003824-PA	Q7QFV1
7165.AGAP010987-PA	Q7QH15
7165.AGAP006911-PA	C6K119
7165.AGAP010206-PA	Q5TNU2
7165.AGAP005578-PA	Q7PNP4
7165.AGAP007693-PA	Q7QJW6
7165.AGAP008364-PA	B2FXU9
7165.AGAP003510-PB	F5HJ62
7165.AGAP013147-PA	F5HJY5
7165.AGAP000284-PA	Q5XNU4
7165.AGAP005477-PA	Q7PP25
7165.AGAP002558-PA	Q7PR01
7165.AGAP011802-PA	Q7PV03
7165.AGAP001224-PA	Q7PX56
7165.AGAP010928-PA	Q7QGX3
7165.AGAP007075-PA	Q7QIU2
7165.AGAP002601-PB	Q5TTV2
7165.AGAP011238-PA	Q7PFF1
7165.AGAP010158-PA	Q7PMB8
7165.AGAP007951-PA	Q7Q3M6
7165.AGAP013500-PA	F5HJQ9
7165.AGAP001446-PB	F5HMQ4
7165.AGAP013011-PA	F5HMW6
7165.AGAP006669-PA	Q7Q532
7165.AGAP000289-PA	Q7QF39
7165.AGAP003489-PA	Q7QH31
7165.AGAP009710-PA	Q5TP84
7165.AGAP006458-PA	Q5TQX7
7165.AGAP007369-PA	Q5TWW5
7165.AGAP001215-PB	Q7PX51
7165.AGAP010261-PB	Q7Q0M7
7165.AGAP000361-PA	Q7QF89
7165.AGAP010941-PA	Q7QGY3
7165.AGAP011149-PA	Q7QHE1
7165.AGAP005275-PA	Q7QI66
7165.AGAP011010-PA	A7USA1
7165.AGAP004266-PA	Q7QAZ7
7165.AGAP007521-PA	A7URB1
7165.AGAP007348-PA	A7URF9
7165.AGAP007239-PA	A7URJ5
7165.AGAP007017-PA	A7URS8
7165.AGAP002585-PA	A7USU3
7165.AGAP002312-PA	A7USW7
7165.AGAP006164-PA	A7UU35
7165.AGAP007879-PA	A7UUS5
7165.AGAP009712-PA	A7UV20
7165.AGAP010082-PA	Q7Q0X7
7165.AGAP007747-PA	Q7Q376
7165.AGAP006051-PA	Q7Q645
7165.AGAP008746-PA	Q7Q887
7165.AGAP003521-PA	Q7QAV5
7165.AGAP000770-PA	Q7QE90
7165.AGAP006946-PA	Q7QIM0
7165.AGAP006965-PA	Q7QIN4
7165.AGAP007145-PA	Q7QIZ5
7165.AGAP008011-PA	A0NF72
7165.AGAP012004-PA	A0T4G4
7165.AGAP003979-PA	Q7PMK6
7165.AGAP008938-PA	Q7PWJ7
7165.AGAP001435-PA	Q7PXJ7
7165.AGAP012217-PA	Q7Q023
7165.AGAP010764-PA	Q7Q209
7165.AGAP008303-PA	Q7Q499
7165.AGAP005904-PA	Q7Q6E0
7165.AGAP008600-PA	Q7Q8J2
7165.AGAP005119-PA	Q7Q9P7
7165.AGAP002550-PA	Q7QCB8
7165.AGAP007041-PA	Q7QIS4
7165.AGAP007394-PA	Q7QJB4
7165.AGAP007059-PA	L7RML2
7165.AGAP000038-PA	Q7QEL0
7165.AGAP007143-PA	B0F485
7165.AGAP007059-PA	L7RHM5
7165.AGAP007059-PA	L7RJS7
7165.AGAP006421-PA	L7RK02
7165.AGAP007034-PA	L7RL50
7165.AGAP007034-PA	L7RLG0
7165.AGAP005693-PA	L7RPU3
7165.AGAP007030-PA	L7T0C0
7165.AGAP007033-PA	L7T2V4
7165.AGAP007035-PA	L7T8U3
7165.AGAP006490-PA	Q7Q5E1
7165.AGAP002441-PA	Q7QC43
7165.AGAP005234-PA	A7UTA9
7165.AGAP005695-PA	A7UTU1
7165.AGAP003250-PA	C0L2N7
7165.AGAP003250-PA	C0L2Q1
7165.AGAP006993-PA	Q7QIP3
7165.AGAP010625-PA	A0NC68
7165.AGAP009814-PA	A0NFV6
7165.AGAP002422-PA	Q9NFY2
7165.AGAP011517-PA	A7UTK3
7165.AGAP012938-PA	C6JYU6
7165.AGAP009212-PA	C6K081
7165.AGAP005971-PA	Q7Q692
7165.AGAP004855-PA	B2FWP6
7165.AGAP006747-PA	B2FXH7
7165.AGAP008364-PA	B2FXV3
7165.AGAP010044-PA	B2G1Q4
7165.AGAP003899-PA	F5HIX3
7165.AGAP001256-PC	F5HMV2
7165.AGAP011904-PA	A0NGQ2
7165.AGAP009194-PA	M9Z5L9
7165.AGAP004405-PA	Q7PHD6
7165.AGAP000631-PA	A0NCR3
7165.AGAP005094-PA	A0NDT2
7165.AGAP003319-PA	A0NG61
7165.AGAP007056-PA	Q7PF68
7165.AGAP000379-PA	Q7PG12
7165.AGAP004748-PA	Q7PJI2
7165.AGAP001645-PA	Q7PKU2
7165.AGAP008043-PA	Q7PNF3
7165.AGAP006046-PA	Q7PNT3
7165.AGAP008772-PA	Q7PPK8
7165.AGAP007752-PA	Q7Q380
7165.AGAP010334-PA	Q7QDP0
7165.AGAP007572-PA	Q7QJL8
7165.AGAP013049-PA	F5HJM1
7165.AGAP013481-PA	F5HK66
7165.AGAP013261-PA	F5HKG6
7165.AGAP003133-PA	F5HKZ7
7165.AGAP013170-PA	F5HLR9
7165.AGAP013167-PA	F5HM65
7165.AGAP013478-PB	F5HMM8
7165.AGAP001370-PA	F5HMT0
7165.AGAP013056-PA	F5HMX4
7165.AGAP013041-PA	F5HN00
7165.AGAP012230-PA	Q17023
7165.AGAP001969-PA	Q7PUN2
7165.AGAP011505-PA	Q7Q362
7165.AGAP012233-PA	Q5TN39
7165.AGAP008244-PA	Q5TQE4
7165.AGAP008071-PA	Q5TQK6
7165.AGAP004598-PA	Q5TRW7
7165.AGAP009561-PA	Q5TVD9
7165.AGAP011599-PA	Q5TVK0
7165.AGAP011542-PA	Q5TVL1
7165.AGAP000957-PA	Q5TWA5
7165.AGAP010257-PA	Q7Q0M9
7165.AGAP003038-PA	Q7QDB1
7165.AGAP003048-PA	Q7QDB8
7165.AGAP000735-PB	Q7QEB4
7165.AGAP000037-PA	Q7QEK9
7165.AGAP000064-PA	Q7QEM6
7165.AGAP011554-PA	Q7QGI6
7165.AGAP011192-PA	Q7QHI0
7165.AGAP006030-PA	A0NEL2
7165.AGAP009022-PA	A0NGD1
7165.AGAP012464-PA	A7XGN5
7165.AGAP001822-PA	Q7PUR5
7165.AGAP009573-PA	Q7Q1Y6
7165.AGAP005887-PA	Q7Q6F0
7165.AGAP002981-PA	Q7QD68
7165.AGAP007512-PA	A7URB5
7165.AGAP007248-PA	A7URJ3
7165.AGAP007022-PA	A7URS7
7165.AGAP011201-PB	A7US35
7165.AGAP002583-PA	A7USU5
7165.AGAP006127-PA	A7UU20
7165.AGAP010168-PA	A7UV63
7165.AGAP001405-PA	A7UVN2
7165.AGAP006348-PA	A7XBE1
7165.AGAP001911-PA	Q7PYF2
7165.AGAP005523-PA	Q7Q740
7165.AGAP009906-PA	A0NFW9
7165.AGAP008217-PA	Q5TQF2
7165.AGAP011139-PA	Q7PSP2
7165.AGAP002069-PA	Q7PYQ9
7165.AGAP003988-PA	Q7Q279
7165.AGAP007777-PA	Q7Q398
7165.AGAP008155-PA	Q7Q419
7165.AGAP008258-PA	Q7Q470
7165.AGAP006452-PA	Q7Q5G3
7165.AGAP004985-PA	Q7Q7W6
7165.AGAP004896-PA	Q7Q822
7165.AGAP010402-PA	Q7QDS9
7165.AGAP000529-PA	Q7QFJ5
7165.AGAP006348-PA	A5A1G1
7165.AGAP005948-PA	A5A1K4
7165.AGAP003194-PB	Q005M7
7165.AGAP004140-PA	Q7QB81
7165.AGAP007143-PA	B0F4A7
7165.AGAP007032-PA	L7RG16
7165.AGAP007032-PA	L7RHN2
7165.AGAP007034-PA	L7RHY5
7165.AGAP006348-PA	L7RM23
7165.AGAP002593-PA	L7RRD6
7165.AGAP010820-PA	Q5TVM0
7165.AGAP000053-PA	Q7QEL8
7165.AGAP001084-PA	Q7Q2V5
7165.AGAP006894-PA	Q7QII9
7165.AGAP005508-PA	A7UTQ7
7165.AGAP002197-PA	Q5TX96
7165.AGAP007769-PA	Q7PIY1
7165.AGAP004249-PA	Q7QB08
7165.AGAP012328-PA	Q7Q092
7165.AGAP009924-PA	Q7Q183
7165.AGAP028135-PA	Q7Q3R1
7165.AGAP002044-PA	Q7PL08
7165.AGAP001151-PA	Q7PX08
7165.AGAP001826-PA	L7RKH7
7165.AGAP009706-PA	Q5PTX4
7165.AGAP000818-PA	Q6VFH1
7165.AGAP009056-PA	Q7PW83
7165.AGAP010543-PA	Q7Q8V5
7165.AGAP006951-PA	Q7QIM4
7165.AGAP007032-PA	L7RH59
7165.AGAP007059-PA	L7RHS4
7165.AGAP007059-PA	L7RIX6
7165.AGAP005762-PA	L7RIZ7
7165.AGAP007058-PA	L7T736
7165.AGAP003892-PA	Q7PTI1
7165.AGAP008127-PA	Q7Q404
7165.AGAP010924-PA	Q7QGX1
7165.AGAP008894-PA	Q7PWP7
7165.AGAP009414-PA	Q7QGA9
7165.AGAP001388-PA	C6JWT5
7165.AGAP007693-PA	C6JYI6
7165.AGAP001268-PA	Q7PX82
7165.AGAP010812-PA	B2FYP1
7165.AGAP007050-PA	B2G190
7165.AGAP013234-PA	F5HKW6
7165.AGAP009741-PA	Q5TP55
7165.AGAP006578-PA	Q5TQU3
7165.AGAP005627-PF	Q7PIQ6
7165.AGAP011621-PA	Q7PYX2
7165.AGAP012367-PA	Q7Q0B3
7165.AGAP012391-PA	Q7Q0D0
7165.AGAP005732-PA	Q7Q6Q0
7165.AGAP000272-PA	Q7QF27
7165.AGAP011286-PA	Q7QHP4
7165.AGAP007026-PA	Q7QIQ8
7165.AGAP007030-PA	Q7QIR1
7165.AGAP007389-PA	Q7QJB0
7165.AGAP001929-PA	B2G061
7165.AGAP011525-PA	A0NB17
7165.AGAP002735-PA	A0ND10
7165.AGAP003062-PA	A0NDA5
7165.AGAP008804-PA	A0NE60
7165.AGAP006376-PA	A0NES1
7165.AGAP012176-PA	A0NGI2
7165.AGAP012412-PA	A0NGK2
7165.AGAP011442-PA	Q7PMZ0
7165.AGAP008280-PA	Q7PN86
7165.AGAP005774-PA	Q7PNM9
7165.AGAP005057-PA	Q7PQ36
7165.AGAP009497-PA	Q7PSB1
7165.AGAP011541-PA	Q7PSG1
7165.AGAP002185-PA	Q7PTK7
7165.AGAP009118-PA	Q7PW21
7165.AGAP001736-PA	Q7PY40
7165.AGAP000856-PA	Q7Q4V6
7165.AGAP006620-PA	Q7Q562
7165.AGAP004412-PA	Q7QA67
7165.AGAP003071-PA	Q7QBN7
7165.AGAP002236-PA	Q9GPF8
7165.AGAP005625-PA	Q9NJS5
7165.AGAP013299-PA	F5HK24
7165.AGAP003042-PA	F5HK98
7165.AGAP002048-PB	F5HM78
7165.AGAP007494-PA	Q7QJF7
7165.AGAP007272-PA	A7URI2
7165.AGAP007270-PA	A7URI4
7165.AGAP007191-PA	A7URM2
7165.AGAP011164-PA	A7US38
7165.AGAP000533-PA	A7USF8
7165.AGAP002938-PA	A7USS2
7165.AGAP006594-PA	A7UUF3
7165.AGAP011854-PA	A7UVF8
7165.AGAP003501-PA	Q5TVS6
7165.AGAP010024-PA	Q7Q112
7165.AGAP007980-PA	Q7Q3Q1
7165.AGAP006494-PA	Q7Q5D9
7165.AGAP005544-PA	Q7Q726
7165.AGAP005512-PA	Q7Q747
7165.AGAP008616-PA	Q7Q8I3
7165.AGAP006964-PA	Q7QIN3
7165.AGAP006573-PA	Q7Q595
7165.AGAP005902-PA	Q7Q6E2
7165.AGAP003706-PA	Q7QAG7
7165.AGAP002878-PA	Q7QCZ6
7165.AGAP009328-PA	A0NC57
7165.AGAP000581-PA	A0NCC3
7165.AGAP008170-PA	A0NF46
7165.AGAP011630-PA	A0NGU5
7165.AGAP009504-PA	Q7PSC4
7165.AGAP007687-PA	Q7PT44
7165.AGAP001754-PA	Q7PUP2
7165.AGAP001612-PA	Q7PXV3
7165.AGAP004903-PA	Q7Q817
7165.AGAP004900-PA	Q7Q820
7165.AGAP002327-PA	Q7QBV3
7165.AGAP010830-PA	Q7QGN1
7165.AGAP007019-PA	Q7QIQ3
7165.AGAP007604-PA	Q7QJP4
7165.AGAP012352-PA	D3KAM7
7165.AGAP001439-PA	Q380G7
7165.AGAP001986-PA	Q380R2
7165.AGAP007692-PA	C6JZI3
7165.AGAP004950-PA	Q7PPI2
7165.AGAP003000-PA	Q7PGR0
7165.AGAP009907-PA	Q7Q192
7165.AGAP001206-PA	Q380C7
7165.AGAP003630-PA	A7UT11
7165.AGAP005679-PA	A7UTT7
7165.AGAP002685-PA	Q7PGK9
7165.AGAP012241-PA	Q7Q036
7165.AGAP004577-PA	A7UT41
7165.AGAP004455-PA	C0L2F3
7165.AGAP012418-PA	Q7PV37
7165.AGAP001699-PA	Q7PUX1
7165.AGAP008357-PA	Q7Q4E2
7165.AGAP009921-PA	Q7Q186
7165.AGAP010118-PA	A0NG19
7165.AGAP000908-PA	Q7PNK5
7165.AGAP001608-PA	Q8T5H0
7165.AGAP005701-PA	Q7Q6S7
7165.AGAP007872-PA	Q7PJ03
7165.AGAP008100-PA	Q7PJ49
7165.AGAP002306-PA	Q7PRC2
7165.AGAP004896-PA	A7UTI7
7165.AGAP005555-PA	Q4G266
7165.AGAP008731-PA	A5YVV0
7165.AGAP012185-PA	Q7PVA6
7165.AGAP008986-PA	Q7PWF3
7165.AGAP007854-PA	Q7Q3F9
7165.AGAP003714-PA	Q7QAF9
7165.AGAP002857-PA	D3KAC7
7165.AGAP006906-PA	C6JXQ2
7165.AGAP009213-PA	C6JZP8
7165.AGAP003371-PA	Q7PPW9
7165.AGAP003194-PB	C6JYN2
7165.AGAP011828-PA	Q8WSY1
7165.AGAP006747-PA	B2FXH8
7165.AGAP005717-PA	B5KPM3
7165.AGAP007692-PA	C6JZI8
7165.AGAP001388-PA	C6JWT6
7165.AGAP013210-PA	F5HJI0
7165.AGAP002456-PB	F5HK42
7165.AGAP011175-PA	Q5TW09
7165.AGAP005334-PA	B2FX64
7165.AGAP013123-PA	F5HJ99
7165.AGAP013109-PA	F5HL54
7165.AGAP000690-PA	A0NCS9
7165.AGAP013530-PA	F5HJP3
7165.AGAP009740-PA	Q7PM72
7165.AGAP009904-PA	Q7PMA4
7165.AGAP005675-PA	Q7PNP9
7165.AGAP003516-PA	Q7PQH4
7165.AGAP003789-PA	Q7PS74
7165.AGAP012411-PA	Q7PVD1
7165.AGAP003622-PA	Q7QAM7
7165.AGAP004177-PA	Q7QB53
7165.AGAP010460-PA	Q7QDW9
7165.AGAP000778-PA	Q7QE84
7165.AGAP006872-PA	Q7QIH7
7165.AGAP001376-PA	C6JZW1
7165.AGAP007691-PB	C6K048
7165.AGAP004920-PA	B2FWT1
7165.AGAP013043-PA	F5HJX4
7165.AGAP012967-PA	F5HK23
7165.AGAP003238-PD	F5HL21
7165.AGAP009016-PA	Q7PWC8
7165.AGAP011184-PA	Q7QHH0
7165.AGAP002270-PA	B2FVT1
7165.AGAP003251-PA	B2FWB7
7165.AGAP005792-PA	B5KPI2
7165.AGAP013111-PA	F5HKV8
7165.AGAP000358-PA	A0NCD9
7165.AGAP000594-PA	A0NCF8
7165.AGAP005195-PA	F2X545
7165.AGAP005196-PA	F2X587
7165.AGAP012080-PA	Q7PDE6
7165.AGAP010108-PA	Q7PMC8
