10116.ENSRNOP00000016981	P35213
10116.ENSRNOP00000065373	B1H230
10116.ENSRNOP00000016440	B2GUU7
10116.ENSRNOP00000025238	B2RYM9
10116.ENSRNOP00000016386	B4F7A9
10116.ENSRNOP00000000824	B5DF28
10116.ENSRNOP00000015744	D3Z9L0
10116.ENSRNOP00000000125	D3ZB91
10116.ENSRNOP00000024010	D3ZDJ5
10116.ENSRNOP00000000200	D3ZF49
10116.ENSRNOP00000020950	D3ZID7
10116.ENSRNOP00000050013	D3ZJB7
10116.ENSRNOP00000027663	D3ZJY0
10116.ENSRNOP00000010188	D3ZKF8
10116.ENSRNOP00000060843	D3ZKN4
10116.ENSRNOP00000066416	D3ZMS0
10116.ENSRNOP00000054992	D3ZS75
10116.ENSRNOP00000030944	D3ZSG6
10116.ENSRNOP00000018003	D3ZUX1
10116.ENSRNOP00000063421	D3ZW14
10116.ENSRNOP00000049566	D3ZWX4
10116.ENSRNOP00000037549	D3ZXJ0
10116.ENSRNOP00000063338	D3ZYY9
10116.ENSRNOP00000009811	D3ZZL5
10116.ENSRNOP00000049496	D3ZZT3
10116.ENSRNOP00000035406	D4A3X1
10116.ENSRNOP00000026965	D4A478
10116.ENSRNOP00000059391	D4A552
10116.ENSRNOP00000020574	D4A701
10116.ENSRNOP00000014831	D4A7R4
10116.ENSRNOP00000023506	D4A7W1
10116.ENSRNOP00000005884	D4AB63
10116.ENSRNOP00000021348	D4ABD9
10116.ENSRNOP00000052438	D4ACJ7
10116.ENSRNOP00000021299	D4ACT7
10116.ENSRNOP00000050116	F1LTZ5
10116.ENSRNOP00000032854	F1LXU5
10116.ENSRNOP00000052256	F7FD47
10116.ENSRNOP00000010385	G3V6Z7
10116.ENSRNOP00000018155	G3V7R1
10116.ENSRNOP00000022347	G3V848
10116.ENSRNOP00000065365	M0R508
10116.ENSRNOP00000066978	M0RBN5
10116.ENSRNOP00000038846	Q2TGJ0
10116.ENSRNOP00000041499	Q4JEI5
10116.ENSRNOP00000036495	Q4KM57
10116.ENSRNOP00000004808	Q5XI90
10116.ENSRNOP00000003470	Q5XIE4
10116.ENSRNOP00000018411	Q5XIF7
10116.ENSRNOP00000032259	Q5XIL7
10116.ENSRNOP00000063579	Q6IFW9
10116.ENSRNOP00000051286	Q6MFW6
10116.ENSRNOP00000066169	Q6MGA7
10116.ENSRNOP00000009483	B0BNE1
10116.ENSRNOP00000023526	B0BNE6
10116.ENSRNOP00000011960	B1WBY5
10116.ENSRNOP00000012568	D3ZCK6
10116.ENSRNOP00000031661	D3ZD88
10116.ENSRNOP00000018815	D3ZND6
10116.ENSRNOP00000025913	D3ZQF8
10116.ENSRNOP00000042830	D3ZT62
10116.ENSRNOP00000014614	D4A1X9
10116.ENSRNOP00000035280	D4A2T2
10116.ENSRNOP00000038864	D4A6L5
10116.ENSRNOP00000028177	D4A820
10116.ENSRNOP00000019431	F1M4Q0
10116.ENSRNOP00000015775	F7EY07
10116.ENSRNOP00000008454	G3V6S9
10116.ENSRNOP00000014532	G3V7G0
10116.ENSRNOP00000062123	G3V8R2
10116.ENSRNOP00000065999	M0R763
10116.ENSRNOP00000066795	M0RB67
10116.ENSRNOP00000067380	M0RCQ3
10116.ENSRNOP00000030918	P70616
10116.ENSRNOP00000022264	Q05BA4
10116.ENSRNOP00000057873	Q3MID5
10116.ENSRNOP00000022167	Q5I0L5
10116.ENSRNOP00000010422	Q5M851
10116.ENSRNOP00000050015	Q6MG05
10116.ENSRNOP00000022881	Q9R104
10116.ENSRNOP00000028125	R9PXW5
10116.ENSRNOP00000055878	B0BNC4
10116.ENSRNOP00000065407	B1H2A2
10116.ENSRNOP00000045257	B5DFD8
10116.ENSRNOP00000062573	D3ZDA6
10116.ENSRNOP00000024697	D3ZFY0
10116.ENSRNOP00000015227	D3ZHC3
10116.ENSRNOP00000067675	D3ZJ08
10116.ENSRNOP00000027581	D3ZMV1
10116.ENSRNOP00000010050	D3ZNW6
10116.ENSRNOP00000037400	D3ZTN8
10116.ENSRNOP00000001644	D3ZUN5
10116.ENSRNOP00000011994	D3ZYK3
10116.ENSRNOP00000066105	D4A2S8
10116.ENSRNOP00000016288	D4A4J0
10116.ENSRNOP00000039532	F1LPQ8
10116.ENSRNOP00000046062	F1LWF3
10116.ENSRNOP00000057050	F1M7B9
10116.ENSRNOP00000007467	G3V6Q4
10116.ENSRNOP00000022585	G3V862
10116.ENSRNOP00000028234	G3V8T6
10116.ENSRNOP00000057945	G3V9S5
10116.ENSRNOP00000065478	M0R4R8
10116.ENSRNOP00000065871	M0R7F9
10116.ENSRNOP00000012317	Q499Q1
10116.ENSRNOP00000023736	Q4V884
10116.ENSRNOP00000021639	Q5EB90
10116.ENSRNOP00000036065	Q5U2P5
10116.ENSRNOP00000036679	Q5XIB6
10116.ENSRNOP00000026077	Q62886
10116.ENSRNOP00000043050	Q6TXG4
10116.ENSRNOP00000014163	Q6U2D6
10116.ENSRNOP00000066322	B1WC43
10116.ENSRNOP00000063702	D1MCF1
10116.ENSRNOP00000049882	D3ZHL1
10116.ENSRNOP00000018500	D3ZJA7
10116.ENSRNOP00000027504	D3ZNI7
10116.ENSRNOP00000011799	D3ZSU8
10116.ENSRNOP00000001433	D3ZU70
10116.ENSRNOP00000065110	D3ZVG7
10116.ENSRNOP00000016702	D4A0A6
10116.ENSRNOP00000011591	D4A7B5
10116.ENSRNOP00000002169	D4ACB8
10116.ENSRNOP00000038032	D4ADR1
10116.ENSRNOP00000013989	G3V7D5
10116.ENSRNOP00000019735	G3V7W1
10116.ENSRNOP00000052149	G3V9L5
10116.ENSRNOP00000064550	M0R3U4
10116.ENSRNOP00000064742	M0R5R4
10116.ENSRNOP00000065527	M0R7U1
10116.ENSRNOP00000065593	O70631
10116.ENSRNOP00000063043	Q498U6
10116.ENSRNOP00000036796	Q5DT37
10116.ENSRNOP00000047839	Q5PPN1
10116.ENSRNOP00000048645	Q7TMR7
10116.ENSRNOP00000021832	Q99N82
10116.ENSRNOP00000007512	B0BMY4
10116.ENSRNOP00000030379	B2GV00
10116.ENSRNOP00000048416	D3ZFH6
10116.ENSRNOP00000006682	D3ZIA7
10116.ENSRNOP00000060364	D3ZM59
10116.ENSRNOP00000006862	D3ZN93
10116.ENSRNOP00000039013	D3ZQV5
10116.ENSRNOP00000016561	D3ZT71
10116.ENSRNOP00000067591	D3ZZ26
10116.ENSRNOP00000002617	D4A1Z1
10116.ENSRNOP00000021972	D4A9G3
10116.ENSRNOP00000019099	D4AAX4
10116.ENSRNOP00000002323	D4ADV8
10116.ENSRNOP00000020005	F1M1R9
10116.ENSRNOP00000061358	F1M4N5
10116.ENSRNOP00000021408	F1M963
10116.ENSRNOP00000002542	G3V683
10116.ENSRNOP00000005050	G3V6H4
10116.ENSRNOP00000009392	G3V6V7
10116.ENSRNOP00000010463	G3V702
10116.ENSRNOP00000012373	G3V765
10116.ENSRNOP00000014572	G3V7G2
10116.ENSRNOP00000020152	G3V7X1
10116.ENSRNOP00000027917	I6L9G5
10116.ENSRNOP00000067375	M0RCP9
10116.ENSRNOP00000005815	Q5XFW4
10116.ENSRNOP00000047984	Q5XIS3
10116.ENSRNOP00000040075	Q6DV77
10116.ENSRNOP00000013515	Q6IMX8
10116.ENSRNOP00000059891	Q6MGB1
10116.ENSRNOP00000052150	A1A5S0
10116.ENSRNOP00000001874	B1WBQ1
10116.ENSRNOP00000020646	B1WC24
10116.ENSRNOP00000025758	B2GUY8
10116.ENSRNOP00000017243	B2RYD7
10116.ENSRNOP00000020380	B2RYT7
10116.ENSRNOP00000052163	B2RYU7
10116.ENSRNOP00000026284	B5DF37
10116.ENSRNOP00000060953	B5DF95
10116.ENSRNOP00000029466	D3Z837
10116.ENSRNOP00000062121	D3Z992
10116.ENSRNOP00000010924	D3Z9E8
10116.ENSRNOP00000046863	D3Z9R9
10116.ENSRNOP00000036301	D3ZBM0
10116.ENSRNOP00000004955	D3ZTV3
10116.ENSRNOP00000028893	D3ZVK3
10116.ENSRNOP00000059993	D3ZWR4
10116.ENSRNOP00000011913	D3ZZP2
10116.ENSRNOP00000016492	D4A4E7
10116.ENSRNOP00000061873	D4A648
10116.ENSRNOP00000061198	D4A8D5
10116.ENSRNOP00000029921	D4AEL3
10116.ENSRNOP00000000248	G3V609
10116.ENSRNOP00000006527	G3V6L8
10116.ENSRNOP00000023196	G3V882
10116.ENSRNOP00000026312	G3V8J0
10116.ENSRNOP00000032896	G3V912
10116.ENSRNOP00000059987	G3V9U0
10116.ENSRNOP00000060815	G3V9V2
10116.ENSRNOP00000057658	O55215
10116.ENSRNOP00000037928	Q5U2S7
10116.ENSRNOP00000050128	Q6AYR7
10116.ENSRNOP00000040105	Q6MG92
10116.ENSRNOP00000020775	Q6TUG4
10116.ENSRNOP00000067147	Q9ERC0
10116.ENSRNOP00000029680	A0JPN5
10116.ENSRNOP00000059485	B0K005
10116.ENSRNOP00000012512	B2RZ23
10116.ENSRNOP00000034882	D3Z9T4
10116.ENSRNOP00000005101	D3ZDC1
10116.ENSRNOP00000006402	D3ZWF5
10116.ENSRNOP00000023378	D4A6W9
10116.ENSRNOP00000007901	D4A7M9
10116.ENSRNOP00000005942	D4A9T0
10116.ENSRNOP00000019056	D4AB23
10116.ENSRNOP00000026433	D4ABS0
10116.ENSRNOP00000033466	D4AE63
10116.ENSRNOP00000017938	F1LXQ8
10116.ENSRNOP00000014770	F1M7V9
10116.ENSRNOP00000016285	F7FHZ5
10116.ENSRNOP00000018718	G3V7S6
10116.ENSRNOP00000022179	G3V839
10116.ENSRNOP00000023084	G3V881
10116.ENSRNOP00000026748	G3V8L7
10116.ENSRNOP00000042239	G3V9C6
10116.ENSRNOP00000066890	M0RBF6
10116.ENSRNOP00000067360	M0RCN5
10116.ENSRNOP00000035722	Q499Q2
10116.ENSRNOP00000049769	Q549I0
10116.ENSRNOP00000001295	Q5U3Z5
10116.ENSRNOP00000043107	Q6IE55
10116.ENSRNOP00000002209	Q6P691
10116.ENSRNOP00000026054	A0A0A0MXZ6
10116.ENSRNOP00000058595	A1L1J8
10116.ENSRNOP00000025523	A2IBE0
10116.ENSRNOP00000023807	B0BNM5
10116.ENSRNOP00000063858	B1H242
10116.ENSRNOP00000012436	B2RYI2
10116.ENSRNOP00000027837	D3Z8I4
10116.ENSRNOP00000003818	D3Z8T1
10116.ENSRNOP00000031692	D3ZD62
10116.ENSRNOP00000031381	D3ZF56
10116.ENSRNOP00000043588	D3ZG63
10116.ENSRNOP00000041652	D3ZMG4
10116.ENSRNOP00000022247	D3ZP88
10116.ENSRNOP00000006786	D3ZR43
10116.ENSRNOP00000025389	D3ZWJ0
10116.ENSRNOP00000014661	D4A1U5
10116.ENSRNOP00000002579	D4A2G9
10116.ENSRNOP00000011223	D4A421
10116.ENSRNOP00000061416	D4A716
10116.ENSRNOP00000065192	D4A730
10116.ENSRNOP00000042467	D4A816
10116.ENSRNOP00000059538	D4ACA5
10116.ENSRNOP00000001979	G3V662
10116.ENSRNOP00000003773	G3V6C5
10116.ENSRNOP00000004762	G3V6F6
10116.ENSRNOP00000067154	G3V6T2
10116.ENSRNOP00000016642	G3V7M2
10116.ENSRNOP00000025800	G3V8H3
10116.ENSRNOP00000027691	G3V8Q9
10116.ENSRNOP00000031943	G3V901
10116.ENSRNOP00000067797	M0RDT4
10116.ENSRNOP00000060897	Q1KZH8
10116.ENSRNOP00000056493	Q1KZI0
10116.ENSRNOP00000007615	Q3T1J4
10116.ENSRNOP00000021143	Q4QR74
10116.ENSRNOP00000053129	Q5PQQ3
10116.ENSRNOP00000026184	Q5U2S8
10116.ENSRNOP00000005033	Q5U2X8
10116.ENSRNOP00000010631	Q5XIU4
10116.ENSRNOP00000013134	Q6P4Z8
10116.ENSRNOP00000034685	Q75NI5
10116.ENSRNOP00000066298	Q80WE6
10116.ENSRNOP00000034336	B5DF05
10116.ENSRNOP00000031068	D3Z8L4
10116.ENSRNOP00000036211	D3ZEH4
10116.ENSRNOP00000062459	D3ZGU2
10116.ENSRNOP00000034511	D3ZLT1
10116.ENSRNOP00000018457	D3ZVR6
10116.ENSRNOP00000013009	D4A062
10116.ENSRNOP00000019568	D4A1B2
10116.ENSRNOP00000026921	D4A4T0
10116.ENSRNOP00000016051	D4A565
10116.ENSRNOP00000067229	D4A8K9
10116.ENSRNOP00000045342	D4AAY7
10116.ENSRNOP00000006886	F1LPR7
10116.ENSRNOP00000020192	F1LQI1
10116.ENSRNOP00000018670	G3V7S5
10116.ENSRNOP00000066087	M0R9B9
10116.ENSRNOP00000028720	Q45QJ4
10116.ENSRNOP00000035535	Q561Q9
10116.ENSRNOP00000018860	Q56A30
10116.ENSRNOP00000016414	Q8CJC8
10116.ENSRNOP00000022349	B1WBW3
10116.ENSRNOP00000028462	B2RYC4
10116.ENSRNOP00000063708	B2RYE6
10116.ENSRNOP00000022799	B2RZ89
10116.ENSRNOP00000032254	B2RZ92
10116.ENSRNOP00000014738	B4F792
10116.ENSRNOP00000017207	D3Z861
10116.ENSRNOP00000022986	D3Z916
10116.ENSRNOP00000008911	D3ZAP1
10116.ENSRNOP00000012463	D3ZFL3
10116.ENSRNOP00000020876	D3ZJ28
10116.ENSRNOP00000046366	D3ZJQ3
10116.ENSRNOP00000003414	D3ZK56
10116.ENSRNOP00000060386	D3ZM20
10116.ENSRNOP00000010465	D3ZQ58
10116.ENSRNOP00000063299	D3ZUF1
10116.ENSRNOP00000009752	D3ZV22
10116.ENSRNOP00000020785	D3ZVQ0
10116.ENSRNOP00000061129	D3ZX69
10116.ENSRNOP00000004117	D4A0J7
10116.ENSRNOP00000061480	D4A5T3
10116.ENSRNOP00000014833	D4A7R3
10116.ENSRNOP00000002853	D4A7S3
10116.ENSRNOP00000040482	D4ABU7
10116.ENSRNOP00000021052	D4AC07
10116.ENSRNOP00000057155	D4AEC2
10116.ENSRNOP00000053394	F1LNW6
10116.ENSRNOP00000011107	F1LSP0
10116.ENSRNOP00000005084	F1LT13
10116.ENSRNOP00000009673	G3V6X0
10116.ENSRNOP00000011330	G3V734
10116.ENSRNOP00000015083	G3V7H6
10116.ENSRNOP00000026873	G3V8M2
10116.ENSRNOP00000048745	G3V9I7
10116.ENSRNOP00000052648	G3V9M2
10116.ENSRNOP00000061709	G3V9W4
10116.ENSRNOP00000064310	M0R4M3
10116.ENSRNOP00000064456	M0R501
10116.ENSRNOP00000054641	Q32PX8
10116.ENSRNOP00000013763	Q3B8P4
10116.ENSRNOP00000043001	Q499S4
10116.ENSRNOP00000030601	Q5J3E0
10116.ENSRNOP00000056420	Q5J3H1
10116.ENSRNOP00000027520	Q66HP8
10116.ENSRNOP00000017103	Q6AYD0
10116.ENSRNOP00000051814	Q6AYS0
10116.ENSRNOP00000062950	A0A096MJG3
10116.ENSRNOP00000011304	B0BNB3
10116.ENSRNOP00000032124	B1WBV4
10116.ENSRNOP00000025859	B6RK61
10116.ENSRNOP00000015876	D3Z8G3
10116.ENSRNOP00000010993	D3Z952
10116.ENSRNOP00000012881	D3ZAB5
10116.ENSRNOP00000005619	D3ZCI3
10116.ENSRNOP00000017546	D3ZER8
10116.ENSRNOP00000010606	D3ZH38
10116.ENSRNOP00000053056	D3ZHT1
10116.ENSRNOP00000013878	D3ZHT3
10116.ENSRNOP00000064718	D3ZN06
10116.ENSRNOP00000015573	D3ZNF4
10116.ENSRNOP00000039092	D3ZPR3
10116.ENSRNOP00000008140	D3ZQ63
10116.ENSRNOP00000013532	D3ZY51
10116.ENSRNOP00000032468	D3ZY96
10116.ENSRNOP00000020441	D3ZYT9
10116.ENSRNOP00000020634	D3ZZB0
10116.ENSRNOP00000026567	D4A2C6
10116.ENSRNOP00000014570	D4A2E3
10116.ENSRNOP00000023584	D4A6T1
10116.ENSRNOP00000059118	D4A6Y6
10116.ENSRNOP00000019919	D4A7J4
10116.ENSRNOP00000021999	D4A8X5
10116.ENSRNOP00000002540	D4A9Y0
10116.ENSRNOP00000058951	F1LT42
10116.ENSRNOP00000018146	F1M324
10116.ENSRNOP00000023007	F1M6U9
10116.ENSRNOP00000003778	G3V6C6
10116.ENSRNOP00000009241	G3V6V3
10116.ENSRNOP00000009803	G3V6X8
10116.ENSRNOP00000010089	G3V6Y4
10116.ENSRNOP00000012759	G3V778
10116.ENSRNOP00000067041	G3V7Y2
10116.ENSRNOP00000025382	G3V8G1
10116.ENSRNOP00000027186	G3V8N6
10116.ENSRNOP00000066064	G3V8P7
10116.ENSRNOP00000028636	G3V8V3
10116.ENSRNOP00000064761	M0R5T3
10116.ENSRNOP00000066242	M0R9R3
10116.ENSRNOP00000066385	M0RA45
10116.ENSRNOP00000066440	M0RA96
10116.ENSRNOP00000054664	Q497C2
10116.ENSRNOP00000036983	Q4QR79
10116.ENSRNOP00000029578	Q5BJZ3
10116.ENSRNOP00000018492	Q5BK53
10116.ENSRNOP00000060287	Q5EAP0
10116.ENSRNOP00000004881	Q5HZY3
10116.ENSRNOP00000000553	Q6MGC4
10116.ENSRNOP00000013462	Q6P3V9
10116.ENSRNOP00000013961	Q7TMB9
10116.ENSRNOP00000065446	A1A5R5
10116.ENSRNOP00000063225	A7M775
10116.ENSRNOP00000004908	A9CMC8
10116.ENSRNOP00000016499	B0BMX3
10116.ENSRNOP00000051684	B1H250
10116.ENSRNOP00000059303	B1H298
10116.ENSRNOP00000017110	B1WC12
10116.ENSRNOP00000034937	B2GV07
10116.ENSRNOP00000028210	B2GV55
10116.ENSRNOP00000023366	B2GV85
10116.ENSRNOP00000023062	B3EY82
10116.ENSRNOP00000036759	D3ZD07
10116.ENSRNOP00000012734	D3ZD48
10116.ENSRNOP00000024438	D3ZFL4
10116.ENSRNOP00000024655	D3ZGJ0
10116.ENSRNOP00000020970	D3ZIA4
10116.ENSRNOP00000060380	D3ZM26
10116.ENSRNOP00000053899	D3ZM93
10116.ENSRNOP00000053358	D3ZPT1
10116.ENSRNOP00000039018	D3ZQV3
10116.ENSRNOP00000065401	D3ZX88
10116.ENSRNOP00000004784	D3ZZR4
10116.ENSRNOP00000011041	D4A3N5
10116.ENSRNOP00000028443	D4A4X2
10116.ENSRNOP00000061431	D4A6X9
10116.ENSRNOP00000004191	D4A8L9
10116.ENSRNOP00000007672	D4A9I7
10116.ENSRNOP00000002294	D4AA36
10116.ENSRNOP00000002445	D4AC56
10116.ENSRNOP00000045461	D4AE39
10116.ENSRNOP00000045146	D4AEN2
10116.ENSRNOP00000004382	G3V6E7
10116.ENSRNOP00000028109	G3V8S5
10116.ENSRNOP00000033262	G3V919
10116.ENSRNOP00000040925	G3V9A8
10116.ENSRNOP00000053671	G3V9N4
10116.ENSRNOP00000067214	M0RCA3
10116.ENSRNOP00000052275	Q32ZG5
10116.ENSRNOP00000035399	Q3ZAU5
10116.ENSRNOP00000005930	Q499P2
10116.ENSRNOP00000061580	Q4KM96
10116.ENSRNOP00000064452	Q4V8I0
10116.ENSRNOP00000044432	Q566Q7
10116.ENSRNOP00000014014	Q5FVH9
10116.ENSRNOP00000030193	Q5FVI5
10116.ENSRNOP00000063105	Q5J3G3
10116.ENSRNOP00000007577	Q5RK05
10116.ENSRNOP00000003050	Q63116
10116.ENSRNOP00000012957	Q6AYU9
10116.ENSRNOP00000046588	Q6IE18
10116.ENSRNOP00000028632	Q6P2A4
10116.ENSRNOP00000030973	Q6TXI7
10116.ENSRNOP00000043141	Q7HKW3
10116.ENSRNOP00000045481	Q7TMC2
10116.ENSRNOP00000001114	Q8R2H0
10116.ENSRNOP00000005604	Q99MA2
10116.ENSRNOP00000023610	B0BN00
10116.ENSRNOP00000061267	B0BN02
10116.ENSRNOP00000022954	B1WC94
10116.ENSRNOP00000017663	B2RYA2
10116.ENSRNOP00000008253	B5DFH7
10116.ENSRNOP00000002560	B5DFJ0
10116.ENSRNOP00000022962	D3Z956
10116.ENSRNOP00000036836	D3ZAA6
10116.ENSRNOP00000005379	D3ZDR2
10116.ENSRNOP00000024471	D3ZF13
10116.ENSRNOP00000056872	D3ZIS7
10116.ENSRNOP00000060637	D3ZK76
10116.ENSRNOP00000023241	D4A3I8
10116.ENSRNOP00000023428	D4A3X7
10116.ENSRNOP00000054173	D4A468
10116.ENSRNOP00000030430	D4A8N6
10116.ENSRNOP00000024942	F7FF20
10116.ENSRNOP00000002350	G3V677
10116.ENSRNOP00000012094	G3V752
10116.ENSRNOP00000067527	M0R438
10116.ENSRNOP00000026428	Q5BJN1
10116.ENSRNOP00000012768	Q5RK33
10116.ENSRNOP00000025904	Q5XI04
10116.ENSRNOP00000010529	Q6AXN5
10116.ENSRNOP00000054424	D4A834
10116.ENSRNOP00000034983	Q1KQ07
10116.ENSRNOP00000000155	B5DEZ8
10116.ENSRNOP00000008509	B5DF60
10116.ENSRNOP00000003872	D3Z8K0
10116.ENSRNOP00000010932	D3Z9E1
10116.ENSRNOP00000006549	D3ZJ92
10116.ENSRNOP00000011824	D3ZS79
10116.ENSRNOP00000063313	D3ZZ19
10116.ENSRNOP00000038766	D4A0X0
10116.ENSRNOP00000009104	D4A3Z4
10116.ENSRNOP00000066706	D4ABR7
10116.ENSRNOP00000045180	D4AEC0
10116.ENSRNOP00000041732	G3V9B8
10116.ENSRNOP00000052715	G3V9M3
10116.ENSRNOP00000065729	M0R5A7
10116.ENSRNOP00000067352	M0RCM9
10116.ENSRNOP00000000529	P97949
10116.ENSRNOP00000030279	Q4FZZ4
10116.ENSRNOP00000047401	Q5J3J5
10116.ENSRNOP00000027212	Q5U342
10116.ENSRNOP00000029227	Q62648
10116.ENSRNOP00000028343	Q8R5L9
10116.ENSRNOP00000056418	B5DFB7
10116.ENSRNOP00000060669	B6DYQ6
10116.ENSRNOP00000034934	D3Z960
10116.ENSRNOP00000012103	D3ZB83
10116.ENSRNOP00000060066	D3ZJ05
10116.ENSRNOP00000037695	D3ZTG7
10116.ENSRNOP00000025506	D3ZY54
10116.ENSRNOP00000011692	D4A3R3
10116.ENSRNOP00000030389	D4A4K5
10116.ENSRNOP00000059145	D4A5X8
10116.ENSRNOP00000012510	D4A9K3
10116.ENSRNOP00000002465	D4ABT9
10116.ENSRNOP00000036958	D4ACG2
10116.ENSRNOP00000013022	G3V784
10116.ENSRNOP00000016664	G3V7M4
10116.ENSRNOP00000043418	O88754
10116.ENSRNOP00000000253	Q498C9
10116.ENSRNOP00000032066	Q5FVN3
10116.ENSRNOP00000022999	Q5RJS3
10116.ENSRNOP00000029802	Q66H31
10116.ENSRNOP00000053020	Q6AYC7
10116.ENSRNOP00000033421	Q6KGV4
10116.ENSRNOP00000043458	Q7TPA7
10116.ENSRNOP00000066997	Q811Q5
10116.ENSRNOP00000048790	Q8VHT3
10116.ENSRNOP00000026528	B0BN81
10116.ENSRNOP00000050143	B2RZA9
10116.ENSRNOP00000031799	D3Z815
10116.ENSRNOP00000017495	D3Z830
10116.ENSRNOP00000031295	D3ZBA8
10116.ENSRNOP00000020981	D3ZI85
10116.ENSRNOP00000015600	D3ZL12
10116.ENSRNOP00000025490	D3ZR99
10116.ENSRNOP00000016754	D3ZZR7
10116.ENSRNOP00000025007	D4A040
10116.ENSRNOP00000014603	D4A1Y5
10116.ENSRNOP00000026551	D4A2D8
10116.ENSRNOP00000007854	D4A2Y9
10116.ENSRNOP00000061477	D4A5U5
10116.ENSRNOP00000009008	D4A7I8
10116.ENSRNOP00000057979	D4A896
10116.ENSRNOP00000054417	D4A8J3
10116.ENSRNOP00000045222	D4AD63
10116.ENSRNOP00000063236	F6PUQ7
10116.ENSRNOP00000000157	G3V605
10116.ENSRNOP00000003087	G3V6A2
10116.ENSRNOP00000009043	G3V6U5
10116.ENSRNOP00000013598	G3V7B8
10116.ENSRNOP00000021530	G3V810
10116.ENSRNOP00000023262	G3V884
10116.ENSRNOP00000056841	G3V9R1
10116.ENSRNOP00000027015	I6LBX4
10116.ENSRNOP00000065963	M0R3W8
10116.ENSRNOP00000066521	M0RAH3
10116.ENSRNOP00000015175	Q497B5
10116.ENSRNOP00000019498	Q4LEV3
10116.ENSRNOP00000049782	Q5J3J0
10116.ENSRNOP00000028067	Q5M849
10116.ENSRNOP00000040335	Q5XI84
10116.ENSRNOP00000040412	Q6IN24
10116.ENSRNOP00000015907	Q810C2
10116.ENSRNOP00000017972	Q9JHK1
10116.ENSRNOP00000000609	B0BNC7
10116.ENSRNOP00000015869	B1WC19
10116.ENSRNOP00000061751	B2RYH5
10116.ENSRNOP00000000890	B2RZ79
10116.ENSRNOP00000017241	B2RZ82
10116.ENSRNOP00000012195	D3Z8D8
10116.ENSRNOP00000017337	D3ZDS3
10116.ENSRNOP00000036260	D3ZFD9
10116.ENSRNOP00000013841	D3ZHW9
10116.ENSRNOP00000022559	D3ZLB5
10116.ENSRNOP00000023811	D3ZS58
10116.ENSRNOP00000009485	D3ZSU7
10116.ENSRNOP00000016556	D3ZT84
10116.ENSRNOP00000063402	D3ZW49
10116.ENSRNOP00000044022	D3ZWS0
10116.ENSRNOP00000051832	D3ZXI0
10116.ENSRNOP00000014692	D4A1Q3
10116.ENSRNOP00000047591	D4A5M2
10116.ENSRNOP00000019966	D4A6E6
10116.ENSRNOP00000023158	D4A7L7
10116.ENSRNOP00000054223	D4A888
10116.ENSRNOP00000030210	D4A8S3
10116.ENSRNOP00000059082	D4A8T3
10116.ENSRNOP00000021179	D4A9S9
10116.ENSRNOP00000024991	D4ACF4
10116.ENSRNOP00000066396	E9PT77
10116.ENSRNOP00000001996	G3V663
10116.ENSRNOP00000006760	G3V6M8
10116.ENSRNOP00000007144	G3V6N7
10116.ENSRNOP00000009649	G3V6W6
10116.ENSRNOP00000009921	G3V6Y0
10116.ENSRNOP00000010524	G3V704
10116.ENSRNOP00000013073	G3V786
10116.ENSRNOP00000013941	G3V7D2
10116.ENSRNOP00000019126	G3V7T6
10116.ENSRNOP00000032119	G3V904
10116.ENSRNOP00000039848	G3V996
10116.ENSRNOP00000065284	M0R766
10116.ENSRNOP00000067817	M0RD19
10116.ENSRNOP00000024234	O70609
10116.ENSRNOP00000043387	Q4G002
10116.ENSRNOP00000056771	Q5BK00
10116.ENSRNOP00000014733	Q5PPJ1
10116.ENSRNOP00000017943	Q6VPP3
10116.ENSRNOP00000026187	Q99NH5
10116.ENSRNOP00000043608	B0BMW2
10116.ENSRNOP00000018468	B1WC90
10116.ENSRNOP00000016037	B2GVC0
10116.ENSRNOP00000032011	B5DEP2
10116.ENSRNOP00000008783	D3ZFW8
10116.ENSRNOP00000053442	D3ZLY5
10116.ENSRNOP00000010442	D3ZQ68
10116.ENSRNOP00000011869	D3ZS24
10116.ENSRNOP00000009464	D3ZSV7
10116.ENSRNOP00000001445	D3ZU64
10116.ENSRNOP00000063205	D3ZV33
10116.ENSRNOP00000028002	D4A586
10116.ENSRNOP00000059579	D4A5K7
10116.ENSRNOP00000002240	D4AAH9
10116.ENSRNOP00000024937	D4ACW2
10116.ENSRNOP00000017756	D4ADD8
10116.ENSRNOP00000005719	D4ADS4
10116.ENSRNOP00000029997	D4AE21
10116.ENSRNOP00000019113	D4AEG9
10116.ENSRNOP00000018170	F1LRB8
10116.ENSRNOP00000056281	F1M0N1
10116.ENSRNOP00000002499	G3V680
10116.ENSRNOP00000065166	G3V886
10116.ENSRNOP00000025570	G3V8G5
10116.ENSRNOP00000027263	G3V8P3
10116.ENSRNOP00000065514	M0R7T2
10116.ENSRNOP00000066308	M0R9X4
10116.ENSRNOP00000066467	M0RAC2
10116.ENSRNOP00000066594	M0RAP1
10116.ENSRNOP00000034541	Q5BK16
10116.ENSRNOP00000014316	Q5USB9
10116.ENSRNOP00000014666	Q5XI24
10116.ENSRNOP00000000658	Q66H46
10116.ENSRNOP00000036519	Q6I7R1
10116.ENSRNOP00000046335	Q6IFZ5
10116.ENSRNOP00000050879	Q920L0
