4081.Solyc01g009590.2.1	Q43495
4081.Solyc07g056030.2.1	K4CGD6
4081.Solyc07g062230.2.1	K4CGQ6
4081.Solyc07g065300.1.1	K4CHK9
4081.Solyc08g015620.2.1	K4CJ92
4081.Solyc08g077030.2.1	K4CN63
4081.Solyc09g064330.1.1	K4CU63
4081.Solyc10g006590.1.1	K4CXJ0
4081.Solyc10g051320.1.1	K4D0T4
4081.Solyc10g055660.1.1	K4D1F6
4081.Solyc10g078860.1.1	K4D2C7
4081.Solyc10g084190.1.1	K4D3K5
4081.Solyc12g035700.1.1	K4DE27
4081.Solyc12g041970.1.1	K4DEZ1
4081.Solyc12g044530.1.1	K4DFD9
4081.Solyc12g044570.1.1	K4DFE3
4081.Solyc12g089350.1.1	K4DH06
4081.Solyc12g096380.1.1	K4DHB1
4081.Solyc01g086680.2.1	Q9FT23
4081.Solyc01g012670.1.1	K4AU03
4081.Solyc01g014670.1.1	K4AUA3
4081.Solyc01g095540.2.1	K4AZU3
4081.Solyc02g014610.1.1	K4B4R0
4081.Solyc02g030150.1.1	K4B566
4081.Solyc02g030210.2.1	K4B572
4081.Solyc02g036120.1.1	K4B5Q6
4081.Solyc02g084340.1.1	K4BAV0
4081.Solyc02g085010.1.1	K4BB15
4081.Solyc02g088770.2.1	K4BC32
4081.Solyc03g083420.2.1	K4BIB8
4081.Solyc04g072540.2.1	K4BTP1
4081.Solyc04g072630.2.1	K4BTQ0
4081.Solyc04g072940.2.1	K4BTT1
4081.Solyc04g074290.2.1	K4BTW7
4081.Solyc04g076030.1.1	K4BU42
4081.Solyc04g078340.2.1	K4BUS0
4081.Solyc05g041160.1.1	K4C097
4081.Solyc05g042050.2.1	K4C0I6
4081.Solyc05g043320.1.1	K4C0L4
4081.Solyc06g060090.2.1	K4C6J0
4081.Solyc06g061250.1.1	K4C6V5
4081.Solyc06g064620.2.1	K4C792
4081.Solyc06g067870.2.1	K4C7W2
4081.Solyc06g068510.1.1	K4C826
4081.Solyc07g042500.2.1	K4CEB1
4081.Solyc07g045170.2.1	K4CES4
4081.Solyc08g044510.2.1	K4CKA8
4081.Solyc08g047890.1.1	K4CKE4
4081.Solyc08g062020.1.1	K4CKZ1
4081.Solyc08g062330.2.1	K4CL21
4081.Solyc09g014730.2.1	K4CRU9
4081.Solyc09g048960.1.1	K4CSZ4
4081.Solyc10g008580.1.1	K4CY35
4081.Solyc10g008850.1.1	K4CY61
4081.Solyc10g009100.1.1	K4CY86
4081.Solyc10g009460.1.1	K4CYC2
4081.Solyc10g017580.2.1	K4CYN6
4081.Solyc10g017690.1.1	K4CYP5
4081.Solyc10g037910.1.1	K4CZB4
4081.Solyc11g006890.1.1	K4D4V0
4081.Solyc11g007420.1.1	K4D503
4081.Solyc11g008930.1.1	K4D5F3
4081.Solyc11g012970.1.1	K4D6A1
4081.Solyc12g006140.1.1	K4DBF1
4081.Solyc12g006460.1.1	K4DBI3
4081.Solyc12g006470.1.1	K4DBI4
4081.Solyc12g009390.1.1	K4DC27
4081.Solyc12g010190.1.1	K4DCA6
4081.Solyc12g011420.1.1	K4DCM7
4081.Solyc12g013840.1.1	K4DCR9
4081.Solyc01g044240.2.1	K4AVA8
4081.Solyc02g091130.2.1	K4BCR2
4081.Solyc03g096850.2.1	K4BJA3
4081.Solyc03g096930.2.1	K4BJB1
4081.Solyc06g069020.2.1	K4C875
4081.Solyc07g047790.2.1	K4CEY5
4081.Solyc08g066310.1.1	K4CLK8
4081.Solyc10g047060.1.1	K4CZX1
4081.Solyc12g017540.1.1	K4DD86
4081.Solyc07g043490.1.1	E5L3R8
4081.Solyc01g057570.2.1	K4AVW8
4081.Solyc01g060390.1.1	K4AWE2
4081.Solyc01g096870.2.1	K4B075
4081.Solyc02g065510.1.1	K4B6Y3
4081.Solyc02g066960.2.1	K4B728
4081.Solyc03g005170.2.1	K4BDU1
4081.Solyc03g104810.2.1	K4BJU4
4081.Solyc03g111970.2.1	K4BK54
4081.Solyc03g112130.1.1	K4BK67
4081.Solyc03g112350.2.1	K4BK89
4081.Solyc04g080490.2.1	K4BVC8
4081.Solyc04g081030.2.1	K4BVI2
4081.Solyc04g082290.2.1	K4BVV6
4081.Solyc05g005770.2.1	K4BWA4
4081.Solyc05g054830.2.1	K4C2G0
4081.Solyc05g054970.2.1	K4C2H4
4081.Solyc05g055610.2.1	K4C2N7
4081.Solyc06g072020.1.1	K4C8S4
4081.Solyc06g075030.1.1	K4C9L9
4081.Solyc07g052950.2.1	K4CFJ3
4081.Solyc07g053430.2.1	K4CFP0
4081.Solyc08g068310.2.1	K4CM55
4081.Solyc08g075490.2.1	K4CMR6
4081.Solyc08g076630.1.1	K4CN24
4081.Solyc09g059930.1.1	K4CTS6
4081.Solyc09g059980.1.1	K4CTT1
4081.Solyc09g060190.1.1	K4CTV2
4081.Solyc10g049440.1.1	K4D0A1
4081.Solyc10g050170.1.1	K4D0H3
4081.Solyc10g050770.1.1	K4D0N2
4081.Solyc10g050950.1.1	K4D0P9
4081.Solyc10g052650.1.1	K4D0W6
4081.Solyc10g054230.1.1	K4D121
4081.Solyc11g027960.1.1	K4D7D9
4081.Solyc12g019220.1.1	K4DDE9
4081.Solyc12g027620.1.1	K4DDT2
4081.Solyc12g036000.1.1	K4DE57
4081.Solyc12g036740.1.1	K4DEC8
4081.Solyc00g006870.1.1	K4APU9
4081.Solyc00g007150.2.1	K4APW8
4081.Solyc00g012690.1.1	K4AQ95
4081.Solyc01g103220.2.1	K4B1P8
4081.Solyc01g105010.2.1	K4B273
4081.Solyc01g105500.2.1	K4B2C0
4081.Solyc02g067990.2.1	K4B7D1
4081.Solyc02g068280.2.1	K4B7G0
4081.Solyc02g072220.1.1	K4B8J6
4081.Solyc03g005950.1.1	K4BE18
4081.Solyc03g006010.2.1	K4BE24
4081.Solyc03g007350.1.1	K4BEF8
4081.Solyc03g114580.2.1	K4BKW0
4081.Solyc03g115490.1.1	K4BL51
4081.Solyc03g116170.2.1	K4BLB9
4081.Solyc04g015470.2.1	K4BQ49
4081.Solyc04g016400.2.1	K4BQE0
4081.Solyc04g025200.2.1	K4BQW5
4081.Solyc04g026150.1.1	K4BR57
4081.Solyc05g007080.2.1	K4BWN4
4081.Solyc05g009630.2.1	K4BXD7
4081.Solyc05g011820.1.1	K4BXQ5
4081.Solyc06g008470.1.1	K4C3M7
4081.Solyc06g009090.1.1	K4C3T9
4081.Solyc06g009470.1.1	K4C3X7
4081.Solyc06g083030.2.1	K4CAF8
4081.Solyc06g083050.2.1	K4CAG0
4081.Solyc06g083790.2.1	K4CAN4
4081.Solyc07g062290.2.1	K4CGR2
4081.Solyc07g063730.1.1	K4CH56
4081.Solyc07g065080.2.1	K4CHI7
4081.Solyc08g076780.1.1	K4CN38
4081.Solyc08g078150.1.1	K4CNH4
4081.Solyc08g080870.2.1	K4CP85
4081.Solyc09g074450.1.1	K4CV22
4081.Solyc09g075640.2.1	K4CVE1
4081.Solyc11g042960.1.1	K4D863
4081.Solyc11g045410.1.1	K4D8K5
4081.Solyc12g043140.1.1	K4DFA1
4081.Solyc00g104940.1.1	K4ARF3
4081.Solyc00g117450.2.1	K4ARJ1
4081.Solyc01g080340.2.1	K4AXS8
4081.Solyc01g088700.2.1	K4AYR0
4081.Solyc01g090060.1.1	K4AYU7
4081.Solyc02g078980.2.1	K4B9C2
4081.Solyc03g031500.1.1	K4BFC2
4081.Solyc03g033740.2.1	K4BFP6
4081.Solyc03g044520.1.1	K4BG71
4081.Solyc03g118150.2.1	K4BLW6
4081.Solyc03g120840.1.1	K4BMN3
4081.Solyc03g121160.1.1	K4BMR5
4081.Solyc04g040000.2.1	K4BRD8
4081.Solyc04g051120.2.1	K4BS74
4081.Solyc04g051460.2.1	K4BSA6
4081.Solyc05g012420.2.1	K4BXW5
4081.Solyc05g014250.2.1	K4BYE5
4081.Solyc05g016510.1.1	K4BZ13
4081.Solyc06g036190.1.1	K4C4Y7
4081.Solyc06g043120.1.1	K4C565
4081.Solyc06g049030.2.1	K4C5E9
4081.Solyc07g008810.1.1	K4CC00
4081.Solyc07g008970.2.1	K4CC16
4081.Solyc08g005290.2.1	K4CI20
4081.Solyc08g008220.2.1	K4CIV6
4081.Solyc08g008260.2.1	K4CIW0
4081.Solyc09g005330.2.1	K4CQ23
4081.Solyc09g007900.2.1	K4CQH9
4081.Solyc09g082470.2.1	K4CVM4
4081.Solyc09g090300.2.1	K4CW56
4081.Solyc09g090750.2.1	K4CWA1
4081.Solyc10g005250.2.1	K4CX58
4081.Solyc10g084290.1.1	K4D3L5
4081.Solyc11g056590.1.1	K4D8X0
4081.Solyc11g068430.1.1	K4DA01
4081.Solyc11g069110.1.1	K4DA67
4081.Solyc12g056420.1.1	K4DFX3
4081.Solyc12g056770.1.1	K4DG08
4081.Solyc01g006340.2.1	K4ASK0
4081.Solyc01g008030.2.1	K4AT01
4081.Solyc01g090810.2.1	K4AZ22
4081.Solyc01g095270.2.1	K4AZR6
4081.Solyc01g111160.2.1	K4B3X9
4081.Solyc02g082900.2.1	K4BAG0
4081.Solyc03g058710.1.1	K4BGS1
4081.Solyc03g063300.1.1	K4BH77
4081.Solyc04g056330.1.1	K4BST1
4081.Solyc05g021480.1.1	K4BZI7
4081.Solyc05g024070.1.1	K4BZP5
4081.Solyc06g051270.2.1	K4C5S0
4081.Solyc07g016210.1.1	K4CCD8
4081.Solyc07g017690.2.1	K4CCI3
4081.Solyc08g014460.1.1	K4CJ77
4081.Solyc08g015830.1.1	K4CJB1
4081.Solyc09g008730.2.1	K4CQQ8
4081.Solyc09g009730.1.1	K4CR02
4081.Solyc09g010430.1.1	K4CR70
4081.Solyc10g005450.1.1	K4CX77
4081.Solyc10g006420.2.1	K4CXH3
4081.Solyc10g006670.1.1	K4CXJ8
4081.Solyc10g086770.1.1	K4D4A8
4081.Solyc11g005370.1.1	K4D4F0
4081.Solyc08g083120.2.1	O65830
4081.Solyc05g042140.1.1	Q949J5
4081.Solyc03g006830.2.1	W5S185
4081.Solyc01g008890.2.1	K4AT85
4081.Solyc01g011040.2.1	K4ATU6
4081.Solyc01g096150.2.1	K4B004
4081.Solyc02g085790.2.1	K4BB90
4081.Solyc02g086080.2.1	K4BBB6
4081.Solyc02g088250.2.1	K4BBY1
4081.Solyc03g083820.1.1	K4BIF7
4081.Solyc03g093530.1.1	K4BIN0
4081.Solyc07g025250.1.1	K4CD76
4081.Solyc07g043560.2.1	K4CEL3
4081.Solyc07g043700.1.1	K4CEM7
4081.Solyc09g013130.2.1	K4CRN9
4081.Solyc09g020100.1.1	K4CSH1
4081.Solyc11g006480.1.1	K4D4R1
4081.Solyc11g007170.1.1	K4D4X8
4081.Solyc09g075420.2.1	Q84XB2
4081.Solyc01g005410.2.1	K4ASA8
4081.Solyc01g066850.2.1	K4AWT5
4081.Solyc01g067780.1.1	K4AX26
4081.Solyc01g108690.1.1	K4B384
4081.Solyc02g062930.2.1	K4B6I1
4081.Solyc02g068830.1.1	K4B7L5
4081.Solyc02g083250.2.1	K4BAJ3
4081.Solyc02g091440.1.1	K4BCU2
4081.Solyc03g005100.2.1	K4BDT4
4081.Solyc03g006640.2.1	K4BE87
4081.Solyc03g034390.1.1	K4BFV9
4081.Solyc03g063270.2.1	K4BH74
4081.Solyc03g097460.2.1	K4BJG3
4081.Solyc03g114890.2.1	K4BKZ1
4081.Solyc04g079490.1.1	K4BV33
4081.Solyc05g009300.1.1	K4BXA4
4081.Solyc05g015760.1.1	K4BYU2
4081.Solyc06g036530.1.1	K4C519
4081.Solyc07g065660.2.1	K4CHP4
4081.Solyc08g067970.2.1	K4CM21
4081.Solyc08g068380.2.1	K4CM62
4081.Solyc08g076450.2.1	K4CN08
4081.Solyc08g078370.2.1	K4CNJ6
4081.Solyc08g078410.1.1	K4CNK0
4081.Solyc08g080890.2.1	K4CP87
4081.Solyc09g005000.1.1	K4CPZ0
4081.Solyc09g009760.1.1	K4CR05
4081.Solyc09g042360.1.1	K4CSU1
4081.Solyc09g042410.1.1	K4CSU6
4081.Solyc09g074920.2.1	K4CV69
4081.Solyc09g090440.1.1	K4CW70
4081.Solyc11g005700.1.1	K4D4I3
4081.Solyc11g018850.1.1	K4D6T7
4081.Solyc11g030920.1.1	K4D7M6
4081.Solyc11g045270.1.1	K4D8J1
4081.Solyc12g017800.1.1	K4DDA8
4081.Solyc12g019720.1.1	K4DDJ5
4081.Solyc12g019900.1.1	K4DDL3
4081.Solyc12g077390.1.1	K4DGG1
4081.Solyc01g096410.2.1	K4B029
4081.Solyc01g096670.2.1	K4B055
4081.Solyc02g084750.2.1	K4BAZ0
4081.Solyc03g063730.2.1	K4BHB4
4081.Solyc10g008950.2.1	K4CY71
4081.Solyc01g010950.2.1	K4ATT8
4081.Solyc01g014720.1.1	K4AUA8
4081.Solyc02g031750.2.1	K4B5C2
4081.Solyc02g087190.1.1	K4BBM6
4081.Solyc02g088040.1.1	K4BBW0
4081.Solyc02g088680.1.1	K4BC23
4081.Solyc02g088730.1.1	K4BC28
4081.Solyc02g089500.2.1	K4BCA1
4081.Solyc02g089640.2.1	K4BCB5
4081.Solyc03g093660.1.1	K4BIP2
4081.Solyc03g094000.2.1	K4BIS5
4081.Solyc03g095310.2.1	K4BIV5
4081.Solyc04g076710.2.1	K4BUA9
4081.Solyc04g077200.1.1	K4BUF7
4081.Solyc04g079720.2.1	K4BV51
4081.Solyc05g053050.1.1	K4C1Y5
4081.Solyc06g062960.1.1	K4C727
4081.Solyc06g064930.1.1	K4C7C3
4081.Solyc06g065540.2.1	K4C7I3
4081.Solyc06g065900.2.1	K4C7L8
4081.Solyc06g068130.2.1	K4C7Y8
4081.Solyc06g069610.1.1	K4C8D4
4081.Solyc07g041790.1.1	K4CE46
4081.Solyc07g045120.1.1	K4CES0
4081.Solyc08g044400.1.1	K4CK98
4081.Solyc08g061660.1.1	K4CKV5
4081.Solyc08g062550.1.1	K4CL43
4081.Solyc08g065440.2.1	K4CLC4
4081.Solyc08g066040.1.1	K4CLI2
4081.Solyc08g066450.1.1	K4CLM2
4081.Solyc09g055390.1.1	K4CT36
4081.Solyc10g009170.1.1	K4CY93
4081.Solyc10g011690.2.1	K4CYE7
4081.Solyc10g036810.1.1	K4CZA3
4081.Solyc10g038150.1.1	K4CZD8
4081.Solyc10g045310.1.1	K4CZP9
4081.Solyc10g045580.1.1	K4CZS3
4081.Solyc11g008400.1.1	K4D5A0
4081.Solyc11g012660.1.1	K4D670
4081.Solyc12g008490.1.1	K4DBT7
4081.Solyc12g100050.1.1	K4DI26
4081.Solyc04g006980.1.1	G3BGW4
4081.Solyc01g034030.1.1	K4AV85
4081.Solyc02g091800.2.1	K4BCX8
4081.Solyc04g081430.2.1	K4BVM2
4081.Solyc06g072560.1.1	K4C8X6
4081.Solyc07g052980.2.1	K4CFJ6
4081.Solyc08g067580.1.1	K4CLY4
4081.Solyc09g059530.1.1	K4CTN7
4081.Solyc11g020870.1.1	K4D738
4081.Solyc03g098790.1.1	Q9LEC1
4081.Solyc06g071030.2.1	Q38Q36
4081.Solyc04g076090.2.1	Q68HC8
4081.Solyc06g008110.2.1	A0A097PLK0
4081.Solyc00g056180.1.1	K4AR27
4081.Solyc00g112180.1.1	K4ARH3
4081.Solyc01g073740.2.1	K4AXC0
4081.Solyc01g081500.2.1	K4AY42
4081.Solyc01g102830.2.1	K4B1K9
4081.Solyc01g103700.2.1	K4B1U5
4081.Solyc01g107910.2.1	K4B307
4081.Solyc03g020060.2.1	K4BEX8
4081.Solyc03g025360.2.1	K4BF09
4081.Solyc03g031720.2.1	K4BFE4
4081.Solyc03g112980.1.1	K4BKF1
4081.Solyc03g113610.2.1	K4BKL3
4081.Solyc03g114980.2.1	K4BL00
4081.Solyc04g025460.1.1	K4BQZ1
4081.Solyc04g040030.1.1	K4BRE1
4081.Solyc06g009210.2.1	K4C3V1
4081.Solyc06g033760.1.1	K4C4K0
4081.Solyc06g074670.2.1	K4C9I5
4081.Solyc06g083470.2.1	K4CAK2
4081.Solyc06g084150.2.1	K4CAS0
4081.Solyc07g062020.1.1	K4CGN5
4081.Solyc07g062710.2.1	K4CGV4
4081.Solyc08g078760.1.1	K4CNN5
4081.Solyc08g079840.1.1	K4CNY4
4081.Solyc08g080720.2.1	K4CP70
4081.Solyc10g055030.1.1	K4D196
4081.Solyc10g061820.1.1	K4D1H2
4081.Solyc12g062260.1.1	K4DG55
4081.Solyc01g088590.2.1	K4AYP9
4081.Solyc04g005090.2.1	K4BNB5
4081.Solyc04g049500.1.1	K4BRS7
4081.Solyc04g049730.1.1	K4BRU9
4081.Solyc05g015430.1.1	K4BYQ9
4081.Solyc05g018280.1.1	K4BZ83
4081.Solyc07g021420.1.1	K4CCZ9
4081.Solyc08g013710.2.1	K4CJ06
4081.Solyc08g013890.2.1	K4CJ23
4081.Solyc08g013990.2.1	K4CJ33
4081.Solyc08g023580.2.1	K4CJS5
4081.Solyc09g005890.2.1	K4CQ79
4081.Solyc09g098190.2.1	K4CWY9
4081.Solyc11g069120.1.1	K4DA68
4081.Solyc12g096240.1.1	K4DH97
4081.Solyc01g013780.1.1	K4AU15
4081.Solyc01g014010.1.1	K4AU38
4081.Solyc02g014460.2.1	K4B4P5
4081.Solyc02g024050.2.1	K4B553
4081.Solyc02g084470.1.1	K4BAW2
4081.Solyc02g084520.2.1	K4BAW7
4081.Solyc02g088160.2.1	K4BBX2
4081.Solyc03g071500.1.1	K4BHI0
4081.Solyc03g083370.2.1	K4BIB3
4081.Solyc04g072790.1.1	K4BTR6
4081.Solyc05g025990.1.1	K4BZY6
4081.Solyc05g042040.2.1	K4C0I5
4081.Solyc05g043240.1.1	K4C0K6
4081.Solyc05g045670.2.1	K4C0Q1
4081.Solyc06g060590.2.1	K4C6N9
4081.Solyc07g040750.1.1	K4CDV2
4081.Solyc07g041030.1.1	K4CDY0
4081.Solyc08g028680.1.1	K4CJT4
4081.Solyc09g012060.1.1	K4CRN1
4081.Solyc09g014700.1.1	K4CRU6
4081.Solyc09g018500.1.1	K4CSB3
4081.Solyc10g018060.1.1	K4CYT0
4081.Solyc10g018220.1.1	K4CYU6
4081.Solyc10g018300.1.1	K4CYV4
4081.Solyc10g019050.1.1	K4CZ24
4081.Solyc11g006880.1.1	K4D4U9
4081.Solyc11g008010.1.1	K4D562
4081.Solyc12g010710.1.1	K4DCF8
4081.Solyc12g100090.1.1	K4DI30
4081.Solyc01g016530.1.1	K4AUI4
4081.Solyc01g017010.1.1	K4AUN2
4081.Solyc01g017880.1.1	K4AUW9
4081.Solyc01g045580.1.1	K4AVD7
4081.Solyc01g056620.2.1	K4AVM8
4081.Solyc01g098190.2.1	K4B0K6
4081.Solyc02g032000.1.1	K4B5E6
4081.Solyc02g050320.1.1	K4B620
4081.Solyc02g062860.2.1	K4B6H4
4081.Solyc02g063050.2.1	K4B6J3
4081.Solyc02g093720.2.1	K4BDG8
4081.Solyc03g095530.1.1	K4BIX7
4081.Solyc03g098770.1.1	K4BJU0
4081.Solyc03g111030.2.1	K4BJW6
4081.Solyc04g008260.2.1	K4BNY2
4081.Solyc04g009070.1.1	K4BP63
4081.Solyc04g078920.2.1	K4BUX6
4081.Solyc04g081200.2.1	K4BVJ9
4081.Solyc04g081480.1.1	K4BVM7
4081.Solyc05g052410.1.1	K4C1S2
4081.Solyc05g054390.2.1	K4C2B7
4081.Solyc06g066820.2.1	K4C7V6
4081.Solyc06g068370.2.1	K4C812
4081.Solyc06g068560.2.1	K4C830
4081.Solyc06g068670.2.1	K4C841
4081.Solyc06g069660.1.1	K4C8D9
4081.Solyc07g049750.2.1	K4CF76
4081.Solyc07g052210.2.1	K4CFC0
4081.Solyc08g065710.1.1	K4CLF0
4081.Solyc08g065990.2.1	K4CLH7
4081.Solyc08g066420.1.1	K4CLL9
4081.Solyc09g031940.1.1	K4CSP9
4081.Solyc09g055940.2.1	K4CT89
4081.Solyc09g059630.1.1	K4CTP7
4081.Solyc09g059650.2.1	K4CTP9
4081.Solyc10g039340.1.1	K4CZF8
4081.Solyc10g047600.1.1	K4D022
4081.Solyc10g047770.1.1	K4D039
4081.Solyc11g018820.1.1	K4D6T5
4081.Solyc12g011160.1.1	K4DCK2
4081.Solyc12g013580.1.1	K4DCP3
4081.Solyc12g014150.1.1	K4DCV0
4081.Solyc12g015930.1.1	K4DD28
4081.Solyc12g017290.1.1	K4DD63
4081.Solyc12g017970.1.1	K4DDC4
4081.Solyc00g006010.1.1	K4APR6
4081.Solyc00g014960.1.1	K4AQC6
4081.Solyc00g015720.1.1	K4AQD3
4081.Solyc00g029300.1.1	K4AQS9
4081.Solyc00g031060.1.1	K4AQU3
4081.Solyc00g055940.1.1	K4AR22
4081.Solyc01g099580.1.1	K4B0Z3
4081.Solyc01g104420.1.1	K4B217
4081.Solyc01g105860.2.1	K4B2F6
4081.Solyc02g070960.1.1	K4B875
4081.Solyc03g005330.1.1	K4BDV7
4081.Solyc03g025640.1.1	K4BF37
4081.Solyc03g115420.1.1	K4BL44
4081.Solyc03g117300.2.1	K4BLN2
4081.Solyc04g010320.1.1	K4BPI6
4081.Solyc04g014580.1.1	K4BPW2
4081.Solyc04g025450.1.1	K4BQZ0
4081.Solyc04g081920.2.1	K4BVS1
4081.Solyc04g082020.2.1	K4BVT0
4081.Solyc05g005870.2.1	K4BWB4
4081.Solyc05g006520.2.1	K4BWH8
4081.Solyc05g009970.2.1	K4BXH1
4081.Solyc05g010680.1.1	K4BXP0
4081.Solyc05g055270.1.1	K4C2K3
4081.Solyc05g056040.2.1	K4C2S9
4081.Solyc05g056440.1.1	K4C2W8
4081.Solyc06g009570.1.1	K4C3Y7
4081.Solyc06g018010.1.1	K4C4C6
4081.Solyc06g074080.2.1	K4C9C6
4081.Solyc06g082830.2.1	K4CAD8
4081.Solyc06g083370.2.1	K4CAJ2
4081.Solyc07g054200.2.1	K4CFW5
4081.Solyc07g055640.1.1	K4CG98
4081.Solyc07g065210.2.1	K4CHK0
4081.Solyc07g065340.1.1	K4CHL2
4081.Solyc07g065350.1.1	K4CHL3
4081.Solyc08g068840.2.1	K4CMA6
4081.Solyc08g079820.2.1	K4CNY2
4081.Solyc08g080410.2.1	K4CP41
4081.Solyc09g064760.1.1	K4CUA3
4081.Solyc09g066270.2.1	K4CUQ2
4081.Solyc10g076280.1.1	K4D1X0
4081.Solyc11g033250.1.1	K4D7Q8
4081.Solyc11g040170.1.1	K4D7Z1
4081.Solyc11g044760.1.1	K4D8E1
4081.Solyc12g033110.1.1	K4DDX9
4081.Solyc00g060810.2.1	K4AR40
4081.Solyc00g320430.1.1	K4AS62
4081.Solyc01g005020.2.1	K4AS69
4081.Solyc01g080280.2.1	K4AXS2
4081.Solyc01g086900.2.1	K4AY83
4081.Solyc01g089970.2.1	K4AYT8
4081.Solyc01g108180.2.1	K4B334
4081.Solyc02g072460.1.1	K4B8M0
4081.Solyc02g077080.2.1	K4B8T5
4081.Solyc02g077860.1.1	K4B911
4081.Solyc02g077990.2.1	K4B924
4081.Solyc02g079740.1.1	K4B9J5
4081.Solyc03g026230.1.1	K4BF96
4081.Solyc03g031710.1.1	K4BFE3
4081.Solyc03g033550.2.1	K4BFM7
4081.Solyc03g044090.2.1	K4BG29
4081.Solyc03g044550.1.1	K4BG74
4081.Solyc03g044870.1.1	K4BGA0
4081.Solyc03g046400.2.1	K4BGF0
4081.Solyc04g049310.1.1	K4BRQ9
4081.Solyc04g051700.2.1	K4BSC9
4081.Solyc05g014120.1.1	K4BYD2
4081.Solyc07g006590.1.1	K4CBD0
4081.Solyc07g007560.2.1	K4CBM6
4081.Solyc07g007650.1.1	K4CBN5
4081.Solyc07g008680.2.1	K4CBY7
4081.Solyc07g008890.1.1	K4CC08
4081.Solyc07g009460.2.1	K4CC65
4081.Solyc07g065800.2.1	K4CHQ7
4081.Solyc07g065960.1.1	K4CHS2
4081.Solyc08g082770.2.1	K4CPS3
4081.Solyc09g005560.2.1	K4CQ46
4081.Solyc09g089530.2.1	K4CVY0
4081.Solyc09g090770.1.1	K4CWA3
4081.Solyc10g005090.2.1	K4CX42
4081.Solyc10g078930.1.1	K4D2D4
4081.Solyc10g079140.1.1	K4D2F5
4081.Solyc10g080650.1.1	K4D2V5
4081.Solyc10g081300.1.1	K4D317
4081.Solyc11g065360.1.1	K4D9E9
4081.Solyc11g066050.1.1	K4D9L4
4081.Solyc11g069280.1.1	K4DA84
4081.Solyc12g088250.1.1	K4DGP6
4081.Solyc01g006720.2.1	K4ASN8
4081.Solyc01g091880.2.1	K4AZC8
4081.Solyc02g081720.2.1	K4BA42
4081.Solyc02g082360.2.1	K4BAA6
4081.Solyc02g083020.1.1	K4BAH0
4081.Solyc02g083230.2.1	K4BAJ1
4081.Solyc03g053080.1.1	K4BGL0
4081.Solyc03g058300.1.1	K4BGN2
4081.Solyc04g005930.1.1	K4BNJ9
4081.Solyc04g054190.2.1	K4BSH6
4081.Solyc04g054290.1.1	K4BSI4
4081.Solyc04g054500.2.1	K4BSK5
4081.Solyc05g017790.1.1	K4BZ38
4081.Solyc06g053670.1.1	K4C654
4081.Solyc06g054640.1.1	K4C6F0
4081.Solyc07g019470.1.1	K4CCQ9
4081.Solyc07g021220.1.1	K4CCY0
4081.Solyc07g021450.1.1	K4CD02
4081.Solyc08g021980.1.1	K4CJL8
4081.Solyc10g005540.2.1	K4CX86
4081.Solyc10g085440.1.1	K4D3X8
4081.Solyc10g085630.1.1	K4D3Z7
4081.Solyc10g086310.1.1	K4D463
4081.Solyc10g086440.1.1	K4D476
4081.Solyc10g086690.1.1	K4D4A0
4081.Solyc11g005840.1.1	K4D4J7
4081.Solyc11g072120.1.1	K4DAR9
4081.Solyc11g072680.1.1	K4DAX5
4081.Solyc12g095740.1.1	K4DH47
4081.Solyc12g095910.1.1	K4DH64
4081.Solyc12g098670.1.1	K4DHP0
4081.Solyc06g074240.1.1	Q9FV32
4081.Solyc05g009790.1.1	E1U2K5
4081.Solyc01g101150.1.1	K4B1E4
4081.Solyc01g102920.2.1	K4B1L8
4081.Solyc03g005910.2.1	K4BE14
4081.Solyc03g114510.2.1	K4BKV3
4081.Solyc04g015560.2.1	K4BQ58
4081.Solyc05g008010.2.1	K4BWX5
4081.Solyc08g077280.1.1	K4CN88
4081.Solyc09g072910.1.1	K4CUW7
4081.Solyc12g039010.1.1	K4DEP8
4081.Solyc12g039190.1.1	K4DER5
4081.Solyc04g049130.2.1	A0A097PNI2
4081.Solyc01g105810.2.1	Q9LEG0
4081.Solyc09g065900.2.1	B8YM23
4081.Solyc08g079930.1.1	Q9LWA4
4081.Solyc09g009100.2.1	D1M7W9
4081.Solyc08g079080.2.1	Q0W9N0
4081.Solyc06g069240.1.1	Q6Y9V8
4081.Solyc08g005630.2.1	R9R6I9
4081.Solyc00g095760.1.1	K4ARC7
4081.Solyc00g105340.1.1	K4ARF4
4081.Solyc01g009790.1.1	K4ATH4
4081.Solyc01g034070.1.1	K4AV89
4081.Solyc01g098540.2.1	K4B0P1
4081.Solyc01g109100.2.1	K4B3C4
4081.Solyc02g030290.1.1	K4B580
4081.Solyc02g061630.1.1	K4B653
4081.Solyc02g077760.1.1	K4B901
4081.Solyc02g091170.2.1	K4BCR6
4081.Solyc02g091370.2.1	K4BCT5
4081.Solyc02g094320.2.1	K4BDM7
4081.Solyc03g025480.2.1	K4BF21
4081.Solyc03g033460.2.1	K4BFL8
4081.Solyc03g071550.1.1	K4BHI5
4081.Solyc03g080020.2.1	K4BHX9
4081.Solyc03g096220.2.1	K4BJ44
4081.Solyc03g120620.2.1	K4BML1
4081.Solyc04g011630.1.1	K4BPL6
4081.Solyc04g016480.2.1	K4BQE8
4081.Solyc04g049550.2.1	K4BRT2
4081.Solyc05g046030.2.1	K4C0T6
