9031.ENSGALP00000006578	Q5ZLQ6
9031.ENSGALP00000036967	F1NCH1
9031.ENSGALP00000001418	F1P3X4
9031.ENSGALP00000001418	Q90910
9031.ENSGALP00000006154	Q98946
9031.ENSGALP00000038573	C4P6Q2
9031.ENSGALP00000005275	F1NUX2
9031.ENSGALP00000034152	F1NVG1
9031.ENSGALP00000008105	F1NZC6
9031.ENSGALP00000027157	F1P2Q3
9031.ENSGALP00000015021	F1P315
9031.ENSGALP00000025726	F1P3M6
9031.ENSGALP00000003491	F1P5D8
9031.ENSGALP00000027027	F1P5G4
9031.ENSGALP00000015049	F1P5H1
9031.ENSGALP00000022667	H9L0D8
9031.ENSGALP00000006636	Q6DV98
9031.ENSGALP00000000215	H9KYQ9
9031.ENSGALP00000011599	A0A089G7L3
9031.ENSGALP00000019689	E1BQD2
9031.ENSGALP00000018715	E1BRR6
9031.ENSGALP00000013494	E1BS58
9031.ENSGALP00000013748	E1BV81
9031.ENSGALP00000013048	E1C2A9
9031.ENSGALP00000006149	E1C6N9
9031.ENSGALP00000039819	E1C704
9031.ENSGALP00000025681	E1C7E9
9031.ENSGALP00000002005	E1BQ84
9031.ENSGALP00000025542	E1BQR2
9031.ENSGALP00000003249	E1BR34
9031.ENSGALP00000026340	E1BRA5
9031.ENSGALP00000038754	E1BRJ9
9031.ENSGALP00000010393	E1BRQ8
9031.ENSGALP00000015548	E1BT30
9031.ENSGALP00000026281	E1BTD4
9031.ENSGALP00000002636	E1BUH5
9031.ENSGALP00000013773	E1BUQ7
9031.ENSGALP00000030188	E1BW79
9031.ENSGALP00000013668	E1BXQ1
9031.ENSGALP00000026036	E1BZ04
9031.ENSGALP00000001132	E1C095
9031.ENSGALP00000024620	E1C0V0
9031.ENSGALP00000040171	E1C305
9031.ENSGALP00000024083	E1C3Z9
9031.ENSGALP00000006245	E1C483
9031.ENSGALP00000017399	E1C4B9
9031.ENSGALP00000024869	E1C5J4
9031.ENSGALP00000005668	E1C7A7
9031.ENSGALP00000017160	E1C7B2
9031.ENSGALP00000016785	E1C7D7
9031.ENSGALP00000011825	E1C8P6
9031.ENSGALP00000011818	E1C8Q0
9031.ENSGALP00000026501	H2CLW0
9031.ENSGALP00000000233	F1CN43
9031.ENSGALP00000004989	F1N9S4
9031.ENSGALP00000025395	F1ND92
9031.ENSGALP00000012388	F1NK09
9031.ENSGALP00000038537	F1NUF0
9031.ENSGALP00000001659	F1NUM3
9031.ENSGALP00000010150	F1NW48
9031.ENSGALP00000025582	F1NX30
9031.ENSGALP00000021608	Q9YI41
9031.ENSGALP00000025398	R4GF79
9031.ENSGALP00000009389	F1N996
9031.ENSGALP00000023883	F1NB47
9031.ENSGALP00000035801	F1NC18
9031.ENSGALP00000015793	F1NDP7
9031.ENSGALP00000019790	F1NF62
9031.ENSGALP00000021955	F1NG03
9031.ENSGALP00000019573	F1NH13
9031.ENSGALP00000028053	F1NHL5
9031.ENSGALP00000019306	F1NK57
9031.ENSGALP00000026095	F1NKC1
9031.ENSGALP00000036598	F1NLM6
9031.ENSGALP00000021180	F1NN61
9031.ENSGALP00000017773	F1NSL6
9031.ENSGALP00000038105	F1NUL9
9031.ENSGALP00000005261	F1NUY6
9031.ENSGALP00000008278	F1NVY1
9031.ENSGALP00000034070	F1NWT1
9031.ENSGALP00000018761	F1NZ20
9031.ENSGALP00000024805	A0A023H673
9031.ENSGALP00000004146	Q5XUL8
9031.ENSGALP00000000138	Q6EBZ8
9031.ENSGALP00000001595	F6S9J7
9031.ENSGALP00000014663	F6VMN5
9031.ENSGALP00000003109	Q5ZIM9
9031.ENSGALP00000009321	R4GGR1
9031.ENSGALP00000006264	R4GIL9
9031.ENSGALP00000017110	R4GKX9
9031.ENSGALP00000003945	R4GM21
9031.ENSGALP00000014847	S5ZB27
9031.ENSGALP00000035626	R4GG67
9031.ENSGALP00000007987	R4GIY3
9031.ENSGALP00000034870	R4GKE2
9031.ENSGALP00000026797	R4GKN3
9031.ENSGALP00000007432	R4GL41
9031.ENSGALP00000019297	R4GLB5
9031.ENSGALP00000000236	D4QB11
9031.ENSGALP00000029196	Q5ZJC4
9031.ENSGALP00000010303	Q804H4
9031.ENSGALP00000036967	Q804I5
9031.ENSGALP00000000202	B7U497
9031.ENSGALP00000034614	J7I307
9031.ENSGALP00000022061	Q6V0P5
9031.ENSGALP00000006394	Q6TLV9
9031.ENSGALP00000019625	Q1G7H0
9031.ENSGALP00000000138	Q95593
9031.ENSGALP00000032623	G1K360
9031.ENSGALP00000019575	E1BSN1
9031.ENSGALP00000035171	B4X7J0
9031.ENSGALP00000035272	B4X7L2
9031.ENSGALP00000019335	F1NJK4
9031.ENSGALP00000014431	F1NLJ1
9031.ENSGALP00000003101	F1P3H4
9031.ENSGALP00000038567	Q7T3M8
9031.ENSGALP00000001332	F1NE72
9031.ENSGALP00000014058	F1NLQ7
9031.ENSGALP00000012057	F1NMU0
9031.ENSGALP00000024049	F1NTP8
9031.ENSGALP00000029088	F1NY49
9031.ENSGALP00000025948	F1NY96
9031.ENSGALP00000018771	F1NZ14
9031.ENSGALP00000003124	F1P3G7
9031.ENSGALP00000013421	F1P3V2
9031.ENSGALP00000018528	F1P4G7
9031.ENSGALP00000018895	H9L1F0
9031.ENSGALP00000035006	H9L261
9031.ENSGALP00000004159	Q6EE62
9031.ENSGALP00000015618	C7G542
9031.ENSGALP00000031888	B9VWG3
9031.ENSGALP00000002036	E1BQ58
9031.ENSGALP00000026747	E1BRM8
9031.ENSGALP00000034269	E1BTT9
9031.ENSGALP00000026211	E1BU20
9031.ENSGALP00000002646	E1BUG9
9031.ENSGALP00000021396	E1BUP3
9031.ENSGALP00000007017	E1BVD8
9031.ENSGALP00000018969	E1BVT7
9031.ENSGALP00000003004	E1BVU5
9031.ENSGALP00000032849	E1BVY2
9031.ENSGALP00000040452	E1BVY8
9031.ENSGALP00000022179	E1BWE0
9031.ENSGALP00000035723	E1BXW9
9031.ENSGALP00000010802	E1C0M7
9031.ENSGALP00000024658	E1C0S4
9031.ENSGALP00000017481	E1C1F2
9031.ENSGALP00000004055	E1C2N9
9031.ENSGALP00000005814	E1C2U6
9031.ENSGALP00000017757	E1C4U1
9031.ENSGALP00000013346	E1C5C6
9031.ENSGALP00000000478	E1C5M0
9031.ENSGALP00000038090	E1C654
9031.ENSGALP00000017260	E1C6C4
9031.ENSGALP00000006065	E1C8H2
9031.ENSGALP00000008470	E1C1U8
9031.ENSGALP00000017190	E1C843
9031.ENSGALP00000025393	F1ND93
9031.ENSGALP00000023214	F1NHI3
9031.ENSGALP00000021009	F1NJC4
9031.ENSGALP00000021401	F1NQ92
9031.ENSGALP00000016307	F1N8A6
9031.ENSGALP00000009219	F1N8E4
9031.ENSGALP00000016399	F1N8F7
9031.ENSGALP00000037011	F1N8W6
9031.ENSGALP00000004906	F1NAM4
9031.ENSGALP00000013106	F1ND23
9031.ENSGALP00000002781	F1NGN4
9031.ENSGALP00000028013	F1NHW4
9031.ENSGALP00000035517	F1NIE3
9031.ENSGALP00000017106	F1NLI1
9031.ENSGALP00000012116	F1NQC5
9031.ENSGALP00000036086	F1NRE6
9031.ENSGALP00000037420	F1NS18
9031.ENSGALP00000024208	F1NS62
9031.ENSGALP00000022161	F1NVH5
9031.ENSGALP00000020938	F1P1N3
9031.ENSGALP00000017748	Q90925
9031.ENSGALP00000013980	F6QYT5
9031.ENSGALP00000020069	I3XHQ9
9031.ENSGALP00000008478	Q5ZHJ7
9031.ENSGALP00000001986	Q5ZI18
9031.ENSGALP00000039884	Q5ZIA9
9031.ENSGALP00000006226	Q8JHZ7
9031.ENSGALP00000021521	Q98TY1
9031.ENSGALP00000031198	R4GHH8
9031.ENSGALP00000012526	R4GFH1
9031.ENSGALP00000015659	R4GID1
9031.ENSGALP00000012031	R4GJJ1
9031.ENSGALP00000012925	R4GJP3
9031.ENSGALP00000031604	R4GJR9
9031.ENSGALP00000031966	R4GL26
9031.ENSGALP00000011577	R4GL94
9031.ENSGALP00000025510	Q3HR39
9031.ENSGALP00000000233	Q6JGT4
9031.ENSGALP00000007504	Q98SL4
9031.ENSGALP00000016028	Q710Q9
9031.ENSGALP00000040537	Q860H7
9031.ENSGALP00000016225	U5KC18
9031.ENSGALP00000015160	Q9W6V0
9031.ENSGALP00000030742	Q2YHT8
9031.ENSGALP00000006432	Q90817
9031.ENSGALP00000000233	Q9GIT5
9031.ENSGALP00000000233	Q8SPD0
9031.ENSGALP00000014051	Q90962
9031.ENSGALP00000003584	Q92068
9031.ENSGALP00000005119	A5LGG2
9031.ENSGALP00000012730	Q8UVX7
9031.ENSGALP00000027184	E1BSN2
9031.ENSGALP00000022947	Q5ZLP7
9031.ENSGALP00000000233	Q7YPW7
9031.ENSGALP00000001799	F1P306
9031.ENSGALP00000039131	Q5W4T0
9031.ENSGALP00000031337	Q90YX6
9031.ENSGALP00000005695	E6Y8U5
9031.ENSGALP00000028023	F1NHV5
9031.ENSGALP00000011127	F1NIN1
9031.ENSGALP00000030786	F1NUN8
9031.ENSGALP00000003729	F1NZ83
9031.ENSGALP00000006324	F1NZP1
9031.ENSGALP00000039556	F1P2K8
9031.ENSGALP00000013722	F1P3Q4
9031.ENSGALP00000013717	F1P3Q8
9031.ENSGALP00000025401	F1P3U3
9031.ENSGALP00000025400	F1P3U4
9031.ENSGALP00000022403	F1P569
9031.ENSGALP00000025642	F1P5Q2
9031.ENSGALP00000024866	Q5F3T5
9031.ENSGALP00000015294	F1P024
9031.ENSGALP00000027213	F1P0L3
9031.ENSGALP00000015633	F1P170
9031.ENSGALP00000033793	E1BUI6
9031.ENSGALP00000008948	E1C1M4
9031.ENSGALP00000022752	E1C1T6
9031.ENSGALP00000028214	E1C8A5
9031.ENSGALP00000010056	H9KZE1
9031.ENSGALP00000009666	F1N9K6
9031.ENSGALP00000035723	F1NAJ8
9031.ENSGALP00000009735	F1NB13
9031.ENSGALP00000025332	F1NDT3
9031.ENSGALP00000001350	F1NE62
9031.ENSGALP00000016162	F1NGV6
9031.ENSGALP00000019926	F1NIC2
9031.ENSGALP00000011061	F1NIR6
9031.ENSGALP00000012318	F1NKQ9
9031.ENSGALP00000005190	F1NLD6
9031.ENSGALP00000012108	F1NM82
9031.ENSGALP00000012655	F1NNH5
9031.ENSGALP00000021456	F1NPL0
9031.ENSGALP00000031726	F1NPX3
9031.ENSGALP00000024965	F1NR28
9031.ENSGALP00000014259	F1NRN5
9031.ENSGALP00000012923	F1NSG8
9031.ENSGALP00000005250	F1NUZ3
9031.ENSGALP00000002570	F1NV40
9031.ENSGALP00000039832	F1NVS3
9031.ENSGALP00000015830	F1NWH4
9031.ENSGALP00000016778	F1NX10
9031.ENSGALP00000010441	F1NZB1
9031.ENSGALP00000004674	F1N9F0
9031.ENSGALP00000011891	F1NBH7
9031.ENSGALP00000013080	F1NC51
9031.ENSGALP00000001109	F1NDH4
9031.ENSGALP00000021833	F1NHB9
9031.ENSGALP00000030301	F1NHZ2
9031.ENSGALP00000000772	F1NL82
9031.ENSGALP00000018433	F1NWB4
9031.ENSGALP00000015837	F1NWH1
9031.ENSGALP00000006832	F1NWW4
9031.ENSGALP00000007758	Q02612
9031.ENSGALP00000037464	Q9PTD6
9031.ENSGALP00000011508	Q90996
9031.ENSGALP00000022343	E1BS77
9031.ENSGALP00000018880	E1BXM8
9031.ENSGALP00000011696	E1C2L5
9031.ENSGALP00000009970	E1C934
9031.ENSGALP00000021147	E1BQV1
9031.ENSGALP00000026738	E1BRN5
9031.ENSGALP00000010211	E1BUK2
9031.ENSGALP00000038976	E1BVM0
9031.ENSGALP00000006962	E1BWC6
9031.ENSGALP00000002593	E1BWE6
9031.ENSGALP00000002511	E1BX19
9031.ENSGALP00000037950	E1C0J5
9031.ENSGALP00000032246	E1C0U3
9031.ENSGALP00000012634	E1C0W1
9031.ENSGALP00000017480	E1C1F4
9031.ENSGALP00000008464	E1C1V7
9031.ENSGALP00000005398	E1C4E0
9031.ENSGALP00000029750	E1C4S0
9031.ENSGALP00000025360	E1C4U2
9031.ENSGALP00000004217	E1C8U8
9031.ENSGALP00000036163	R4GFS4
9031.ENSGALP00000037129	R4GFU1
9031.ENSGALP00000011687	R4GJB2
9031.ENSGALP00000019798	R4GJH3
9031.ENSGALP00000026014	Q2VQT8
9031.ENSGALP00000021506	Q2XSX7
9031.ENSGALP00000037534	Q4LDF5
9031.ENSGALP00000024880	Q5F3E3
9031.ENSGALP00000018304	F1P377
9031.ENSGALP00000035792	Q90874
9031.ENSGALP00000012058	W8VSV6
9031.ENSGALP00000034613	E5DEP7
9031.ENSGALP00000038380	F1NN07
9031.ENSGALP00000003523	F1P3Y9
9031.ENSGALP00000018424	O73665
9031.ENSGALP00000009213	Q5F3J9
9031.ENSGALP00000019958	Q5ZM22
9031.ENSGALP00000027074	F1P4Q2
9031.ENSGALP00000015034	F1P5I1
9031.ENSGALP00000008866	Q5F3A3
9031.ENSGALP00000011000	Q9DE52
9031.ENSGALP00000003291	F1P062
9031.ENSGALP00000015687	F1P0H9
9031.ENSGALP00000008036	F1P1F3
9031.ENSGALP00000020635	F1P359
9031.ENSGALP00000032597	F1P3Y1
9031.ENSGALP00000032581	F1P3Y5
9031.ENSGALP00000010652	F1P4I5
9031.ENSGALP00000015099	F1P4R1
9031.ENSGALP00000015061	F1P4V1
9031.ENSGALP00000000876	Q6DRR5
9031.ENSGALP00000015190	E1BSQ5
9031.ENSGALP00000005310	H9KZ70
9031.ENSGALP00000037963	F1NXL3
9031.ENSGALP00000018782	F1NZ07
9031.ENSGALP00000038090	F1P5G0
9031.ENSGALP00000039571	Q6BAA5
9031.ENSGALP00000038471	F1NYH5
9031.ENSGALP00000001929	F1NYZ6
9031.ENSGALP00000008112	F1NZC2
9031.ENSGALP00000018713	F1NZH5
9031.ENSGALP00000020618	F1NZN8
9031.ENSGALP00000027238	F1P064
9031.ENSGALP00000025831	F1P0C2
9031.ENSGALP00000003241	F1P0N3
9031.ENSGALP00000027012	F1P5H6
9031.ENSGALP00000033649	F1NJI3
9031.ENSGALP00000001836	F1P0V3
9031.ENSGALP00000008498	F1P1A5
9031.ENSGALP00000018498	Q5ZKZ3
9031.ENSGALP00000013982	F1NY86
9031.ENSGALP00000015780	F1NYM4
9031.ENSGALP00000010465	F1NYW8
9031.ENSGALP00000003726	F1NZ84
9031.ENSGALP00000025766	F1P2Y0
9031.ENSGALP00000040314	F1P3W2
9031.ENSGALP00000027922	F1P527
9031.ENSGALP00000003928	F1P575
9031.ENSGALP00000017185	D5JGF7
9031.ENSGALP00000023510	H9L0L3
9031.ENSGALP00000039111	E1BSR8
9031.ENSGALP00000001143	H9KYW8
9031.ENSGALP00000001275	H9KYX7
9031.ENSGALP00000032253	H9L1C4
9031.ENSGALP00000013983	F1NY85
9031.ENSGALP00000006259	F1NYK1
9031.ENSGALP00000003781	F1NYR0
9031.ENSGALP00000015747	F1NZ52
9031.ENSGALP00000001895	F1P0A9
9031.ENSGALP00000027482	F1P4P1
9031.ENSGALP00000009762	H9KZS2
9031.ENSGALP00000021944	H9L060
9031.ENSGALP00000022528	H9L0C5
9031.ENSGALP00000039753	H9L3I7
9031.ENSGALP00000039939	K4LB56
9031.ENSGALP00000036926	A2T4P0
9031.ENSGALP00000005982	E1BQ98
9031.ENSGALP00000014358	E1BRR7
9031.ENSGALP00000008505	E1C0L6
9031.ENSGALP00000011541	E1C5V6
9031.ENSGALP00000018120	E1C6N0
9031.ENSGALP00000024775	E1C7W2
9031.ENSGALP00000027241	E1BQI2
9031.ENSGALP00000007663	E1BQI6
9031.ENSGALP00000001938	E1BQN5
9031.ENSGALP00000019085	E1BUP8
9031.ENSGALP00000019471	E1BV20
9031.ENSGALP00000019326	E1BXK4
9031.ENSGALP00000033182	E1BZU8
9031.ENSGALP00000010894	E1C008
9031.ENSGALP00000031317	E1C101
9031.ENSGALP00000008454	E1C1X8
9031.ENSGALP00000019946	E1C3G7
9031.ENSGALP00000024924	E1C3K7
9031.ENSGALP00000030764	E1C3X3
9031.ENSGALP00000017322	E1C4G8
9031.ENSGALP00000005311	E1C4I3
9031.ENSGALP00000017762	E1C4T5
9031.ENSGALP00000027936	E1C598
9031.ENSGALP00000015875	E1C720
9031.ENSGALP00000022969	E1C851
9031.ENSGALP00000022955	E1C864
9031.ENSGALP00000017181	E1C8J1
9031.ENSGALP00000015746	E1C9E3
9031.ENSGALP00000013926	E1BQK9
9031.ENSGALP00000006767	E1BRA7
9031.ENSGALP00000032935	E1BTE8
9031.ENSGALP00000037734	E1BUM7
9031.ENSGALP00000026579	E1BVT6
9031.ENSGALP00000000158	E1BVV9
9031.ENSGALP00000022075	E1BY86
9031.ENSGALP00000012265	E1BZS4
9031.ENSGALP00000008525	E1C055
9031.ENSGALP00000020132	E1C3U0
9031.ENSGALP00000017604	E1C7C7
9031.ENSGALP00000032683	E1BQY2
9031.ENSGALP00000020970	E1BTE2
9031.ENSGALP00000025749	E1BUQ0
9031.ENSGALP00000023051	E1BVI0
9031.ENSGALP00000021259	E1BXR9
9031.ENSGALP00000018424	E1BZ05
9031.ENSGALP00000004618	E1BZV4
9031.ENSGALP00000024695	E1C0A3
9031.ENSGALP00000015620	E1C195
9031.ENSGALP00000032572	E1C2Z3
9031.ENSGALP00000016953	E1C355
9031.ENSGALP00000007984	E1C3F7
9031.ENSGALP00000017736	E1C4V9
9031.ENSGALP00000001370	E1C5C9
9031.ENSGALP00000012431	E1C5M5
9031.ENSGALP00000012408	E1C5P2
9031.ENSGALP00000011504	E1C5X2
9031.ENSGALP00000039859	E1C6H9
9031.ENSGALP00000036372	E1C7C8
9031.ENSGALP00000000392	E1C7H8
9031.ENSGALP00000019109	E1BSU6
9031.ENSGALP00000032293	E1C0A9
9031.ENSGALP00000025413	E1C252
9031.ENSGALP00000020596	E1C308
9031.ENSGALP00000000494	E1C555
9031.ENSGALP00000026615	E1BTX8
9031.ENSGALP00000033747	E1BV22
9031.ENSGALP00000032830	E1BW04
9031.ENSGALP00000000729	E1C059
9031.ENSGALP00000001147	E1C083
9031.ENSGALP00000031789	E1C0Y1
9031.ENSGALP00000017843	E1C206
9031.ENSGALP00000008419	E1C2N3
9031.ENSGALP00000024549	E1C374
9031.ENSGALP00000009370	E1C392
9031.ENSGALP00000032535	E1C3K5
9031.ENSGALP00000005334	E1C4H7
9031.ENSGALP00000016897	E1C4Y9
9031.ENSGALP00000004808	E1C5N4
9031.ENSGALP00000015927	E1C5T5
9031.ENSGALP00000020475	E1C641
9031.ENSGALP00000040011	E1C6M6
9031.ENSGALP00000029677	E1C6R3
9031.ENSGALP00000031044	E1C7L5
9031.ENSGALP00000016259	E1C893
9031.ENSGALP00000014982	F1NEV2
9031.ENSGALP00000026350	F1NN55
9031.ENSGALP00000005368	F1NSQ0
9031.ENSGALP00000007714	F1NUA0
9031.ENSGALP00000020756	F1NWA9
9031.ENSGALP00000019151	B8LFM3
9031.ENSGALP00000020646	E1BRI1
9031.ENSGALP00000003143	E1BTA0
9031.ENSGALP00000006643	E1BU14
9031.ENSGALP00000002967	E1BWR7
9031.ENSGALP00000009929	E1BZM3
9031.ENSGALP00000034387	E1BRK7
9031.ENSGALP00000030219	E1BUB9
9031.ENSGALP00000019899	E1BUU3
9031.ENSGALP00000002996	E1BW83
9031.ENSGALP00000039345	E1BXC7
9031.ENSGALP00000033986	E1BZB3
9031.ENSGALP00000016181	E1C021
9031.ENSGALP00000017014	E1C123
9031.ENSGALP00000024470	E1C509
9031.ENSGALP00000011587	E1C5C5
9031.ENSGALP00000011883	E1C848
9031.ENSGALP00000008688	E1C859
9031.ENSGALP00000011549	F1N8P4
9031.ENSGALP00000031748	F1NBZ6
9031.ENSGALP00000006050	F1NDZ9
9031.ENSGALP00000019836	F1NEN9
9031.ENSGALP00000035978	F1NGL2
9031.ENSGALP00000038671	F1NHN2
9031.ENSGALP00000002635	F1NIC7
9031.ENSGALP00000023110	F1NIM5
9031.ENSGALP00000024767	F1NKJ7
9031.ENSGALP00000031198	F1NPD1
9031.ENSGALP00000006997	F1NVC8
9031.ENSGALP00000031029	F1NWJ8
9031.ENSGALP00000039359	F1NXC1
9031.ENSGALP00000039161	F1P268
9031.ENSGALP00000025419	F1P3T6
9031.ENSGALP00000011982	F1N9E3
9031.ENSGALP00000009493	F1NA81
9031.ENSGALP00000025042	F1NC68
9031.ENSGALP00000009910	F1NCQ1
9031.ENSGALP00000032474	F1NEA7
9031.ENSGALP00000025464	F1NEF2
9031.ENSGALP00000010376	F1NEF5
9031.ENSGALP00000019890	F1NEK9
9031.ENSGALP00000021853	F1NHA4
9031.ENSGALP00000007805	F1NIS0
9031.ENSGALP00000019980	F1NKS8
9031.ENSGALP00000008900	F1NM40
9031.ENSGALP00000014354	F1NNU6
9031.ENSGALP00000000011	F1NPB6
9031.ENSGALP00000019142	F1NPK8
9031.ENSGALP00000008801	F1NQA6
9031.ENSGALP00000024939	F1NRR6
9031.ENSGALP00000031642	F1NSN9
9031.ENSGALP00000024849	F1NU19
9031.ENSGALP00000014580	F1NV08
9031.ENSGALP00000034586	F1NVC3
9031.ENSGALP00000039847	F1NVR1
9031.ENSGALP00000037997	F1NWY4
9031.ENSGALP00000010779	F1P1W9
9031.ENSGALP00000020073	F1NBL4
9031.ENSGALP00000020045	F1NBV3
9031.ENSGALP00000020367	F1NDU7
9031.ENSGALP00000032498	F1NE99
9031.ENSGALP00000019756	F1NF83
9031.ENSGALP00000004180	F1NGW4
9031.ENSGALP00000023294	F1NH79
9031.ENSGALP00000014673	F1NI11
9031.ENSGALP00000014637	F1NI51
9031.ENSGALP00000012750	F1NL75
9031.ENSGALP00000005151	F1NLG8
9031.ENSGALP00000040503	F1NLL9
9031.ENSGALP00000017561	F1NLZ9
9031.ENSGALP00000029435	F1NPV1
9031.ENSGALP00000036257	F1NQ25
9031.ENSGALP00000017339	F1NSQ5
9031.ENSGALP00000006916	F1NVJ2
9031.ENSGALP00000008684	F1NX63
9031.ENSGALP00000034709	F1P1Y5
9031.ENSGALP00000027196	F1P256
9031.ENSGALP00000027569	F1P2M2
9031.ENSGALP00000021739	F5GVB7
9031.ENSGALP00000027932	Q2MV17
9031.ENSGALP00000038876	Q5ZMH2
9031.ENSGALP00000015245	Q9PVI7
9031.ENSGALP00000014370	Q5ZKW4
9031.ENSGALP00000011556	R4GGY2
9031.ENSGALP00000031471	A0A060UPT3
9031.ENSGALP00000016564	F1NBQ9
9031.ENSGALP00000018048	F1NDV3
9031.ENSGALP00000009861	F1NE51
9031.ENSGALP00000007879	F1NEN0
9031.ENSGALP00000007763	F1NF89
9031.ENSGALP00000002749	F1NGY4
9031.ENSGALP00000036781	F1NJW6
9031.ENSGALP00000000727	F1NLB7
9031.ENSGALP00000005409	F1NQJ7
9031.ENSGALP00000003415	F1NVB4
9031.ENSGALP00000018840	F1NWS9
9031.ENSGALP00000008699	F1NX56
9031.ENSGALP00000027389	F1NXB6
9031.ENSGALP00000016375	F1N8G9
9031.ENSGALP00000038007	F1N8P6
9031.ENSGALP00000035912	F1N9M3
9031.ENSGALP00000020453	F1NCA4
9031.ENSGALP00000011222	F1NHJ4
9031.ENSGALP00000011221	F1NHJ5
9031.ENSGALP00000007945	F1NIC5
9031.ENSGALP00000007342	F1NK50
9031.ENSGALP00000000694	F1NNF6
9031.ENSGALP00000005830	F1NPS1
9031.ENSGALP00000017415	F1NQI1
9031.ENSGALP00000017711	F1NTA4
9031.ENSGALP00000036432	F1NTJ1
9031.ENSGALP00000024450	F1NTK1
9031.ENSGALP00000040476	F1NTU1
9031.ENSGALP00000017269	F1NUW1
9031.ENSGALP00000036063	F1NV00
9031.ENSGALP00000022155	F1NVI1
9031.ENSGALP00000030001	F1NW94
9031.ENSGALP00000010703	F1P2I3
9031.ENSGALP00000005866	R4GME5
9031.ENSGALP00000039024	R4GHX1
9031.ENSGALP00000011091	Q5W4S8
9031.ENSGALP00000021187	Q8QHI6
9031.ENSGALP00000024594	R4GHF6
9031.ENSGALP00000023499	F1N803
9031.ENSGALP00000004350	F1N886
9031.ENSGALP00000011550	F1N8P1
9031.ENSGALP00000009298	F1NAB9
9031.ENSGALP00000039272	F1NBA0
9031.ENSGALP00000004444	F1NBS9
9031.ENSGALP00000026970	F1NES9
9031.ENSGALP00000002985	F1NEY8
9031.ENSGALP00000009055	F1NGH1
9031.ENSGALP00000023184	F1NIB7
9031.ENSGALP00000019304	F1NK58
9031.ENSGALP00000026009	F1NLT4
9031.ENSGALP00000017980	F1NMG5
9031.ENSGALP00000033143	F1NN71
9031.ENSGALP00000021134	F1NN95
9031.ENSGALP00000000615	F1NP63
9031.ENSGALP00000029496	F1NP67
9031.ENSGALP00000024250	F1NQ46
9031.ENSGALP00000012219	F1NS72
9031.ENSGALP00000026200	F1NS97
9031.ENSGALP00000017305	F1NSS5
9031.ENSGALP00000040427	F1NUK4
9031.ENSGALP00000012416	F1NUT2
9031.ENSGALP00000022441	F1NW00
9031.ENSGALP00000038567	F1P1H0
9031.ENSGALP00000016434	F1P1U0
9031.ENSGALP00000021349	Q5ZMM6
9031.ENSGALP00000002913	Q5ZMR1
9031.ENSGALP00000037260	Q90859
9031.ENSGALP00000039370	O93469
9031.ENSGALP00000014172	Q08515
9031.ENSGALP00000033704	R4GH71
9031.ENSGALP00000036399	I0J179
9031.ENSGALP00000008850	R4GJE7
9031.ENSGALP00000003380	R4GLX7
9031.ENSGALP00000001717	G9LQW3
9031.ENSGALP00000000193	Q5PSN0
9031.ENSGALP00000040136	Q5ZJD6
9031.ENSGALP00000039202	Q5ZLS4
9031.ENSGALP00000026156	Q6Q123
9031.ENSGALP00000012134	R4GGQ0
9031.ENSGALP00000015623	R4GH03
9031.ENSGALP00000007521	E5L8B7
9031.ENSGALP00000012801	M1T4J8
9031.ENSGALP00000038270	R4GFB7
9031.ENSGALP00000014186	R4GIB4
9031.ENSGALP00000004103	R4GL98
9031.ENSGALP00000009054	R4GIS9
9031.ENSGALP00000024097	R4GJH2
9031.ENSGALP00000020723	R4GK74
9031.ENSGALP00000021221	R4GKH2
9031.ENSGALP00000038434	R4GKJ3
9031.ENSGALP00000036884	R4GLB4
9031.ENSGALP00000021116	R4GLE4
9031.ENSGALP00000016225	R4GLX5
9031.ENSGALP00000035767	R4GIH0
9031.ENSGALP00000004806	R4GJY3
9031.ENSGALP00000025156	R4GLP0
9031.ENSGALP00000000193	Q5PSN4
9031.ENSGALP00000006970	Q5ZIV8
9031.ENSGALP00000010994	Q5ZJW1
9031.ENSGALP00000021506	Q2XT12
9031.ENSGALP00000003494	R4GK25
9031.ENSGALP00000025176	R4GLX0
9031.ENSGALP00000011599	W0K996
9031.ENSGALP00000014158	R4GG78
9031.ENSGALP00000003998	R4GKX0
9031.ENSGALP00000020402	A9UGK7
9031.ENSGALP00000026790	D3WGL5
9031.ENSGALP00000036322	H6UQ72
9031.ENSGALP00000028503	R4GK79
9031.ENSGALP00000020762	R4GM03
9031.ENSGALP00000038906	B0BL88
9031.ENSGALP00000014947	Q9YH54
9031.ENSGALP00000015009	Q0QJZ3
9031.ENSGALP00000034087	Q6LEK2
9031.ENSGALP00000010303	Q70XC4
9031.ENSGALP00000034619	Q71UL8
9031.ENSGALP00000026960	Q8AY37
9031.ENSGALP00000020651	Q159D0
9031.ENSGALP00000021506	Q3YAD8
9031.ENSGALP00000025664	Q765Y8
9031.ENSGALP00000039131	C4PAF1
9031.ENSGALP00000025727	Q2ACD3
9031.ENSGALP00000038471	Q2NNA6
9031.ENSGALP00000010034	F1NXK4
9031.ENSGALP00000009661	Q335Q0
9031.ENSGALP00000018495	Q9YHY8
9031.ENSGALP00000032222	Q7T1F7
9031.ENSGALP00000004041	Q9PVI4
9031.ENSGALP00000015187	Q5ZIS5
