272623.L0046	Q9CHU6
272623.L10754	A0A089ZD51
272623.L27464	A0A089XIX9
272623.L67708	A0A089XMN4
272623.L0251	A0A089XH44
272623.L0177	A0A089ZDQ7
272623.L145238	A0A089XPF3
272623.L68605	A0A089XJI6
272623.L0360	A0A089XKX2
272623.L128550	A0A089XM84
272623.L140856	A0A089XNF0
272623.L0317	A0A089XQT0
272623.L1014	A0A089XQ33
272623.L150017	A0A089ZBL7
272623.L171116	A0A089XP59
272623.L0268	A0A089XT19
272623.L0305	A0A089ZFR2
272623.L111126	A0A089XT87
272623.L37338	A0A089ZBG1
272623.L27628	A0A089XJF0
272623.L190126	A0A089XJX9
272623.L28525	A0A089XLF8
272623.L191765	A0A089XQ55
272623.L39484	A0A089XQW4
272623.L191500	A0A089XRY7
272623.L131805	A0A089XJ73
272623.L159505	A0A089XS08
272623.L78730	A0A089ZDH6
272623.L76216	A0A089ZFC6
272623.L40035	A0A089XHS1
272623.L32072	A0A089ZAR7
272623.L0318	A0A089XRT6
272623.L169897	A0A089XS00
272623.L32195	A0A089XSZ5
272623.L51016	A0A089XHU5
272623.L161266	A0A089XL38
272623.L10679	A0A089XQS4
272623.L192996	A0A089ZAK7
272623.L123777	A0A089XLX5
272623.L0145	A0A089XJK6
272623.L156225	A0A089XL40
272623.L0014	A0A089XP54
272623.L22496	A0A089XF56
272623.L0316	A0A089XK12
272623.L8105	A0A089XSW6
272623.L92927	A0A089ZBI1
272623.L171943	A0A089ZBA9
272623.L0148	A0A089ZEI1
272623.L85237	A0A089ZEI7
272623.L142410	A0A089XI47
272623.L15267	A0A089XLE8
272623.L12912	A0A089XF46
272623.L0259	A0A089ZBX3
272623.L0150	A0A089XPA1
272623.L0332	A0A089XTK5
272623.L64332	A0A089ZDJ2
272623.L88801	A0A089XNZ5
272623.L41779	A0A089XLK6
272623.L18041	A0A089XGT4
272623.L27419	A0A089XM37
272623.L31269	A0A089XRY1
272623.L200043	A0A089XIM9
272623.L127411	A0A089ZBK1
272623.L152305	A0A089ZDT0
272623.L19328	A0A089XJE6
272623.L162872	A0A089XKP8
272623.L92573	A0A089XLA0
272623.L28696	A0A089XLI6
272623.L0055	A0A089ZF24
272623.L6927	A0A089ZD55
272623.L52644	A0A089XIE9
272623.L8730	A0A089XIZ3
272623.L0255	A0A089XJA8
272623.L119452	A0A089XLX2
272623.L196779	A0A089ZBU4
272623.L121071	A0A089ZCU5
272623.L47650	A0A089XHT4
272623.L52686	A0A089XLL8
272623.L128687	A0A089XLR5
272623.L4702	A0A089XPT2
272623.L0057	A0A089XJX3
272623.L99798	A0A089XLV6
272623.L144535	A0A089XLT3
272623.L88699	A0A089XQ32
272623.L92987	A0A089XJ96
272623.L200065	A0A089XJQ7
272623.L0083	A0A089XMH2
272623.L0081	A0A089XRD7
272623.L0226	A0A089ZEX8
272623.L0142	A0A089ZG01
272623.L00196	A0A089XSI3
272623.L45062	A0A089XNQ8
272623.L85514	A0A089ZDH0
272623.L178172	A0A089ZF15
272623.L196579	A0A089XP75
272623.L0072	A0A089XP90
272623.L102979	A0A089ZDF5
272623.L73386	A0A089ZAW4
272623.L95481	A0A089XPP0
272623.L2829	A0A089XGS2
272623.L109453	A0A089XHB0
272623.L177350	A0A089XJL5
272623.L67624	A0A089XL43
272623.L13187	A0A089XQ79
272623.L98132	A0A089XS44
272623.L58584	A0A089ZAU9
272623.L0099	A0A089XKE2
272623.L106374	A0A089ZE13
272623.L128386	A0A089XLX8
272623.L0146	A0A089XNF7
272623.L64175	A0A089XHS6
272623.L1889726	A0A089XK87
272623.L80459	A0A089ZEJ1
272623.L119456	A0A089ZFF9
272623.L167426	A0A089ZFW9
272623.L0231	A0A089XNE6
272623.L30663	A0A089XHQ7
272623.L106965	A0A089XLW0
272623.L110588	A0A089XQ05
272623.L152588	A0A089ZD97
272623.L76119	A0A089ZE46
272623.L103212	A0A089XKQ7
272623.L153005	A0A089XNE2
272623.L145357	A0A089XQ38
272623.L114054	A0A089ZFS6
272623.L0076	A0A089ZDL0
272623.L77437	A0A089XP49
272623.L92414	A0A089XI27
272623.L150205	A0A089XIP9
272623.L0097	A0A089XMZ2
272623.L101209	A0A089ZAA4
272623.L48789	A0A089XTH1
272623.L2.1N	A0A089ZE75
272623.L77381	A0A089XRV4
272623.L114632	A0A089ZB61
272623.L89079	A0A089ZEI4
272623.L143459	A0A089ZFH4
272623.L138640	A0A089XNX7
272623.L94405	A0A089XQ04
272623.L0113	A0A089XSQ0
272623.L0132	A0A089XSU7
272623.L133490	A0A089ZFG8
272623.L168238	A0A089XQN9
272623.L147423	A0A089XIH8
272623.L139276	A0A089XIR0
272623.L76848	A0A089XR40
272623.L124677	A0A089XFB9
272623.L0176	A0A089XIM3
272623.L161121	A0A089ZCR7
272623.L0296	A0A089XQH2
272623.L0320	A0A089XR66
272623.L118462	A0A089XSK6
272623.L157472	A0A089XHG8
272623.L95846	A0A089XIA7
272623.L192192	A0A089XL18
272623.L180415	A0A089XLX7
272623.L1007	A0A089ZA77
272623.L0340	A0A089XIA8
272623.L179660	A0A089XJL3
272623.L0234	A0A089XQK7
272623.L30853	A0A089XRW0
272623.L141634	A0A089ZG98
272623.L133932	A0A089XG67
272623.L145375	A0A089ZDA5
272623.L156674	A0A089XFG3
272623.L183216	A0A089XFJ7
272623.L95012	A0A089XIV3
272623.L120355	A0A089XKB5
272623.L87336	A0A089XMT6
272623.L173230	A0A089XPC2
272623.L0241	A0A089XSG6
272623.L0062	A0A089XSH8
272623.L0304	A0A089XGD6
272623.L0074	A0A089XIF9
272623.L162152	A0A089XMA4
272623.L91510	A0A089XP39
272623.L128690	A0A089XQI0
272623.L0029	A0A089XRF7
272623.L51437	A0A089ZAU3
272623.L173881	A0A089ZDQ1
272623.L127902	A0A089ZDW0
272623.L190464	A0A089ZE85
272623.L135065	A0A089XN95
272623.L158710	A0A089XHL3
272623.L73239	A0A089XIX0
272623.L0128	A0A089XKZ8
272623.L54719	A0A089XQB6
272623.L61680	A0A089XFV8
272623.L126656	A0A089ZDD7
272623.L124628	A0A089XJP3
272623.L114370	A0A089XMV7
272623.L81453	A0A089XHX6
272623.L158972	A0A089ZEA8
272623.L28502	A0A089ZF73
272623.L125503	A0A089XG60
272623.L0111	A0A089XKQ0
272623.L87497	A0A089XR48
272623.L6973	A0A089XMZ5
272623.L0279	A0A089XU16
272623.L0193	A0A089XRL1
272623.L100822	A0A089XS59
272623.L113400	A0A089ZEU3
272623.L0035	A0A089XKY2
272623.L126956	A0A089XMD4
272623.L185224	A0A089XMG8
272623.L143879	A0A089XJ89
272623.L85091	A0A089XKP4
272623.L9964	A0A089XTE3
272623.L1008	A0A089XKY6
272623.L0168	A0A089XJ81
272623.L135991	A0A089XME0
272623.L119731	A0A089XR76
272623.L119013	A0A089ZDY8
272623.L0068	A0A089ZDM0
272623.L120396	A0A089ZFT0
272623.L0058	A0A089XLY4
272623.L98542	A0A089XQ22
272623.L126240	A0A089XJ68
272623.L117867	A0A089XPC3
272623.L192240	A0A089XNH9
272623.L166512	A0A089XTS9
272623.L5532	A0A089XIA3
272623.L2183	A0A089XK11
272623.L163845	A0A089XM01
272623.L0202	A0A089XM59
272623.L74167	A0A089ZER9
272623.L130713	A0A089XN88
272623.L0053	A0A089XQP3
272623.L165490	A0A089XRI9
272623.L0235	A0A089XSC2
272623.L169795	A0A089XTC7
272623.L158193	A0A089XI36
272623.L199664	A0A089XLC7
272623.L4747	A0A089XLD1
272623.L48903	A0A089ZF90
272623.L25787	A0A089XRW5
272623.L163255	A0A089XIJ4
272623.L127813	A0A089XTA1
272623.L84937	A0A089ZE37
272623.L18811	A0A089XIY7
272623.L187450	A0A089XLC1
272623.L70517	A0A089XHY5
272623.L89201	A0A089XRL0
272623.L200074	A0A089XI03
272623.L94809	A0A089XKC7
272623.L168057	A0A089XPC6
272623.L0052	A0A089ZCW7
272623.L101577	A0A089XGG4
272623.L176579	A0A089XLX1
272623.L24277	A0A089XNM6
272623.L149891	A0A089ZDA1
272623.L0100	A0A089XIC0
272623.L115789	A0A089XJ57
272623.L174523	A0A089XMB8
272623.L129183	A0A089XGH6
272623.L119614	A0A089XNG6
272623.L2599	A0A089XNJ8
272623.L104969	A0A089XP10
272623.L119676	A0A089XGG9
272623.L191486	A0A089XIK1
272623.L0090	A0A089XKN6
272623.L88729	A0A089XRA7
272623.L0233	A0A089XJM9
272623.L65733	A0A089XSF0
272623.L123851	A0A089ZFG2
272623.L184818	A0A089XK25
272623.L1002	A0A089XH62
272623.L80399	A0A089XIX4
272623.L77220	A0A089XK89
272623.L0285	A0A089XKY9
272623.L123536	A0A089XL29
272623.L0228	A0A089XM29
272623.L144410	A0A089XNA9
272623.L18206	A0A089XSX7
272623.L119564	A0A089ZEE5
272623.L164222	A0A089XRS0
272623.L65707	A0A089XFW4
272623.L182020	A0A089XJ13
272623.L74738	A0A089XRJ4
272623.L81189	A0A089XRV1
272623.L164012	A0A089ZEA5
272623.L0172	A0A089XQ30
272623.L45109	A0A089XQG4
272623.L0197	A0A089XQH5
272623.L98347	A0A089XH25
272623.L22059	A0A089XKW2
272623.L180104	A0A089XMC7
272623.L172782	A0A089XLA3
272623.L164604	A0A089XLV8
272623.L1005	A0A089XF67
272623.L125707	A0A089XKB9
272623.L133111	A0A089XM87
272623.L3279	A0A089XQ65
272623.L37916	A0A089XT00
272623.L72477	A0A089XHS0
272623.L175880	A0A089XJ16
272623.L79507	A0A089XL03
272623.L142704	A0A089XL55
272623.L0211	A0A089XJM2
272623.L121252	A0A089XPC8
272623.L67527	A0A089XK84
272623.L196077	A0A089XSV6
272623.L45583	A0A089ZCN2
272623.L34460	A0A089XHR4
272623.L56232	A0A089XLI8
272623.L85895	A0A089XS69
272623.L173469	A0A089XPG6
272623.L0027	A0A089XTG6
272623.L125244	A0A089XMS4
272623.L200051	A0A089XP72
272623.L96903	A0A089XR58
272623.L140754	A0A089XR93
272623.L131806	A0A089XRN6
272623.L103321	A0A089XF99
272623.L126409	A0A089XI59
272623.L177700	A0A089XPH0
272623.L130023	A0A089XI76
272623.L167555	A0A089XM06
272623.L68759	A0A089XH85
272623.L0184	A0A089XHB5
272623.L31294	A0A089XNA1
272623.L65498	A0A089XNK4
272623.L25961	A0A089XP99
272623.L178227	A0A089XRT4
272623.L0167	A0A089ZDU6
272623.L118079	A0A089XTL9
272623.L37351	A0A089ZDL5
272623.L189448	A0A089XGA5
272623.L104065	A0A089XQP0
272623.L11083	A0A089ZBE4
272623.L152419	A0A089ZFI2
272623.L148007	A0A089XFE4
272623.L162870	A0A089XJM0
272623.L152977	A0A089XJT3
272623.L132035	A0A089XKT2
272623.L53699	A0A089XN28
272623.L0048	A0A089XNI9
272623.L0115	A0A089XII8
272623.L91807	A0A089XG35
272623.L133416	A0A089XHN2
272623.L102972	A0A089XKA4
272623.L69353	A0A089XN32
272623.L138230	A0A089XQL5
272623.L182799	A0A089XTU2
272623.L70850	A0A089XU33
272623.L132875	A0A089XLA6
272623.L124252	A0A089XMW7
272623.L0075	A0A089XP83
272623.L193121	A0A089XTV2
272623.L72115	A0A089XJS7
272623.L16848	A0A089XM23
272623.L42784	A0A089XPA5
272623.L169709	A0A089XJB9
272623.L102100	A0A089XP28
272623.L0209	A0A089XQ95
272623.L0112	A0A089XQK8
272623.L176238	A0A089XGL1
272623.L98204	A0A089XP07
272623.L0069	A0A089XRF1
272623.L191431	A0A089XP73
272623.L195415	A0A089ZEK4
272623.L19128	A0A089XKZ6
272623.L189428	A0A089XPU4
272623.L862989	A0A089XJK7
272623.L11745	A0A089ZEM3
272623.L76582	A0A089XS75
272623.L178908	A0A089XPH6
272623.L12887	A0A089ZF58
272623.L56208	A0A089XHU1
272623.L0149	A0A089XM76
272623.L111484	A0A089XP18
272623.L0102	A0A089XKF9
272623.L91456	A0A089XMQ6
272623.L162952	A0A089XP53
272623.L0299	A0A089ZBC8
272623.L40427	A0A089ZEP0
272623.L180469	A0A089XK29
272623.L152002	A0A089XQM4
272623.L198289	A0A089XIS4
272623.L57113	A0A089XKM0
272623.L0122	A0A089XQR6
272623.L22116	A0A089ZBF3
272623.L54406	A0A089ZEQ4
272623.L0355	A0A089ZFK2
272623.L79329	A0A089ZG48
272623.L130944	A0A089ZG88
272623.L26428	A0A089XRX4
272623.L0220	A0A089XG93
272623.L181807	A0A089ZFJ5
272623.L30901	A0A089XF62
272623.L127223	A0A089XNG2
272623.L108430	A0A089XP23
272623.L0328	A0A089XPF8
272623.L198940	A0A089XHK6
272623.L144693	A0A089XNX1
272623.L90422	A0A089ZC55
272623.L169230	A0A089ZEA0
272623.L48341	A0A089XHI6
272623.L189315	A0A089XGR2
272623.L0269	A0A089XM91
272623.L70979	A0A089XQ45
272623.L63900	A0A089XS06
272623.L109527	A0A089XS53
272623.L181494	A0A089XMX8
272623.L151001	A0A089XPE9
272623.L81441	A0A089XLA8
272623.L142159	A0A089XRM3
272623.L187716	A0A089ZBT3
272623.L74660	A0A089ZBZ7
272623.L0289	A0A089ZDV2
272623.L182026	A0A089XGM0
272623.L190009	A0A089XHJ6
272623.L148346	A0A089XPE4
272623.L175712	A0A089XR07
272623.L33416	A0A089XN13
272623.L01009	A0A089XKY5
272623.L88637	A0A089XPP7
272623.L133761	A0A089XR90
272623.L123471	A0A089XGH3
272623.L181867	A0A089XM12
272623.L99421	A0A089XPN5
272623.L45616	A0A089XPA9
272623.L132251	A0A089XS26
272623.L66407	A0A089XP61
272623.L143292	A0A089XKS2
272623.L144047	A0A089XR98
272623.L110165	A0A089XJ71
272623.L17153	A0A089XP91
272623.L32666	A0A089ZFL9
272623.L84767	A0A089XP44
272623.L0114	A0A089XFC4
272623.L120334	A0A089XG57
272623.L0179	A0A089XK61
272623.L111950	A0A089XL21
272623.L0134	A0A089XLP4
272623.L140141	A0A089ZDB0
272623.L64373	A0A089XN27
272623.L150333	A0A089XH78
272623.L121994	A0A089XJ63
272623.L130150	A0A089XJ55
272623.L56431	A0A089XRH7
272623.L84494	A0A089XL66
272623.L142326	A0A089ZCT0
272623.L120883	A0A089ZDE1
272623.L25946	A0A089XK24
272623.L117685	A0A089XMC8
272623.L131027	A0A089XPY9
272623.L195067	A0A089XM21
272623.L98109	A0A089XJL6
272623.L151330	A0A089XJM7
272623.L157908	A0A089ZCA9
272623.L80177	A0A089XFY5
272623.L4152	A0A089XPN7
272623.L101699	A0A089XG46
272623.L29089	A0A089XPR5
272623.L44063	A0A089XHS7
272623.L0050	A0A089XJR6
272623.L106425	A0A089XLN0
272623.L86677	A0A089XG29
272623.L160697	A0A089XJA7
272623.L195366	A0A089XLZ9
272623.L36177	A0A089XRY5
272623.L0031	A0A089XPU8
272623.L128777	A0A089ZCU2
272623.L0341	A0A089XRF6
272623.L10283	A0A089XMZ7
272623.L58914	A0A089XTI7
272623.L93858	A0A089XRT9
272623.L131245	A0A089XIG6
272623.L198485	A0A089XJC4
272623.L0397	A0A089XJW5
272623.L0314	A0A089XKW5
272623.L130660	A0A089XP01
272623.L67186	A0A089XPT0
272623.L52028	A0A089XQS9
272623.L186839	A0A089ZBB9
272623.L0330	A0A089XR80
272623.L95210	A0A089XLV3
272623.L187045	A0A089XPL7
272623.L0129	A0A089ZE56
272623.L0124	A0A089XP80
272623.L183494	A0A089XQH9
272623.L0331	A0A089ZBH1
272623.L70239	A0A089ZD41
272623.L9876	A0A089ZE67
272623.L157730	A0A089ZFI4
272623.L136332	A0A089XJR8
272623.L22498	A0A089XRW7
272623.L118668	A0A089XT91
272623.L55507	A0A089XRG5
272623.L110960	A0A089XHP3
272623.L78133	A0A089XTK0
272623.L196178	A0A089XPM5
272623.L0064	A0A089XRB2
272623.L160556	A0A089XL94
272623.L77482	A0A089XH93
272623.L583407	A0A089XIL7
272623.L116216	A0A089XKR1
272623.L26878	A0A089XL00
272623.L81319	A0A089XR44
272623.L69383	A0A089XNK1
272623.L0327	A0A089XR21
272623.L87453	A0A089XI25
272623.L199206	A0A089XJZ1
272623.L98095	A0A089XKX3
272623.L121175	A0A089XS60
272623.L0056	A0A089XQQ1
272623.L0019	A0A089XSG1
272623.L75267	A0A089XT58
272623.L148957	A0A089XNW8
272623.L88237	A0A089XH13
272623.L169390	A0A089XHH6
272623.L66281	A0A089XR13
272623.L86338	A0A089XID5
272623.L64445	A0A089XL36
272623.L172704	A0A089XIK5
272623.L81206	A0A089XH98
272623.L168265	A0A089XRS4
272623.L99502	A0A089ZBI5
272623.L29321	A0A089ZBF6
272623.L174076	A0A089ZBP0
272623.L0123	A0A089ZCZ6
272623.L111162	A0A089ZE07
272623.L106031	A0A089XL16
272623.L7563	A0A089ZEL8
272623.L64737	A0A089ZCP5
272623.L0322	A0A089XIU0
272623.L0362	A0A089XKD7
272623.L0025	A0A089XKJ6
272623.L110467	A0A089XMC6
272623.L114402	A0A089XQ01
272623.L161059	A0A089XQN4
272623.L34138	A0A089XRE9
272623.L36841	A0A089XL15
272623.L188881	A0A089XQQ4
272623.L16835	A0A089XMH9
272623.L174946	A0A089XNG0
272623.L152603	A0A089XPX2
272623.L67872	A0A089ZAV9
272623.L48417	A0A089XNR3
272623.L118481	A0A089ZBJ0
272623.L154512	A0A089ZCS0
272623.L86424	A0A089ZFD3
272623.L132126	A0A089XMD7
272623.L0091	A0A089XIL5
272623.L194226	A0A089XLC4
272623.L91998	A0A089XS41
272623.L32731	A0A089XIX5
272623.L0021	A0A089XLK4
272623.L135972	A0A089ZCT8
272623.L0065	A0A089ZDM4
272623.L54803	A0A089XNB3
272623.L53929	A0A089XQX8
272623.L12334	A0A089XKV3
272623.L109747	A0A089XR83
272623.L79717	A0A089XRK0
272623.L18686	A0A089XIT9
272623.L0119	A0A089XP12
272623.L115551	A0A089ZAB5
272623.L145301	A0A089ZAE5
272623.L72684	A0A089XKZ5
272623.L82521	A0A089XPU3
272623.L102412	A0A089XQ08
272623.L145850	A0A089XTB6
272623.L181238	A0A089XTD4
272623.L161455	A0A089ZDR8
272623.L133825	A0A089XL57
272623.L85854	A0A089XGF3
272623.L184516	A0A089XI88
272623.L141260	A0A089XKD1
272623.L157995	A0A089XRB1
272623.L39365	A0A089XLG8
272623.L113994	A0A089ZCU9
272623.L93051	A0A089XNZ9
272623.L1004	A0A089XKX1
272623.L114827	A0A089XI86
272623.L151062	A0A089XJ94
272623.L117145	A0A089XL68
272623.L177031	A0A089XQI6
272623.L0200	A0A089XR99
272623.L6615	A0A089ZBD9
272623.L33417	A0A089XFS7
272623.L78434	A0A089ZAX1
272623.L115025	A0A089XN70
272623.L63684	A0A089XNS7
272623.L85737	A0A089ZES6
272623.L0165	A0A089XIY2
272623.L52019	A0A089XL19
272623.L68478	A0A089ZBZ1
272623.L193030	A0A089XJ04
272623.L117821	A0A089XU77
272623.L15012	A0A089XPP9
272623.L129283	A0A089XRN3
272623.L27694	A0A089XSY9
272623.L0237	A0A089XLG2
272623.L127611	A0A089XRN1
272623.L200005	A0A089ZA92
272623.L159400	A0A089ZAH3
272623.L7226	A0A089XPP4
272623.L84992	A0A089XT65
272623.L0284	A0A089XK93
272623.L127476	A0A089ZB74
272623.L166370	A0A089ZF04
272623.L126168	A0A089XHN6
272623.L82103	A0A089XJY7
272623.L16101	A0A089ZA44
272623.L0066	A0A089XKJ8
272623.L164626	A0A089XHL0
272623.L69878	A0A089XJK9
272623.L0337	A0A089XNB9
272623.L24031	A0A089ZF68
272623.L131937	A0A089XPD6
272623.L183902	A0A089XPI0
272623.L165684	A0A089XSS9
272623.L52704	A0A089ZBY2
272623.L103246	A0A089ZCW2
272623.L121426	A0A089ZEU7
272623.L124107	A0A089XIS0
272623.L0130	A0A089XQ99
272623.L28837	A0A089XRE5
272623.L45003	A0A089XIC9
272623.L88730	A0A089XJ34
272623.L51063	A0A089XJK0
272623.L135954	A0A089ZB81
272623.L0022	A0A089XJI9
272623.L59135	A0A089XLM2
272623.L18473	A0A089XHX5
272623.L197055	A0A089XRV2
272623.L86448	A0A089XLA5
272623.L104285	A0A089XT82
272623.L70517	A0A089XQW2
272623.L186875	A0A089XRH4
272623.L80191	A0A089XF88
272623.L65637	A0A089XKG1
272623.L7612	A0A089XM32
272623.L139168	A0A089XNC5
272623.L6876	A0A089XQ70
272623.L156385	A0A089XQJ8
272623.L0270	A0A089ZFY4
272623.L1010	A0A089XN43
272623.L129753	A0A089XQM0
272623.L188985	A0A089XI01
272623.L158463	A0A089XPW9
272623.L84257	A0A089XPQ0
272623.L4536	A0A089ZBV3
272623.L117718	A0A089XJP5
272623.L0252	A0A089XF41
272623.L1389	A0A089XHL2
272623.L187815	A0A089XMH1
272623.L0306	A0A089ZE51
272623.L0198	A0A089XQY4
272623.L0244	A0A089XT07
272623.L191436	A0A089ZEJ9
272623.L177685	A0A089ZFX6
272623.L181439	A0A089XI13
272623.L68363	A0A089XLN4
272623.L0372	A0A089XN24
272623.L93420	A0A089XN77
272623.L109882	A0A089XJM6
272623.L75803	A0A089XN61
272623.L0216	A0A089XR36
272623.L5517	A0A089XRX7
272623.L173848	A0A089ZE96
272623.L102491	A0A089ZET6
272623.L138452	A0A089ZFH2
272623.L0238	A0A089XJF4
272623.L122222	A0A089XM80
272623.L19745	A0A089XQT7
272623.L179764	A0A089ZBP8
272623.L112353	A0A089XSJ9
272623.L147291	A0A089ZDT7
272623.L182006	A0A089XNC4
272623.L0271	A0A089ZB95
272623.L138484	A0A089XLS6
272623.L39593	A0A089XGE5
272623.L110933	A0A089XI91
272623.L25433	A0A089XMI6
272623.L171002	A0A089XL30
272623.L195318	A0A089ZE80
272623.L0084	A0A089XGR5
272623.L0261	A0A089XKJ1
272623.L0292	A0A089XRA3
272623.L92665	A0A089XL72
272623.L157055	A0A089XK51
272623.L86157	A0A089XQE3
272623.L200264	A0A089XPN1
272623.L128737	A0A089XTN1
272623.L55194	A0A089ZFN1
272623.L128255	A0A089XMS6
272623.L44550	A0A089XRE1
272623.L67226	A0A089XNT4
272623.L35751	A0A089XK37
272623.L69000	A0A089XHS3
272623.L187329	A0A089XRC8
272623.L143791	A0A089XJS2
272623.L0288	A0A089XPG4
272623.L0054	A0A089XJR2
272623.L0164	A0A089XL04
272623.L0324	A0A089ZEL0
272623.L33556	A0A089XPR1
272623.L27646	A0A089XNN2
272623.L60959	A0A089ZFP2
272623.L100350	A0A089XM72
272623.L133446	A0A089XSN7
272623.L90622	A0A089ZET0
272623.L103661	A0A089XHA5
272623.L0175	A0A089XKP3
272623.L96595	A0A089XL08
272623.L48287	A0A089XLH8
272623.L45966	A0A089XNA8
272623.L168484	A0A089XG89
272623.L0098	A0A089ZFC9
272623.L53789	A0A089XML9
272623.L155662	A0A089XPE3
272623.L122924	A0A089XQM2
272623.L149781	A0A0A7T1A8
272623.L171588	A0A0A7T1C3
272623.L176167	A0A0A7T2Z1
272623.L0087	A0A0A7T3J2
272623.L127921	A0A0A7T498
272623.L0166	A0A0A7T5S4
272623.L51016	A0A0A7T5U6
272623.L47971	A0A0A7T2D9
272623.L198323	A0A0A7T3S1
272623.L98876	A0A0A7T629
272623.L13187	A0A0A7T748
272623.L86157	A0A0A7T164
272623.L123777	A0A0A7T449
272623.L98109	A0A0A7T172
272623.L191486	A0A0A7T1L3
272623.L0348	A0A0A7T1T8
272623.L13145	A0A0A7T2U0
272623.L161441	A0A0A7T487
272623.L195415	A0A0A7T0U0
272623.L7563	A0A0A7T743
272623.L108801	A0A0A7T2Z8
272623.L74738	A0A0A7T470
272623.L0242	A0A0A7T2B7
272623.L164012	A0A0A7T5K2
272623.L188985	A0A0A7T096
272623.L9467	A0A0A7T0E9
272623.L177346	A0A0A7T397
272623.L184675	A0A0A7T1K9
272623.L115025	A0A0A7T328
272623.L171350	A0A0A7T2E8
272623.L0286	A0A0A7T521
272623.L59867	A0A0A7T581
272623.L169971	A0A0A7T668
272623.L138640	A0A0A7T6H0
272623.L0305	A0A0A7T2K8
272623.L43866	A0A0A7T0Z4
272623.L6128	A0A0A7T388
272623.L50174	A0A0A7SYQ8
272623.L45966	A0A0A7SYT2
272623.L11208	A0A0A7T1F3
272623.L183563	A0A0A7T088
272623.L96903	A0A0A7T833
272623.L117867	A0A0A7SY61
272623.L94405	A0A0A7SYG0
272623.L77482	A0A0A7SYS5
272623.L31294	A0A0A7SYU9
272623.L158463	A0A0A7SZ93
272623.L157841	A0A0A7T0Q2
272623.L49824	A0A0A7T1Z5
272623.L85575	A0A0A7T8R8
272623.L87497	A0A0A7T1H3
272623.L171116	A0A0A7T499
272623.L111126	A0A0A7T1X9
272623.L120437	A0A0A7SY50
272623.L83865	A0A0A7T2K4
272623.L115265	A0A0A7T4Z5
272623.L61680	A0A0A7SXH7
272623.L121175	A0A0A7T307
272623.L142704	A0A0A7SXB5
272623.L181168	A0A0A7SXB6
272623.L0008	A0A0A7SZA9
272623.L33556	A0A0A7SZG3
272623.L110479	A0A0A7SYN9
272623.L14256	A0A0A7SZC3
272623.L81206	A0A0A7SYS9
272623.L142332	A0A0A7SYY9
272623.L173469	A0A0A7SYD7
272623.L2611	A0A0A7SYS4
272623.L00396	A0A0A7SZH3
272623.L0128	A0A0A7SZI7
272623.L179789	A0A0A7SZT6
272623.L0148	A0A0A7SYX8
272623.L57408	A0A0A7SYI3
272623.L46694	A0A0A7SZ77
272623.L155662	A0A0A7SZR6
272623.L93858	A0A0A7SZK8
272623.L0204	A0A0A7SYP1
272623.L65733	A0A0A7T0Z5
272623.L5517	A0A0A7T122
272623.L63811	A0A0A7T1D8
272623.L117444	A0A0A7T9A0
272623.L190126	A0A0A7T7N6
272623.L25961	A0A0A7SZS5
272623.L160485	A0A0A7T8Y0
272623.L134243	A0A0A7T9A9
272623.L0253	A0A0A7SZS2
272623.L0374	A0A0A7SZD1
272623.L131806	A0A0A7T8U6
272623.L0211	A0A0A7T115
272623.L7722	A0A0A7T2L9
272623.L55507	A0A0A7T8K4
272623.L178227	A0A0A7T8Z2
272623.L110588	A0A0A7T0U3
272623.L0244	A0A0A7T7S7
272623.L69304	A0A0A7T8Q6
272623.L0245	A0A0A7T381
272623.L19128	A0A0A7T912
272623.L195720	A0A0A7T0I2
272623.L142310	A0A0A7T140
272623.L1778	A0A0A7T9B3
272623.L22960	A0A0A7T000
272623.L0407	A0A0A7T048
272623.L178600	A0A0A7T083
272623.L169390	A0A0A7SX81
272623.L113067	A0A0A7SXP0
272623.L115671	A0A0A7SXT5
272623.L0150	A0A0A7SZQ5
272623.L0063	A0A0A7SX44
272623.L0116	A0A0A7T2S3
272623.L189883	A0A0A7T309
272623.L0372	A0A0A7SYU6
272623.L70400	A0A0A7SXK0
272623.L0018	A0A0A7SXW3
272623.L29477	A0A0A7SXJ7
272623.L0013	A0A0A7SZY0
272623.L91510	A0A0A7SZZ4
272623.L0269	A0A0A7SY79
272623.L1004	A0A0A7SWY4
272623.L0320	A0A0A7T070
272623.L0077	A0A0A7T018
272623.L56208	A0A0A7SXJ4
272623.L0084	A0A0A7T026
272623.L35134	A0A0A7SXF4
272623.L24742	A0A0A7T1G5
272623.L0081	A0A0A7T1P5
272623.L145375	A0A0A7T1W6
272623.L0317	A0A0A7T342
272623.L33416	A0A0A7T3F7
272623.L86338	A0A0A7T4J3
272623.L180742	A0A0A7T675
272623.L49937	A0A0A7T3X0
272623.L0237	A0A0A7T0V7
272623.L16514	A0A0A7T2K9
272623.L111003	A0A0A7SX40
272623.L0363	A0A0A7SYH7
272623.L64445	A0A0A7T4X7
272623.L0336	A0A0A7SY57
272623.L0361	A0A0A7T3P3
272623.L141530	A0A0A7T027
272623.L129283	A0A0A7SZV1
272623.L102412	A0A0A7SYG4
272623.L100822	A0A0A7SYY2
272623.L14408	A0A0A7T2K0
272623.L52019	A0A0A7T2R3
272623.L128951	A0A0A7T375
272623.L23405	A0A0A7T383
