9913.ENSBTAP00000022411	P68250
9913.ENSBTAP00000053802	F1MF64
9913.ENSBTAP00000003598	F1MF69
9913.ENSBTAP00000029211	F1MFJ6
9913.ENSBTAP00000012105	F1MFP5
9913.ENSBTAP00000015726	F1MG02
9913.ENSBTAP00000048072	F1MGB5
9913.ENSBTAP00000034827	F1MGV0
9913.ENSBTAP00000000337	F1MH18
9913.ENSBTAP00000012308	F1MH20
9913.ENSBTAP00000008861	F1MH87
9913.ENSBTAP00000012098	F1MHB9
9913.ENSBTAP00000008839	F1MHC6
9913.ENSBTAP00000017162	F1MHG4
9913.ENSBTAP00000049257	F1MIN9
9913.ENSBTAP00000013674	F1MKI1
9913.ENSBTAP00000051827	F1MKJ7
9913.ENSBTAP00000022041	F1MMH3
9913.ENSBTAP00000022017	F1MMJ5
9913.ENSBTAP00000042856	F1MP09
9913.ENSBTAP00000027119	F1MP41
9913.ENSBTAP00000020974	F1MQ21
9913.ENSBTAP00000001754	F1MQ41
9913.ENSBTAP00000017548	F1MSJ7
9913.ENSBTAP00000013167	F1MTR3
9913.ENSBTAP00000025111	F1MTW4
9913.ENSBTAP00000035796	F1MV32
9913.ENSBTAP00000009552	F1MW46
9913.ENSBTAP00000028992	F1MW74
9913.ENSBTAP00000047723	F1MWC9
9913.ENSBTAP00000020180	F1MX01
9913.ENSBTAP00000004917	F1MX81
9913.ENSBTAP00000004214	F1MY89
9913.ENSBTAP00000035394	F1MYF0
9913.ENSBTAP00000028023	F1MYI1
9913.ENSBTAP00000011172	F1MYN9
9913.ENSBTAP00000009355	F1MYQ0
9913.ENSBTAP00000023175	F1MZK7
9913.ENSBTAP00000019912	F1MZL1
9913.ENSBTAP00000004472	F1MZM8
9913.ENSBTAP00000011402	F1N065
9913.ENSBTAP00000042592	F1N068
9913.ENSBTAP00000004148	F1N088
9913.ENSBTAP00000004115	F1N0D2
9913.ENSBTAP00000023587	F1N0H2
9913.ENSBTAP00000023566	F1N0Q2
9913.ENSBTAP00000019800	F1N0X9
9913.ENSBTAP00000042184	F1N120
9913.ENSBTAP00000023021	F1N144
9913.ENSBTAP00000026550	F1N1B2
9913.ENSBTAP00000033579	F1N1C7
9913.ENSBTAP00000019258	F1N1S4
9913.ENSBTAP00000054098	F1N1S6
9913.ENSBTAP00000038686	F1N1X5
9913.ENSBTAP00000021544	F1N214
9913.ENSBTAP00000021694	F1N272
9913.ENSBTAP00000007392	F1N277
9913.ENSBTAP00000017614	F1N2B5
9913.ENSBTAP00000002805	F1N2L7
9913.ENSBTAP00000040689	F1N2S0
9913.ENSBTAP00000021981	F1N2U7
9913.ENSBTAP00000045433	F1N307
9913.ENSBTAP00000007630	F1N3G1
9913.ENSBTAP00000002785	F1N3Z7
9913.ENSBTAP00000014742	F1N406
9913.ENSBTAP00000055883	F1N4T6
9913.ENSBTAP00000002903	F1N4T7
9913.ENSBTAP00000045311	F1N5D7
9913.ENSBTAP00000021301	F1N5F9
9913.ENSBTAP00000014192	F1N5Z1
9913.ENSBTAP00000026111	F1N606
9913.ENSBTAP00000017986	F1N6D5
9913.ENSBTAP00000039354	F1N793
9913.ENSBTAP00000003449	F1N7G3
9913.ENSBTAP00000048530	F1N7K4
9913.ENSBTAP00000012597	F1N7M6
9913.ENSBTAP00000052298	F1N7S2
9913.ENSBTAP00000052215	F1N7U9
9913.ENSBTAP00000005897	F1MAT9
9913.ENSBTAP00000017847	F1MAZ9
9913.ENSBTAP00000049617	F1MB34
9913.ENSBTAP00000051979	F1MB60
9913.ENSBTAP00000027987	F1MBD8
9913.ENSBTAP00000012533	F1MBR4
9913.ENSBTAP00000043678	F1MBT6
9913.ENSBTAP00000043609	F1MC63
9913.ENSBTAP00000005361	F1MC70
9913.ENSBTAP00000015491	F1MDD6
9913.ENSBTAP00000050757	F1MDI9
9913.ENSBTAP00000008854	F1MH98
9913.ENSBTAP00000036054	F1MHA5
9913.ENSBTAP00000012043	F1MHQ6
9913.ENSBTAP00000041946	F1MHX1
9913.ENSBTAP00000037496	F1MJC4
9913.ENSBTAP00000037483	F1MJD1
9913.ENSBTAP00000037465	F1MJF1
9913.ENSBTAP00000051734	F1MJH2
9913.ENSBTAP00000025590	F1MJK2
9913.ENSBTAP00000013433	F1MJR2
9913.ENSBTAP00000003296	F1MKV5
9913.ENSBTAP00000022196	F1ML49
9913.ENSBTAP00000025740	F1MMX2
9913.ENSBTAP00000025941	F1MN19
9913.ENSBTAP00000013963	F1MN25
9913.ENSBTAP00000046215	F1MPH2
9913.ENSBTAP00000022259	F1MPI5
9913.ENSBTAP00000022257	F1MPI6
9913.ENSBTAP00000022232	F1MPJ8
9913.ENSBTAP00000001891	F1MPK7
9913.ENSBTAP00000006625	F1MQE7
9913.ENSBTAP00000000691	F1MR89
9913.ENSBTAP00000040049	F1MRS5
9913.ENSBTAP00000018000	F1MU50
9913.ENSBTAP00000049161	F1MU91
9913.ENSBTAP00000037186	F1MU97
9913.ENSBTAP00000009856	F1MVC6
9913.ENSBTAP00000023994	F1MWI2
9913.ENSBTAP00000016955	F1MWR7
9913.ENSBTAP00000016194	F1MZQ5
9913.ENSBTAP00000035108	F1MZS9
9913.ENSBTAP00000023426	F1MZZ1
9913.ENSBTAP00000011438	F1N000
9913.ENSBTAP00000004179	F1N018
9913.ENSBTAP00000021597	F1N1C9
9913.ENSBTAP00000002652	F1N340
9913.ENSBTAP00000052843	F1N4H1
9913.ENSBTAP00000014417	F1N4I6
9913.ENSBTAP00000002437	F1N4J1
9913.ENSBTAP00000002944	F1N4K8
9913.ENSBTAP00000019564	F1N4N5
9913.ENSBTAP00000033149	F1N6T7
9913.ENSBTAP00000005328	A5PKI1
9913.ENSBTAP00000001281	A5PKJ1
9913.ENSBTAP00000052368	E1B733
9913.ENSBTAP00000024485	E1BCC2
9913.ENSBTAP00000048385	E1BEB6
9913.ENSBTAP00000053180	E1B7R5
9913.ENSBTAP00000006329	E1B7Y6
9913.ENSBTAP00000021448	E1B9P4
9913.ENSBTAP00000025339	E1B9X6
9913.ENSBTAP00000052498	E1BAL9
9913.ENSBTAP00000004881	E1BCE5
9913.ENSBTAP00000020028	E1BCZ6
9913.ENSBTAP00000043156	E1BD56
9913.ENSBTAP00000013255	E1BEQ0
9913.ENSBTAP00000008649	E1BFV5
9913.ENSBTAP00000011820	E1BGQ9
9913.ENSBTAP00000023304	E1BH02
9913.ENSBTAP00000047648	E1BKE7
9913.ENSBTAP00000039107	E1BPA9
9913.ENSBTAP00000047017	G5E626
9913.ENSBTAP00000056365	G5E6M2
9913.ENSBTAP00000007094	A2VE95
9913.ENSBTAP00000013482	E1B7G4
9913.ENSBTAP00000021081	E1B7I5
9913.ENSBTAP00000017825	E1B7J1
9913.ENSBTAP00000003985	E1BD68
9913.ENSBTAP00000000307	E1BFN9
9913.ENSBTAP00000043671	E1BKT8
9913.ENSBTAP00000008000	Q3SZT0
9913.ENSBTAP00000053186	E1B7Q6
9913.ENSBTAP00000053171	E1B7V7
9913.ENSBTAP00000019161	E1B9F9
9913.ENSBTAP00000052512	E1BAK8
9913.ENSBTAP00000043065	E1BEL8
9913.ENSBTAP00000017615	E1BEP9
9913.ENSBTAP00000012392	E1BEZ5
9913.ENSBTAP00000005116	E1BGU8
9913.ENSBTAP00000000206	E1BIJ0
9913.ENSBTAP00000005416	E1BJL3
9913.ENSBTAP00000020136	E1BKC1
9913.ENSBTAP00000023697	E1BKF9
9913.ENSBTAP00000010660	E1BLB7
9913.ENSBTAP00000030232	E1BLC2
9913.ENSBTAP00000004463	E1BLR4
9913.ENSBTAP00000002760	E1BNY7
9913.ENSBTAP00000046275	E1BPG1
9913.ENSBTAP00000053365	E1BPS3
9913.ENSBTAP00000013871	G5E5D6
9913.ENSBTAP00000049162	G5E691
9913.ENSBTAP00000055627	G5E6J1
9913.ENSBTAP00000013969	Q3T151
9913.ENSBTAP00000017858	F1MAU5
9913.ENSBTAP00000033028	F1MAY4
9913.ENSBTAP00000012525	F1MBS0
9913.ENSBTAP00000017302	F1MC85
9913.ENSBTAP00000008976	F1ME49
9913.ENSBTAP00000015734	F1MFZ7
9913.ENSBTAP00000003739	F1MG06
9913.ENSBTAP00000010648	F1MGH9
9913.ENSBTAP00000049530	F1MJL4
9913.ENSBTAP00000053254	F1MLS2
9913.ENSBTAP00000022027	F1MMI8
9913.ENSBTAP00000018772	F1MNI7
9913.ENSBTAP00000018555	F1MNK0
9913.ENSBTAP00000001766	F1MP15
9913.ENSBTAP00000053053	F1MPB8
9913.ENSBTAP00000027036	F1MQL7
9913.ENSBTAP00000040188	F1MR39
9913.ENSBTAP00000048894	F1MSU1
9913.ENSBTAP00000025099	F1MV51
9913.ENSBTAP00000001037	F1MWF2
9913.ENSBTAP00000011793	F1MWY0
9913.ENSBTAP00000028068	F1MY14
9913.ENSBTAP00000035329	F1MYN3
9913.ENSBTAP00000011165	F1MYP5
9913.ENSBTAP00000016195	F1MZQ3
9913.ENSBTAP00000004411	F1N048
9913.ENSBTAP00000004156	F1N084
9913.ENSBTAP00000011072	F1N0Y9
9913.ENSBTAP00000052745	F1N174
9913.ENSBTAP00000002839	F1N2J6
9913.ENSBTAP00000019652	F1N331
9913.ENSBTAP00000002390	F1N3R0
9913.ENSBTAP00000007459	F1N412
9913.ENSBTAP00000045884	F1N4C6
9913.ENSBTAP00000028637	F1N583
9913.ENSBTAP00000007030	F1N5Q8
9913.ENSBTAP00000010500	F1N752
9913.ENSBTAP00000027608	F1MBN4
9913.ENSBTAP00000024289	F1MC02
9913.ENSBTAP00000050263	F1MCT6
9913.ENSBTAP00000008703	F1MD60
9913.ENSBTAP00000053814	F1MF54
9913.ENSBTAP00000050668	F1MFU7
9913.ENSBTAP00000034822	F1MGV4
9913.ENSBTAP00000050335	F1MHB2
9913.ENSBTAP00000025466	F1MJM2
9913.ENSBTAP00000049765	F1ML21
9913.ENSBTAP00000046417	F1MMY2
9913.ENSBTAP00000007764	F1MPP3
9913.ENSBTAP00000050902	F1MR85
9913.ENSBTAP00000000793	F1MRP6
9913.ENSBTAP00000017505	F1MSR8
9913.ENSBTAP00000017655	F1MSW4
9913.ENSBTAP00000051020	F1MTD8
9913.ENSBTAP00000051424	F1MTJ4
9913.ENSBTAP00000051420	F1MTJ7
9913.ENSBTAP00000023573	F1N0I3
9913.ENSBTAP00000023262	F1N0M1
9913.ENSBTAP00000033006	F1N119
9913.ENSBTAP00000046511	F1N6X3
9913.ENSBTAP00000022507	F1N721
9913.ENSBTAP00000053695	F1N727
9913.ENSBTAP00000039371	F1N766
9913.ENSBTAP00000021146	F1N7Q8
9913.ENSBTAP00000027951	F1MBG4
9913.ENSBTAP00000039612	F1MBK8
9913.ENSBTAP00000005368	F1MC68
9913.ENSBTAP00000000256	F1MCL7
9913.ENSBTAP00000027875	F1MD70
9913.ENSBTAP00000053741	F1MDC0
9913.ENSBTAP00000031316	F1MDL5
9913.ENSBTAP00000015811	F1MDT6
9913.ENSBTAP00000022893	F1MGC9
9913.ENSBTAP00000010892	F1MGG2
9913.ENSBTAP00000053759	F1MGM3
9913.ENSBTAP00000050372	F1MGT8
9913.ENSBTAP00000051925	F1MKF9
9913.ENSBTAP00000039232	F1MKT0
9913.ENSBTAP00000034308	F1MM74
9913.ENSBTAP00000010047	F1MMJ1
9913.ENSBTAP00000046431	F1MMP1
9913.ENSBTAP00000006709	F1MNY2
9913.ENSBTAP00000024638	F1MR92
9913.ENSBTAP00000043941	F1MSQ2
9913.ENSBTAP00000017642	F1MT15
9913.ENSBTAP00000033006	F1MT47
9913.ENSBTAP00000013034	F1MW66
9913.ENSBTAP00000023954	F1MX23
9913.ENSBTAP00000042356	F1MY08
9913.ENSBTAP00000023342	F1MYR8
9913.ENSBTAP00000007899	F1MYW0
9913.ENSBTAP00000035055	F1N0W6
9913.ENSBTAP00000019818	F1N0W7
9913.ENSBTAP00000014539	F1N1R1
9913.ENSBTAP00000019336	F1N2F2
9913.ENSBTAP00000019683	F1N2U2
9913.ENSBTAP00000007628	F1N3G8
9913.ENSBTAP00000014449	F1N4A1
9913.ENSBTAP00000007191	F1N4V4
9913.ENSBTAP00000052301	F1N655
9913.ENSBTAP00000027961	F1MBF4
9913.ENSBTAP00000003899	F1MD88
9913.ENSBTAP00000003829	F1ME70
9913.ENSBTAP00000012150	F1MEW6
9913.ENSBTAP00000012144	F1MEX1
9913.ENSBTAP00000010641	F1MGI2
9913.ENSBTAP00000043394	F1MGP6
9913.ENSBTAP00000032461	F1MJ98
9913.ENSBTAP00000012855	F1MLY9
9913.ENSBTAP00000022477	F1MMX8
9913.ENSBTAP00000015160	F1MNT5
9913.ENSBTAP00000003175	F1MP35
9913.ENSBTAP00000015112	F1MP52
9913.ENSBTAP00000049799	F1MQD7
9913.ENSBTAP00000012850	F1MRN5
9913.ENSBTAP00000024824	F1MRN7
9913.ENSBTAP00000017634	F1MT21
9913.ENSBTAP00000013110	F1MTY3
9913.ENSBTAP00000009970	F1MUA8
9913.ENSBTAP00000013298	F1MUC1
9913.ENSBTAP00000016995	F1MWF5
9913.ENSBTAP00000011966	F1MXA4
9913.ENSBTAP00000023922	F1MXG7
9913.ENSBTAP00000016503	F1N0M8
9913.ENSBTAP00000016262	F1N0S3
9913.ENSBTAP00000019262	F1N1K5
9913.ENSBTAP00000026843	F1N1W5
9913.ENSBTAP00000007333	F1N2Q8
9913.ENSBTAP00000026753	F1N3T0
9913.ENSBTAP00000033424	F1N4Y9
9913.ENSBTAP00000002121	F1N5U1
9913.ENSBTAP00000034563	F1N6W0
9913.ENSBTAP00000015436	F1N7F7
9913.ENSBTAP00000036544	F1N7M1
9913.ENSBTAP00000050572	F1MBW3
9913.ENSBTAP00000056001	F1MCE3
9913.ENSBTAP00000003944	F1MCH6
9913.ENSBTAP00000008728	F1MD46
9913.ENSBTAP00000008321	F1MGI4
9913.ENSBTAP00000041967	F1MHV5
9913.ENSBTAP00000049310	F1MI23
9913.ENSBTAP00000051879	F1MIK5
9913.ENSBTAP00000020447	F1MJH6
9913.ENSBTAP00000020545	F1MKA8
9913.ENSBTAP00000053600	F1MLK4
9913.ENSBTAP00000001977	F1MN42
9913.ENSBTAP00000003193	F1MNT1
9913.ENSBTAP00000053355	F1MQ65
9913.ENSBTAP00000000833	F1MSA4
9913.ENSBTAP00000005426	F1MSG2
9913.ENSBTAP00000001268	F1MTI0
9913.ENSBTAP00000054888	F1MXN1
9913.ENSBTAP00000016650	F1MXR5
9913.ENSBTAP00000023684	F1MY27
9913.ENSBTAP00000011468	F1MZY6
9913.ENSBTAP00000023034	F1N186
9913.ENSBTAP00000042087	F1N1V6
9913.ENSBTAP00000014422	F1N4I3
9913.ENSBTAP00000026902	F1N4J9
9913.ENSBTAP00000040586	F1N565
9913.ENSBTAP00000010571	F1N6Y9
9913.ENSBTAP00000027458	F1N761
9913.ENSBTAP00000053660	F1N764
9913.ENSBTAP00000029081	F1MCN4
9913.ENSBTAP00000008743	F1MCV8
9913.ENSBTAP00000051710	F1MJN6
9913.ENSBTAP00000006236	F1MKC6
9913.ENSBTAP00000053293	F1MLF9
9913.ENSBTAP00000022002	F1MMK3
9913.ENSBTAP00000039192	F1MMP9
9913.ENSBTAP00000029359	F1MQV5
9913.ENSBTAP00000024834	F1MRM8
9913.ENSBTAP00000048599	F1MSF6
9913.ENSBTAP00000005584	F1MSI7
9913.ENSBTAP00000043949	F1MSP9
9913.ENSBTAP00000037104	F1MTS0
9913.ENSBTAP00000028721	F1MUS0
9913.ENSBTAP00000049056	F1MUV5
9913.ENSBTAP00000025096	F1MV53
9913.ENSBTAP00000004882	F1MV63
9913.ENSBTAP00000030886	F1MVJ8
9913.ENSBTAP00000011773	F1MVZ8
9913.ENSBTAP00000030514	F1MY78
9913.ENSBTAP00000030479	F1MZQ6
9913.ENSBTAP00000042158	F1N138
9913.ENSBTAP00000011038	F1N155
9913.ENSBTAP00000007292	F1N1K1
9913.ENSBTAP00000002806	F1N2L6
9913.ENSBTAP00000014612	F1N343
9913.ENSBTAP00000019612	F1N3F6
9913.ENSBTAP00000052687	F1N3X5
9913.ENSBTAP00000045426	F1N4V5
9913.ENSBTAP00000052206	F1N7W0
9913.ENSBTAP00000017811	F1MAW5
9913.ENSBTAP00000000263	F1MCL3
9913.ENSBTAP00000031119	F1MCR0
9913.ENSBTAP00000036113	F1MEV6
9913.ENSBTAP00000031582	F1MF87
9913.ENSBTAP00000003573	F1MG31
9913.ENSBTAP00000052354	F1MGP9
9913.ENSBTAP00000017179	F1MH68
9913.ENSBTAP00000018350	F1MIZ7
9913.ENSBTAP00000006358	F1MJ12
9913.ENSBTAP00000020627	F1MJ63
9913.ENSBTAP00000049448	F1MJE0
9913.ENSBTAP00000049754	F1MJJ6
9913.ENSBTAP00000025728	F1MP10
9913.ENSBTAP00000001898	F1MPC5
9913.ENSBTAP00000056076	F1MPT0
9913.ENSBTAP00000027044	F1MQK8
9913.ENSBTAP00000040000	F1MSB0
9913.ENSBTAP00000043771	F1MSL0
9913.ENSBTAP00000048851	F1MT53
9913.ENSBTAP00000020342	F1MU28
9913.ENSBTAP00000051388	F1MUM6
9913.ENSBTAP00000052806	F1MV48
9913.ENSBTAP00000004949	F1MX05
9913.ENSBTAP00000004675	F1MXR9
9913.ENSBTAP00000004270	F1MXX7
9913.ENSBTAP00000016395	F1MYL0
9913.ENSBTAP00000009020	F1MZ14
9913.ENSBTAP00000011134	F1MZT8
9913.ENSBTAP00000011109	F1MZU1
9913.ENSBTAP00000009295	F1N0H5
9913.ENSBTAP00000019552	F1N192
9913.ENSBTAP00000002666	F1N2W8
9913.ENSBTAP00000021512	F1N367
9913.ENSBTAP00000033316	F1N5F4
9913.ENSBTAP00000000201	F1MCN2
9913.ENSBTAP00000050241	F1MCV2
9913.ENSBTAP00000010946	F1MF00
9913.ENSBTAP00000053806	F1MF62
9913.ENSBTAP00000029246	F1MFA5
9913.ENSBTAP00000008311	F1MGJ4
9913.ENSBTAP00000029170	F1MH47
9913.ENSBTAP00000006440	F1MI98
9913.ENSBTAP00000034278	F1MP67
9913.ENSBTAP00000032900	F1MQC7
9913.ENSBTAP00000024600	F1MS25
9913.ENSBTAP00000044371	F1MTN9
9913.ENSBTAP00000049155	F1MUA1
9913.ENSBTAP00000025261	F1MUE0
9913.ENSBTAP00000044062	F1MUY4
9913.ENSBTAP00000024702	F1MV72
9913.ENSBTAP00000042896	F1MVI0
9913.ENSBTAP00000028056	F1MY21
9913.ENSBTAP00000016206	F1MY84
9913.ENSBTAP00000016043	F1MYJ1
9913.ENSBTAP00000023020	F1N145
9913.ENSBTAP00000045688	F1N1Z8
9913.ENSBTAP00000002313	F1N2J5
9913.ENSBTAP00000002699	F1N2N3
9913.ENSBTAP00000019121	F1N506
9913.ENSBTAP00000052495	F1N5G0
9913.ENSBTAP00000053862	F1MDU1
9913.ENSBTAP00000013956	F1MN37
9913.ENSBTAP00000030202	Q2KIT2
9913.ENSBTAP00000032606	A5D793
9913.ENSBTAP00000025750	M0QW18
9913.ENSBTAP00000021658	A5D7C6
9913.ENSBTAP00000054550	G3MYB9
9913.ENSBTAP00000015322	A4IFP5
9913.ENSBTAP00000014206	A8QEC8
9913.ENSBTAP00000022782	Q6KDN4
9913.ENSBTAP00000001704	Q6LBN7
9913.ENSBTAP00000010925	Q71U44
9913.ENSBTAP00000017905	Q862D6
9913.ENSBTAP00000015769	Q9T2U0
9913.ENSBTAP00000019792	Q6XFR7
9913.ENSBTAP00000002160	Q862K6
9913.ENSBTAP00000000101	A3KN49
9913.ENSBTAP00000020627	D9J2L2
9913.ENSBTAP00000032857	Q0IIG1
9913.ENSBTAP00000053160	Q6JTH0
9913.ENSBTAP00000054811	G3MZ20
9913.ENSBTAP00000054840	G3MZ48
9913.ENSBTAP00000045405	Q17Q92
9913.ENSBTAP00000010309	Q7YRA0
9913.ENSBTAP00000003929	Q865L6
9913.ENSBTAP00000010925	Q865Z7
9913.ENSBTAP00000047282	Q0IIJ7
9913.ENSBTAP00000028687	Q704W0
9913.ENSBTAP00000027504	Q865R4
9913.ENSBTAP00000029893	Q861X1
9913.ENSBTAP00000030380	Q17QY1
9913.ENSBTAP00000024289	Q6X764
9913.ENSBTAP00000009990	Q2KI28
9913.ENSBTAP00000041741	Q2KIP9
9913.ENSBTAP00000052300	A0A067XGA8
9913.ENSBTAP00000027975	Q2KI60
9913.ENSBTAP00000053899	D3IVZ3
9913.ENSBTAP00000053156	A0A068L9U8
9913.ENSBTAP00000008485	B7TCH2
9913.ENSBTAP00000007628	G0T3G6
9913.ENSBTAP00000012993	Q2KHZ5
9913.ENSBTAP00000035211	O02674
9913.ENSBTAP00000006073	O97739
9913.ENSBTAP00000029075	Q148I9
9913.ENSBTAP00000012345	Q45KY2
9913.ENSBTAP00000009652	Q95KU7
9913.ENSBTAP00000003955	Q9XSA9
9913.ENSBTAP00000004242	Q9N180
9913.ENSBTAP00000016524	Q75PQ9
9913.ENSBTAP00000013737	O02717
9913.ENSBTAP00000022299	O77800
9913.ENSBTAP00000048143	Q148E4
9913.ENSBTAP00000009636	Q29464
9913.ENSBTAP00000002690	Q8HXR4
9913.ENSBTAP00000003163	Q148I7
9913.ENSBTAP00000026686	Q45KY7
9913.ENSBTAP00000028140	Q45UD4
9913.ENSBTAP00000001371	Q75R58
9913.ENSBTAP00000014853	Q8HZP4
9913.ENSBTAP00000004101	A3KMY9
9913.ENSBTAP00000018042	H3K370
9913.ENSBTAP00000052134	Q860C2
9913.ENSBTAP00000012302	H2XJE8
9913.ENSBTAP00000028687	Q32LP6
9913.ENSBTAP00000053160	Q45MY2
9913.ENSBTAP00000017071	Q148E9
9913.ENSBTAP00000024638	Q27980
9913.ENSBTAP00000006430	A5PKJ3
9913.ENSBTAP00000024282	A6QLC0
9913.ENSBTAP00000041566	A6QLY1
9913.ENSBTAP00000025803	A6QLY8
9913.ENSBTAP00000048415	A6QNN1
9913.ENSBTAP00000038958	A6QNT0
9913.ENSBTAP00000055322	A6QPA5
9913.ENSBTAP00000024555	A6QPM9
9913.ENSBTAP00000042008	A6QPR1
9913.ENSBTAP00000049722	A6QQW4
9913.ENSBTAP00000008774	A7E355
9913.ENSBTAP00000053220	A7E3D0
9913.ENSBTAP00000027449	A7MBF5
9913.ENSBTAP00000042859	Q58CV8
9913.ENSBTAP00000002265	Q58DM1
9913.ENSBTAP00000053964	G3MWR1
9913.ENSBTAP00000054567	G3MYD5
9913.ENSBTAP00000054621	G3MYI8
9913.ENSBTAP00000054645	G3MYL0
9913.ENSBTAP00000054659	G3MYM3
9913.ENSBTAP00000054724	G3MYT5
9913.ENSBTAP00000054728	G3MYT9
9913.ENSBTAP00000054730	G3MYU1
9913.ENSBTAP00000005847	G3MYU5
9913.ENSBTAP00000054800	G3MZ10
9913.ENSBTAP00000054817	G3MZ26
9913.ENSBTAP00000054853	G3MZ60
9913.ENSBTAP00000054919	G3MZC3
9913.ENSBTAP00000055007	G3MZK7
9913.ENSBTAP00000055039	G3MZN7
9913.ENSBTAP00000044997	G3MZP1
9913.ENSBTAP00000055132	G3MZX8
9913.ENSBTAP00000003899	G3N000
9913.ENSBTAP00000055190	G3N035
9913.ENSBTAP00000055215	G3N059
9913.ENSBTAP00000055251	G3N094
9913.ENSBTAP00000055256	G3N099
9913.ENSBTAP00000020277	G3N0A8
9913.ENSBTAP00000055333	G3N0H2
9913.ENSBTAP00000055418	G3N0Q2
9913.ENSBTAP00000055419	G3N0Q3
9913.ENSBTAP00000055503	G3N0Y3
9913.ENSBTAP00000053813	G3N101
9913.ENSBTAP00000055619	G3N189
9913.ENSBTAP00000055789	G3N1N8
9913.ENSBTAP00000054236	G3N1R4
9913.ENSBTAP00000055917	G3N212
9913.ENSBTAP00000055926	G3N221
9913.ENSBTAP00000056060	G3N2E8
9913.ENSBTAP00000056103	G3N2I8
9913.ENSBTAP00000056111	G3N2J6
9913.ENSBTAP00000056222	G3N2V2
9913.ENSBTAP00000056230	G3N2W0
9913.ENSBTAP00000025168	G3N2Y3
9913.ENSBTAP00000056331	G3N357
9913.ENSBTAP00000056424	G3N3C2
9913.ENSBTAP00000056514	G3N3L0
9913.ENSBTAP00000035571	A4FUF7
9913.ENSBTAP00000027362	Q2PC22
9913.ENSBTAP00000026122	Q32KR5
9913.ENSBTAP00000005236	Q32KT8
9913.ENSBTAP00000032224	Q6QM20
9913.ENSBTAP00000009007	Q6RWT5
9913.ENSBTAP00000051840	Q6UTY0
9913.ENSBTAP00000037343	M5FJY7
9913.ENSBTAP00000017347	M5FMU7
9913.ENSBTAP00000038717	Q17QA5
9913.ENSBTAP00000005698	A6H7I1
9913.ENSBTAP00000054952	A6QLI3
9913.ENSBTAP00000003635	A6QPN3
9913.ENSBTAP00000055340	E1BL48
9913.ENSBTAP00000054759	G3MYX0
9913.ENSBTAP00000055355	G3N0J2
9913.ENSBTAP00000055589	G3N162
9913.ENSBTAP00000055819	G3N1R6
9913.ENSBTAP00000055957	G3N252
9913.ENSBTAP00000056042	G3N2D0
9913.ENSBTAP00000039163	G3N2K9
9913.ENSBTAP00000056185	G3N2R7
9913.ENSBTAP00000056286	G3N314
9913.ENSBTAP00000013010	A4GW66
9913.ENSBTAP00000054021	G3MWW4
9913.ENSBTAP00000056355	G3N380
9913.ENSBTAP00000028955	Q0P5K6
9913.ENSBTAP00000009870	Q0VCF7
9913.ENSBTAP00000028687	Q9N0J4
9913.ENSBTAP00000021553	A6QP42
9913.ENSBTAP00000006129	A6QQJ5
9913.ENSBTAP00000020351	A7E3B6
9913.ENSBTAP00000026867	A7MBK3
9913.ENSBTAP00000053946	G3MWP3
9913.ENSBTAP00000047173	G3MYI6
9913.ENSBTAP00000054746	G3MYV7
9913.ENSBTAP00000054751	G3MYW2
9913.ENSBTAP00000056144	G3N1Q5
9913.ENSBTAP00000056289	G3N317
9913.ENSBTAP00000056313	G3N340
9913.ENSBTAP00000044120	M5FKD8
9913.ENSBTAP00000015999	Q0P5K7
9913.ENSBTAP00000004188	Q862D2
9913.ENSBTAP00000022378	Q862P3
9913.ENSBTAP00000011895	A6QLX6
9913.ENSBTAP00000012991	M5FK87
9913.ENSBTAP00000049657	M5FKJ6
9913.ENSBTAP00000014702	Q17R18
9913.ENSBTAP00000040689	Q32P58
9913.ENSBTAP00000053890	G3MWJ0
9913.ENSBTAP00000053914	G3MWL3
9913.ENSBTAP00000053981	G3MWS7
9913.ENSBTAP00000054677	G3MYP0
9913.ENSBTAP00000054910	G3MZB4
9913.ENSBTAP00000054545	G3MZL5
9913.ENSBTAP00000055828	G3N1S5
9913.ENSBTAP00000056069	G3N2F7
9913.ENSBTAP00000056091	G3N2H8
9913.ENSBTAP00000056333	G3N359
9913.ENSBTAP00000028759	Q2PC21
9913.ENSBTAP00000008864	Q6Q146
9913.ENSBTAP00000014437	Q6S019
9913.ENSBTAP00000007621	A6QPQ4
9913.ENSBTAP00000035219	A7E3S6
9913.ENSBTAP00000003751	G3MYI0
9913.ENSBTAP00000054644	G3MYK9
9913.ENSBTAP00000054656	G3MYM0
9913.ENSBTAP00000031487	M5FHS9
9913.ENSBTAP00000001429	M5FI55
9913.ENSBTAP00000013288	Q58CZ4
9913.ENSBTAP00000054029	G3MWX2
9913.ENSBTAP00000004643	G3MZW9
9913.ENSBTAP00000054942	G3N1L2
9913.ENSBTAP00000055948	G3N243
9913.ENSBTAP00000011211	M5FK45
9913.ENSBTAP00000027951	A6QLQ2
9913.ENSBTAP00000042896	A7E333
9913.ENSBTAP00000027390	A7LM99
9913.ENSBTAP00000053895	G3MWJ4
9913.ENSBTAP00000054523	G3MY94
9913.ENSBTAP00000054625	G3MYJ2
9913.ENSBTAP00000054692	G3MYQ5
9913.ENSBTAP00000003424	G3MYT8
9913.ENSBTAP00000054925	G3MZC9
