208964.PA1024	Q9I4V0
208964.PA2573	A0A080VFM5
208964.PA0935	A0A080VPM1
208964.PA0573	A0A080VV16
208964.PA3585	A0A080W053
208964.PA3082	A0A0A8RCK7
208964.PA2893	A0A0A8RD56
208964.PA3404	A0A0A8RFN3
208964.PA3336	A0A0A8RGA9
208964.PA3127	A0A0A8RGE4
208964.PA4342	A0A0A8RHR4
208964.PA0814	A0A0A8RIJ5
208964.PA5278	A0A0A8RJZ3
208964.PA0906	A0A0A8RMV2
208964.PA1812	A0A0A8RQJ3
208964.PA1927	A0A0A8RRF1
208964.PA4489	A0A077JR12
208964.PA0030	A0A0C6E7C4
208964.PA2700	A0A0C6EG32
208964.PA3469	A0A0C6EPS1
208964.PA4138	A0A0C6EXA8
208964.PA0231	A0A0C6F0U6
208964.PA0355	A0A0C6F1A7
208964.PA3840	A0A0C6F418
208964.PA1197	A0A0C6FE38
208964.PA4858	A0A0C6FJ07
208964.PA5278	A0A0C6FKK3
208964.PA2079	A0A0C7AI82
208964.PA0719	A0A0C7CSJ6
208964.PA4183	A0A0C7CT29
208964.PA0215	A0A0C7CUW4
208964.PA0883	A0A0C7D428
208964.PA1734	A0A0C6EJZ6
208964.PA0010	A0A0C6ENW1
208964.PA0401	A0A0C6EQ84
208964.PA0668	A0A0C6ER15
208964.PA4806	A0A0C6F2U8
208964.PA4399	A0A0C7ABM2
208964.PA3059	A0A0C7CZB3
208964.PA3351	A0A0C7D0Q8
208964.PA4730	A0A0C7D507
208964.PA1351	A0A077JYA9
208964.PA5263	A0A077JYV3
208964.PA1092	P72128
208964.PA4787	A0A0A8RHX6
208964.PA5301	A0A0A8RK16
208964.PA4593	A0A072ZDX0
208964.PA2264	A0A080V720
208964.PA3939	A0A080VD07
208964.PA5532	A0A080VEV6
208964.PA5218	A0A080VH25
208964.PA3632	A0A080VQT0
208964.PA0002	A0A080VQU5
208964.PA4098	A0A080VTF7
208964.PA0285	A0A0A8RBM8
208964.PA3102	A0A0A8RCI7
208964.PA4716	A0A0A8RDT8
208964.PA3747	A0A0A8RET1
208964.PA4821	A0A0A8RHM8
208964.PA4337	A0A0A8RHS0
208964.PA4423	A0A0A8RLY3
208964.PA1016	A0A0A8RN84
208964.PA2728	A0A0A8RTS8
208964.PA4883	A0A069Q412
208964.PA2618	A0A069QAT1
208964.PA0958	A0A077JP81
208964.PA0950	A0A077JPC7
208964.PA2799	A0A077JRV3
208964.PA1848	A0A077JWT4
208964.PA1396	A0A077JYB9
208964.PA5486	A0A077K246
208964.PA4283	A0A077JUT6
208964.PA3614	A0A077JWE3
208964.PA3683	A0A0C6ECE0
208964.PA3989	A0A0C6EMX5
208964.PA2795	A0A0C6ESI8
208964.PA2488	A0A0C6ETL4
208964.PA2304	A0A0C6EUE8
208964.PA4280	A0A0C6EWS2
208964.PA3187	A0A0C6F6K2
208964.PA1820	A0A0C6FBX0
208964.PA4587	A0A0C6FHV1
208964.PA3049	A0A0C7AK05
208964.PA0214	A0A0C7CU13
208964.PA2135	A0A0C7CWM8
208964.PA1148	A0A0C7D4Z9
208964.PA1376	A0A0C7D5H6
208964.PA3054	A0A0C6EEG5
208964.PA2253	A0A0C6EHV4
208964.PA0594	A0A0C6EQV9
208964.PA4930	A0A0C6ES00
208964.PA1868	A0A0C6EW07
208964.PA0444	A0A0C6EW57
208964.PA1184	A0A0C6EYE6
208964.PA0979	A0A0C6F474
208964.PA5299	A0A0C6F4K6
208964.PA5444	A0A0C6F4Z8
208964.PA5394	A0A0C6FE25
208964.PA5450	A0A0C6FE96
208964.PA4827	A0A0C7ANZ7
208964.PA0110	A0A0C7CQQ5
208964.PA3390	A0A0C7CTY7
208964.PA3450	A0A0C7CVI9
208964.PA2894	A0A0C7D053
208964.PA3609	A0A0C7D1Y1
208964.PA3594	A0A0C7D202
208964.PA3684	A0A0C7D215
208964.PA0583	A0A0C7D2F9
208964.PA0095	A0A080VIA6
208964.PA3252	A0A080VIE5
208964.PA2860	A0A080VTP5
208964.PA2680	A0A087L9E1
208964.PA4208	A0A0A8RCM9
208964.PA3610	A0A0A8REP7
208964.PA3321	A0A0A8RGC7
208964.PA4758	A0A0A8RHV0
208964.PA1287	A0A0A8RK00
208964.PA0775	A0A0A8RMW8
208964.PA2478	A0A0A8RNU1
208964.PA1269	A0A0A8RPE4
208964.PA2585	A0A0A8RPE6
208964.PA2629	A0A0A8RTG4
208964.PA2070	A0A0A8RMF1
208964.PA4010	A0A0A8RAG0
208964.PA4574	A0A0A8RGU9
208964.PA3569	A0A069Q6U0
208964.PA0345	A0A069QC09
208964.PA3674	A0A077JRK0
208964.PA1576	A0A077JXS2
208964.PA5458	A0A0A8RFX1
208964.PA3283	A0A071LCF4
208964.PA0586	A0A077JL51
208964.PA4190	A0A077JLM1
208964.PA3812	A0A077JMB4
208964.PA1154	A0A077JMZ5
208964.PA0792	A0A077JPJ1
208964.PA2945	A0A077JTF7
208964.PA2570	A0A077JVE5
208964.PA3197	A0A077JXY3
208964.PA2835	A0A077JYV0
208964.PA2394	A0A077K0Q3
208964.PA5336	A0A0C6F951
208964.PA0084	A0A077JGQ6
208964.PA5412	A0A077K1D5
208964.PA1036	A0A080VLX8
208964.PA0237	A0A0C6E851
208964.PA0433	A0A0C6E958
208964.PA3905	A0A0C6EN32
208964.PA3162	A0A0C6EQR5
208964.PA4845	A0A0C6ERL8
208964.PA5203	A0A0C6ESW9
208964.PA5447	A0A0C6ETQ5
208964.PA4689	A0A0C6EZJ8
208964.PA3580	A0A0C6EZP5
208964.PA1166	A0A0C6F302
208964.PA4087	A0A0C6F370
208964.PA0865	A0A0C6F3S4
208964.PA3588	A0A0C6F5B7
208964.PA4517	A0A0C6F5J9
208964.PA3092	A0A0C6F6X3
208964.PA3036	A0A0C6F719
208964.PA2603	A0A0C6F8Z7
208964.PA2374	A0A0C6FA09
208964.PA2352	A0A0C6FA25
208964.PA1232	A0A0C6FDW5
208964.PA5082	A0A0C7APS9
208964.PA2007	A0A0C7CRH4
208964.PA3168	A0A0C7CST4
208964.PA2114	A0A0C7CUN7
208964.PA2141	A0A0C7CUT3
208964.PA4082	A0A0C7CXP2
208964.PA3073	A0A0C7CZV1
208964.PA3343	A0A0C7D168
208964.PA4838	A0A0C7D5F9
208964.PA1434	A0A0C7D5P0
208964.PA1217	A0A0C7D5Y4
208964.PA4915	A0A0C7D6I1
208964.PA5246	A0A0C7D7I4
208964.PA0580	A0A0C6EQU7
208964.PA1803	A0A0C6F0W2
208964.PA4774	A0A0C6F2I6
208964.PA5398	A0A0C6F4W6
208964.PA0692	A0A0C6F9R0
208964.PA4375	A0A0C6FA12
208964.PA4423	A0A0C6FA58
208964.PA2406	A0A0C7CRB6
208964.PA0145	A0A0C7CU53
208964.PA3665	A0A0C7D1R5
208964.PA1328	A0A0C7D458
208964.PA3227	A0A071KXI6
208964.PA3279	A0A080VFK6
208964.PA0238	A0A080VQ38
208964.PA1712	A0A080VSY4
208964.PA0278	A0A080VW13
208964.PA1946	A0A087L8F8
208964.PA0376	A0A0A8RC12
208964.PA2927	A0A0A8RD17
208964.PA4762	A0A0A8RDY0
208964.PA3920	A0A0A8RE28
208964.PA3105	A0A0A8RG33
208964.PA5079	A0A0A8RJ20
208964.PA5255	A0A0A8RJE4
208964.PA4565	A0A0A8RKD7
208964.PA4489	A0A0A8RL83
208964.PA2050	A0A0A8RMD5
208964.PA1710	A0A0A8RPP4
208964.PA2111	A0A0A8RRD6
208964.PA2255	A0A0A8RRX8
208964.PA2539	A0A0A8RSD4
208964.PA3068	A0A0A8RH12
208964.PA4701	A0A0A8RHR5
208964.PA4614	A0A080VC31
208964.PA3983	A0A0A8RAH0
208964.PA0811	A0A0A8RIG2
208964.PA2666	A0A0A8RPK3
208964.PA4136	A0A077JIN6
208964.PA3936	A0A077SXL6
208964.PA3995	A0A077JLR5
208964.PA2269	A0A077JTU7
208964.PA3322	A0A077JXH0
208964.PA1322	A0A077JYD6
208964.PA5031	A0A077K001
208964.PA4586	A0A077SN04
208964.PA0150	A0A077JJ84
208964.PA2664	A0A077JSL1
208964.PA5349	A0A077K121
208964.PA2653	A0A077JV19
208964.PA2377	A0A077JV65
208964.PA2294	A0A077JW54
208964.PA5448	A0A077K1I2
208964.PA5355	A0A077K1Q3
208964.PA2911	A0A077JYQ2
208964.PA0584	A0A0C6E9Q9
208964.PA3968	A0A0C6EBA7
208964.PA2141	A0A0C6EIL7
208964.PA0482	A0A0C6EL94
208964.PA0549	A0A0C6ELG4
208964.PA0295	A0A0C6EPS7
208964.PA4223	A0A0C6ER80
208964.PA4809	A0A0C6ERH1
208964.PA5015	A0A0C6ES53
208964.PA2963	A0A0C6EVU9
208964.PA4179	A0A0C6EX47
208964.PA0950	A0A0C6EZ78
208964.PA2207	A0A0C6F4Q2
208964.PA2020	A0A0C6F5G9
208964.PA2481	A0A0C6F9G6
208964.PA4692	A0A0C6FBD4
208964.PA1325	A0A0C7AFU1
208964.PA3534	A0A0C7AL39
208964.PA2691	A0A0C7CR74
208964.PA4175	A0A0C7CS95
208964.PA1975	A0A0C7CU34
208964.PA0193	A0A0C7CUA7
208964.PA5274	A0A0C7CUF2
208964.PA0818	A0A0C7CUT7
208964.PA0735	A0A0C7CV29
208964.PA1782	A0A0C7CV50
208964.PA4044	A0A0C7CWC0
208964.PA2173	A0A0C7CWR5
208964.PA2607	A0A0C7CY77
208964.PA2926	A0A0C7D091
208964.PA2873	A0A0C7D1C8
208964.PA3741	A0A0C7D1I6
208964.PA0382	A0A0C7D4H5
208964.PA0710	A0A072ZLU2
208964.PA2743	A0A073A5S7
208964.PA3025	A0A080VJF3
208964.PA4022	A0A080VLQ0
208964.PA5524	A0A080VLU3
208964.PA3773	A0A080VPQ7
208964.PA4014	A0A080VPY8
208964.PA4929	A0A080VWE3
208964.PA4796	A0A081HS93
208964.PA3272	A0A0A8RCB4
208964.PA5518	A0A0A8RFR3
208964.PA3066	A0A0A8RGI8
208964.PA4941	A0A0A8RIU0
208964.PA4635	A0A0A8RK86
208964.PA2076	A0A0A8RMF5
208964.PA0708	A0A0A8RMJ7
208964.PA1071	A0A0A8RMZ3
208964.PA0855	A0A0A8RN83
208964.PA3186	A0A0A8RN86
208964.PA1429	A0A0A8RNM5
208964.PA2498	A0A0A8RNV6
208964.PA1396	A0A0A8RPI6
208964.PA1356	A0A0A8RPK6
208964.PA1681	A0A0A8RPM6
208964.PA1769	A0A0A8RQ80
208964.PA1976	A0A0A8RR56
208964.PA2085	A0A0A8RRC5
208964.PA2519	A0A0A8RSR5
208964.PA2413	A0A0A8RT38
208964.PA4160	A0A077JR40
208964.PA2815	A0A077JZ59
208964.PA0806	A0A072ZNF9
208964.PA5385	A0A080VP44
208964.PA0292	A0A080VPB7
208964.PA1919	A0A087L8M7
208964.PA3795	A0A0A8RAV1
208964.PA2308	A0A0A8RN52
208964.PA2333	A0A0A8RN78
208964.PA1522	A0A071KWI5
208964.PA4002	A0A071KX11
208964.PA4154	A0A072ZCL8
208964.PA0594	A0A077JLA5
208964.PA3858	A0A077JMF8
208964.PA3739	A0A077JMJ1
208964.PA3342	A0A077JSH9
208964.PA2702	A0A077JUT2
208964.PA1624	A0A077JXN9
208964.PA5038	A0A077K110
208964.PA0657	A0A0C6E9V9
208964.PA3795	A0A0C6EBS4
208964.PA2962	A0A0C6ERA6
208964.PA2911	A0A0C6ERG3
208964.PA5426	A0A0C6ETN5
208964.PA0134	A0A0C6EUZ4
208964.PA0274	A0A0C6EVD0
208964.PA2095	A0A0C6EVD2
208964.PA3950	A0A0C6EY83
208964.PA2305	A0A0C6EZ20
208964.PA1467	A0A0C6F1Z9
208964.PA4040	A0A0C6F3F2
208964.PA2487	A0A0C6F3H2
208964.PA0847	A0A0C6F3V1
208964.PA5252	A0A0C6F8Q3
208964.PA5354	A0A0C6F964
208964.PA1392	A0A0C6FDF2
208964.PA0791	A0A0C6FFT5
208964.PA4305	A0A0C6FGJ1
208964.PA5489	A0A0C6FLC5
208964.PA0278	A0A0C7CR84
208964.PA3136	A0A0C7CRZ6
208964.PA2269	A0A0C7CUD5
208964.PA0812	A0A0C7CUT5
208964.PA2115	A0A0C7CVT8
208964.PA5502	A0A0C7CX08
208964.PA0053	A0A0C7CYI7
208964.PA4601	A0A0C7CYX8
208964.PA3098	A0A0C7CZL5
208964.PA3900	A0A0C7D154
208964.PA1403	A0A0C7D4E3
208964.PA0956	A0A0C7D552
208964.PA4837	A0A0C7D579
208964.PA5185	A0A0C7D798
208964.PA2976	A0A0C6EVT0
208964.PA1156	A0A0C6EYI8
208964.PA2034	A0A0C6F5F7
208964.PA4816	A0A0C6FBY4
208964.PA1722	A0A0C7AGU8
208964.PA3674	A0A0C7ANL1
208964.PA4058	A0A0C7CWA9
208964.PA3127	A0A0C7CYW7
208964.PA3766	A0A069Q6R1
208964.PA0537	A0A0A8RCE5
208964.PA3973	A0A0A8RDF1
208964.PA5027	A0A0A8REV5
208964.PA4532	A0A069PYM0
208964.PA4372	A0A072ZC74
208964.PA4335	A0A072ZE79
208964.PA4029	A0A072ZQ23
208964.PA2231	A0A080V0W5
208964.PA0066	A0A080VJR3
208964.PA0063	A0A0A8RBD3
208964.PA3290	A0A0A8RC26
208964.PA5095	A0A0A8RF33
208964.PA5431	A0A0A8RG01
208964.PA4597	A0A0A8RGR1
208964.PA4387	A0A0A8RHK5
208964.PA0999	A0A0A8RJ65
208964.PA1605	A0A0A8RQF2
208964.PA2583	A0A0A8RSW2
208964.PA2615	A0A0A8RSY4
208964.PA1166	A0A077JNC3
208964.PA3943	A0A080VLB0
208964.PA4079	A0A069Q336
208964.PA3311	A0A080VCZ2
208964.PA3594	A0A0A8RBB7
208964.PA0541	A0A0A8RCW6
208964.PA3281	A0A077JRZ0
208964.PA1612	A0A077JYJ5
208964.PA4976	A0A077K5B8
208964.PA3646	A0A071L2K6
208964.PA4304	A0A077JMC0
208964.PA3470	A0A077JPG2
208964.PA3364	A0A077JRQ4
208964.PA2717	A0A077JU55
208964.PA2068	A0A077JUE9
208964.PA3683	A0A077JW55
208964.PA2930	A0A080VMV6
208964.PA0354	A0A0A8RBJ8
208964.PA0411	A0A0A8RBR3
208964.PA0314	A0A0A8RBR6
208964.PA0629	A0A0A8RC95
208964.PA4695	A0A0A8RDS0
208964.PA5290	A0A0A8RFK5
208964.PA3136	A0A0A8RG12
208964.PA1148	A0A0A8RJM6
208964.PA2305	A0A0A8RRP5
208964.PA2344	A0A0A8RS78
208964.PA2511	A0A073A1A5
208964.PA0223	A0A080VN07
208964.PA0517	A0A080VVR2
208964.PA1779	A0A0A8RQ92
208964.PA1932	A0A0A8RRF8
208964.PA2239	A0A0A8RSI0
208964.PA2393	Q5DIW5
208964.PA5312	A0A077K0X1
208964.PA5529	A0A077K1N4
208964.PA1121	A0A077JNS0
208964.PA3176	A0A077JQI3
208964.PA1532	A0A077K3C3
208964.PA0111	A0A077JJW1
208964.PA3020	A0A077JTP9
208964.PA5353	A0A077K161
208964.PA0271	A0A077JPG3
208964.PA2802	A0A077JUK8
208964.PA4110	A0A0A0Q8Q4
208964.PA0338	A0A0C6E8J8
208964.PA0342	A0A0C6E8K4
208964.PA4121	A0A0C6EM75
208964.PA3865	A0A0C6EN68
208964.PA3421	A0A0C6EPW3
208964.PA3089	A0A0C6EQY7
208964.PA2629	A0A0C6ET42
208964.PA3894	A0A0C6EYC8
208964.PA2594	A0A0C6F340
208964.PA4078	A0A0C6F386
208964.PA3165	A0A0C6F6P0
208964.PA4946	A0A0C6F7P0
208964.PA2524	A0A0C6F9B5
208964.PA5395	A0A0C6FL33
208964.PA2470	A0A0C7CRS3
208964.PA5406	A0A0C7CRY6
208964.PA4297	A0A0C7CS04
208964.PA5317	A0A0C7CVE2
208964.PA0072	A0A0C7CY48
208964.PA3061	A0A0C7D109
208964.PA0502	A0A0C7D3F1
208964.PA0461	A0A0C7D4B6
208964.PA0997	A0A0C7D591
208964.PA4988	A0A0C7D6N8
208964.PA5084	A0A0C7D6W7
208964.PA4754	A0A0C6ER22
208964.PA3456	A0A0C6EU52
208964.PA1123	A0A0C6EYP8
208964.PA1114	A0A0C6EYQ6
208964.PA1301	A0A0C6F2F9
208964.PA0870	A0A0C6F3S0
208964.PA5361	A0A0C6FDZ0
208964.PA0950	A0A0C7ACK7
208964.PA2033	A0A0C7CRK0
208964.PA2803	A0A0C7CTK3
208964.PA2777	A0A0C7CTN1
208964.PA2182	A0A0C7CVL1
208964.PA1621	A0A0C7CZ01
208964.PA2861	A0A0C7CZT9
208964.PA3675	A0A0C7D1Q1
208964.PA0545	A0A0C7D2K3
208964.PA0503	A0A0C7D2Q5
208964.PA1306	A0A0C7D4D0
208964.PA2947	A0A080VN61
208964.PA3060	A0A080V997
208964.PA3937	A0A080VJJ0
208964.PA0382	A0A080VN14
208964.PA3606	A0A080VQ35
208964.PA2964	A0A080VS18
208964.PA1623	A0A080VUK3
208964.PA3931	A0A080VVB6
208964.PA0089	A0A0A8R9A7
208964.PA3775	A0A0A8RAV5
208964.PA3908	A0A0A8RDM5
208964.PA3702	A0A0A8REW0
208964.PA3472	A0A0A8RF08
208964.PA4476	A0A0A8RLS3
208964.PA2302	A0A0A8RN96
208964.PA1726	A0A0A8RPQ5
208964.PA0958	A0A023WGH4
208964.PA2235	A0A073A0N3
208964.PA4954	A0A0A8REI9
208964.PA1789	A0A0A8RLB4
208964.PA3779	A0A077JN11
208964.PA1130	A0A077JN18
208964.PA2030	A0A077JUI4
208964.PA2729	A0A077JUP6
208964.PA1524	A0A077JYV7
208964.PA5089	A0A077K060
208964.PA4791	A0A077K4S2
208964.PA1249	A0A077STP9
208964.PA0261	A0A080VB16
208964.PA1317	A0A080VI92
208964.PA0728	A0A080VLW4
208964.PA0444	A0A0A8R9U0
208964.PA4137	A0A0A8RAA8
208964.PA4285	A0A0A8RHW5
208964.PA1536	A0A0A8RKQ3
208964.PA1795	A0A0A8RLB9
208964.PA5222	A0A077K0P7
208964.PA2793	A0A069QEC2
208964.PA2895	A0A077JRE1
208964.PA3228	A0A077JT75
208964.PA2283	A0A077JVE7
208964.PA3087	A0A0A8RCK2
208964.PA4704	A0A0A8RDY2
208964.PA1326	A0A0A8RKJ3
208964.PA2212	A0A0A8RR95
208964.PA0252	A0A077JK87
208964.PA0667	A0A077JQS6
208964.PA5050	A0A077JY73
208964.PA5452	A0A069PZL3
208964.PA1364	A0A072ZU29
208964.PA0424	A0A077JHM7
208964.PA3790	A0A077JJN6
208964.PA4219	A0A077JLG1
208964.PA1057	A0A077JNW4
208964.PA3335	A0A077JRT5
208964.PA0752	A0A077JUK9
208964.PA4355	A0A077JV06
208964.PA2031	A0A077K1R5
208964.PA5400	A0A077K712
208964.PA3946	A0A077JRS5
208964.PA3125	A0A077JTG7
208964.PA5213	A0A077K0H2
208964.PA4156	A0A0A8RA79
208964.PA2760	A0A0A8RDW0
208964.PA4750	A0A0A8RE19
208964.PA2299	A0A077JTR3
208964.PA2250	A0A077JTW8
208964.PA4766	A0A071L179
208964.PA5512	A0A072ZGS5
208964.PA0315	A0A077JKH3
208964.PA0751	A0A077JM32
208964.PA3994	A0A077JMF2
208964.PA0857	A0A077JPA8
208964.PA4476	A0A077JQW8
208964.PA4467	A0A077JVC6
208964.PA3673	A0A077JW65
208964.PA1602	A0A077JYK2
208964.PA2886	A0A077JYR3
208964.PA4991	A0A077K0X9
208964.PA5327	A0A077K1M9
208964.PA1441	A0A077K3P1
208964.PA2158	A0A072ZNC7
208964.PA2540	A0A077JVQ7
208964.PA2084	A0A077JW31
208964.PA3623	A0A0C6ECL8
208964.PA0314	A0A0C6EKB3
208964.PA4010	A0A0C6EMW3
208964.PA3240	A0A0C6EQD8
208964.PA0064	A0A0C6F0C4
208964.PA0852	A0A0C6F3U4
208964.PA3849	A0A0C6F406
208964.PA3026	A0A0C6F727
208964.PA2928	A0A0C6F7C5
208964.PA2789	A0A0C6F8I1
208964.PA1969	A0A0C6FBF3
208964.PA1954	A0A0C6FBG7
208964.PA4706	A0A0C6FI77
208964.PA2647	A0A0C7AHX7
208964.PA2378	A0A0C7AHY9
208964.PA3571	A0A0C7AN91
208964.PA1886	A0A0C7CQR3
208964.PA2687	A0A0C7CRV8
208964.PA2441	A0A0C7CSP2
208964.PA0687	A0A0C7CT67
208964.PA3536	A0A0C7CU99
208964.PA2276	A0A0C7CUD9
208964.PA0142	A0A0C7CUN8
208964.PA3569	A0A0C7CW70
208964.PA2298	A0A0C7CX64
208964.PA4612	A0A0C7CZ69
208964.PA1714	A0A0C7CZE8
208964.PA3028	A0A0C7D117
208964.PA3794	A0A0C7D1P6
208964.PA1236	A0A0C7D5Z6
208964.PA1499	A0A0C7D6K5
208964.PA3462	A0A0C6ED67
208964.PA0141	A0A0C6EPB4
208964.PA4072	A0A0C6ERX2
208964.PA2907	A0A0C6EW19
208964.PA1792	A0A0C6EW93
208964.PA1822	A0A0C6F0U4
208964.PA2263	A0A0C6F4B2
208964.PA5528	A0A0C6FEI1
208964.PA2658	A0A0C7AID8
208964.PA5398	A0A0C7AQU9
208964.PA4583	A0A0C7CXZ1
208964.PA0349	A0A0C7D319
208964.PA1052	A0A0C7D3S1
208964.PA1174	A0A0C7D432
208964.PA1487	A0A0C7D4T7
208964.PA5188	A0A0C7D6H6
208964.PA4921	A0A0C7D7E0
208964.PA1915	A0A077JWK0
208964.PA5191	A0A077K0E4
208964.PA0294	A0A0C6E8E7
208964.PA0051	A0A0C6EJF7
208964.PA2558	A0A0C6ETC9
208964.PA2242	A0A0C6EUK7
208964.PA4074	A0A0C6EXT0
208964.PA3519	A0A0C6EZT5
208964.PA2885	A0A0C6F1L4
208964.PA3761	A0A0C6F4G1
208964.PA5118	A0A0C6F847
208964.PA2519	A0A0C6F9C0
208964.PA1382	A0A0C6FDF9
208964.PA2119	A0A0C7AIC9
208964.PA0029	A0A0C7ARF2
208964.PA0151	A0A0C7CUP9
208964.PA0030	A0A0C7CXI7
208964.PA3193	A0A0C7D0L8
208964.PA1001	A0A0C7D4H9
208964.PA4925	A0A0C7D6J1
208964.PA2368	A0A0C6EYV7
208964.PA1957	A0A0C6F0F7
208964.PA1631	A0A0C6F1K8
208964.PA2138	A0A0C6F4Z3
208964.PA1228	A0A0C6F7H2
208964.PA3622	A0A0C7AMI3
208964.PA2714	A0A0C7CR05
208964.PA2048	A0A0C7CUF4
208964.PA5498	A0A0C7CVY6
208964.PA2624	A0A0C7CY91
208964.PA4582	A0A0C7CZ86
208964.PA2836	A0A0C7CZX7
208964.PA3658	A0A0C7D236
208964.PA3648	A0A0C7D247
208964.PA0391	A0A0C7D2L6
208964.PA0959	A0A0C7D3I2
208964.PA4886	A0A0C7D5B8
208964.PA5139	A0A0C7D619
208964.PA5052	A0A0C7D620
208964.PA5264	A0A0C7D6E4
208964.PA1181	A0A069Q6A5
208964.PA3865	A0A072ZD90
208964.PA4972	A0A072ZJL0
208964.PA5053	A0A072ZK85
208964.PA1649	A0A072ZTQ4
208964.PA2370	A0A080VGJ7
208964.PA2976	A0A0A8RCZ7
208964.PA3919	A0A0A8RDL5
208964.PA3462	A0A0A8RF13
208964.PA4347	A0A0A8RHQ7
208964.PA5266	A0A0A8RJ21
208964.PA5295	A0A0A8RK26
208964.PA5307	A0A0A8RKC3
208964.PA1515	A0A0A8RPV8
208964.PA2024	A0A0A8RQW3
208964.PA4509	A0A077JR08
208964.PA4204	A0A0A8RD20
208964.PA5516	A0A077K280
208964.PA0065	A0A0C6E7J6
208964.PA3984	A0A0C6EMX7
208964.PA3215	A0A0C6F6F5
208964.PA2874	A0A0C6F7H4
208964.PA2613	A0A0C6F8Y4
208964.PA4357	A0A0C6FGP1
208964.PA3391	A0A0C7CUW8
208964.PA0361	A0A0C7D4J7
208964.PA1020	A0A0C7D5D1
208964.PA5156	A0A0C7D760
208964.PA2745	A0A0C6EFY5
208964.PA1400	A0A0C6EL17
208964.PA4982	A0A0C6ES31
208964.PA3911	A0A0C6ESG9
208964.PA2941	A0A0C6EVX8
208964.PA0954	A0A0C6EZ74
208964.PA4522	A0A0C6F1H2
208964.PA4598	A0A0C6F654
208964.PA5201	A0A0C6FD77
208964.PA2032	A0A0C7CRF5
208964.PA2006	A0A0C7CSC4
208964.PA4651	A0A0C7CSJ0
208964.PA0189	A0A0C7CUA1
208964.PA1810	A0A0C7CV27
208964.PA2047	A0A0C7CV68
208964.PA2361	A0A0C7CVE1
208964.PA4054	A0A0C7CWB2
208964.PA1680	A0A0C7CXE8
208964.PA1602	A0A0C7CXP7
208964.PA0094	A0A0C7CXV7
208964.PA3958	A0A0C7D122
208964.PA3909	A0A0C7D1A6
208964.PA0334	A0A0C7D314
208964.PA0882	A0A0C7D3B5
208964.PA0994	A0A0C7D3K4
208964.PA5062	A0A0C7D5S9
208964.PA1114	A0A069QD31
208964.PA3258	A0A0A8RFU1
208964.PA5006	A0A0A8RI88
208964.PA2616	A0A0A8RPK2
208964.PA2237	A0A0A8RRH8
208964.PA3769	B6CVW8
208964.PA1423	A0A069Q3G8
208964.PA2250	A0A080V8X1
208964.PA5038	A0A080VF79
208964.PA4664	A0A080VIG3
208964.PA3713	A0A080VP43
208964.PA0295	A0A0A8RBP2
208964.PA3335	A0A0A8RBW9
208964.PA2961	A0A0A8RD15
208964.PA2503	A0A0A8RTA7
208964.PA2269	A0A0A8RRZ4
208964.PA3938	A0A0C6EN05
208964.PA2814	A0A0C6F2E4
208964.PA0898	A0A0C6F3N3
208964.PA4363	A0A0C6F525
208964.PA2514	A0A0C6F9C7
208964.PA5548	A0A0C6F9N9
208964.PA1973	A0A0C6FBF0
208964.PA2916	A0A0C7AJD8
208964.PA2792	A0A0C7CTC8
208964.PA2252	A0A0C7CTI1
208964.PA0734	A0A0C7CTS0
208964.PA5425	A0A0C7CUC4
208964.PA0792	A0A0C7CUR7
208964.PA0798	A0A0C7CVM4
208964.PA2651	A0A0C7CYY3
208964.PA1651	A0A0C7CZN1
208964.PA2940	A0A0C7D074
208964.PA5311	A0A072ZIR3
208964.PA4864	A0A080VPG0
208964.PA3828	A0A0A8RDX9
208964.PA3522	A0A0A8RFS8
208964.PA1874	A0A0A8RQC7
208964.PA1194	A0A0A8RJM8
208964.PA3329	A0A077JSW5
208964.PA2927	A0A077JTZ9
208964.PA3648	A0A077JW97
208964.PA0012	A0A072ZGZ4
208964.PA0480	A0A0A8R9V4
208964.PA5455	A0A077K201
208964.PA4016	A0A077JJ03
208964.PA2870	A0A077JRG3
208964.PA4079	A0A077JRG4
208964.PA3089	A0A077JSW7
208964.PA5077	A0A077K5M9
208964.PA1027	A0A0C6EMB8
208964.PA1925	A0A0C6EVV8
208964.PA0418	A0A0C6EW21
208964.PA1107	A0A0C6EYR7
208964.PA0958	A0A0C6EZ68
208964.PA1416	A0A0C6F708
208964.PA1059	A0A0C7ADP5
208964.PA4294	A0A0C7CRB7
208964.PA0781	A0A0C7CTU2
208964.PA2157	A0A0C7CUU5
208964.PA3483	A0A0C7CUX6
208964.PA2374	A0A0C7CW65
208964.PA4517	A0A0C7CY39
208964.PA4507	A0A0C7CY46
208964.PA4559	A0A0C7CYS2
208964.PA3256	A0A0C7D0L5
208964.PA1013	A0A0C7D3C1
208964.PA1245	A0A0C7D3X1
208964.PA4804	A0A0C7D558
208964.PA4779	A0A0C7D5A4
208964.PA4949	A0A0C7D5R5
208964.PA4954	A0A0C7D5S0
208964.PA5382	A0A069Q5H5
208964.PA2517	A0A071L867
208964.PA4596	A0A077SN90
208964.PA3960	A0A080VJ32
208964.PA0924	A0A080VP57
208964.PA0522	A0A080VSC5
208964.PA1358	A0A080VTL1
208964.PA5483	A0A0A8RFU6
208964.PA3339	A0A0A8RFV7
208964.PA4627	A0A0A8RGM8
