10090.ENSMUSP00000018470	Q9CQV8
10090.ENSMUSP00000015596	Q2PGG1
10090.ENSMUSP00000042134	Q80UT3
10090.ENSMUSP00000004055	Q6PAU2
10090.ENSMUSP00000099162	Q5NC03
10090.ENSMUSP00000101104	F8WIF5
10090.ENSMUSP00000002588	Q3TQ81
10090.ENSMUSP00000029694	H3BL15
10090.ENSMUSP00000126980	H3BJW9
10090.ENSMUSP00000091551	H3BL84
10090.ENSMUSP00000134982	H3BJG9
10090.ENSMUSP00000116747	Q9ERP4
10090.ENSMUSP00000075472	W0UVF9
10090.ENSMUSP00000035687	Q0WXH3
10090.ENSMUSP00000028161	Q922R3
10090.ENSMUSP00000027534	Q9Z0T2
10090.ENSMUSP00000041135	D3YZP2
10090.ENSMUSP00000027492	D3Z3A2
10090.ENSMUSP00000081690	Q9D4Y4
10090.ENSMUSP00000045808	A4PBQ8
10090.ENSMUSP00000020463	D3YU17
10090.ENSMUSP00000101236	A4GE58
10090.ENSMUSP00000053465	Q0D2G6
10090.ENSMUSP00000035112	Q6LCF0
10090.ENSMUSP00000127330	Q6ZPF0
10090.ENSMUSP00000020102	D3YTT3
10090.ENSMUSP00000066779	D3YWZ5
10090.ENSMUSP00000116886	Q147Z9
10090.ENSMUSP00000027214	Q6P9Q0
10090.ENSMUSP00000126383	Q6PAJ8
10090.ENSMUSP00000133341	D3YWZ6
10090.ENSMUSP00000056148	Q8C5K2
10090.ENSMUSP00000104964	Q3YAB4
10090.ENSMUSP00000031651	H3BJH6
10090.ENSMUSP00000096968	S4R286
10090.ENSMUSP00000078279	A2ATE5
10090.ENSMUSP00000030490	Q8BQI9
10090.ENSMUSP00000041232	A0A0A6YVX9
10090.ENSMUSP00000111197	Q2YDW6
10090.ENSMUSP00000055122	B6ZHC6
10090.ENSMUSP00000103357	D3YU96
10090.ENSMUSP00000075497	D3YUC5
10090.ENSMUSP00000137025	Q6LDX8
10090.ENSMUSP00000020099	D3Z2T9
10090.ENSMUSP00000096930	D3Z6K8
10090.ENSMUSP00000099387	K3W4P1
10090.ENSMUSP00000023774	D3YXP3
10090.ENSMUSP00000108786	D3YZN2
10090.ENSMUSP00000034375	D3Z4C7
10090.ENSMUSP00000078757	Q3UHE3
10090.ENSMUSP00000080179	D3Z141
10090.ENSMUSP00000114325	G0XYF5
10090.ENSMUSP00000001995	Q2I0J8
10090.ENSMUSP00000070572	H3BJS0
10090.ENSMUSP00000101256	H3BIW6
10090.ENSMUSP00000095228	A1L331
10090.ENSMUSP00000046658	V9GXE4
10090.ENSMUSP00000126405	Q3U181
10090.ENSMUSP00000055122	Q8C928
10090.ENSMUSP00000065571	D3YXC9
10090.ENSMUSP00000069326	D3YYN6
10090.ENSMUSP00000023813	D3Z033
10090.ENSMUSP00000072336	D3Z6H9
10090.ENSMUSP00000042215	Q52KQ7
10090.ENSMUSP00000066228	Q6EWG4
10090.ENSMUSP00000106500	Q6PDM6
10090.ENSMUSP00000060771	Q6PDX1
10090.ENSMUSP00000113395	D3YU02
10090.ENSMUSP00000102770	Q6P9T4
10090.ENSMUSP00000034755	V9GX29
10090.ENSMUSP00000089394	D3YV00
10090.ENSMUSP00000110777	D3Z3U6
10090.ENSMUSP00000114968	D3Z4V1
10090.ENSMUSP00000021527	Q3UKY1
10090.ENSMUSP00000119715	Q6IQZ7
10090.ENSMUSP00000106489	Q6PGM4
10090.ENSMUSP00000034947	Q6ZQM2
10090.ENSMUSP00000028855	Q8R1Y1
10090.ENSMUSP00000129420	F8WIG5
10090.ENSMUSP00000112953	E9QJV4
10090.ENSMUSP00000057197	C9VZF2
10090.ENSMUSP00000079098	D0VYV6
10090.ENSMUSP00000105255	Q6TKP2
10090.ENSMUSP00000055122	Q7TPN6
10090.ENSMUSP00000098303	Q8CHP4
10090.ENSMUSP00000104519	Q8R3U5
10090.ENSMUSP00000130604	S4R1Q8
10090.ENSMUSP00000040488	S4R2N5
10090.ENSMUSP00000097193	A2AVL6
10090.ENSMUSP00000051869	Q9QY67
10090.ENSMUSP00000093124	Q3TXR5
10090.ENSMUSP00000037915	B7ZWJ7
10090.ENSMUSP00000025161	A0A068BIS1
10090.ENSMUSP00000035112	S4R1C3
10090.ENSMUSP00000040488	S4R275
10090.ENSMUSP00000053035	S4R219
10090.ENSMUSP00000048719	Q0VF51
10090.ENSMUSP00000080179	Q99ML7
10090.ENSMUSP00000128621	Q53X20
10090.ENSMUSP00000080716	O88458
10090.ENSMUSP00000023147	Q3KNE0
10090.ENSMUSP00000032399	Q9QWR5
10090.ENSMUSP00000086616	F8WH58
10090.ENSMUSP00000024905	Q3TX60
10090.ENSMUSP00000112736	Q6XBG1
10090.ENSMUSP00000024755	Q9CYD1
10090.ENSMUSP00000135375	H3BIU2
10090.ENSMUSP00000066905	H3BKM3
10090.ENSMUSP00000135159	H3BKQ3
10090.ENSMUSP00000104964	Q3YAB5
10090.ENSMUSP00000047838	A2VCT6
10090.ENSMUSP00000040488	S4R216
10090.ENSMUSP00000021062	Q921Y3
10090.ENSMUSP00000029092	V9GXM1
10090.ENSMUSP00000023655	B2ZCP5
10090.ENSMUSP00000099554	Q9CSK4
10090.ENSMUSP00000066901	Q9EQ82
10090.ENSMUSP00000038379	B0R004
10090.ENSMUSP00000050034	H7BX36
10090.ENSMUSP00000069892	L7N1Y1
10090.ENSMUSP00000097441	Q3MI68
10090.ENSMUSP00000025523	Q3U1Y3
10090.ENSMUSP00000080419	Q3U575
10090.ENSMUSP00000015712	Q3UB98
10090.ENSMUSP00000066325	Q3UEY3
10090.ENSMUSP00000094986	Q3UGI8
10090.ENSMUSP00000025234	Q3USC8
10090.ENSMUSP00000022100	Q3UVW5
10090.ENSMUSP00000029682	E9PWF0
10090.ENSMUSP00000101941	B0QZP6
10090.ENSMUSP00000129220	Q3TRQ0
10090.ENSMUSP00000132673	Q8C0W5
10090.ENSMUSP00000107869	Q9CRQ8
10090.ENSMUSP00000021921	A0A0A6YVW7
10090.ENSMUSP00000022901	D3YXX2
10090.ENSMUSP00000023774	D3Z0R6
10090.ENSMUSP00000025702	D3Z479
10090.ENSMUSP00000096968	K4DI73
10090.ENSMUSP00000119150	Q64454
10090.ENSMUSP00000042207	Q6PHA2
10090.ENSMUSP00000030830	A2A7A7
10090.ENSMUSP00000118333	B1AWT7
10090.ENSMUSP00000027690	Q9JLP2
10090.ENSMUSP00000093293	F8VQ88
10090.ENSMUSP00000026434	B1AZ42
10090.ENSMUSP00000019677	F6Y5U1
10090.ENSMUSP00000108751	A0A0A6YVX6
10090.ENSMUSP00000137594	A0A0A6YW38
10090.ENSMUSP00000029060	A2AQC3
10090.ENSMUSP00000113571	E9QNT8
10090.ENSMUSP00000035214	A0A0A6YVR5
10090.ENSMUSP00000063644	B8YP88
10090.ENSMUSP00000063644	B8YP90
10090.ENSMUSP00000098099	E9Q7N6
10090.ENSMUSP00000063999	E9Q9B7
10090.ENSMUSP00000047244	E9Q9D8
10090.ENSMUSP00000126352	Q3V177
10090.ENSMUSP00000021692	Q3TLF0
10090.ENSMUSP00000034173	Q3UN14
10090.ENSMUSP00000061014	Q3TAF4
10090.ENSMUSP00000060169	Q570Z9
10090.ENSMUSP00000090330	Q80UC9
10090.ENSMUSP00000106963	Q91Z04
10090.ENSMUSP00000107976	A0A087WPB5
10090.ENSMUSP00000066954	A0A087WRG9
10090.ENSMUSP00000067591	Q6DIC8
10090.ENSMUSP00000031058	D3YUY6
10090.ENSMUSP00000111457	D3YZB4
10090.ENSMUSP00000000828	D3Z0H7
10090.ENSMUSP00000045367	D3Z1C6
10090.ENSMUSP00000107803	D3Z1I2
10090.ENSMUSP00000070619	D3Z734
10090.ENSMUSP00000021411	V9GXP4
10090.ENSMUSP00000017692	Q3UX45
10090.ENSMUSP00000097812	Q6ZPU1
10090.ENSMUSP00000088796	Q8K000
10090.ENSMUSP00000047678	Q8K0J8
10090.ENSMUSP00000030747	Q9R0T0
10090.ENSMUSP00000040488	S4R1C8
10090.ENSMUSP00000028726	D6RDT8
10090.ENSMUSP00000022947	Q569V0
10090.ENSMUSP00000009699	D6RHP4
10090.ENSMUSP00000026027	F8VPY2
10090.ENSMUSP00000027287	A0A0A6YXS5
10090.ENSMUSP00000101618	B2KFY2
10090.ENSMUSP00000099487	F6U250
10090.ENSMUSP00000017692	F7B7H9
10090.ENSMUSP00000105676	Q5NBZ7
10090.ENSMUSP00000069350	A2AGR0
10090.ENSMUSP00000095228	F7D4K4
10090.ENSMUSP00000136644	J3QN89
10090.ENSMUSP00000097471	Q9ESG1
10090.ENSMUSP00000124093	E0CY04
10090.ENSMUSP00000095200	F6Q7M1
10090.ENSMUSP00000005256	E9PVF3
10090.ENSMUSP00000047445	E9Q166
10090.ENSMUSP00000017188	Q3U3L3
10090.ENSMUSP00000022104	Q3UZL9
10090.ENSMUSP00000021091	Q3TUH5
10090.ENSMUSP00000075612	A2AK60
10090.ENSMUSP00000074787	Q80VM6
10090.ENSMUSP00000030747	Q9R0S9
10090.ENSMUSP00000109804	A0A0A0MQE5
10090.ENSMUSP00000025358	E9QJR0
10090.ENSMUSP00000065160	H3BIY2
10090.ENSMUSP00000073136	I1E4X1
10090.ENSMUSP00000028652	Q7TMQ0
10090.ENSMUSP00000073855	Q8BPR2
10090.ENSMUSP00000021459	Q91YW0
10090.ENSMUSP00000136447	A0A087WQ41
10090.ENSMUSP00000109201	E0CY45
10090.ENSMUSP00000111055	D3YU67
10090.ENSMUSP00000114053	D3YVU3
10090.ENSMUSP00000106620	D3YZZ3
10090.ENSMUSP00000022688	D3Z354
10090.ENSMUSP00000066015	D3Z557
10090.ENSMUSP00000096547	Q3UI73
10090.ENSMUSP00000109048	Q571M3
10090.ENSMUSP00000074258	E9QK54
10090.ENSMUSP00000103935	H3BIW1
10090.ENSMUSP00000101514	Q9Z278
10090.ENSMUSP00000053307	Q8C677
10090.ENSMUSP00000029699	Q9CTL2
10090.ENSMUSP00000024627	Q9D5K6
10090.ENSMUSP00000051869	Q9QY70
10090.ENSMUSP00000113353	D6RHB9
10090.ENSMUSP00000038924	D6RJ42
10090.ENSMUSP00000035303	A0A0A6YXY1
10090.ENSMUSP00000085775	A2ALL9
10090.ENSMUSP00000033752	F6UKB4
10090.ENSMUSP00000132846	A0A0A6YWE8
10090.ENSMUSP00000001172	A0A0A6YWV1
10090.ENSMUSP00000061900	A0A0A6YXV9
10090.ENSMUSP00000010191	A0A0A6YXZ3
10090.ENSMUSP00000112998	Q8C6G4
10090.ENSMUSP00000036505	E0CXZ3
10090.ENSMUSP00000106353	E9PYT0
10090.ENSMUSP00000003238	Q3U3U9
10090.ENSMUSP00000026220	Q3UWK5
10090.ENSMUSP00000133159	Q3UXJ7
10090.ENSMUSP00000068906	V9GWT0
10090.ENSMUSP00000005016	E9PUL0
10090.ENSMUSP00000036181	E9Q3L1
10090.ENSMUSP00000083559	E9Q4X5
10090.ENSMUSP00000069892	E9Q6J4
10090.ENSMUSP00000051215	Q3TCB2
10090.ENSMUSP00000010804	G5DDB7
10090.ENSMUSP00000080419	F6T3Z0
10090.ENSMUSP00000103825	F6R9F0
10090.ENSMUSP00000105843	L7N248
10090.ENSMUSP00000029053	Q3T9Y9
10090.ENSMUSP00000027009	Q8BSX6
10090.ENSMUSP00000099968	Q9Z107
10090.ENSMUSP00000043545	D3Z4C0
10090.ENSMUSP00000085625	Q0PD32
10090.ENSMUSP00000002855	D3YU99
10090.ENSMUSP00000072336	D3YWB1
10090.ENSMUSP00000105210	D3Z5G7
10090.ENSMUSP00000093485	D3Z5H1
10090.ENSMUSP00000113717	Q6PCW0
10090.ENSMUSP00000137209	J3KMV2
10090.ENSMUSP00000132812	Q8C6U8
10090.ENSMUSP00000060949	Q8K4A4
10090.ENSMUSP00000095929	A0A0B6VN82
10090.ENSMUSP00000081903	Q61057
10090.ENSMUSP00000071393	Q62335
10090.ENSMUSP00000067477	Q8VHL8
10090.ENSMUSP00000027564	D6RHN5
10090.ENSMUSP00000013737	A0A0A6YXD3
10090.ENSMUSP00000099387	A2A4N7
10090.ENSMUSP00000028802	A3KGI5
10090.ENSMUSP00000022947	A0A0A0MQM7
10090.ENSMUSP00000028222	A0A0A6YXF5
10090.ENSMUSP00000099768	A0A0A6YY50
10090.ENSMUSP00000022287	Q8BNY0
10090.ENSMUSP00000028487	A2ARA0
10090.ENSMUSP00000066633	A3KFX6
10090.ENSMUSP00000033752	E9Q151
10090.ENSMUSP00000118452	H7BX15
10090.ENSMUSP00000094986	Q3UI96
10090.ENSMUSP00000024905	Q3ULP3
10090.ENSMUSP00000071325	Q3UZU4
10090.ENSMUSP00000099882	A0A0A6YVT0
10090.ENSMUSP00000025250	A0A0A6YYM5
10090.ENSMUSP00000047838	E9PWX7
10090.ENSMUSP00000023869	E9Q0G1
10090.ENSMUSP00000032661	E9Q5X9
10090.ENSMUSP00000072615	Q3U912
10090.ENSMUSP00000024905	Q3TDW9
10090.ENSMUSP00000040128	A0A0A0MQC6
10090.ENSMUSP00000077389	Q925D0
10090.ENSMUSP00000027517	A0A087WP73
10090.ENSMUSP00000054774	Q8BIU3
10090.ENSMUSP00000071289	Q8BQG3
10090.ENSMUSP00000062864	Q8C5Q7
10090.ENSMUSP00000074681	Q8C7Q6
10090.ENSMUSP00000078814	Q8VGL7
10090.ENSMUSP00000115011	Q9CY49
10090.ENSMUSP00000022793	B8JJ92
10090.ENSMUSP00000072336	D3YU23
10090.ENSMUSP00000019931	D3Z2B1
10090.ENSMUSP00000084577	F8WIJ5
10090.ENSMUSP00000027012	Q6P8H1
10090.ENSMUSP00000075240	E9QJS7
10090.ENSMUSP00000077563	Q32MR7
10090.ENSMUSP00000032457	S4R1N8
10090.ENSMUSP00000135923	K7N5Y9
10090.ENSMUSP00000033776	Q499D4
10090.ENSMUSP00000026414	R4I4W1
10090.ENSMUSP00000030221	Z4YMP4
10090.ENSMUSP00000107047	A0A0A6YVY9
10090.ENSMUSP00000027649	A0A0A6YWQ4
10090.ENSMUSP00000097429	A2AVC4
10090.ENSMUSP00000071983	A0A0A6YW64
10090.ENSMUSP00000097908	A0A0A6YWK2
10090.ENSMUSP00000004133	A0A0A6YWU9
10090.ENSMUSP00000101383	A2A958
10090.ENSMUSP00000028177	A3KGE4
10090.ENSMUSP00000068854	B1ATM2
10090.ENSMUSP00000131676	F7ANJ3
10090.ENSMUSP00000099680	J3QMB8
10090.ENSMUSP00000037210	Q5F258
10090.ENSMUSP00000127615	Q5DTL5
10090.ENSMUSP00000135914	Q5EBG5
10090.ENSMUSP00000100568	Z4YK74
10090.ENSMUSP00000020948	A2AM56
10090.ENSMUSP00000083665	E9PVW2
10090.ENSMUSP00000025379	E9PWE8
10090.ENSMUSP00000075973	E9Q6J6
10090.ENSMUSP00000053023	E9QAK3
10090.ENSMUSP00000101514	G3UZI3
10090.ENSMUSP00000037925	Q3U4J9
10090.ENSMUSP00000093406	Q3UHR2
10090.ENSMUSP00000005064	Q3V2D7
10090.ENSMUSP00000063091	A0A0A6YYQ9
10090.ENSMUSP00000078670	E9PYL9
10090.ENSMUSP00000099716	Q5RJI9
10090.ENSMUSP00000080438	A2A7A4
10090.ENSMUSP00000048469	D6RE43
10090.ENSMUSP00000095875	F6VFS9
10090.ENSMUSP00000040430	A0A0A6YW08
10090.ENSMUSP00000041268	A2AV95
10090.ENSMUSP00000113785	A0A0A6YWD6
10090.ENSMUSP00000035218	A0A0A6YWU4
10090.ENSMUSP00000024238	A0A0A6YX12
10090.ENSMUSP00000059562	A0A0A6YX99
10090.ENSMUSP00000059562	A0A0A6YXR9
10090.ENSMUSP00000132812	J3QPV2
10090.ENSMUSP00000090884	Q5SRI3
10090.ENSMUSP00000039555	Q3UC00
10090.ENSMUSP00000020835	Q3TAP1
10090.ENSMUSP00000042698	Q571J1
10090.ENSMUSP00000120803	A0A0A0MQK4
10090.ENSMUSP00000072336	D3Z593
10090.ENSMUSP00000045196	O35419
10090.ENSMUSP00000004673	Q9CTJ5
10090.ENSMUSP00000067897	B7ZMU5
10090.ENSMUSP00000015796	Q3UNB9
10090.ENSMUSP00000092376	Q3USI1
10090.ENSMUSP00000086565	Q3UX12
10090.ENSMUSP00000129220	E9PWZ6
10090.ENSMUSP00000038351	Q640Q8
10090.ENSMUSP00000001854	Q8C0A7
10090.ENSMUSP00000042215	Q8CA15
10090.ENSMUSP00000106500	D3YUF4
10090.ENSMUSP00000067337	D3Z6Y8
10090.ENSMUSP00000078426	Q0D2G5
10090.ENSMUSP00000099661	B1ASW6
10090.ENSMUSP00000029912	O88601
10090.ENSMUSP00000035687	Q8MHM0
10090.ENSMUSP00000024940	S4R1R4
10090.ENSMUSP00000045808	A4PBQ7
10090.ENSMUSP00000063293	D3Z7R4
10090.ENSMUSP00000093406	Q2VEB3
10090.ENSMUSP00000025523	Q6NXV8
10090.ENSMUSP00000042271	Q6PA03
10090.ENSMUSP00000118179	F8WHL2
10090.ENSMUSP00000097489	Q9Z1U7
10090.ENSMUSP00000061244	A2AE38
10090.ENSMUSP00000049046	D6RFC6
10090.ENSMUSP00000118759	F6VIR4
10090.ENSMUSP00000030739	A2A838
10090.ENSMUSP00000097361	F7BRC1
10090.ENSMUSP00000136710	J3QNE0
10090.ENSMUSP00000082091	A0A0A6YWA1
10090.ENSMUSP00000044815	A0A0A6YX94
10090.ENSMUSP00000029568	A0A0A6YY58
10090.ENSMUSP00000101404	A2A7B7
10090.ENSMUSP00000106150	A2AWR5
10090.ENSMUSP00000022793	B8JJ91
10090.ENSMUSP00000137522	J3QPW8
10090.ENSMUSP00000037884	E9QQ68
10090.ENSMUSP00000097457	Q2HJC3
10090.ENSMUSP00000092487	A2A974
10090.ENSMUSP00000003640	I3PGL7
10090.ENSMUSP00000135159	H3BJ57
10090.ENSMUSP00000114114	Q71S95
10090.ENSMUSP00000083426	Q6P209
10090.ENSMUSP00000051809	Q8CB99
10090.ENSMUSP00000032457	S4R1T0
10090.ENSMUSP00000029912	A2AKJ6
10090.ENSMUSP00000038379	B0R001
10090.ENSMUSP00000078580	Q3U2K4
10090.ENSMUSP00000129163	E9PZB2
10090.ENSMUSP00000045218	Q3TR79
10090.ENSMUSP00000052136	Q3UND9
10090.ENSMUSP00000027049	E9PUJ7
10090.ENSMUSP00000126405	E9PY07
10090.ENSMUSP00000058801	E9Q5G2
10090.ENSMUSP00000081158	E9Q5G8
10090.ENSMUSP00000078490	E9QAZ6
10090.ENSMUSP00000090525	G3UYI8
10090.ENSMUSP00000006629	A0A0A0MQG2
10090.ENSMUSP00000027777	Q3TF18
10090.ENSMUSP00000001460	Q3TRW3
10090.ENSMUSP00000072091	Q7TT13
10090.ENSMUSP00000023813	D3YZS5
10090.ENSMUSP00000038504	D3Z555
10090.ENSMUSP00000113703	D3Z5M7
10090.ENSMUSP00000056655	D3Z5Q2
10090.ENSMUSP00000104067	D3Z722
10090.ENSMUSP00000106128	D3Z7A8
10090.ENSMUSP00000117908	F8WGF9
10090.ENSMUSP00000107237	Q3U6P5
10090.ENSMUSP00000032279	V9GX53
10090.ENSMUSP00000137388	A0A0A6YVU7
10090.ENSMUSP00000006027	Q921E4
10090.ENSMUSP00000029053	Q3UCZ5
10090.ENSMUSP00000035980	Q3UYJ6
10090.ENSMUSP00000027560	G8H734
10090.ENSMUSP00000105743	Q2M4J2
10090.ENSMUSP00000105179	Q91YX7
10090.ENSMUSP00000103227	F8VQ11
10090.ENSMUSP00000070935	A0A0A6YY09
10090.ENSMUSP00000075167	A0A0A6YY65
10090.ENSMUSP00000040647	A2AE98
10090.ENSMUSP00000101461	A2ALS4
10090.ENSMUSP00000116426	F7BXV7
10090.ENSMUSP00000028730	Q8K3C1
10090.ENSMUSP00000067685	Q8C9I3
10090.ENSMUSP00000076130	Q3U0L5
10090.ENSMUSP00000058313	J7H931
10090.ENSMUSP00000053755	Q32MT9
10090.ENSMUSP00000080419	Q571L5
10090.ENSMUSP00000090727	S4R232
10090.ENSMUSP00000105981	S4R2G3
10090.ENSMUSP00000099071	S4R215
10090.ENSMUSP00000026303	A2AFM4
10090.ENSMUSP00000101077	B2RY47
10090.ENSMUSP00000043437	F7DEJ0
10090.ENSMUSP00000071289	Q5SYH9
10090.ENSMUSP00000029367	A0A0A6YVZ5
10090.ENSMUSP00000099757	Q5M9L9
10090.ENSMUSP00000025522	Q7TMR8
10090.ENSMUSP00000106963	Q8C5A0
10090.ENSMUSP00000072336	D3Z6H7
10090.ENSMUSP00000026068	Q8CE01
10090.ENSMUSP00000104037	A0A0A0MQI1
10090.ENSMUSP00000073778	A0A0A6YWY2
10090.ENSMUSP00000101066	A0A0A6YXB5
10090.ENSMUSP00000080058	A0A0A6YXV0
10090.ENSMUSP00000101315	B1AS25
10090.ENSMUSP00000085683	J3QNR6
10090.ENSMUSP00000020484	Q91Y95
10090.ENSMUSP00000099554	A2AKH7
10090.ENSMUSP00000117177	L7N264
10090.ENSMUSP00000073852	Q3UM44
10090.ENSMUSP00000028963	B0R081
10090.ENSMUSP00000022023	E9PVJ9
10090.ENSMUSP00000129089	E9Q0K5
10090.ENSMUSP00000025523	Q3U210
10090.ENSMUSP00000026416	Q3U307
10090.ENSMUSP00000127198	Q3U4D1
10090.ENSMUSP00000117326	Q3UTL9
10090.ENSMUSP00000093485	E9PWG9
10090.ENSMUSP00000124093	E9PXY8
10090.ENSMUSP00000124362	E9PYI4
10090.ENSMUSP00000049393	E9PYP2
10090.ENSMUSP00000127981	E9PZA6
10090.ENSMUSP00000052340	E9Q622
10090.ENSMUSP00000132165	E9Q6Y1
10090.ENSMUSP00000072218	E9Q7W7
10090.ENSMUSP00000003152	Q3V4A1
10090.ENSMUSP00000033741	Q7TMW3
10090.ENSMUSP00000035400	Q8BVQ3
10090.ENSMUSP00000029257	Q8R0F1
10090.ENSMUSP00000027174	A0A087WNW0
10090.ENSMUSP00000027111	A0A087WQ77
10090.ENSMUSP00000027337	A0A087WRT5
10090.ENSMUSP00000029711	Q8C4P9
10090.ENSMUSP00000092703	Q8C5V7
10090.ENSMUSP00000037915	Q8CBI8
10090.ENSMUSP00000065275	Q8CE04
10090.ENSMUSP00000102624	D3Z2S2
10090.ENSMUSP00000030581	Q6P078
10090.ENSMUSP00000119557	Q78PA5
10090.ENSMUSP00000081690	Q6XBG3
10090.ENSMUSP00000066857	Q6ZQ39
10090.ENSMUSP00000050357	A0PJT6
10090.ENSMUSP00000102770	Q80TW3
10090.ENSMUSP00000128358	F8VQ90
10090.ENSMUSP00000029092	Q05BC5
10090.ENSMUSP00000025979	Q3UZ27
10090.ENSMUSP00000024905	Q3UZV5
10090.ENSMUSP00000127187	E9Q4E4
10090.ENSMUSP00000125656	E9Q7N5
10090.ENSMUSP00000020991	G3UX07
10090.ENSMUSP00000099947	G3UXA6
10090.ENSMUSP00000131306	Q3TW38
10090.ENSMUSP00000000129	Q3TZJ5
10090.ENSMUSP00000046101	Q3UBL9
10090.ENSMUSP00000097108	Q3UTV4
10090.ENSMUSP00000020991	Q3UWR0
10090.ENSMUSP00000103791	Q3V165
10090.ENSMUSP00000066743	A0A087WSP5
10090.ENSMUSP00000105234	Q8CF69
10090.ENSMUSP00000015596	F1ABS0
10090.ENSMUSP00000124369	E0CX73
10090.ENSMUSP00000030110	Q5SRN8
10090.ENSMUSP00000108099	J7H264
10090.ENSMUSP00000135184	H3BJZ2
10090.ENSMUSP00000008350	H3BLF1
10090.ENSMUSP00000092376	A0A0A6YWD5
10090.ENSMUSP00000035237	A0A0A6YWM7
10090.ENSMUSP00000136909	J3QNQ5
10090.ENSMUSP00000026743	A0A0A6YWX6
10090.ENSMUSP00000027251	A0A0A6YX77
10090.ENSMUSP00000043462	A0A0A6YY11
10090.ENSMUSP00000060227	A2A6Q3
10090.ENSMUSP00000073224	A2AGW7
10090.ENSMUSP00000128645	A2CG35
10090.ENSMUSP00000046388	B7ZC24
10090.ENSMUSP00000001854	F6U9B9
10090.ENSMUSP00000043526	F7AD18
10090.ENSMUSP00000080038	J3QQ18
10090.ENSMUSP00000096547	Q3URH5
10090.ENSMUSP00000038430	E9QNG6
10090.ENSMUSP00000084577	E9QQ38
10090.ENSMUSP00000002044	Q5DTS0
10090.ENSMUSP00000073852	Q5M9K2
10090.ENSMUSP00000052177	Q8BWS3
10090.ENSMUSP00000116519	Q921M0
10090.ENSMUSP00000069350	A2AGQ6
10090.ENSMUSP00000056715	E9QM77
10090.ENSMUSP00000087810	E9QPD0
10090.ENSMUSP00000025218	Q3TL10
10090.ENSMUSP00000019378	Q8R407
10090.ENSMUSP00000081611	Q8BKT0
10090.ENSMUSP00000073626	Q9D836
10090.ENSMUSP00000128620	A0A0A0MQF4
10090.ENSMUSP00000030971	Q8BMW6
10090.ENSMUSP00000030691	Q8CHE8
10090.ENSMUSP00000096547	Q8BQ54
10090.ENSMUSP00000045216	Q8C2E6
10090.ENSMUSP00000119041	D3Z325
10090.ENSMUSP00000136453	Q5SPX8
10090.ENSMUSP00000127247	K7N6V7
10090.ENSMUSP00000028465	A2AW04
10090.ENSMUSP00000099848	D6RHL0
10090.ENSMUSP00000091779	F8VQM2
10090.ENSMUSP00000069318	Q642I5
10090.ENSMUSP00000103019	Q69ZR1
10090.ENSMUSP00000110955	G3UYG5
10090.ENSMUSP00000077067	Q3TYX0
10090.ENSMUSP00000096677	Q3U5C3
10090.ENSMUSP00000076575	Q3UBC6
10090.ENSMUSP00000018429	Q3UNY4
10090.ENSMUSP00000116426	Q3UQC2
10090.ENSMUSP00000017188	E9Q4R2
10090.ENSMUSP00000108261	E9Q7X9
10090.ENSMUSP00000007250	G3UZB5
10090.ENSMUSP00000082220	Q3TVY6
10090.ENSMUSP00000077099	Q3T9E0
10090.ENSMUSP00000046956	Q3TQF4
10090.ENSMUSP00000105313	Q3TS77
10090.ENSMUSP00000047912	Q9CPZ7
10090.ENSMUSP00000125303	M1H0B0
10090.ENSMUSP00000136495	A0A087WP11
10090.ENSMUSP00000005891	A0A0B6VSQ8
10090.ENSMUSP00000032998	D3YV43
10090.ENSMUSP00000106621	D3YZZ2
10090.ENSMUSP00000052103	D3Z490
10090.ENSMUSP00000110610	D3Z536
10090.ENSMUSP00000097468	A2AK61
10090.ENSMUSP00000103357	D3Z5C3
10090.ENSMUSP00000033752	Q684J3
10090.ENSMUSP00000088196	Q6P1H9
10090.ENSMUSP00000099559	Q6ZQ51
10090.ENSMUSP00000101618	Q8C6D8
10090.ENSMUSP00000080164	H3BKC4
10090.ENSMUSP00000108261	F8VPT6
10090.ENSMUSP00000030939	A2A9P0
10090.ENSMUSP00000019677	F7B478
10090.ENSMUSP00000136757	J3QNH8
10090.ENSMUSP00000104136	F7CEQ5
10090.ENSMUSP00000047881	E9QMR2
10090.ENSMUSP00000116040	F6RS26
10090.ENSMUSP00000006104	U3LZP7
10090.ENSMUSP00000081494	Q9Z1U6
10090.ENSMUSP00000033992	Q3UB84
10090.ENSMUSP00000045285	Q6PHB8
10090.ENSMUSP00000072334	Q571D6
10090.ENSMUSP00000018212	A0A0A0MQG3
10090.ENSMUSP00000078814	Q7TS51
10090.ENSMUSP00000087587	Q8BMN7
10090.ENSMUSP00000019378	Q8C0U7
10090.ENSMUSP00000063817	A0A087WNX7
10090.ENSMUSP00000031422	D3YU58
10090.ENSMUSP00000070588	D3YUS4
10090.ENSMUSP00000112432	D3YYS0
10090.ENSMUSP00000023813	D3Z282
10090.ENSMUSP00000125729	F8WGH6
10090.ENSMUSP00000128260	Q3TY79
10090.ENSMUSP00000032667	Q6PJ50
10090.ENSMUSP00000082816	A0A068EW80
10090.ENSMUSP00000022915	Q8K0X3
10090.ENSMUSP00000079060	F8VQ84
10090.ENSMUSP00000049963	Q8K116
10090.ENSMUSP00000053326	Q3UH89
10090.ENSMUSP00000036936	Q3UXG5
