3702.AT1G22300.1	P48347
3702.AT1G36320.1	Q9C8X8
3702.AT1G76520.1	Q9C9K5
3702.AT5G44270.1	Q9FKW1
3702.AT3G25790.1	Q9LS00
3702.AT3G23320.1	Q9LW65
3702.AT3G13065.1	B5X568
3702.AT1G11362.1	Q1G3V3
3702.AT3G61700.2	Q56XY3
3702.AT3G27610.2	Q84Q59
3702.AT4G15260.1	Q8GYB0
3702.AT5G39210.1	Q9FL87
3702.AT5G10910.1	Q9LEU9
3702.AT3G12700.1	Q9LTW4
3702.AT3G60650.1	Q9LZZ8
3702.AT3G55670.1	Q9M055
3702.AT2G10950.1	Q9SKH9
3702.AT3G46630.1	Q9SNB5
3702.AT3G46780.1	Q9STF2
3702.AT4G32180.1	F4JTJ6
3702.AT4G39790.1	O65666
3702.AT4G10130.1	O82623
3702.AT4G28460.1	Q1PE40
3702.AT5G45520.1	Q9FHI4
3702.AT3G61250.1	Q9M2D9
3702.AT3G04500.1	Q9M837
3702.AT5G38830.1	B3LFA4
3702.AT5G27860.1	F4K5Q4
3702.AT2G44500.1	O64884
3702.AT3G49840.1	Q0WVK0
3702.AT2G01340.1	Q52K81
3702.AT5G66240.2	Q8RXD8
3702.AT5G43580.1	Q9FIY2
3702.AT5G06330.1	Q9FNH5
3702.AT3G59680.2	Q9M1A0
3702.AT1G53800.2	B9DHC9
3702.AT5G65790.1	O49538
3702.AT4G33945.1	O81762
3702.AT4G31420.2	Q8H1G5
3702.AT5G11580.1	Q93Z10
3702.AT1G63670.1	Q9CAD2
3702.AT5G47870.1	Q9FIJ4
3702.AT1G49740.1	Q9FXA0
3702.AT3G09050.1	Q9SS82
3702.AT4G23670.1	Q9SUR0
3702.AT4G20840.1	Q9SVG3
3702.AT5G53390.1	Q5KS41
3702.AT1G63200.1	Q9CAM3
3702.AT5G04860.1	Q9FMC4
3702.AT2G03580.1	Q9ZPR8
3702.AT4G02910.1	Q9ZT89
3702.AT4G18650.1	Q84JC2
3702.AT5G47455.4	Q8GYB2
3702.AT1G31160.1	Q8GYJ9
3702.AT2G37975.1	Q8LG42
3702.AT1G44160.1	Q9C6Y6
3702.AT1G51640.1	Q9C8H6
3702.AT5G41650.1	Q9FFR5
3702.AT5G09340.1	Q9FY81
3702.AT1G28375.1	Q9SGN5
3702.AT2G32300.1	O82081
3702.AT3G05741.1	Q2V3Y1
3702.AT3G01800.1	Q6NQM0
3702.AT2G43660.2	Q84JP2
3702.AT5G21110.1	Q84VP6
3702.AT1G29770.1	Q9FXF4
3702.AT3G12890.1	Q9LDL9
3702.AT3G09550.1	Q9SF48
3702.AT4G21700.1	Q9SVS7
3702.AT1G23790.1	Q9ZUB7
3702.AT4G21950.1	O49718
3702.AT2G38450.1	O80906
3702.AT4G33730.1	O81889
3702.AT3G30430.1	Q058G7
3702.AT2G22720.2	Q0WW54
3702.AT2G37195.1	Q52K99
3702.AT1G53100.1	Q6DBE8
3702.AT3G63088.1	Q6IM87
3702.AT1G17950.1	Q6R0C4
3702.AT3G27520.1	Q8LF87
3702.AT1G01230.1	Q9C5I0
3702.AT5G13070.1	Q9FYA3
3702.AT3G30380.1	Q9LI62
3702.AT5G12950.1	Q9LXU4
3702.AT5G01740.1	Q9LZX2
3702.AT3G50930.1	Q9SVK6
3702.AT5G54840.1	A2RVU6
3702.AT2G47350.1	O22909
3702.AT4G39830.1	O65670
3702.AT3G55515.1	Q6IM93
3702.AT4G14620.1	Q8L7H9
3702.AT2G29210.1	Q8L7W3
3702.AT5G26110.1	Q94K14
3702.AT5G16460.1	Q9FFD9
3702.AT5G36110.1	Q9LVY7
3702.AT3G60420.2	Q9M217
3702.AT1G03930.1	Q9ZWB3
3702.AT3G44940.1	Q84JJ0
3702.AT3G16660.1	Q8GYY6
3702.AT5G63290.1	Q9FMJ4
3702.AT3G54060.1	Q9M397
3702.AT1G78720.1	Q9ZV90
3702.AT1G22890.1	A0JQ18
3702.AT1G73470.3	B2GVN0
3702.AT2G15660.1	Q6DR69
3702.AT1G20065.2	Q8GW94
3702.AT1G15350.1	Q8L920
3702.AT4G00500.1	Q8W495
3702.AT5G35480.1	Q9FJB1
3702.AT3G24040.1	Q9LIQ3
3702.AT3G52790.1	Q9LXI6
3702.AT3G60520.1	Q9M207
3702.AT2G13510.1	Q9SIU3
3702.AT4G21780.1	Q9SVR9
3702.AT2G48090.1	Q9ZU80
3702.AT1G52565.1	A0JPU2
3702.AT4G34690.1	O65691
3702.AT4G23050.2	O82754
3702.AT1G10657.1	Q0WR17
3702.AT3G14880.1	Q4PSP3
3702.AT4G22860.1	Q4V3C5
3702.AT2G30480.3	Q5BPS4
3702.AT4G21460.1	Q683K3
3702.AT4G39870.1	Q8GUN9
3702.AT1G34440.1	Q9C8P1
3702.AT1G74450.1	Q9CA69
3702.AT5G06790.1	Q9FG28
3702.AT4G25020.1	Q9SW24
3702.AT4G36790.1	O23203
3702.AT4G13690.1	Q1PE84
3702.AT1G36020.1	Q9C8V9
3702.AT5G57500.1	Q9FKM1
3702.AT1G32190.1	Q9FVR4
3702.AT1G67350.1	Q9FYF8
3702.AT1G28240.1	Q9FZ97
3702.AT1G15870.1	Q9LMP8
3702.AT2G24880.1	Q9SK44
3702.AT4G01960.1	Q9SYJ3
3702.AT3G62840.1	O22247
3702.AT4G23450.2	O81741
3702.AT3G02510.1	Q0WSJ9
3702.AT3G16760.1	Q6NMH5
3702.AT4G27320.1	Q8L4N1
3702.AT2G25650.1	Q8VYD2
3702.AT1G31380.1	Q9C871
3702.AT3G26934.1	Q9LJF6
3702.AT1G06540.1	Q9SHJ7
3702.AT3G52110.1	Q9SUZ4
3702.AT4G37780.1	Q9T066
3702.AT4G16680.1	O23511
3702.AT2G19146.1	Q1G3C3
3702.AT4G28840.1	Q6IDB0
3702.AT4G23420.3	Q8H1Q6
3702.AT3G01060.1	Q8RWI4
3702.AT1G26180.1	Q8VYA7
3702.AT1G26240.1	Q9C668
3702.AT1G52810.1	Q9C937
3702.AT3G10570.1	Q9SQY7
3702.AT1G60590.1	O22699
3702.AT2G23970.1	O82225
3702.AT5G22850.1	Q0WRU5
3702.AT4G27620.1	Q56Y15
3702.AT4G08940.1	Q6NQB8
3702.AT3G61770.1	Q8RXV2
3702.AT2G41050.1	Q8RXY4
3702.AT1G52670.1	Q8VZ68
3702.AT5G56480.1	Q9FM83
3702.AT5G06470.1	Q9FNG2
3702.AT4G07940.1	Q9ZQC1
3702.AT5G20220.1	F4K466
3702.AT4G36105.2	O65647
3702.AT3G22260.2	Q0V869
3702.AT3G25577.1	Q1G3A6
3702.AT2G38430.1	Q58FY7
3702.AT4G38225.3	Q8LAA8
3702.AT1G10190.1	Q8VYE1
3702.AT5G54550.1	Q9FIU9
3702.AT5G49260.1	Q9FJ14
3702.AT1G07210.1	Q9LML3
3702.AT5G07250.1	Q9LYP1
3702.AT3G49990.1	Q9SN19
3702.AT4G20330.1	Q9SUP3
3702.AT4G02570.1	A5YXU7
3702.AT1G71760.2	Q5BPV4
3702.AT5G02320.1	Q6R032
3702.AT5G51740.1	Q8GXE5
3702.AT5G17660.1	Q8L8R4
3702.AT3G10572.1	Q8W4B2
3702.AT5G03560.2	Q94F48
3702.AT3G28510.1	Q9LH84
3702.AT5G48370.1	Q9LK77
3702.AT3G45230.1	Q9M1T6
3702.AT3G60460.1	Q9M213
3702.AT1G14310.1	Q9M9T1
3702.AT3G06340.1	Q9SQT7
3702.AT4G26210.1	Q9STR3
3702.AT1G01490.1	O03982
3702.AT5G24105.1	Q8L9T8
3702.AT2G05440.2	Q8S8J7
3702.AT5G62070.1	Q9FIT1
3702.AT3G21570.1	Q9LVE9
3702.AT5G58250.1	Q9LVM3
3702.AT2G39080.1	Q8VZB1
3702.AT1G71910.1	Q9C8X0
3702.AT3G16490.1	Q9LK76
3702.AT3G54800.1	B9DGX7
3702.AT3G19370.1	F4JB65
3702.AT2G03130.1	O81061
3702.AT4G16165.1	Q6AWW2
3702.AT1G16790.1	Q6NQG3
3702.AT5G28442.1	Q7Y205
3702.AT2G34530.1	Q84X05
3702.AT4G39390.1	Q8RWW7
3702.AT5G27730.1	Q94CC1
3702.AT5G22990.1	Q9FFA9
3702.AT5G55450.1	Q9FJ65
3702.AT1G34070.1	Q9FX16
3702.AT5G60250.1	Q9LSS2
3702.AT2G28540.2	Q9SK05
3702.AT4G13060.1	Q9SV63
3702.AT2G45530.1	O64633
3702.AT2G44330.1	O64867
3702.AT1G70950.1	Q67Y69
3702.AT5G58370.2	Q94C58
3702.AT3G17900.1	Q9ASZ4
3702.AT1G67880.1	Q9C9V4
3702.AT1G21326.1	Q9LMP5
3702.AT1G19370.1	Q9LN61
3702.AT3G11180.2	Q9SRM3
3702.AT1G67150.2	Q9ZW92
3702.AT2G33990.1	Q0WNP8
3702.AT1G29465.1	Q0WQY3
3702.AT3G55510.1	Q0WVH0
3702.AT2G37678.1	Q8S4Q6
3702.AT3G66656.1	Q9C836
3702.AT5G24480.1	Q9FGE2
3702.AT5G62460.1	Q9FJJ6
3702.AT1G32280.1	Q9LQN1
3702.AT3G11920.1	Q9SF07
3702.AT1G51990.1	Q9ZU24
3702.AT2G48070.3	Q9ZU82
3702.AT4G37180.2	O23168
3702.AT4G16860.1	O23528
3702.AT4G21580.1	O65423
3702.AT5G54095.1	Q681J0
3702.AT3G07500.1	Q84JA7
3702.AT2G34380.1	Q8L615
3702.AT5G18970.1	Q8LG79
3702.AT4G38660.1	Q8VYN5
3702.AT5G41350.1	Q94AB7
3702.AT5G47920.1	Q9FII9
3702.AT5G57130.1	Q9LU73
3702.AT2G10560.1	Q9SI86
3702.AT3G46570.1	Q9SNC1
3702.AT3G22190.1	F4J061
3702.AT3G56020.1	Q682R5
3702.AT3G06710.1	Q6E260
3702.AT5G24170.1	Q6GKX4
3702.AT1G09645.1	Q6GKX8
3702.AT3G03270.1	Q8LFK2
3702.AT1G69060.1	Q8RWZ0
3702.AT2G27775.2	Q8S8L6
3702.AT5G24314.2	Q8VZV9
3702.AT5G37430.1	Q9FG45
3702.AT5G41950.1	Q9FHY8
3702.AT5G39471.1	Q9FLZ0
3702.AT3G15550.1	Q9LRP9
3702.AT4G05030.1	Q9S9T4
3702.AT1G62520.1	Q9SXE5
3702.AT2G24420.1	Q9ZQ26
3702.AT2G27740.1	Q9ZUX5
3702.AT2G21270.3	A8MQW3
3702.AT1G36150.1	Q2PE60
3702.AT5G60350.1	Q5XUY1
3702.AT5G46340.1	Q8L7C8
3702.AT1G03610.1	Q8LF98
3702.AT2G27285.1	Q8S8I5
3702.AT2G40630.1	Q94EI6
3702.AT1G26250.1	Q9C669
3702.AT1G72290.1	Q9C7S6
3702.AT5G54990.1	Q9FFT1
3702.AT1G67050.1	Q9FZH6
3702.AT5G62380.1	Q9LVA1
3702.AT3G26770.1	Q9LW34
3702.AT5G08060.1	Q9SD78
3702.AT4G26990.1	Q9SZ38
3702.AT5G28400.1	Q56YM5
3702.AT5G66110.1	Q67ZW1
3702.AT4G26410.1	Q84K90
3702.AT5G65540.1	Q8GXR1
3702.AT5G20130.1	Q8LAF9
3702.AT3G53320.1	Q9LFI5
3702.AT1G07200.2	Q9LML2
3702.AT1G20530.1	Q9LMW0
3702.AT5G52690.1	Q9LTE8
3702.AT2G05270.1	Q9SJ34
3702.AT2G39630.1	Q9SLN0
3702.AT4G02160.1	Q9ZU01
3702.AT1G19540.1	Q29PX7
3702.AT3G10930.1	Q84TK4
3702.AT1G19020.1	Q8VYY6
3702.AT1G31370.1	Q9C872
3702.AT5G23800.1	Q9FFA0
3702.AT5G47950.1	Q9FGV4
3702.AT5G22680.1	Q9FNJ3
3702.AT5G52160.1	Q9LTK4
3702.AT5G50740.3	Q9LUE8
3702.AT3G62240.1	Q9M1Q0
3702.AT1G32810.2	Q9MAQ7
3702.AT1G70550.1	Q9S7X2
3702.AT2G15220.1	Q9SKL6
3702.AT3G03500.1	Q9SRQ4
3702.AT4G02940.1	Q9ZT92
3702.AT3G13950.1	B9DG91
3702.AT4G00830.1	O23093
3702.AT4G36370.1	O65521
3702.AT3G48200.1	Q0WV86
3702.AT5G66052.1	Q8GW83
3702.AT1G48440.1	Q8LDS7
3702.AT1G73260.1	Q8RXD5
3702.AT3G44150.1	Q8VZ18
3702.AT1G55500.2	Q94A30
3702.AT4G36195.1	Q94CC6
3702.AT1G48010.1	Q9C7Z2
3702.AT5G05500.1	Q9FFG5
3702.AT5G44310.2	Q9FKV7
3702.AT5G43480.1	Q9LSW4
3702.AT3G19420.1	Q9LT75
3702.AT3G60690.1	Q9LZZ4
3702.AT3G61370.1	Q9M2C7
3702.AT3G20600.1	B2BDG5
3702.AT2G35660.1	F4IKT4
3702.AT5G44720.1	O48588
3702.AT1G70270.1	O64610
3702.AT4G36170.1	O65509
3702.AT4G10800.1	O81632
3702.AT1G10588.1	Q1G2Y4
3702.AT4G35320.1	Q9ASZ6
3702.AT1G70620.3	Q9CAB4
3702.AT5G54540.1	Q9FIV0
3702.AT5G66090.1	Q9FKX3
3702.AT1G28140.1	Q9FZ88
3702.AT3G12410.1	Q9LHG7
3702.AT5G62400.1	Q9LV99
3702.AT3G46190.1	Q9LX76
3702.AT3G06890.1	Q9M910
3702.AT1G14330.1	Q9M9S9
3702.AT2G21250.1	Q9SJV2
3702.AT3G48710.1	Q9SMM8
3702.AT4G39900.1	Q9SMR3
3702.AT1G15140.1	F4HXZ3
3702.AT4G22960.1	O82744
3702.AT1G09850.1	Q0WVJ5
3702.AT1G47497.1	Q1G3E3
3702.AT1G72416.3	Q1G3W9
3702.AT2G07669.1	Q2V492
3702.AT1G62120.1	Q6DBE5
3702.AT3G04420.1	Q8W4R4
3702.AT5G46130.1	Q9FNK9
3702.AT1G01110.2	Q9MAM4
3702.AT4G03620.1	Q9SY40
3702.AT3G09032.1	Q6ID69
3702.AT4G12870.1	Q8VY56
3702.AT5G08750.3	Q9C5A2
3702.AT5G66780.1	Q9FL02
3702.AT3G12570.1	Q9LHA9
3702.AT1G03440.1	Q9LR79
3702.AT5G59460.1	Q9LTI4
3702.AT3G60590.3	Q9M201
3702.AT3G07090.1	Q9SFT9
3702.AT3G47510.1	Q9SN87
3702.AT3G51980.1	Q9SV06
3702.AT2G06020.1	Q9ZPZ8
3702.AT2G33090.1	O49324
3702.AT2G25800.1	Q0WQB7
3702.AT1G74530.3	Q5M758
3702.AT5G36120.1	Q8RWM7
3702.AT1G70280.2	Q8W4B0
3702.AT4G19390.1	Q94JM4
3702.AT5G10190.1	Q9C5L6
3702.AT5G05060.1	Q9FF68
3702.AT3G15040.1	Q9LKA1
3702.AT3G18760.1	Q9LSA1
3702.AT1G56020.1	Q9SGT0
3702.AT2G42770.1	Q9SJH9
3702.AT4G12930.1	Q9SV76
3702.AT1G15230.1	Q9XI45
3702.AT4G16460.1	O23490
3702.AT2G19270.1	O64560
3702.AT4G20190.1	O65433
3702.AT2G07760.1	O80793
3702.AT5G19875.1	Q8L9M7
3702.AT1G19330.3	Q8LA64
3702.AT1G08040.1	Q93ZR2
3702.AT1G35290.1	Q9C7I5
3702.AT1G52910.1	Q9C930
3702.AT5G17190.1	Q9FFJ0
3702.AT5G11090.1	Q9FY56
3702.AT5G09380.1	Q9FY77
3702.AT3G17800.2	Q9LVJ0
3702.AT1G71740.1	Q9M9H2
3702.AT4G13540.1	Q9T0H4
3702.AT1G08720.1	B2BDA6
3702.AT1G27240.1	O04571
3702.AT2G33360.1	O22787
3702.AT4G18850.1	O49400
3702.AT5G51860.1	Q1PDK7
3702.AT1G62780.1	Q8VY70
3702.AT1G68320.1	Q9C9G7
3702.AT1G18060.1	Q9LM40
3702.AT5G52270.1	Q9LTJ4
3702.AT3G63090.1	Q9LYB3
3702.AT3G62320.1	Q9LZQ8
3702.AT3G02640.1	Q9M878
3702.AT2G25560.1	Q9SLA7
3702.AT1G58330.1	Q9SLV1
3702.AT5G54230.1	Q9SPG6
3702.AT3G09080.1	Q9SS79
3702.AT1G15350.1	Q9XI35
3702.AT1G22730.1	O80548
3702.AT1G51913.1	Q1G3Z2
3702.AT3G27906.1	Q56YY9
3702.AT2G17070.1	Q5BPT6
3702.AT2G40095.1	Q8GZ10
3702.AT4G34265.1	Q8LC44
3702.AT5G17120.1	Q9LFJ1
3702.AT3G17460.1	Q9LRN9
3702.AT1G18850.1	Q9M9V4
3702.AT2G25230.1	Q9S754
3702.AT2G40310.1	Q9S761
3702.AT3G08010.1	Q9SFB3
3702.AT4G39930.1	Q9SMR1
3702.AT4G35060.1	O49613
3702.AT4G20170.1	O65431
3702.AT5G26070.1	Q4PSE5
3702.AT4G39960.1	Q940V1
3702.AT5G64780.1	Q9FGF5
3702.AT1G54890.1	Q9FZ41
3702.AT3G58770.1	Q9LXS4
3702.AT4G19200.1	Q9M0L8
3702.AT3G05900.1	Q9SFF5
3702.AT3G50340.1	Q9SND3
3702.AT4G12870.1	Q9STZ9
3702.AT4G23860.1	Q9T0A1
3702.AT4G07820.1	Q9ZPG2
3702.AT4G32030.1	O49388
3702.AT2G23910.1	O82219
3702.AT2G29050.1	Q0WQX7
3702.AT5G40460.1	Q29Q81
3702.AT2G07795.1	Q2V491
3702.AT2G14247.1	Q8GWC0
3702.AT2G31945.1	Q8RU85
3702.AT5G20140.2	Q8VZ90
3702.AT5G65230.1	Q9FJP2
3702.AT5G55670.1	Q9FM71
3702.AT3G62110.1	Q9FPJ2
3702.AT3G45730.1	Q9M170
3702.AT4G12520.1	Q9S7U3
3702.AT4G30050.1	Q9SZV8
3702.AT1G62070.1	O04574
3702.AT2G23670.1	O64835
3702.AT2G38350.1	O80916
3702.AT2G25910.2	O82306
3702.AT2G39435.1	Q0WT61
3702.AT3G26700.1	Q38963
3702.AT5G43720.1	Q681L1
3702.AT3G56260.2	Q6NLT4
3702.AT5G42220.1	Q8L745
3702.AT3G48450.1	Q8LCF4
3702.AT1G65450.1	Q8LDZ6
3702.AT5G10770.1	Q8S9J6
3702.AT1G01080.2	Q8W592
3702.AT5G44530.1	Q9FI12
3702.AT1G26580.1	Q9FZE2
3702.AT3G27415.1	Q9LTY8
3702.AT4G01590.1	Q9M123
3702.AT4G18335.1	Q1PE71
3702.AT3G22510.1	Q6AWV8
3702.AT1G78260.1	Q8LF90
3702.AT4G32350.1	Q8RXT2
3702.AT4G20040.1	Q944M6
3702.AT5G52810.1	Q9FLY0
3702.AT5G64190.1	Q9FMG5
3702.AT5G10970.1	Q9LEU3
3702.AT1G17100.1	Q9SHG8
3702.AT4G29490.1	Q9SU95
3702.AT4G28930.1	Q9SV53
3702.AT2G37025.1	F4IPY7
3702.AT4G00800.1	O23096
3702.AT4G21323.1	O81899
3702.AT5G63050.1	Q6NM17
3702.AT1G33810.1	Q8L9M8
3702.AT1G25682.1	Q9C609
3702.AT5G05650.1	Q9FFK9
3702.AT5G09320.1	Q9FY83
3702.AT3G22560.1	Q9LJ90
3702.AT4G05400.1	Q9M0V5
3702.AT3G28940.1	Q9MBH2
3702.AT4G18680.1	Q9SN45
3702.AT3G52500.1	Q9SVD1
3702.AT2G18210.1	Q9ZPV4
3702.AT4G24460.1	A1L4X0
3702.AT5G64130.3	A8MS32
3702.AT1G23390.1	C4PVQ8
3702.AT2G42190.1	O48526
3702.AT1G09157.1	O80493
3702.AT3G14340.1	Q3EB64
3702.AT2G34355.1	Q501E0
3702.AT4G15520.1	Q8GYT1
3702.AT1G73470.3	Q8LAD8
3702.AT5G35470.1	Q9FJB3
3702.AT3G14920.1	Q9LKB2
3702.AT1G20575.1	Q9LM93
3702.AT5G02710.1	Q9LZ14
3702.AT4G19950.1	O49422
3702.AT4G31320.1	O49581
3702.AT4G35750.1	O81806
3702.AT2G41910.1	P93754
3702.AT1G48740.2	Q0WLF0
3702.AT1G32560.1	Q39138
3702.AT5G11780.1	Q56Y63
3702.AT1G31250.1	Q58CN2
3702.AT4G14740.1	Q8VY20
3702.AT1G75390.1	Q9FWS7
3702.AT3G43850.1	Q9LZG3
3702.AT3G42800.1	Q9M2B3
3702.AT2G05600.1	Q9SL07
3702.AT2G17960.1	Q9SL50
3702.AT1G15125.1	Q9XI57
3702.AT2G02450.2	Q9ZVP8
3702.AT1G21160.1	C0SUW8
3702.AT4G27330.1	O81836
3702.AT5G04370.2	Q0WL44
3702.AT3G19895.1	Q8GWB1
3702.AT5G22180.1	Q9C570
3702.AT3G11370.1	Q9CAY7
3702.AT5G51650.1	Q9FHL9
3702.AT5G24660.1	Q9FIR9
3702.AT1G49560.1	Q9FX84
3702.AT3G24310.1	Q9LK14
3702.AT3G14040.1	Q9LVJ4
3702.AT3G15630.1	Q9LW16
3702.AT5G02640.1	Q9LZ38
3702.AT1G05577.1	Q9SYJ8
3702.AT4G30150.1	Q9SZW8
3702.AT5G20340.1	O49353
3702.AT4G17840.1	Q0WMZ7
3702.AT5G17100.1	Q58FU2
3702.AT4G19950.1	Q6DBH7
3702.AT1G21010.1	Q7XJ58
3702.AT4G17483.1	Q8L7H5
3702.AT1G17820.1	Q8L7M7
3702.AT4G19985.1	Q940H2
3702.AT2G40130.2	Q940S4
3702.AT1G46696.1	Q9C631
3702.AT1G30370.1	Q9C8G6
3702.AT1G79970.1	Q9CA98
3702.AT3G11590.1	Q9CAW9
3702.AT5G05600.1	Q9FFF6
3702.AT5G55310.1	Q9FJ79
3702.AT1G26380.1	Q9FZC4
3702.AT3G10640.1	Q9LPN5
3702.AT5G56550.1	Q9LVB9
3702.AT3G26850.1	Q9LW25
3702.AT4G01200.1	Q9M148
3702.AT3G59640.1	Q9M1A4
3702.AT5G28220.1	Q9S9L2
3702.AT1G54110.1	Q9SYG8
3702.AT4G13270.1	Q9T0J8
3702.AT4G30220.2	Q570S3
3702.AT4G36950.1	Q6K1M3
3702.AT5G57887.1	Q8GWP9
3702.AT2G31985.1	Q8GWR2
3702.AT2G15910.1	Q8GY44
3702.AT1G16705.2	Q8LFM6
3702.AT2G28020.1	Q8S8F0
3702.AT4G24350.1	Q94K59
3702.AT5G44170.1	Q9FFH2
3702.AT3G61610.1	Q9M308
3702.AT3G48980.1	Q9SMT6
3702.AT4G12850.1	Q9SU01
3702.AT4G32460.1	Q9SUU6
3702.AT4G30010.1	Q9SZV4
3702.AT1G05180.1	A5YXN0
3702.AT5G65210.1	B9DGG1
3702.AT2G39880.1	O04192
3702.AT4G35320.1	O65496
3702.AT2G04360.1	Q29Q44
3702.AT4G11211.1	Q3EA55
3702.AT3G09110.1	Q5S4V1
3702.AT2G16595.1	Q6AWS7
3702.AT2G37910.1	Q6NPL8
3702.AT1G47395.1	Q8GUL3
3702.AT5G50335.1	Q8LEB7
3702.AT3G18290.1	Q8LPQ5
3702.AT2G02515.1	Q8S8R5
3702.AT5G40710.1	Q9FM27
3702.AT5G64380.1	Q9FMF1
3702.AT1G69650.1	Q9FWZ3
3702.AT3G14900.1	Q9LKB4
3702.AT3G15840.1	Q9LVZ5
3702.AT3G63310.1	Q9M1V9
3702.AT4G29760.1	Q9SU75
3702.AT4G34770.1	Q9SW57
3702.AT3G07650.1	A1A6H1
3702.AT4G32090.1	O49383
3702.AT5G35490.1	Q52K94
3702.AT5G59760.1	Q58FT1
3702.AT2G37480.1	Q5M762
3702.AT1G17285.1	Q84MD1
3702.AT4G14350.1	Q8L7S7
3702.AT5G01470.2	Q8LCT7
3702.AT1G64320.1	Q9C7V6
3702.AT5G50910.1	Q9FI57
3702.AT5G18050.1	Q9FJF7
3702.AT3G60560.1	Q9M204
3702.AT2G23920.1	Q9SLL6
3702.AT2G43880.1	Q9SLM8
3702.AT3G10320.1	Q9SS43
3702.AT4G39300.1	Q9T037
3702.AT4G32100.1	O49382
3702.AT4G35110.3	O49617
3702.AT5G35375.1	Q56YJ7
3702.AT2G01275.1	Q6NKQ5
3702.AT5G58020.1	Q6NQ98
3702.AT5G23830.1	Q9FF97
3702.AT5G62420.1	Q9FJK0
3702.AT1G15760.1	Q9LMQ8
3702.AT3G43250.1	Q9LXK9
3702.AT5G11830.1	Q9LYE8
3702.AT4G29380.1	Q9M0E5
3702.AT3G05430.1	Q9MA56
3702.AT4G26630.1	Q9SUA1
3702.AT1G27540.1	Q9SXC7
3702.AT1G21695.1	Q9XI08
3702.AT1G32230.1	M5BF30
3702.AT2G34080.1	O22961
3702.AT1G04560.1	O23029
3702.AT5G66970.1	Q1PDF5
3702.AT3G01015.1	Q5XVC4
3702.AT5G44710.1	Q8GXH5
3702.AT1G05575.1	Q8LC91
3702.AT1G06850.1	Q8VWG0
3702.AT5G65960.1	Q8VZ15
3702.AT1G78490.1	Q8VZC2
3702.AT1G50450.1	Q94BZ0
3702.AT5G45120.1	Q9FHE2
3702.AT5G24790.1	Q9FT41
3702.AT4G07410.1	Q9S9X3
3702.AT3G07150.1	Q9SFU5
3702.AT1G28510.1	Q9SGP9
3702.AT2G05510.1	Q9SL16
3702.AT3G11690.1	Q9SRM8
3702.AT4G24980.1	Q9SW28
3702.AT4G33985.1	Q0WS40
3702.AT1G64640.1	Q6NLD7
3702.AT1G07300.1	Q6NPG3
3702.AT2G46375.1	Q8S8G5
3702.AT1G26300.1	Q941A9
3702.AT1G75770.1	Q94A92
3702.AT3G07510.1	Q94K16
3702.AT1G66190.1	Q9C8C8
3702.AT1G70540.1	Q9CAL1
3702.AT1G24440.1	Q9FYL9
3702.AT3G12170.1	Q9LH49
3702.AT3G19010.1	Q9LJ65
3702.AT3G03130.1	Q9M9N2
3702.AT2G11620.1	Q9SIF7
3702.AT2G21220.1	Q9SIG9
3702.AT2G10940.1	Q9SKI0
3702.AT5G18220.1	Q9FK49
3702.AT2G31340.1	Q9SID5
3702.AT2G20480.1	Q9SIM1
3702.AT4G16790.1	Q9SUK6
3702.AT4G34300.1	Q9SYZ5
3702.AT4G29020.1	Q9SZD2
3702.AT4G34080.1	O49496
3702.AT2G23530.1	Q1PF11
3702.AT3G59460.1	Q9M1C1
3702.AT1G03820.1	Q9ZWA4
3702.AT4G06536.1	Q1PEB2
3702.AT1G65220.1	Q93ZY6
3702.AT5G23380.1	Q9FGE1
3702.AT5G50760.1	Q9LUE5
3702.AT1G28700.1	Q9SHQ2
3702.AT4G24910.1	Q9SW35
3702.AT5G63040.1	Q29Q13
3702.AT1G29090.1	Q84W75
3702.AT1G78810.1	Q8W461
3702.AT5G22200.1	Q9C568
3702.AT5G41730.1	Q9FGG5
3702.AT5G53870.1	Q9FN39
3702.AT3G42310.1	Q9M3G5
3702.AT4G24480.1	Q9STU7
3702.AT4G38330.1	Q9SVF2
3702.AT4G37890.1	Q9SZJ1
3702.AT4G39130.1	Q9T022
3702.AT4G02570.1	A5YXU8
3702.AT4G17410.2	F4JP50
3702.AT1G60380.1	O80759
3702.AT4G35660.1	O81797
3702.AT2G19680.1	O82209
3702.AT2G17950.1	Q1PF51
3702.AT5G13370.1	Q8GZ29
3702.AT3G20930.1	Q8L440
3702.AT5G16210.1	Q8VYW7
3702.AT1G49810.1	Q9C6D3
3702.AT1G16630.1	Q9FX76
3702.AT4G05540.1	Q9S9W3
3702.AT1G21960.1	Q9SFD9
3702.AT1G78020.1	Q9SGZ8
3702.AT3G09950.1	Q9SR60
3702.AT4G33450.1	Q9SZC2
3702.AT2G01300.1	Q9ZU37
3702.AT2G45830.1	F4IH50
3702.AT5G26850.1	F4K1C7
3702.AT2G26180.1	O64852
3702.AT2G18050.1	P94109
3702.AT4G37180.2	Q08A94
3702.AT2G16770.1	Q8GTS2
3702.AT5G53240.1	Q9FK17
3702.AT1G47760.1	Q9FZF2
3702.AT3G15610.1	Q9LW17
3702.AT2G15320.1	Q9SHU4
3702.AT2G15590.2	Q9ZQF4
3702.AT4G32810.1	A5YYS5
3702.AT3G51690.1	Q45GK3
3702.AT5G38700.1	Q570M0
3702.AT4G36195.1	Q683F9
