9823.ENSSSCP00000024131	P54612
9823.ENSSSCP00000019796	I3L6Z4
9823.ENSSSCP00000019572	I3L6C1
9823.ENSSSCP00000019763	I3L6W1
9823.ENSSSCP00000019975	I3L7H0
9823.ENSSSCP00000020003	I3L7J7
9823.ENSSSCP00000020128	I3L7X0
9823.ENSSSCP00000020161	I3L803
9823.ENSSSCP00000020172	I3L814
9823.ENSSSCP00000020189	I3L831
9823.ENSSSCP00000020270	I3L8B0
9823.ENSSSCP00000020399	I3L8N9
9823.ENSSSCP00000020830	I3L9W6
9823.ENSSSCP00000021376	I3LBF6
9823.ENSSSCP00000003766	I3LD89
9823.ENSSSCP00000022133	I3LDK1
9823.ENSSSCP00000022139	I3LDK7
9823.ENSSSCP00000022166	I3LDN4
9823.ENSSSCP00000022250	I3LDW5
9823.ENSSSCP00000014146	I3LEC4
9823.ENSSSCP00000022432	I3LEE4
9823.ENSSSCP00000023045	I3LG52
9823.ENSSSCP00000023057	I3LG64
9823.ENSSSCP00000023070	I3LG77
9823.ENSSSCP00000023102	I3LGA9
9823.ENSSSCP00000023583	I3LHN6
9823.ENSSSCP00000023717	I3LI18
9823.ENSSSCP00000023780	I3LI81
9823.ENSSSCP00000024577	I3LKG3
9823.ENSSSCP00000026046	I3LLV1
9823.ENSSSCP00000025280	I3LMF9
9823.ENSSSCP00000026803	I3LRR4
9823.ENSSSCP00000027006	I3LSB3
9823.ENSSSCP00000027027	I3LSD4
9823.ENSSSCP00000027178	I3LST5
9823.ENSSSCP00000027329	I3LT85
9823.ENSSSCP00000027429	I3LTI2
9823.ENSSSCP00000027514	I3LTR6
9823.ENSSSCP00000027961	I3LV09
9823.ENSSSCP00000028141	I3LVI9
9823.ENSSSCP00000021096	F1S3N2
9823.ENSSSCP00000023063	F1SBK0
9823.ENSSSCP00000019182	I3L583
9823.ENSSSCP00000019200	I3L5A1
9823.ENSSSCP00000019488	I3L637
9823.ENSSSCP00000020882	I3LA16
9823.ENSSSCP00000021372	I3LBF2
9823.ENSSSCP00000018876	I3LBF3
9823.ENSSSCP00000021720	I3LCE5
9823.ENSSSCP00000022764	I3LFC4
9823.ENSSSCP00000023586	I3LHN9
9823.ENSSSCP00000023636	I3LHT9
9823.ENSSSCP00000023649	I3LHV2
9823.ENSSSCP00000023852	I3LIE7
9823.ENSSSCP00000024363	I3LJV1
9823.ENSSSCP00000025468	I3LMZ6
9823.ENSSSCP00000025686	I3LNL1
9823.ENSSSCP00000025773	I3LNU8
9823.ENSSSCP00000006676	I3LQB3
9823.ENSSSCP00000026671	I3LRD7
9823.ENSSSCP00000027824	I3LUM4
9823.ENSSSCP00000027905	I3LUV4
9823.ENSSSCP00000027981	I3LV29
9823.ENSSSCP00000028082	I3LVD0
9823.ENSSSCP00000025431	S6EV30
9823.ENSSSCP00000001522	B9TSR8
9823.ENSSSCP00000029307	J7FIC7
9823.ENSSSCP00000002192	O18838
9823.ENSSSCP00000000007	Q1W4T0
9823.ENSSSCP00000004603	Q95L40
9823.ENSSSCP00000015910	C0LZ65
9823.ENSSSCP00000031110	D0G7E8
9823.ENSSSCP00000000832	Q0PMX7
9823.ENSSSCP00000001570	Q95449
9823.ENSSSCP00000028863	K7GK77
9823.ENSSSCP00000013022	K7GMR0
9823.ENSSSCP00000029452	K7GNJ8
9823.ENSSSCP00000002216	K7GNZ8
9823.ENSSSCP00000028861	K7GQG4
9823.ENSSSCP00000029162	K7GQT0
9823.ENSSSCP00000030560	K7GRN1
9823.ENSSSCP00000030777	K7GS96
9823.ENSSSCP00000001909	O18763
9823.ENSSSCP00000021333	Q6WGH9
9823.ENSSSCP00000005517	Q9TSY0
9823.ENSSSCP00000030900	K7GKQ6
9823.ENSSSCP00000013061	K7GLG2
9823.ENSSSCP00000009578	K7GSK1
9823.ENSSSCP00000010498	B5G560
9823.ENSSSCP00000015753	Q4JQP8
9823.ENSSSCP00000017432	B4YYD9
9823.ENSSSCP00000020489	G8XRI4
9823.ENSSSCP00000027535	M3V816
9823.ENSSSCP00000000985	B0B2G8
9823.ENSSSCP00000020814	D3WFS0
9823.ENSSSCP00000018809	F1RJ53
9823.ENSSSCP00000010181	F1RLP6
9823.ENSSSCP00000013459	F1RTH1
9823.ENSSSCP00000022999	F1RXJ2
9823.ENSSSCP00000014272	F1S6R5
9823.ENSSSCP00000017751	F1SSE4
9823.ENSSSCP00000003964	F1SV07
9823.ENSSSCP00000022611	K9J6I6
9823.ENSSSCP00000009765	M9T4M7
9823.ENSSSCP00000001645	O77738
9823.ENSSSCP00000001483	Q860U8
9823.ENSSSCP00000019147	A0A059U4H1
9823.ENSSSCP00000019550	Q70AD2
9823.ENSSSCP00000009606	Q7YSE2
9823.ENSSSCP00000019137	A0A076JEH2
9823.ENSSSCP00000023077	R4Y384
9823.ENSSSCP00000012076	T2AWU6
9823.ENSSSCP00000011236	Q28974
9823.ENSSSCP00000021333	Q6W4U7
9823.ENSSSCP00000029753	C0JP79
9823.ENSSSCP00000027884	Q8MJG7
9823.ENSSSCP00000028546	K7GL18
9823.ENSSSCP00000029220	K7GMW1
9823.ENSSSCP00000012961	K7GNB2
9823.ENSSSCP00000016488	K7GND3
9823.ENSSSCP00000000231	K7GPS2
9823.ENSSSCP00000022091	K7GS44
9823.ENSSSCP00000004036	K7GS56
9823.ENSSSCP00000030445	K7GSX2
9823.ENSSSCP00000016543	Q9GKX1
9823.ENSSSCP00000028439	T1UMH3
9823.ENSSSCP00000017072	B3GEL9
9823.ENSSSCP00000018314	E1U5L2
9823.ENSSSCP00000012689	R4JKS3
9823.ENSSSCP00000025789	Q009B7
9823.ENSSSCP00000004072	Q05KQ9
9823.ENSSSCP00000028584	E7BUH3
9823.ENSSSCP00000009697	Q5W7K8
9823.ENSSSCP00000008562	F1RG15
9823.ENSSSCP00000022644	F1RG37
9823.ENSSSCP00000018942	F1RGP1
9823.ENSSSCP00000018800	F1RJ62
9823.ENSSSCP00000003634	F1RJC6
9823.ENSSSCP00000008247	F1RJL2
9823.ENSSSCP00000010334	F1RJR0
9823.ENSSSCP00000010544	F1RKB0
9823.ENSSSCP00000003300	F1RMX2
9823.ENSSSCP00000010252	F1RMZ6
9823.ENSSSCP00000006903	F1RP37
9823.ENSSSCP00000010125	F1RP69
9823.ENSSSCP00000008378	F1RPC8
9823.ENSSSCP00000009991	F1RS37
9823.ENSSSCP00000009647	F1RS50
9823.ENSSSCP00000011956	F1RS59
9823.ENSSSCP00000006673	F1RSG9
9823.ENSSSCP00000006277	F1RVU1
9823.ENSSSCP00000013682	F1RY79
9823.ENSSSCP00000001684	F1RYX9
9823.ENSSSCP00000030955	F1S0I1
9823.ENSSSCP00000006110	F1S0X7
9823.ENSSSCP00000006791	F1S178
9823.ENSSSCP00000004488	F1S6A5
9823.ENSSSCP00000016449	F1S701
9823.ENSSSCP00000002368	F1S7P7
9823.ENSSSCP00000011275	F1S857
9823.ENSSSCP00000007665	F1S868
9823.ENSSSCP00000011234	F1S8V8
9823.ENSSSCP00000007529	F1SBK2
9823.ENSSSCP00000004315	F1SC28
9823.ENSSSCP00000014636	F1SD58
9823.ENSSSCP00000008923	F1SIY9
9823.ENSSSCP00000012115	F1SKK4
9823.ENSSSCP00000012724	F1SL37
9823.ENSSSCP00000000447	F1SL76
9823.ENSSSCP00000000740	F1SLR8
9823.ENSSSCP00000000728	F1SLU7
9823.ENSSSCP00000000175	F1SPQ1
9823.ENSSSCP00000000960	F1SQQ2
9823.ENSSSCP00000017791	F1SRL9
9823.ENSSSCP00000017758	F1SSD7
9823.ENSSSCP00000003856	F1STT6
9823.ENSSSCP00000008677	F1SU44
9823.ENSSSCP00000008603	F1SUH9
9823.ENSSSCP00000015946	F1SUZ6
9823.ENSSSCP00000013195	F2Z596
9823.ENSSSCP00000011319	F2Z5G2
9823.ENSSSCP00000016385	Q29305
9823.ENSSSCP00000000511	Q6Q383
9823.ENSSSCP00000006596	Q8WNQ3
9823.ENSSSCP00000007585	C7C1I5
9823.ENSSSCP00000015141	F6PTT6
9823.ENSSSCP00000012673	B8Q0B3
9823.ENSSSCP00000028191	A3RL60
9823.ENSSSCP00000019893	M4MEX3
9823.ENSSSCP00000028480	W5R8H1
9823.ENSSSCP00000021841	A3RG87
9823.ENSSSCP00000027406	Q0N2S9
9823.ENSSSCP00000003013	K7GNW7
9823.ENSSSCP00000011697	K7GP23
9823.ENSSSCP00000004718	K7GPF6
9823.ENSSSCP00000030847	K7GQ56
9823.ENSSSCP00000027450	K7GRT7
9823.ENSSSCP00000030831	K7GSE9
9823.ENSSSCP00000014781	L7WWF1
9823.ENSSSCP00000017059	K7GKA4
9823.ENSSSCP00000006118	K7GLU3
9823.ENSSSCP00000029162	K7GP84
9823.ENSSSCP00000011927	K7GPJ6
9823.ENSSSCP00000004705	K7GPU4
9823.ENSSSCP00000019874	K7GQE0
9823.ENSSSCP00000006315	K7GR22
9823.ENSSSCP00000030694	K7GS14
9823.ENSSSCP00000025875	P79272
9823.ENSSSCP00000024026	Q8MKE5
9823.ENSSSCP00000026164	Q9GKK0
9823.ENSSSCP00000000917	Q9TTS8
9823.ENSSSCP00000017225	S5AFM0
9823.ENSSSCP00000029356	A5GFY6
9823.ENSSSCP00000022212	F1RP35
9823.ENSSSCP00000009857	F1RVD5
9823.ENSSSCP00000006278	F1RVU0
9823.ENSSSCP00000002370	F1S7N5
9823.ENSSSCP00000009284	F1S8L1
9823.ENSSSCP00000011530	F1S9L0
9823.ENSSSCP00000011136	F1SCY7
9823.ENSSSCP00000025902	F1SG55
9823.ENSSSCP00000005640	F1SJD4
9823.ENSSSCP00000005471	F1SRV0
9823.ENSSSCP00000017165	F1SRW8
9823.ENSSSCP00000010974	F1SU75
9823.ENSSSCP00000015742	Q5DKX0
9823.ENSSSCP00000018869	Q5GA92
9823.ENSSSCP00000029680	Q6Q7J9
9823.ENSSSCP00000025431	A4UTQ1
9823.ENSSSCP00000008110	F1RFN1
9823.ENSSSCP00000010888	F1RG02
9823.ENSSSCP00000008320	F1RG67
9823.ENSSSCP00000015178	F1RKH9
9823.ENSSSCP00000010765	F1RKY3
9823.ENSSSCP00000010702	F1RLV4
9823.ENSSSCP00000015329	F1RM30
9823.ENSSSCP00000008177	F1RNL9
9823.ENSSSCP00000018695	F1RRN8
9823.ENSSSCP00000006331	F1RSL3
9823.ENSSSCP00000006645	F1RT86
9823.ENSSSCP00000006636	F1RTA5
9823.ENSSSCP00000009495	F1RTV3
9823.ENSSSCP00000006624	F1RTZ1
9823.ENSSSCP00000006725	F1S268
9823.ENSSSCP00000002528	F1S494
9823.ENSSSCP00000002528	F1S495
9823.ENSSSCP00000002895	F1S5S7
9823.ENSSSCP00000007255	F1S626
9823.ENSSSCP00000002869	F1S6J9
9823.ENSSSCP00000009196	F1SCR3
9823.ENSSSCP00000007876	F1SD40
9823.ENSSSCP00000007492	F1SE22
9823.ENSSSCP00000012194	F1SIW1
9823.ENSSSCP00000002050	F1SJ74
9823.ENSSSCP00000000781	F1SKA6
9823.ENSSSCP00000000457	F1SL58
9823.ENSSSCP00000008879	F1SLE2
9823.ENSSSCP00000000183	F1SPN4
9823.ENSSSCP00000005147	F1SSR2
9823.ENSSSCP00000016650	F2Z5D2
9823.ENSSSCP00000001893	O77818
9823.ENSSSCP00000013534	F1RQ49
9823.ENSSSCP00000011786	F1RW82
9823.ENSSSCP00000006172	F1S002
9823.ENSSSCP00000009385	F1S3T4
9823.ENSSSCP00000004446	F1S7R8
9823.ENSSSCP00000016334	F1SB90
9823.ENSSSCP00000011487	F1SCU9
9823.ENSSSCP00000005216	F1SNR0
9823.ENSSSCP00000012699	F1SP92
9823.ENSSSCP00000008961	F1SQL2
9823.ENSSSCP00000013841	B4UT24
9823.ENSSSCP00000003717	F1RF83
9823.ENSSSCP00000001972	F1RI99
9823.ENSSSCP00000015146	F1RKP0
9823.ENSSSCP00000010742	F1RL23
9823.ENSSSCP00000010206	F1RN40
9823.ENSSSCP00000013513	F1RQ76
9823.ENSSSCP00000018665	F1RSD8
9823.ENSSSCP00000006204	F1RWS4
9823.ENSSSCP00000006568	F1RX98
9823.ENSSSCP00000004675	F1RY23
9823.ENSSSCP00000016939	F1RZF7
9823.ENSSSCP00000002914	F1S463
9823.ENSSSCP00000016331	F1SB92
9823.ENSSSCP00000011189	F1SC40
9823.ENSSSCP00000002670	F1SCH0
9823.ENSSSCP00000014189	F1SFX9
9823.ENSSSCP00000017091	F1SHD2
9823.ENSSSCP00000014125	F1SHG3
9823.ENSSSCP00000017069	F1SI29
9823.ENSSSCP00000000383	F1SPJ3
9823.ENSSSCP00000015778	F1SUM3
9823.ENSSSCP00000004843	Q4QZ00
9823.ENSSSCP00000012724	A8VKH9
9823.ENSSSCP00000019210	I3L5B1
9823.ENSSSCP00000019398	I3L5U8
9823.ENSSSCP00000028802	I3L6V7
9823.ENSSSCP00000019791	I3L6Y9
9823.ENSSSCP00000020218	I3L860
9823.ENSSSCP00000020272	I3L8B2
9823.ENSSSCP00000020467	I3L8V6
9823.ENSSSCP00000020517	I3L906
9823.ENSSSCP00000020947	I3LA80
9823.ENSSSCP00000021202	I3LAY4
9823.ENSSSCP00000021725	I3LCF0
9823.ENSSSCP00000021912	I3LCY4
9823.ENSSSCP00000017659	I3LDH0
9823.ENSSSCP00000022204	I3LDS0
9823.ENSSSCP00000022232	I3LDU7
9823.ENSSSCP00000022415	I3LEC7
9823.ENSSSCP00000022467	I3LEH9
9823.ENSSSCP00000022656	I3LF17
9823.ENSSSCP00000022684	I3LF44
9823.ENSSSCP00000024968	I3LFT0
9823.ENSSSCP00000023111	I3LGB8
9823.ENSSSCP00000023719	I3LI20
9823.ENSSSCP00000024246	I3LJI6
9823.ENSSSCP00000024621	I3LKK7
9823.ENSSSCP00000024640	I3LKM5
9823.ENSSSCP00000024700	I3LKT5
9823.ENSSSCP00000024742	I3LKX7
9823.ENSSSCP00000025056	I3LLT6
9823.ENSSSCP00000026397	I3LLW5
9823.ENSSSCP00000025309	I3LMI8
9823.ENSSSCP00000025692	I3LNL7
9823.ENSSSCP00000025903	I3LP77
9823.ENSSSCP00000025962	I3LPD6
9823.ENSSSCP00000026563	I3LR31
9823.ENSSSCP00000026934	I3LS43
9823.ENSSSCP00000026943	I3LS52
9823.ENSSSCP00000020155	F1S230
9823.ENSSSCP00000019169	I3L570
9823.ENSSSCP00000019499	I3L648
9823.ENSSSCP00000019597	I3L6E6
9823.ENSSSCP00000019977	I3L7H2
9823.ENSSSCP00000004912	I3L7U4
9823.ENSSSCP00000020727	I3L9L4
9823.ENSSSCP00000020768	I3L9Q5
9823.ENSSSCP00000021355	I3LBD6
9823.ENSSSCP00000021756	I3LCI1
9823.ENSSSCP00000021876	I3LCU9
9823.ENSSSCP00000021894	I3LCW6
9823.ENSSSCP00000022333	I3LE48
9823.ENSSSCP00000022807	I3LFG5
9823.ENSSSCP00000022919	I3LFS7
9823.ENSSSCP00000023103	I3LGB0
9823.ENSSSCP00000023236	I3LGP2
9823.ENSSSCP00000023579	I3LHN2
9823.ENSSSCP00000024062	I3LJ05
9823.ENSSSCP00000024128	I3LJ71
9823.ENSSSCP00000024954	I3LLI4
9823.ENSSSCP00000025346	I3LMM5
9823.ENSSSCP00000025438	I3LMW6
9823.ENSSSCP00000025837	I3LP12
9823.ENSSSCP00000025852	I3LP27
9823.ENSSSCP00000026981	I3LS88
9823.ENSSSCP00000027177	I3LST4
9823.ENSSSCP00000027324	I3LT80
9823.ENSSSCP00000027989	I3LV37
9823.ENSSSCP00000022598	F1RH50
9823.ENSSSCP00000000759	Q28904
9823.ENSSSCP00000001895	B2ZGN1
9823.ENSSSCP00000030959	K7GSE3
9823.ENSSSCP00000001845	B4YYD6
9823.ENSSSCP00000017527	M3V868
9823.ENSSSCP00000021841	Q95KR0
9823.ENSSSCP00000007780	B8XSK0
9823.ENSSSCP00000004383	B8Y650
9823.ENSSSCP00000024024	C3PUJ3
9823.ENSSSCP00000006734	F1S250
9823.ENSSSCP00000014904	F1S444
9823.ENSSSCP00000016377	F1SAE7
9823.ENSSSCP00000014627	F1SD76
9823.ENSSSCP00000002017	A0A059P9B6
9823.ENSSSCP00000015283	F1RGE6
9823.ENSSSCP00000015204	F1RI14
9823.ENSSSCP00000008098	F1RI48
9823.ENSSSCP00000015655	F1RIG9
9823.ENSSSCP00000013917	F1RKQ6
9823.ENSSSCP00000003340	F1RM47
9823.ENSSSCP00000003517	F1RP81
9823.ENSSSCP00000008391	F1RPA7
9823.ENSSSCP00000013892	F1RPX1
9823.ENSSSCP00000013868	F1RQ01
9823.ENSSSCP00000013860	F1RQ09
9823.ENSSSCP00000004840	F1RQG9
9823.ENSSSCP00000001528	F1RQW2
9823.ENSSSCP00000011841	F1RUR7
9823.ENSSSCP00000009838	F1RW28
9823.ENSSSCP00000006570	F1RWM2
9823.ENSSSCP00000006530	F1RXF7
9823.ENSSSCP00000002937	F1S432
9823.ENSSSCP00000016196	F1S6B3
9823.ENSSSCP00000007630	F1S8A2
9823.ENSSSCP00000009267	F1S8P8
9823.ENSSSCP00000014720	F1S9Y4
9823.ENSSSCP00000002742	F1S9Z2
9823.ENSSSCP00000007826	F1SDX2
9823.ENSSSCP00000012225	F1SGJ2
9823.ENSSSCP00000012843	F1SGV6
9823.ENSSSCP00000000531	F1SH42
9823.ENSSSCP00000005862	F1SNB0
9823.ENSSSCP00000017501	F1SNJ7
9823.ENSSSCP00000008826	F1SNV5
9823.ENSSSCP00000000694	F1SPC2
9823.ENSSSCP00000000975	F1SQ11
9823.ENSSSCP00000006250	F4YRK2
9823.ENSSSCP00000019751	A5A756
9823.ENSSSCP00000019958	I3L7F3
9823.ENSSSCP00000020936	I3LA69
9823.ENSSSCP00000025024	I3LAF3
9823.ENSSSCP00000027658	I3LAU5
9823.ENSSSCP00000021229	I3LB10
9823.ENSSSCP00000021511	I3LBT9
9823.ENSSSCP00000021973	I3LD44
9823.ENSSSCP00000022831	I3LFI9
9823.ENSSSCP00000024171	I3LJB3
9823.ENSSSCP00000025134	I3LM14
9823.ENSSSCP00000026704	I3LRH0
9823.ENSSSCP00000026959	I3LS68
9823.ENSSSCP00000027506	I3LTQ8
9823.ENSSSCP00000028236	I3LVT3
9823.ENSSSCP00000009420	B0FMQ4
9823.ENSSSCP00000007354	B0FWK5
9823.ENSSSCP00000019531	M9NIH8
9823.ENSSSCP00000006327	Q2V6J5
9823.ENSSSCP00000015253	Q6QAP8
9823.ENSSSCP00000011325	Q7YS07
9823.ENSSSCP00000017611	Q9TT76
9823.ENSSSCP00000025295	F8TEL5
9823.ENSSSCP00000002896	C3W342
9823.ENSSSCP00000001567	J7I8U0
9823.ENSSSCP00000011444	Q29591
9823.ENSSSCP00000018451	Q6H2X8
9823.ENSSSCP00000023124	B7TJ07
9823.ENSSSCP00000016270	D3K5M2
9823.ENSSSCP00000030928	Q762J4
9823.ENSSSCP00000011871	Q8MJG2
9823.ENSSSCP00000028461	K7GM63
9823.ENSSSCP00000007361	K7GMY4
9823.ENSSSCP00000015201	Q8MJ79
9823.ENSSSCP00000002691	Q9GMA8
9823.ENSSSCP00000028714	K7GLI4
9823.ENSSSCP00000028784	K7GLQ2
9823.ENSSSCP00000014635	K7GNF1
9823.ENSSSCP00000029445	K7GRD6
9823.ENSSSCP00000028584	K7GRH4
9823.ENSSSCP00000011897	Q1KLB3
9823.ENSSSCP00000012152	Q29051
9823.ENSSSCP00000019147	Q5J1T7
9823.ENSSSCP00000023495	B5U6Z3
9823.ENSSSCP00000029145	K7GQG0
9823.ENSSSCP00000011126	K7GL09
9823.ENSSSCP00000002967	K7GNG8
9823.ENSSSCP00000013063	K7GRL9
9823.ENSSSCP00000016037	E7CF08
9823.ENSSSCP00000006994	F1RFX3
9823.ENSSSCP00000008533	F1RGT9
9823.ENSSSCP00000010033	F1RK13
9823.ENSSSCP00000006075	F1RR45
9823.ENSSSCP00000004730	F1RT28
9823.ENSSSCP00000001746	F1RVL8
9823.ENSSSCP00000011685	F1S4H9
9823.ENSSSCP00000007766	F1S4X2
9823.ENSSSCP00000007716	F1S519
9823.ENSSSCP00000007550	F1SBI2
9823.ENSSSCP00000014050	F1SIF9
9823.ENSSSCP00000012181	F1SIY3
9823.ENSSSCP00000000389	F1SPI8
9823.ENSSSCP00000000985	F1SPZ3
9823.ENSSSCP00000012329	F1SQC1
9823.ENSSSCP00000017784	F1SRM6
9823.ENSSSCP00000004116	B3TNN3
9823.ENSSSCP00000001668	D5KJJ5
9823.ENSSSCP00000008458	F1RKA5
9823.ENSSSCP00000015137	F1RLC5
9823.ENSSSCP00000018921	F1RLJ1
9823.ENSSSCP00000009964	F1RSS9
9823.ENSSSCP00000013419	F1RU99
9823.ENSSSCP00000018596	F1RVT6
9823.ENSSSCP00000013095	F1RW22
9823.ENSSSCP00000016934	F1RZG2
9823.ENSSSCP00000006140	F1S0S8
9823.ENSSSCP00000029927	F1S133
9823.ENSSSCP00000004561	F1S2V4
9823.ENSSSCP00000002881	F1S5V1
9823.ENSSSCP00000016173	F1S6D3
9823.ENSSSCP00000002828	F1S7E5
9823.ENSSSCP00000011581	F1S8P4
9823.ENSSSCP00000016060	F1S9Q6
9823.ENSSSCP00000000297	F1SFN7
9823.ENSSSCP00000000278	F1SFS5
9823.ENSSSCP00000012855	F1SG68
9823.ENSSSCP00000012246	F1SGF3
9823.ENSSSCP00000012432	F1SL54
9823.ENSSSCP00000000006	F1SM77
9823.ENSSSCP00000005593	F1SMM4
9823.ENSSSCP00000000964	F1SQP8
9823.ENSSSCP00000017715	F1ST78
9823.ENSSSCP00000008763	F1STC0
9823.ENSSSCP00000008756	F1STC7
9823.ENSSSCP00000010968	F1SU89
9823.ENSSSCP00000008605	F1SUH7
9823.ENSSSCP00000019140	A0A076JFS8
9823.ENSSSCP00000026390	B9TRX1
9823.ENSSSCP00000019878	C3RZA6
9823.ENSSSCP00000029051	F1DFL7
9823.ENSSSCP00000010344	F1RJP7
9823.ENSSSCP00000006256	F1RVX9
9823.ENSSSCP00000004508	F1S3R2
9823.ENSSSCP00000012387	F1SPF3
9823.ENSSSCP00000012331	F1SQA9
9823.ENSSSCP00000000629	F1SQY2
9823.ENSSSCP00000004617	F4YDX9
9823.ENSSSCP00000009831	G5CXC8
9823.ENSSSCP00000002048	Q27HS5
9823.ENSSSCP00000021333	Q4U4S1
9823.ENSSSCP00000010838	F1RGW3
9823.ENSSSCP00000003249	F1RHB6
9823.ENSSSCP00000008070	F1RIV6
9823.ENSSSCP00000015184	F1RJV6
9823.ENSSSCP00000010054	F1RJZ3
9823.ENSSSCP00000010770	F1RKA3
9823.ENSSSCP00000016856	F1RPN0
9823.ENSSSCP00000013550	F1RQ20
9823.ENSSSCP00000001578	F1RQ21
9823.ENSSSCP00000018070	F1RQD8
9823.ENSSSCP00000004807	F1RQM1
9823.ENSSSCP00000018389	F1RQZ0
9823.ENSSSCP00000011984	F1RRD7
9823.ENSSSCP00000009451	F1RWB7
9823.ENSSSCP00000009443	F1RWD2
9823.ENSSSCP00000018546	F1RWM4
9823.ENSSSCP00000013379	F1RWU7
9823.ENSSSCP00000016775	F1RX81
9823.ENSSSCP00000006566	F1RXA0
9823.ENSSSCP00000001049	F1RXR2
9823.ENSSSCP00000001041	F1RXS0
9823.ENSSSCP00000004714	F1RYQ1
9823.ENSSSCP00000014911	F1S428
9823.ENSSSCP00000011549	F1S9I0
9823.ENSSSCP00000002460	F1SA78
9823.ENSSSCP00000025325	F1SBE1
9823.ENSSSCP00000027458	F1SBM5
9823.ENSSSCP00000000552	F1SGD8
9823.ENSSSCP00000008916	F1SJ04
9823.ENSSSCP00000017018	F1SN29
9823.ENSSSCP00000012062	F1SNZ1
9823.ENSSSCP00000005510	F1SP81
9823.ENSSSCP00000012377	F1SPG1
9823.ENSSSCP00000000169	F1SPR7
9823.ENSSSCP00000000343	F1SQD5
9823.ENSSSCP00000010951	F1SUB5
9823.ENSSSCP00000003940	F1SV48
9823.ENSSSCP00000003915	F1SV91
9823.ENSSSCP00000019147	A8KEG6
9823.ENSSSCP00000020130	I3L7X2
9823.ENSSSCP00000020201	I3L843
9823.ENSSSCP00000020380	I3L8M0
9823.ENSSSCP00000022201	I3LDR7
9823.ENSSSCP00000022279	I3LDZ4
9823.ENSSSCP00000022616	I3LEX7
9823.ENSSSCP00000023015	I3LG22
9823.ENSSSCP00000003019	I3LIC6
9823.ENSSSCP00000024462	I3LK48
9823.ENSSSCP00000026667	I3LRD3
9823.ENSSSCP00000027341	I3LT97
9823.ENSSSCP00000028149	I3LVJ7
9823.ENSSSCP00000018788	E2IUK6
9823.ENSSSCP00000002930	I3L8Q1
9823.ENSSSCP00000020592	I3L980
9823.ENSSSCP00000025361	I3L9I5
9823.ENSSSCP00000020726	I3L9L3
9823.ENSSSCP00000020868	I3LA03
9823.ENSSSCP00000020964	I3LA97
9823.ENSSSCP00000021354	I3LBD5
9823.ENSSSCP00000022868	I3LFM6
9823.ENSSSCP00000023317	I3LGX3
9823.ENSSSCP00000023460	I3LHB5
9823.ENSSSCP00000023461	I3LHB6
9823.ENSSSCP00000023525	I3LHH9
9823.ENSSSCP00000018656	I3LIQ6
9823.ENSSSCP00000024017	I3LIW0
9823.ENSSSCP00000025203	I3LM82
9823.ENSSSCP00000025240	I3LMB9
9823.ENSSSCP00000025304	I3LMI3
9823.ENSSSCP00000025458	I3LMY6
9823.ENSSSCP00000025647	I3LNH3
9823.ENSSSCP00000025865	I3LP40
9823.ENSSSCP00000025906	I3LP80
9823.ENSSSCP00000025951	I3LPC5
9823.ENSSSCP00000026254	I3LQ76
9823.ENSSSCP00000026279	I3LQA1
9823.ENSSSCP00000026375	I3LQJ5
9823.ENSSSCP00000027573	I3LTX4
9823.ENSSSCP00000027680	I3LU81
9823.ENSSSCP00000027761	I3LUG1
9823.ENSSSCP00000027818	I3LUL8
9823.ENSSSCP00000028089	I3LVD7
9823.ENSSSCP00000015900	Q6Q6S5
9823.ENSSSCP00000019136	A9LGH4
9823.ENSSSCP00000024741	K9J6H2
9823.ENSSSCP00000013252	Q8MIA9
9823.ENSSSCP00000019136	A0A076JEK6
9823.ENSSSCP00000003243	Q4W1H7
9823.ENSSSCP00000011594	A6XBK7
9823.ENSSSCP00000015909	C9VZX3
9823.ENSSSCP00000009298	D3K5L5
9823.ENSSSCP00000018805	O18878
9823.ENSSSCP00000017744	Q1W0S7
9823.ENSSSCP00000028785	Q45FD5
9823.ENSSSCP00000026813	Q8MI32
9823.ENSSSCP00000015031	Q9TTB3
9823.ENSSSCP00000004769	K7GL51
9823.ENSSSCP00000031038	K7GM08
9823.ENSSSCP00000018638	K7GSM7
9823.ENSSSCP00000024694	Q5J6K6
9823.ENSSSCP00000009011	A3FG76
9823.ENSSSCP00000013027	K7GN97
9823.ENSSSCP00000001616	K7GNP9
9823.ENSSSCP00000008320	K7GQ38
9823.ENSSSCP00000013143	K7GRI2
9823.ENSSSCP00000009263	Q1L1E0
9823.ENSSSCP00000019130	Q7YRH5
9823.ENSSSCP00000007578	B3STX8
9823.ENSSSCP00000017225	S5A7T7
9823.ENSSSCP00000001575	B6DTX8
9823.ENSSSCP00000022383	E0A9D9
9823.ENSSSCP00000007982	B6DZK4
9823.ENSSSCP00000028494	K7GMY9
9823.ENSSSCP00000009578	K7GLB6
9823.ENSSSCP00000010871	F1RG26
9823.ENSSSCP00000010621	F1RG88
9823.ENSSSCP00000003233	F1RHD9
9823.ENSSSCP00000023457	F1RHH4
9823.ENSSSCP00000018803	F1RJ59
9823.ENSSSCP00000003644	F1RJA6
9823.ENSSSCP00000008258	F1RJJ3
9823.ENSSSCP00000003109	F1RM75
9823.ENSSSCP00000003587	F1RMM6
9823.ENSSSCP00000011979	F1RRF0
