99287.STM2332	Q8ZNE0
99287.STM1144	A0A0C9I1D2
99287.STM3099	A0A0C9IFK0
99287.STM2516	Q9XCJ0
99287.STM1070	A0A0A7CU83
99287.STM1959	A0FLI4
99287.STM1414	A0A0C5PS65
99287.STM1895	A0A0C9C8G1
99287.STM2073	A0A0C9DBC8
99287.STM1986	A0A0C9DGZ7
99287.STM3618	A0A0C9DPJ1
99287.STM2064	A0A0C9E6F0
99287.STM4087	A0A0C9EB42
99287.STM4084	A0A0C9EB59
99287.STM2060	A0A0C9EB65
99287.STM3227	A0A0C9EBT0
99287.STM3363	A0A0C9ENX2
99287.STM4045	A0A0C9EZZ7
99287.STM2517	A0A0C9F5Z7
99287.STM4293	A0A0C9FBX4
99287.STM2891	A0A0C9FHZ0
99287.STM4410	A0A0C9FNV3
99287.STM2275	A0A0C9FQR3
99287.STM2774	A0A0C9FRQ7
99287.STM1749	A0A0C9FW83
99287.STM0061	A0A0C9G0U4
99287.STM1452	A0A0C9G4J6
99287.STM4280	A0A0C9G5G2
99287.STM2651	A0A0C9G7Z8
99287.STM3419	A0A0C9GGA0
99287.STM0570	A0A0C9GIV0
99287.STM0231	A0A0C9GJE5
99287.STM0093	A0A0C9GTU6
99287.STM1382	A0A0C9GVY0
99287.STM1421	A0A0C9H091
99287.STM1539	A0A0C9H7V7
99287.STM1532	A0A0C9HDY6
99287.STM3831	A0A0C9HZS1
99287.STM1223	A0A0C9I4V0
99287.STM1389	Q9Z4T2
99287.STM1959	A0FLI3
99287.STM1959	A0FLI5
99287.STM2771	G3FGE2
99287.STM1959	A0FLH6
99287.STM0269	H9L4H3
99287.STM2220	A0A0C9DFN5
99287.STM4456	A0A0C9DWM6
99287.STM3589	A0A0C9DWQ5
99287.STM1856	A0A0C9DZK1
99287.STM2107	A0A0C9E7Q7
99287.STM2168	A0A0C9E9M3
99287.STM0269	A0A0C9E9S2
99287.STM2131	A0A0C9EE81
99287.STM2976	A0A0C9EIQ6
99287.STM3757	A0A0C9EQ39
99287.STM3610	A0A0C9EQ49
99287.STM4467	A0A0C9ETZ9
99287.STM0070	A0A0C9EVT0
99287.STM1378	A0A0C9F2E0
99287.STM2552	A0A0C9F7F8
99287.STM3254	A0A0C9F8C9
99287.STM2619	A0A0C9FA38
99287.STM0944	A0A0C9FCN8
99287.STM2994	A0A0C9FDN3
99287.STM3324	A0A0C9FEX6
99287.STM0593	A0A0C9FK15
99287.STM4546	A0A0C9FSM1
99287.STM0043	A0A0C9G003
99287.STM3094	A0A0C9GGL5
99287.STM0233	A0A0C9GH99
99287.STM0617	A0A0C9GI88
99287.STM0696	A0A0C9GJV2
99287.STM1442	A0A0C9GZI8
99287.STM1111	A0A0C9H0T2
99287.STM1641	A0A0C9H4P4
99287.STM4369	A0A0C9H7I3
99287.STM3018	A0A0C9H8J5
99287.STM0472	A0A0C9HAI1
99287.STM4154	A0A0C9HJZ1
99287.STM1288	A0A0C9I6V1
99287.STM1773	A0A0C9DA89
99287.STM3556	A0A0C9DMC7
99287.STM2031	A0A0C9EA42
99287.STM2080	A0A0C9EC42
99287.STM2197	A0A0C9EGE9
99287.STM3379	A0A0C9EGT4
99287.STM3193	A0A0C9FAL7
99287.STM0141	A0A0C9FRH9
99287.STM4257	A0A0C9G657
99287.STM0727	A0A0C9GEZ3
99287.STM1254	A0A0C9GFG5
99287.STM1264	A0A0C9GFK9
99287.STM0127	A0A0C9GMZ5
99287.STM3938	A0A0C9GXU2
99287.STM2539	A0A0C9H109
99287.STM1299	A0A0C9HE95
99287.STM0532	A0A0C9HII7
99287.STM2393	A0A0C9HLU2
99287.STM3404	A0A0C9I9P3
99287.STM1197	A0A0C9IA20
99287.STM1204	A0A0C9IA59
99287.STM3616	A0A0C9CSY2
99287.STM3779	A0A0C9E362
99287.STM3473	A0A0C9EFM8
99287.STM2873	A0A0C9EMU7
99287.STM2859	A0A0C9ENE1
99287.STM3659	A0A0C9ES12
99287.STM0994	A0A0C9FI90
99287.STM4453	A0A0C9FPN6
99287.STM1433	A0A0C9FYV8
99287.STM1150	A0A0C9G0K7
99287.STM1342	A0A0C9G1Z8
99287.STM1320	A0A0C9G2L9
99287.STM2519	A0A0C9G4X5
99287.STM2564	A0A0C9H256
99287.STM2960	A0A0C9FJS7
99287.STM1651	A0A0C9H9R0
99287.STM0424	A0A0C9HDM2
99287.STM2710	A0A0C9HDQ7
99287.STM3492	A0A0C9CP96
99287.STM0363	A0A0C9D1Q6
99287.STM3697	A0A0C9E034
99287.STM1880	A0A0C9E043
99287.STM3769.S	A0A0C9E2S6
99287.STM3801	A0A0C9E3U5
99287.STM0396	A0A0C9E5C6
99287.STM1002	A0A0C9EDD0
99287.STM3317	A0A0C9EEN5
99287.STM3488	A0A0C9EG87
99287.STM0229	A0A0C9EQ84
99287.STM2947	A0A0C9ESR5
99287.STM4057	A0A0C9EZK8
99287.STM0697	A0A0C9FJK0
99287.STM1685	A0A0C9FYJ7
99287.STM4277	A0A0C9G5K8
99287.STM1617	A0A0C9G9T8
99287.STM1611	A0A0C9GFW3
99287.STM0567	A0A0C9GNS1
99287.STM3983	A0A0C9GS22
99287.STM2364	A0A0C9GS34
99287.STM3920	A0A0C9GYE3
99287.STM1693	A0A0C9H3E4
99287.STM3064	A0A0C9HA11
99287.STM3026	A0A0C9HB16
99287.STM3977	A0A0C9HLP9
99287.STM4331	A0A0C9HXL9
99287.STM2431	A0A0C9I2L8
99287.STM3313	A0A0C9DGH6
99287.STM3503	A0A0C9DKT7
99287.STM0271	A0A0C9E1U8
99287.STM1946	A0A0C9E284
99287.STM2062	A0A0C9E6A8
99287.STM4082	A0A0C9EB70
99287.STM2178	A0A0C9EFZ9
99287.STM2986.Sc	A0A0C9EIB7
99287.STM0780	A0A0C9EJF8
99287.STM2807	A0A0C9EPW0
99287.STM0222	A0A0C9EQE9
99287.STM3787	A0A0C9ERG1
99287.STM2867	A0A0C9EVP0
99287.STM3143	A0A0C9F981
99287.STM4221	A0A0C9FDW7
99287.STM3312	A0A0C9FEF9
99287.STM2888	A0A0C9FI21
99287.STM0729	A0A0C9FIN7
99287.STM1170	A0A0C9G141
99287.STM3851.S	A0A0C9G4E7
99287.STM0689	A0A0C9GK26
99287.STM0071	A0A0C9GQ60
99287.STM3979	A0A0C9GS57
99287.STM3902	A0A0C9GYX3
99287.STM1742	A0A0C9H1D0
99287.STM2582	A0A0C9H860
99287.STM1521	A0A0C9HE63
99287.STM1206	A0A0C9HEW5
99287.STM1256	A0A0C9HH52
99287.STM3078	A0A0C9HM51
99287.STM1202	A0A0C9I4J2
99287.STM1084	A0A0C9IGU0
99287.STM2771	H9D2D2
99287.STM3637	A0A0A7CTZ2
99287.STM0372	A0A0C9D1E8
99287.STM0316	A0A0C9D2L4
99287.STM0258	A0A0C9D4Y8
99287.STM4066	A0A0C9D6M5
99287.STM4470	A0A0C9DX48
99287.STM4516	A0A0C9DYM8
99287.STM1853	A0A0C9DZH1
99287.STM3790	A0A0C9E3M2
99287.STM4288	A0A0C9E7N0
99287.STM3127	A0A0C9E8D4
99287.STM1993	A0A0C9E8G5
99287.STM3150	A0A0C9EGX3
99287.STM3673	A0A0C9EM72
99287.STM3714	A0A0C9EU03
99287.STM4303	A0A0C9F491
99287.STM1064	A0A0C9F8N2
99287.STM3336	A0A0C9FAS6
99287.STM0168	A0A0C9FQC7
99287.STM1366	A0A0C9G1Q5
99287.STM0956	A0A0C9GCR4
99287.STM3090	A0A0C9GGJ6
99287.STM0776	A0A0C9GI49
99287.STM0205	A0A0C9GPL6
99287.STM1341	A0A0C9GX01
99287.STM1154	A0A0C9H5L3
99287.STM1282	A0A0C9HHX1
99287.STM3076	A0A0C9HM44
99287.STM2454	A0A0C9I2B9
99287.STM2265	A0A0C9CKG4
99287.STM2081	A0A0C9DBK4
99287.STM3305	A0A0C9DG68
99287.STM2090	A0A0C9ECH7
99287.STM0852	A0A0C9EGF2
99287.STM0759	A0A0C9EJS1
99287.STM2931	A0A0C9EKV7
99287.STM0217	A0A0C9EQK8
99287.STM1058	A0A0C9F8S4
99287.STM2922	A0A0C9FGS8
99287.STM0077	A0A0C9FU47
99287.STM2408	A0A0C9G867
99287.STM0510	A0A0C9GM62
99287.STM1135	A0A0C9H1E1
99287.STM1559	A0A0C9H7C3
99287.STM3879	A0A0C9H9N3
99287.STM1548.s	A0A0C9HDC7
99287.STM2381	A0A0C9HM93
99287.STM4138	A0A0C9HNH9
99287.STM1306	A0A0C9IC23
99287.STM4146	A0A0C9IDJ7
99287.STM2114	Q9F7A9
99287.STM4106	A0A0C9D5K6
99287.STM1812	A0A0C9DBU3
99287.STM2864	A0A0C9DQG8
99287.STM3686	A0A0C9EML4
99287.STM1533	A0A0C9GCI1
99287.STM0157	A0A0C9GRG5
99287.STM0147	A0A0C9GRT0
99287.STM3763	Q9S682
99287.STM3796	A0A0C9CZ01
99287.STM4027	A0A0C9D826
99287.STM3148	A0A0C9DBF0
99287.STM2061	A0A0C9DJX7
99287.STM3526	A0A0C9DUX7
99287.STM3803	A0A0C9DW65
99287.STM0303	A0A0C9E0K4
99287.STM3161	A0A0C9E9J5
99287.STM2035	A0A0C9EAA5
99287.STM0813	A0A0C9EIC9
99287.STM0771	A0A0C9EJP0
99287.STM2700	A0A0C9EYJ8
99287.STM3154	A0A0C9F9N6
99287.STM3352	A0A0C9FFX1
99287.STM0843	A0A0C9FLM5
99287.STM0821	A0A0C9FMX0
99287.STM2319	A0A0C9FPF7
99287.STM0662	A0A0C9FSC4
99287.STM0435	A0A0C9G8X3
99287.STM0987	A0A0C9GBX6
99287.STM0097	A0A0C9GPC4
99287.STM2347	A0A0C9GSL2
99287.STM2345	A0A0C9GSN7
99287.STM3863	A0A0C9H667
99287.STM1574	A0A0C9HCM3
99287.STM2398	A0A0C9HG54
99287.STM2691	A0A0C9HI57
99287.STM3402	A0A0C9HIG6
99287.STM1656	A0A0C9HJ18
99287.STM3005	A0A0C9HMR3
99287.STM0426	A0A0C9I980
99287.STM3426	A0A0C9I9F8
99287.STM3101	A0A0C9I9Y0
99287.STM1473	A0A0A7CVZ2
99287.STM2037	Q5Y1V5
99287.STM3772	A0A0C9CXZ4
99287.STM0347	A0A0C9D240
99287.STM3235	A0A0C9DDP5
99287.STM2788	A0A0C9DT46
99287.STM4589	A0A0C9E0V9
99287.STM1809	A0A0C9E2Y3
99287.STM1827.S	A0A0C9E3D1
99287.STM4047	A0A0C9E4S0
99287.STM2182	A0A0C9EA47
99287.STM3215	A0A0C9EBA4
99287.STM0849	A0A0C9EGH3
99287.STM3214	A0A0C9EIV1
99287.STM0746	A0A0C9EJZ9
99287.STM0642	A0A0C9EMY1
99287.STM3707	A0A0C9EN91
99287.STM4074	A0A0C9EZ43
99287.STM4039	A0A0C9F075
99287.STM0318	A0A0C9F0W0
99287.STM0787	A0A0C9FHB8
99287.STM2905	A0A0C9FHK2
99287.STM0085	A0A0C9FTS5
99287.STM1414	A0A0C9FZN5
99287.STM1071	A0A0C9G4A5
99287.STM3038	A0A0C9G642
99287.STM1527	A0A0C9GCQ2
99287.STM1546	A0A0C9GHN2
99287.STM0587	A0A0C9GJ93
99287.STM0136	A0A0C9GMH9
99287.STM3963	A0A0C9GSQ2
99287.STM1484	A0A0C9GW65
99287.STM4396	A0A0C9H4K4
99287.STM2645	A0A0C9H8N3
99287.STM3023	A0A0C9HB86
99287.STM1160	A0A0C9HW99
99287.STM1133	A0A0C9I163
99287.STM1173	A0A0C9I255
99287.STM4160	A0A0C9IDP9
99287.STM0115	Q9X4P8
99287.STM0282	H9L4F7
99287.STM3630	A0A0C9CTE8
99287.STM2041	A0A0C9DJ92
99287.STM3486	A0A0C9DK84
99287.STM3543	A0A0C9DVA2
99287.STM0395	A0A0C9DXT1
99287.STM4019	A0A0C9E5L1
99287.STM4260	A0A0C9E8J8
99287.STM2258	A0A0C9EBZ2
99287.STM3549	A0A0C9EI27
99287.STM4415	A0A0C9ESX7
99287.STM3771	A0A0C9EW63
99287.STM3142	A0A0C9F975
99287.STM0878	A0A0C9FDP2
99287.STM1525	A0A0C9FDQ7
99287.STM4225	A0A0C9FDR8
99287.STM1495	A0A0C9FEL4
99287.STM3348	A0A0C9FFS7
99287.STM0636	A0A0C9FL25
99287.STM0118	A0A0C9FYV9
99287.STM1613	A0A0C9GFU0
99287.STM2374	A0A0C9GM30
99287.STM0090	A0A0C9GPL2
99287.STM2654	A0A0C9H3L8
99287.STM0463	A0A0C9HA54
99287.STM3953	A0A0C9HMQ2
99287.STM3075	A0A0C9HN82
99287.STM0451	A0A0C9I8K2
99287.STM1473	A0A0A7CW07
99287.STM1070	Q9L6I9
99287.STM2192	A0A0C9CIF2
99287.STM0383	A0A0C9D121
99287.STM2040	A0A0C9DJ73
99287.STM2997	A0A0C9DKB3
99287.STM3588	A0A0C9DWP8
99287.STM3656	A0A0C9DYS5
99287.STM0255	A0A0C9E2E0
99287.STM1992	A0A0C9E8F9
99287.STM2084	A0A0C9EC77
99287.STM0988	A0A0C9EDT5
99287.STM2205	A0A0C9EGP7
99287.STM3587	A0A0C9EJ58
99287.STM0712	A0A0C9EL01
99287.STM0371	A0A0C9EU33
99287.STM4449	A0A0C9F0Q8
99287.STM0724	A0A0C9FIV5
99287.STM2832	A0A0C9FPN9
99287.STM0105	A0A0C9GNW6
99287.STM0062	A0A0C9GQD2
99287.STM0132	A0A0C9GSA8
99287.STM1752	A0A0C9GX77
99287.STM3957	A0A0C9GXI5
99287.STM3050	A0A0C9H7H1
99287.STM1290	A0A0C9HHT4
99287.STM2303	A0A0C9HJG1
99287.STM2294	A0A0C9HJS8
99287.STM1667	A0A0C9IDB5
99287.STM2091	A0A0C9CEZ0
99287.STM3198	A0A0C9DCL8
99287.STM1989	A0A0C9DH29
99287.STM2982	A0A0C9DKV9
99287.STM4043	A0A0C9E4U6
99287.STM1897	A0A0C9E5P5
99287.STM0337	A0A0C9E755
99287.STM4098	A0A0C9EB06
99287.STM4089	A0A0C9EB35
99287.STM3144	A0A0C9EGJ2
99287.STM3591	A0A0C9EJF0
99287.STM2920	A0A0C9EL65
99287.STM3765	A0A0C9EQF0
99287.STM3647	A0A0C9ERG2
99287.STM0108	A0A0C9EUI3
99287.STM4064	A0A0C9EZC9
99287.STM0942	A0A0C9FJV6
99287.STM2530	A0A0C9G5J1
99287.STM0818	A0A0C9GCA5
99287.STM0498	A0A0C9GLS5
99287.STM0081	A0A0C9GPX7
99287.STM3044	A0A0C9H7M3
99287.STM0491	A0A0C9HB44
99287.STM2338	A0A0C9HNR0
99287.STM4358	A0A0C9HYB2
99287.STM1241	A0A0C9I8T0
99287.STM0196	O87658
99287.STM3026	A0A0A7D1D0
99287.STM1959	A0FLH9
99287.STM1878	A0A0C9E013
99287.STM0670	A0A0C9EMA9
99287.STM3947	A0A0C9FSW7
99287.STM0020	A0A0C9FUU0
99287.STM1075	A0A0C9G8X0
99287.STM1380	A0A0C9GW03
99287.STM1710	A0A0C9GYN8
99287.STM2511	A0A0C9GZP2
99287.STM1410	A0A0C9H0P3
99287.STM2490	A0A0C9H4G0
99287.STM4327	A0A0C9H6N1
99287.STM3888	A0A0C9H6U7
99287.STM2436	A0A0C9H9J8
99287.STM0513	A0A0C9HC72
99287.STM4155	A0A0C9HGB7
99287.STM2367	A0A0C9HHC2
99287.STM1109	A0A0C9HUY6
99287.STM2405	A0A0C9I2Z0
99287.STM1225	A0A0C9IAL7
99287.STM1655	A0A0C9ID71
99287.STM0375	A0A0C9D1A7
99287.STM3721	A0A0C9E0U2
99287.STM1428	A0A0C9F0P2
99287.STM0589	A0A0C9GJC8
99287.STM0163	A0A0C9GR69
99287.STM0103	A0A0C9GTF7
99287.STM1592	A0A0C9H6E5
99287.STM3853	A0A0C9I558
99287.STM4426	Q9KIJ7
99287.STM1601	Q9X522
99287.STM4040	A0A0C9D7Q3
99287.STM3350	A0A0C9DHV6
99287.STM3733	A0A0C9DTI3
99287.STM1913	A0A0C9E173
99287.STM4026	A0A0C9E5C9
99287.STM2162	A0A0C9EFH1
99287.STM3391	A0A0C9EH27
99287.STM0786	A0A0C9EJ93
99287.STM0111	A0A0C9EUD8
99287.STM1582	A0A0C9FC91
99287.STM0630	A0A0C9FLB0
99287.STM0628	A0A0C9FLC3
99287.STM2433	A0A0C9G7Q3
99287.STM1059	A0A0C9G9H6
99287.STM2499.S	A0A0C9GAB9
99287.STM2665	A0A0C9GDW1
99287.STM0615	A0A0C9GMD3
99287.STM1426	A0A0C9H034
99287.STM4392	A0A0C9H7X8
99287.STM1231	A0A0C9HCE9
99287.STM1258	A0A0C9HKQ8
99287.STM3415	A0A0C9HLU6
99287.STM3106	A0A0C9HMH4
99287.STM2463	A0A0C9I7F8
99287.STM0248	A0A0C9IAK9
99287.STM1662	A0A0C9ID96
99287.STM1252	A0A0C9IE67
99287.STM3813	A0A0C9CJW8
99287.STM3207	A0A0C9DCU7
99287.STM3762	A0A0C9DUW0
99287.STM2022	A0A0C9E9P1
99287.STM3631	A0A0C9ER53
99287.STM3701	A0A0C9ETL0
99287.STM4533	A0A0C9F3T8
99287.STM2474	A0A0C9F4I3
99287.STM4236	A0A0C9F5Y8
99287.STM3177	A0A0C9FA76
99287.STM0686	A0A0C9FK02
99287.STM0025	A0A0C9FV18
99287.STM0216	A0A0C9FVB0
99287.STM4290	A0A0C9G0G7
99287.STM4164	A0A0C9GF00
99287.STM4174	A0A0C9GF56
99287.STM1581	A0A0C9GGV9
99287.STM0080	A0A0C9GPY0
99287.STM3952	A0A0C9GTA6
99287.STM1602	A0A0C9H5Y5
99287.STM2456	A0A0C9H938
99287.STM0428	A0A0C9HAX4
99287.STM2468	A0A0C9HBL0
99287.STM0581	A0A0C9HEF7
99287.STM3412	A0A0C9HLY4
99287.STM4337	A0A0C9I334
99287.STM4171	A0A0C9IDX1
99287.STM2517	Q9XCI9
99287.STM1965	A0A0C9CAF9
99287.STM4129	A0A0C9D550
99287.STM3814	A0A0C9DG53
99287.STM3818	A0A0C9DQC3
99287.STM3548	A0A0C9DVD4
99287.STM3273	A0A0C9EDM7
99287.STM3111	A0A0C9EFD1
99287.STM3562	A0A0C9EIG0
99287.STM3206	A0A0C9EIN7
99287.STM4442	A0A0C9ET59
99287.STM3986	A0A0C9FRK0
99287.STM4511	A0A0C9FW44
99287.STM1178	A0A0C9G180
99287.STM3880	A0A0C9G547
99287.STM2482	A0A0C9G9R7
99287.STM3929	A0A0C9GY27
99287.STM1502	A0A0C9H8S9
99287.STM0550	A0A0C9HDP9
99287.STM4169	A0A0C9HGK7
99287.STM0516	A0A0C9HHZ8
99287.STM1738	A0A0C9HXT4
99287.STM1317	A0A0C9I6B6
99287.STM3149	A0A0C9EGW3
99287.STM3511	A0A0C9EMM7
99287.STM4188.S	A0A0C9FEB3
99287.STM0745	A0A0C9FPV2
99287.STM4500	A0A0C9FRF2
99287.STM1340	A0A0C9G7U3
99287.STM1566	A0A0C9GBB7
99287.STM2267	A0A0A7CVU9
99287.STM1900	A0A0C9D560
99287.STM3614	A0A0C9DP78
99287.STM2028	A0A0C9EA16
99287.STM0209	A0A0C9EQZ0
99287.STM1004	A0A0C9GBA1
99287.STM1219	A0A0C9HC48
99287.STM0450	A0A0C9HCZ2
99287.STM1308	A0A0C9HHG6
99287.STM3440	A0A0C9HHP5
99287.STM0282	A0A0C9D412
99287.STM3231	A0A0C9DDI9
99287.STM0045	A0A0C9E2U7
99287.STM1882	A0A0C9E504
99287.STM4279	A0A0C9E7Z1
99287.STM2948	A0A0C9ESP8
99287.STM0310	A0A0C9F163
99287.STM4097	A0A0C9F3Z5
99287.STM0953	A0A0C9FJG3
99287.STM0684	A0A0C9FK43
99287.STM0637	A0A0C9FL11
99287.STM4481	A0A0C9FQF5
99287.STM1463	A0A0C9G400
99287.STM2524	A0A0C9G546
99287.STM0964	A0A0C9G7Y5
99287.STM1296	A0A0C9GCU8
99287.STM1700	A0A0C9H2X6
99287.STM1616	A0A0C9H5I2
99287.STM0582	A0A0C9HEH0
99287.STM3924	A0A0C9HU86
99287.STM1176	A0A0C9I275
99287.STM2138	A0A0C9CGS3
99287.STM4052	A0A0C9D7A5
99287.STM2181	A0A0C9DEN8
99287.STM3622	A0A0C9DPS3
99287.STM2119	A0A0C9E822
99287.STM4054	A0A0C9EC14
99287.STM3328	A0A0C9EF51
99287.STM2255	A0A0C9EHP3
99287.STM2993	A0A0C9EI52
99287.STM0693	A0A0C9ELM7
99287.STM3555	A0A0C9ENH9
99287.STM2773	A0A0C9ER26
99287.STM0188	A0A0C9ERQ9
99287.STM0359	A0A0C9F041
99287.STM1422	A0A0C9F0V2
99287.STM4302	A0A0C9F4A4
99287.STM3308	A0A0C9F9Q8
99287.STM2851	A0A0C9FNY0
99287.STM4440	A0A0C9FP66
99287.STM1114	A0A0C9FZV7
99287.STM1199	A0A0C9GA29
99287.STM1217.S	A0A0C9GAH7
99287.STM0937	A0A0C9GDG9
99287.STM0152	A0A0C9GLU5
99287.STM2344	A0A0C9GNC2
99287.STM2546	A0A0C9H183
99287.STM3821	A0A0C9H579
99287.STM0478	A0A0C9HGL4
99287.STM0501	A0A0C9HH79
99287.STM1311	A0A0C9HHF3
99287.STM2340	A0A0C9HI29
99287.STM4342	A0A0C9I378
99287.STM4175	A0A0C9I8P6
99287.STM3442	A0A0C9I986
99287.STM2142	A0A0C9CGW2
99287.STM2145	A0A0C9DDU3
99287.STM3812	A0A0C9DQ76
99287.STM2830	A0A0C9DRQ2
99287.STM4408	A0A0C9DVM3
99287.STM3661	A0A0C9DZ22
99287.STM1929	A0A0C9E6J1
99287.STM3204	A0A0C9EB03
99287.STM3542	A0A0C9EHV4
99287.STM2506	A0A0C9F5I2
99287.STM4296	A0A0C9FBV1
99287.STM0950	A0A0C9FCH2
99287.STM0699	A0A0C9FJH9
99287.STM2915	A0A0C9FLW0
99287.STM4512	A0A0C9FW49
99287.STM1069	A0A0C9G963
99287.STM0459	A0A0C9GER8
99287.STM3086	A0A0C9GGI8
99287.STM3949	A0A0C9GXM1
99287.STM1143	A0A0C9H1J3
99287.STM1648	A0A0C9H4E1
99287.STM1105	A0A0C9H4K8
99287.STM3886	A0A0C9H6S6
99287.STM2318	A0A0C9HIT5
99287.STM2391	A0A0C9HLW5
99287.STM1205	A0A0C9I4K6
99287.STM3514	A0A0C9CQ81
99287.STM3660	A0A0C9CU64
99287.STM1788	A0A0C9D209
99287.STM1956	A0A0C9DFX9
99287.STM3547.Sc	A0A0C9DVC8
99287.STM1909	A0A0C9E5X8
99287.STM0366	A0A0C9E6B7
99287.STM4080	A0A0C9EB80
99287.STM3299	A0A0C9EE54
99287.STM0028	A0A0C9F6K6
99287.STM0559	A0A0C9FJ83
99287.STM4414	A0A0C9FTH5
99287.STM0091	A0A0C9FZW8
99287.STM2655	A0A0C9G848
99287.STM1307	A0A0C9GCM2
99287.STM3406	A0A0C9GGE8
99287.STM0518	A0A0C9GH46
99287.STM1560	A0A0C9GHD4
99287.STM2305	A0A0C9GPU2
99287.STM0064	A0A0C9GQA8
99287.STM2290	A0A0C9GQD7
99287.STM3020	A0A0C9H8I0
99287.STM0487.S	A0A0C9HAZ7
99287.STM2452	A0A0C9HBV7
99287.STM3414	A0A0C9HIB1
99287.STM1218	A0A0C9I4S3
99287.STM1312	A0A0C9I6F4
99287.STM2420	A0A0C9I866
99287.STM2085	A0A0C9CEQ7
99287.STM1975	A0A0C9D7R1
99287.STM2146	A0A0C9DML8
99287.STM2831	A0A0C9DRL8
99287.STM1811	A0A0C9DXX7
99287.STM3735	A0A0C9E1A4
99287.STM3238	A0A0C9EC88
99287.STM3152	A0A0C9EGZ9
99287.STM0610	A0A0C9EP48
99287.STM2477	A0A0C9F4L7
99287.STM0027	A0A0C9F6J9
99287.STM1024	A0A0C9FA19
99287.STM4450	A0A0C9FPJ2
99287.STM0743	A0A0C9FPW9
99287.STM1714	A0A0C9FXB1
99287.STM1544	A0A0C9GBX2
99287.STM3433	A0A0C9GG02
99287.STM1389	A0A0C9GVP8
99287.STM1388	A0A0C9GVQ8
99287.STM1741	A0A0C9GXL7
99287.STM1338	A0A0C9H2I1
99287.STM3069	A0A0C9HNC2
99287.STM0443	A0A0C9I3C7
99287.STM2673	A0A0C9ICZ0
99287.STM3436	A0A0C9IEP5
99287.STM0394	A0A0C9D0Q1
99287.STM3657	A0A0C9ELN4
99287.STM1530	A0A0C9GIF9
99287.STM2113	Q9F7A8
99287.STM0547	A0A0A7CSW2
99287.STM0337	A0A0A7CZU2
99287.STM4146	D1MWQ6
99287.STM2081	Q6LDT6
99287.STM1959	Q9R4Q7
99287.STM3865	Q9RFL3
99287.STM1657	Q9EYX6
99287.STM2876	Q5Y1Y5
99287.STM3835	B6V6A5
99287.STM2514	Q9XCJ2
99287.STM2272	F2WW24
99287.STM0999	Q2QHH4
99287.STM4301	O06954
99287.STM1002	Q2QHH1
99287.STM2531	Q2QHF0
99287.STM2530	Q2QHF1
99287.STM3835	H9D2D3
99287.STM4571	A0A0A7D5K1
99287.STM3114	Q1L0G0
99287.STM1290	Q56094
99287.STM0580	E9LLG5
99287.STM0188	Q2QHI6
99287.STM2679	Q9X620
99287.STM3193	Q8GHE6
99287.STM0366	Q9F2D2
99287.STM3191	Q8GHE7
99287.STM4504	Q9RPB6
99287.STM1091	R4VM94
99287.STM3835	Q6UG13
99287.STM2701	O52625
99287.STM0741	O67974
99287.STM2897	M4Q2K5
99287.STM4261	O85324
99287.STM2557	O52092
99287.STM0280	Q93IS2
99287.STM2272	A0SXM0
99287.STM1392	O54304
99287.STM1395	Q7BVH8
99287.STM0294	H9L4D1
99287.STM2813	P74870
99287.STM2896	W8SNW4
99287.STM4261	O85320
99287.STM2104	Q5Y1W6
99287.STM2287	S5DVX2
99287.STM1395	O84942
99287.STM0807	Q2QHH6
99287.STM2287	S5DVS2
99287.STM2104	Q5Y1X0
99287.STM4538	Q6LE70
99287.STM3835	Q56028
99287.STM2876	Q9XBV9
99287.STM2876	X2J005
99287.STM2272	A0A097KZP3
99287.STM1392	P74862
99287.STM2894	K9N662
99287.STM4394	Q9RNU8
99287.STM4452	Q9RIL6
99287.STM0200	O87662
99287.STM2104	Q5Y1W3
99287.STM1003	Q2QHH0
99287.STM1383	Q6PUI3
99287.STM2896	G8I0B4
99287.STM2272	F2WW25
99287.STM1521	Q6LCF6
99287.STM0152	Q9L4H8
99287.STM2104	Q5Y1W8
99287.STM4525	Q6LAL9
99287.STM4571	A0A0A7D5G2
99287.STM3641	Q2QHI7
99287.STM2272	T1WPW7
99287.STM0115	Q9S4W0
99287.STM0569	O52755
99287.STM0617	P74869
99287.STM3369	Q2QHD0
99287.STM2272	B2CIT9
99287.STM0046	B2XXB4
99287.STM4330	Q938Z3
99287.STM2876	X2IX97
99287.STM2896	B0FSG1
99287.STM0547	V9VLV4
99287.STM4264	O85329
99287.STM3286	Q9RIL9
99287.STM3090	Q2QHE5
99287.STM0648	B2XXM2
99287.STM2100	Q9F796
99287.STM2626	O84892
99287.STM0283	H9L4F2
99287.STM0288	H9L4J5
99287.STM1407	O30904
99287.STM0143	Q9L4I7
99287.STM1959	Q6JKG7
99287.STM1385	Q6PUI5
99287.STM0483	P74875
99287.STM1173	E9N9M7
99287.STM4260	X2KX84
99287.STM2876	Q5Y1Y4
99287.STM1053	Q9XC75
99287.STM2632	O30354
99287.STM4261	O85319
99287.STM0831	P74885
99287.STM1046	O33794
99287.STM3724	O68271
99287.STM1042	O33797
99287.STM3759.S	Q9Z623
99287.STM1931	Q2QHG4
99287.STM2809	Q1L0E1
99287.STM2876	Q5Y1Y7
99287.STM1523	Q8VVD5
99287.STM1295	Q9XC77
99287.STM4225	O30900
99287.STM1923	Q7BV51
99287.STM1213	H9D3U9
