7227.FBpp0087084	P32234
7227.FBpp0291831	A0A0B4LGY5
7227.FBpp0081568	A0A0B4LGZ6
7227.FBpp0301144	A0A0B4LHD9
7227.FBpp0099939	A1Z995
7227.FBpp0303580	A1Z9B7
7227.FBpp0080452	M9NCU7
7227.FBpp0303018	M9PB41
7227.FBpp0080267	M9PBB6
7227.FBpp0304920	M9PDZ9
7227.FBpp0112360	M9PFQ0
7227.FBpp0302633	M9PGM4
7227.FBpp0290140	M9PHE1
7227.FBpp0079377	M9MSH3
7227.FBpp0292334	M9MSI4
7227.FBpp0292850	M9MSN2
7227.FBpp0301686	M9ND55
7227.FBpp0079465	M9ND56
7227.FBpp0298005	M9NDZ4
7227.FBpp0305221	M9PB01
7227.FBpp0304622	M9PB31
7227.FBpp0077705	M9PC25
7227.FBpp0302735	M9PD31
7227.FBpp0304205	M9PD70
7227.FBpp0080402	M9PD95
7227.FBpp0300642	M9PDH4
7227.FBpp0304833	M9PDI7
7227.FBpp0303287	M9PDV9
7227.FBpp0076557	M9PEL3
7227.FBpp0076483	M9PEQ0
7227.FBpp0076189	M9PF36
7227.FBpp0293630	M9PF74
7227.FBpp0079845	M9PFM9
7227.FBpp0072980	M9PH44
7227.FBpp0074812	M9PI96
7227.FBpp0305656	M9PIH9
7227.FBpp0297742	A0A0B4K6F3
7227.FBpp0300852	A0A0B4K6M4
7227.FBpp0289029	A0A0B4K6R9
7227.FBpp0291391	A0A0B4K6W5
7227.FBpp0297794	A0A0B4K702
7227.FBpp0293484	A0A0B4K755
7227.FBpp0293225	A0A0B4K765
7227.FBpp0086747	A0A0B4K788
7227.FBpp0072306	A0A0B4K7Q4
7227.FBpp0111408	A0A0B4K803
7227.FBpp0301625	A0A0B4K863
7227.FBpp0293434	A0A0B4K894
7227.FBpp0297130	A0A0B4K8B1
7227.FBpp0087522	A0A0B4KF56
7227.FBpp0290659	A0A0B4KF62
7227.FBpp0304737	A0A0B4KFE9
7227.FBpp0302989	A0A0B4KFR5
7227.FBpp0293627	A0A0B4KFS5
7227.FBpp0086197	A0A0B4KFT3
7227.FBpp0303280	A0A0B4KFW5
7227.FBpp0303450	A0A0B4KFZ4
7227.FBpp0303173	A0A0B4KGD3
7227.FBpp0300419	A0A0B4KGF1
7227.FBpp0099514	A0A0B4KGZ7
7227.FBpp0082178	A0A0B4KH05
7227.FBpp0289411	A0A0B4KH74
7227.FBpp0088543	A0A0B4KHB1
7227.FBpp0082947	A0A0B4KHB4
7227.FBpp0303306	A0A0B4KHB6
7227.FBpp0303415	A0A0B4KHK6
7227.FBpp0084326	A0A0B4KHX4
7227.FBpp0306053	A0A0B4KHX8
7227.FBpp0084665	A0A0B4KI01
7227.FBpp0302572	A0A0B4KI32
7227.FBpp0085169	A0A0B4KI38
7227.FBpp0301012	A0A0B4K5Z4
7227.FBpp0078490	A0A0B4K5Z5
7227.FBpp0300445	A0A0B4K618
7227.FBpp0293228	A0A0B4K686
7227.FBpp0293187	A0A0B4K6L9
7227.FBpp0296946	A0A0B4K6P5
7227.FBpp0293207	A0A0B4K6P8
7227.FBpp0293146	A0A0B4K6Q6
7227.FBpp0301012	A0A0B4K6R6
7227.FBpp0293207	A0A0B4K720
7227.FBpp0081832	A0A0B4K731
7227.FBpp0084040	A0A0B4K7H6
7227.FBpp0111795	A0A0B4K7L8
7227.FBpp0301133	A0A0B4K7N1
7227.FBpp0293420	A0A0B4K7N7
7227.FBpp0083753	A0A0B4K7P1
7227.FBpp0111770	A0A0B4K7W6
7227.FBpp0297766	A0A0B4K829
7227.FBpp0291734	A0A0B4KEE8
7227.FBpp0302003	A0A0B4KEZ3
7227.FBpp0071549	A0A0B4KF17
7227.FBpp0071710	A0A0B4KF24
7227.FBpp0303282	A0A0B4KF28
7227.FBpp0305370	A0A0B4KF39
7227.FBpp0302990	A0A0B4KF86
7227.FBpp0078332	A0A0B4KF92
7227.FBpp0304550	A0A0B4KFA4
7227.FBpp0291394	A0A0B4KFE2
7227.FBpp0303268	A0A0B4KFE6
7227.FBpp0300419	A0A0B4KFG1
7227.FBpp0081530	A0A0B4KFK7
7227.FBpp0081947	A0A0B4KFT0
7227.FBpp0099776	A0A0B4KFU2
7227.FBpp0302733	A0A0B4KFV7
7227.FBpp0304070	A0A0B4KG50
7227.FBpp0303072	A0A0B4KG69
7227.FBpp0290648	A0A0B4KG93
7227.FBpp0292746	A0A0B4KGC1
7227.FBpp0088712	A0A0B4KGD5
7227.FBpp0303555	A0A0B4KGK1
7227.FBpp0303075	A0A0B4KGX3
7227.FBpp0304711	A0A0B4KH37
7227.FBpp0083545	A0A0B4KH41
7227.FBpp0303144	A0A0B4KHA4
7227.FBpp0303342	A0A0B4KHE6
7227.FBpp0303341	A0A0B4KHF3
7227.FBpp0084549	A0A0B4KHQ0
7227.FBpp0297625	A0A0B4KHW6
7227.FBpp0303134	A0A0B4KHX5
7227.FBpp0087735	A0A0B4LEY4
7227.FBpp0087522	A0A0B4LF16
7227.FBpp0088437	A0A0B4LF45
7227.FBpp0099939	A0A0B4LFA2
7227.FBpp0088527	A0A0B4LFR4
7227.FBpp0085750	A0A0B4LFU3
7227.FBpp0289858	A0A0B4LG16
7227.FBpp0112375	A0A0B4LGE3
7227.FBpp0288975	A0A0B4LGF8
7227.FBpp0099467	A0A0B4LH59
7227.FBpp0301144	A0A0B4LHD7
7227.FBpp0292126	M9MRV6
7227.FBpp0294015	M9ND90
7227.FBpp0304510	M9PB65
7227.FBpp0075517	M9PCF8
7227.FBpp0074844	M9PCX4
7227.FBpp0303119	M9PEQ7
7227.FBpp0303719	M9PFY1
7227.FBpp0303444	M9PI53
7227.FBpp0302745	M9MRD3
7227.FBpp0300329	M9NDJ0
7227.FBpp0290262	M9PB79
7227.FBpp0304158	M9PDR6
7227.FBpp0302887	M9PDS6
7227.FBpp0304823	M9PDT0
7227.FBpp0303810	M9PE53
7227.FBpp0303614	M9PEV6
7227.FBpp0305709	M9PGJ2
7227.FBpp0070664	M9PJ28
7227.FBpp0293180	M9ND23
7227.FBpp0073381	M9NF18
7227.FBpp0303680	M9PB67
7227.FBpp0306204	M9PDW5
7227.FBpp0305059	M9PE21
7227.FBpp0072899	M9PEG0
7227.FBpp0111797	M9PGB1
7227.FBpp0073071	M9PHC2
7227.FBpp0070368	M9PIS3
7227.FBpp0087185	A1Z8N9
7227.FBpp0301158	M9NDT2
7227.FBpp0072420	M9NDW1
7227.FBpp0293413	M9NGE9
7227.FBpp0304202	M9PD27
7227.FBpp0303150	M9PD88
7227.FBpp0305671	M9PDJ9
7227.FBpp0099909	M9PGB8
7227.FBpp0305496	M9PH27
7227.FBpp0074110	M9PHT3
7227.FBpp0112286	A0A0B4LES9
7227.FBpp0111810	A0A0B4LEY5
7227.FBpp0293496	A0A0B4LEZ3
7227.FBpp0086398	A0A0B4LFH2
7227.FBpp0304261	A0A0B4LFW5
7227.FBpp0071955	A0A0B4LG83
7227.FBpp0100134	A0A0B4LGE5
7227.FBpp0072110	A0A0B4LGH8
7227.FBpp0300399	A0A0B4LGQ9
7227.FBpp0081989	A0A0B4LH68
7227.FBpp0083290	A0A0B4LHF9
7227.FBpp0084309	A0A0B4LHS0
7227.FBpp0293225	A1Z928
7227.FBpp0087412	A1Z884
7227.FBpp0297756	A1Z8V4
7227.FBpp0300795	M9NE35
7227.FBpp0080405	M9PDJ6
7227.FBpp0304412	M9PE12
7227.FBpp0288427	M9PEE2
7227.FBpp0293353	M9PET1
7227.FBpp0075260	M9PFL3
7227.FBpp0303190	M9PG08
7227.FBpp0087267	A1Z8I9
7227.FBpp0304518	B4YXC7
7227.FBpp0302606	M9PCI9
7227.FBpp0078189	M9PDB7
7227.FBpp0070699	M9PDT1
7227.FBpp0291870	M9PGW2
7227.FBpp0077721	M9PAY9
7227.FBpp0070906	M9PGT5
7227.FBpp0303257	M9PHX4
7227.FBpp0303587	M9PI08
7227.FBpp0077872	M9PIC3
7227.FBpp0071571	Q6SAC9
7227.FBpp0071571	Q6SAH8
7227.FBpp0088886	Q8MR96
7227.FBpp0084648	Q9VAW7
7227.FBpp0289145	Q9VCM3
7227.FBpp0083391	Q9VDH5
7227.FBpp0271927	Q9VS65
7227.FBpp0074108	Q9VXA7
7227.FBpp0073987	Q9VXJ8
7227.FBpp0073906	Q9VXQ0
7227.FBpp0072436	Q9W0U6
7227.FBpp0302601	L7EFC8
7227.FBpp0088134	Q0KIF7
7227.FBpp0085272	Q8IMF2
7227.FBpp0074402	Q8MQZ6
7227.FBpp0303949	Q8SWQ9
7227.FBpp0083816	Q9VCL7
7227.FBpp0290038	Q9VQL0
7227.FBpp0074389	Q9VWS5
7227.FBpp0300419	A0A0B4K6B9
7227.FBpp0296960	A0A0B4K6C3
7227.FBpp0293207	A0A0B4K6E3
7227.FBpp0291734	A0A0B4K7H4
7227.FBpp0293114	A0A0B4K7K0
7227.FBpp0087506	A0A0B4K7L1
7227.FBpp0300934	A0A0B4K7T3
7227.FBpp0293358	A0A0B4K7V7
7227.FBpp0303273	A0A0B4K814
7227.FBpp0087997	A1Z729
7227.FBpp0087010	A1Z8W9
7227.FBpp0288501	Q8IP11
7227.FBpp0298836	A0A0B4KEC6
7227.FBpp0111980	A0A0B4KEK4
7227.FBpp0302028	A0A0B4KEY2
7227.FBpp0078264	A0A0B4KF52
7227.FBpp0112126	A0A0B4KFJ0
7227.FBpp0297166	A0A0B4KGU9
7227.FBpp0304478	A0A0B4KHF0
7227.FBpp0302962	M9MRI2
7227.FBpp0073031	M9MSK2
7227.FBpp0300228	M9NCU2
7227.FBpp0306030	M9ND32
7227.FBpp0300646	M9NGE4
7227.FBpp0303369	M9PEK5
7227.FBpp0289056	M9PH72
7227.FBpp0303202	A0A0B4KFN6
7227.FBpp0099514	A0A0B4KFT4
7227.FBpp0082370	A0A0B4KFZ0
7227.FBpp0088489	A0A0B4KGE1
7227.FBpp0083757	A0A0B4KGM2
7227.FBpp0083851	A1YK35
7227.FBpp0087871	A1Z7C5
7227.FBpp0086834	A1Z9C4
7227.FBpp0303597	M9MSP2
7227.FBpp0110451	M9NDV5
7227.FBpp0077719	M9PC08
7227.FBpp0078973	M9PEY6
7227.FBpp0290321	M9PGL8
7227.FBpp0303300	M9PGV3
7227.FBpp0073682	M9PHJ0
7227.FBpp0304963	M9PIG4
7227.FBpp0087994	A0A0B4KFB3
7227.FBpp0305134	A0A0B4KFH5
7227.FBpp0099887	A0A0B4KFL0
7227.FBpp0303479	A0A0B4KFQ3
7227.FBpp0302789	A0A0B4KFX4
7227.FBpp0304558	A0A0B4KG18
7227.FBpp0303028	A0A0B4KG54
7227.FBpp0304550	A0A0B4KG58
7227.FBpp0304307	A0A0B4KGB1
7227.FBpp0288559	A0A0B4KGD6
7227.FBpp0303270	A0A0B4KGE6
7227.FBpp0291301	A0A0B4KGK7
7227.FBpp0303116	A0A0B4KH20
7227.FBpp0303114	A0A0B4KHI0
7227.FBpp0290648	A0A0B4KHM0
7227.FBpp0303085	A0A0B4KHN4
7227.FBpp0088489	A0A0B4KHS6
7227.FBpp0303076	A0A0B4KHT0
7227.FBpp0083366	A0A0B4KHT5
7227.FBpp0089026	A0A0B4KI15
7227.FBpp0302617	A0A0B4KI40
7227.FBpp0305617	A0A0B4KI42
7227.FBpp0085027	A0A0B4KI64
7227.FBpp0085000	A0A0B4LHW2
7227.FBpp0290137	A0A0B4LHY2
7227.FBpp0086860	A1Z9B4
7227.FBpp0110549	Q5LJQ4
7227.FBpp0080485	Q9VJH7
7227.FBpp0073220	Q9VZ90
7227.FBpp0073154	Q9VZC5
7227.FBpp0073071	Q9VZH5
7227.FBpp0288938	Q9W1Z4
7227.FBpp0288517	Q8IQ12
7227.FBpp0305088	Q9VVP5
7227.FBpp0071654	Q9W2C5
7227.FBpp0088791	Q7KU89
7227.FBpp0088744	Q8IR84
7227.FBpp0081206	Q9I7L3
7227.FBpp0077903	Q9VPC4
7227.FBpp0076112	Q9VT19
7227.FBpp0073246	Q9VZ41
7227.FBpp0072656	Q9W093
7227.FBpp0111544	Q8SY28
7227.FBpp0071754	O44435
7227.FBpp0110515	Q5LJT0
7227.FBpp0271785	Q8MT96
7227.FBpp0084772	Q9VAM2
7227.FBpp0288380	Q9VBS5
7227.FBpp0303893	Q9VK01
7227.FBpp0079596	E4NKG9
7227.FBpp0088366	Q59DN7
7227.FBpp0071571	Q6SAB8
7227.FBpp0111945	Q8MR60
7227.FBpp0080080	Q9NBK8
7227.FBpp0078422	Q9VN84
7227.FBpp0077954	Q9VP68
7227.FBpp0073854	Q9VXU5
7227.FBpp0071571	Q6SAA4
7227.FBpp0113084	Q960S8
7227.FBpp0071276	Q9I7W3
7227.FBpp0070409	Q9UB80
7227.FBpp0078648	Q9VMU8
7227.FBpp0075738	Q9VTV7
7227.FBpp0088568	Q9W1I0
7227.FBpp0071747	Q9W242
7227.FBpp0082560	Q9VF65
7227.FBpp0079079	Q9VM05
7227.FBpp0080934	Q8SXK5
7227.FBpp0081572	Q8INN7
7227.FBpp0305431	D5AEK2
7227.FBpp0080422	Q9VJK5
7227.FBpp0293261	Q9VBY5
7227.FBpp0300947	Q86P89
7227.FBpp0082180	Q8INH7
7227.FBpp0100169	Q86NU7
7227.FBpp0288714	Q8SZV7
7227.FBpp0087863	E2QC83
7227.FBpp0076048	Q7KUD7
7227.FBpp0290352	E2QCS7
7227.FBpp0292244	Q7KU95
7227.FBpp0297720	E2QC90
7227.FBpp0303024	F0JAJ9
7227.FBpp0071429	Q7KVQ7
7227.FBpp0300399	Q7KSX8
7227.FBpp0292902	A8WHF7
7227.FBpp0111560	E2QCS4
7227.FBpp0082463	F0JAL5
7227.FBpp0303134	F0JAL7
7227.FBpp0078879	B8Q6A8
7227.FBpp0079388	E2QCQ7
7227.FBpp0290110	B7Z0B1
7227.FBpp0112914	E2QC63
7227.FBpp0292041	Q7KTD2
7227.FBpp0071503	Q9XYZ2
7227.FBpp0070227	Q7KW16
7227.FBpp0112329	Q7KQN3
7227.FBpp0303397	Q7KS35
7227.FBpp0100172	Q7KT14
7227.FBpp0111446	Q7KWG5
7227.FBpp0289280	B7YZW3
7227.FBpp0075184	B7Z061
7227.FBpp0290402	Q7KTF1
7227.FBpp0288669	D0UYA5
7227.FBpp0288669	D0UYA6
7227.FBpp0074048	C3KKD0
7227.FBpp0088208	L0MPW8
7227.FBpp0288517	B7Z010
7227.FBpp0082490	E1JIK6
7227.FBpp0082852	E1JIN2
7227.FBpp0112979	Q8IRU1
7227.FBpp0288419	B7YZV6
7227.FBpp0111842	Q5BIA1
7227.FBpp0083705	Q3ZAQ1
7227.FBpp0084894	B7Z0R7
7227.FBpp0077111	Q5UEC2
7227.FBpp0077159	Q7JPZ3
7227.FBpp0079052	Q9VM45
7227.FBpp0082003	Q7KSP6
7227.FBpp0085387	E2E4N4
7227.FBpp0300430	L0MLJ3
7227.FBpp0302730	L0MPQ0
7227.FBpp0074909	Q9VVM4
7227.FBpp0080907	Q9W5U9
7227.FBpp0072032	B1PFG5
7227.FBpp0304785	O16865
7227.FBpp0111579	Q7KSI6
7227.FBpp0271716	B7YZT2
7227.FBpp0074834	Q9VVU4
7227.FBpp0290922	E1JIZ5
7227.FBpp0271736	B7YZX6
7227.FBpp0271767	B7Z0M8
7227.FBpp0288495	B7Z0P6
7227.FBpp0300963	L0MPR2
7227.FBpp0297798	C3KKB8
7227.FBpp0076708	Q86PD5
7227.FBpp0085387	E2E4M2
7227.FBpp0291499	B7Z069
7227.FBpp0297625	E1JJ21
7227.FBpp0297477	Q7KTE8
7227.FBpp0288669	D0UY99
7227.FBpp0293249	V9H0I1
7227.FBpp0072482	X2JCA9
7227.FBpp0089016	X2JCQ7
7227.FBpp0291230	X2JCY4
7227.FBpp0290910	X2JE74
7227.FBpp0074251	X2JE77
7227.FBpp0080529	X2JAQ4
7227.FBpp0111359	X2JB67
7227.FBpp0085303	X2JB70
7227.FBpp0291476	X2JDH0
7227.FBpp0070939	X2JED7
7227.FBpp0305778	X2JEJ9
7227.FBpp0073854	X2JF48
7227.FBpp0289310	X2JFS7
7227.FBpp0073261	X2JJC8
7227.FBpp0073578	X2JJV1
7227.FBpp0303926	X2J8X8
7227.FBpp0070661	X2JCJ0
7227.FBpp0071217	X2JD07
7227.FBpp0071354	X2JD55
7227.FBpp0077296	X2J8I0
7227.FBpp0080682	X2JAE9
7227.FBpp0090990	X2JAG3
7227.FBpp0077543	X2J6N9
7227.FBpp0301687	X2J8B3
7227.FBpp0073553	X2JBI9
7227.FBpp0080620	X2JAA3
7227.FBpp0078905	X2JDD7
7227.FBpp0301988	X2JEM2
7227.FBpp0088675	X2JFG0
7227.FBpp0080775	M9PBD9
7227.FBpp0306084	M9PBG8
7227.FBpp0289176	X2JCW3
7227.FBpp0080263	X2JE80
7227.FBpp0077041	X2JG37
7227.FBpp0073887	X2JKF2
7227.FBpp0300449	A0A023GPK8
7227.FBpp0304207	G9L8C4
7227.FBpp0079536	X2J5G6
7227.FBpp0070093	X2J9Y4
7227.FBpp0070633	X2JAF4
7227.FBpp0303369	X2JAR2
7227.FBpp0074977	X2JD11
7227.FBpp0072595	M9PBH9
7227.FBpp0080364	X2J8L2
7227.FBpp0077852	X2JBC3
7227.FBpp0074118	X2JFT8
7227.FBpp0297159	M9PBF6
7227.FBpp0080261	X2JAI1
7227.FBpp0305981	X2JBA7
7227.FBpp0288851	X2JEB1
7227.FBpp0073417	X2JEK3
7227.FBpp0074394	X2JL29
7227.FBpp0288669	D0UY81
7227.FBpp0303688	M9PBE2
7227.FBpp0073280	X2JB48
7227.FBpp0078699	X2JD70
7227.FBpp0099911	X2JDS9
7227.FBpp0305778	X2JE67
7227.FBpp0297655	X2JCX1
7227.FBpp0089042	X2JIW9
7227.FBpp0112268	A8DY98
7227.FBpp0111662	A8DYM4
7227.FBpp0112375	A8DYP0
7227.FBpp0297429	A8DYU2
7227.FBpp0293603	A8DZ15
7227.FBpp0293630	A8JNQ4
7227.FBpp0112125	A8JQW5
7227.FBpp0073360	Q4V5K5
7227.FBpp0070601	X2JAE6
7227.FBpp0112234	X2JCQ6
7227.FBpp0071249	X2JD28
7227.FBpp0301190	X2JJ32
7227.FBpp0303156	A8JNL4
7227.FBpp0112156	A8JR34
7227.FBpp0111645	A8JRH4
7227.FBpp0071571	Q6SAI4
7227.FBpp0289120	Q7YU25
7227.FBpp0077874	Q8IPU8
7227.FBpp0084482	Q9VB68
7227.FBpp0304711	Q9VDA2
7227.FBpp0082217	Q9VFW3
7227.FBpp0288871	Q9W477
7227.FBpp0083749	W8PHN8
7227.FBpp0084186	A0A0C4FEI7
7227.FBpp0111775	A8DYI6
7227.FBpp0111310	A8DYK0
7227.FBpp0288582	A8JNI7
7227.FBpp0290013	E1JJ32
7227.FBpp0303578	E3CTP8
7227.FBpp0112019	A8DYM0
7227.FBpp0303397	A8JR94
7227.FBpp0291990	A8Y599
7227.FBpp0304871	A8Y5A2
7227.FBpp0071571	Q6SAG1
7227.FBpp0084496	Q8IMP1
7227.FBpp0112336	Q8IQJ5
7227.FBpp0083694	Q9VCW5
7227.FBpp0082209	Q9VFW9
7227.FBpp0297524	A8DYF2
7227.FBpp0111367	A8JNW0
7227.FBpp0304166	A8Y564
7227.FBpp0304714	Q4V545
7227.FBpp0078261	Q8IPR3
7227.FBpp0271773	Q9VBR4
7227.FBpp0113045	Q9VDW0
7227.FBpp0082878	Q9VEK5
7227.FBpp0112150	Q9VFA9
7227.FBpp0082501	Q9VFD6
7227.FBpp0111380	A8JNL8
7227.FBpp0303393	A8JQU7
7227.FBpp0111408	A8JRH0
7227.FBpp0297632	A8JRI1
7227.FBpp0111911	A8JV41
7227.FBpp0303108	E3CTQ9
7227.FBpp0086361	Q4V4W8
7227.FBpp0083705	Q86B80
7227.FBpp0075951	Q8IQE7
7227.FBpp0073600	Q8T9D5
7227.FBpp0085198	Q9U4Q7
7227.FBpp0290312	Q9VBV6
7227.FBpp0112947	Q9VKK4
7227.FBpp0076196	Q9VT00
7227.FBpp0072264	Q9W174
7227.FBpp0303156	A8JNL6
7227.FBpp0290539	A8JV02
7227.FBpp0291467	A8QI16
7227.FBpp0303134	E3CTQ1
7227.FBpp0291785	Q8MRX6
7227.FBpp0073201	Q8WQM0
7227.FBpp0086747	Q9U479
7227.FBpp0078415	Q9VNC1
7227.FBpp0289515	A8DYC6
7227.FBpp0111659	A8DYD6
7227.FBpp0072861	A8JNJ2
7227.FBpp0111770	A8JRE3
7227.FBpp0290458	A8JV11
7227.FBpp0099488	E1JH06
7227.FBpp0304454	E3CTU3
7227.FBpp0099542	Q8MR64
7227.FBpp0083685	Q9VCZ7
7227.FBpp0293245	Q9VVQ6
7227.FBpp0111297	A8DYG6
7227.FBpp0076397	A8JNN6
7227.FBpp0111371	A8JNW5
7227.FBpp0083366	A8JR54
7227.FBpp0111428	A8JRG8
7227.FBpp0303427	A8JUX2
7227.FBpp0291444	A8QI01
7227.FBpp0291546	A8QI94
7227.FBpp0099901	E2QCZ0
7227.FBpp0290160	Q9VRG5
7227.FBpp0076853	Q9VRM0
7227.FBpp0073569	Q7Z2C5
7227.FBpp0079620	Q8IPB7
7227.FBpp0071039	Q8IRP4
7227.FBpp0080197	X2JAF7
7227.FBpp0071061	X2JE30
7227.FBpp0073606	X2JEU5
7227.FBpp0303582	X2JFR0
7227.FBpp0079851	X2J5P7
7227.FBpp0070150	X2JC35
7227.FBpp0070692	X2JCK2
7227.FBpp0071052	X2JCX8
7227.FBpp0071328	X2JEB6
7227.FBpp0100187	B2LAQ0
7227.FBpp0071289	X2JAY2
7227.FBpp0076411	X2JC55
7227.FBpp0110299	X2JCB3
7227.FBpp0076921	X2JCV6
7227.FBpp0111740	X2JCZ1
7227.FBpp0288851	X2JJ74
7227.FBpp0073799	X2JKA0
7227.FBpp0292038	X2JAX8
7227.FBpp0079257	X2JDJ3
7227.FBpp0292476	X2JE07
7227.FBpp0074061	X2JE40
7227.FBpp0074523	X2JFU0
7227.FBpp0111740	X2JIZ6
7227.FBpp0074659	B1PGF1
7227.FBpp0303166	M9PFI5
7227.FBpp0073578	M9PH06
7227.FBpp0078561	Q8IGE9
7227.FBpp0077226	Q8IQ03
7227.FBpp0073758	Q8IR47
7227.FBpp0072965	Q8IRE1
7227.FBpp0072340	Q8MMD3
7227.FBpp0292457	M9MS63
7227.FBpp0073682	M9NH07
7227.FBpp0303425	M9PEH9
7227.FBpp0304887	M9PF20
7227.FBpp0305221	Q0E8U7
7227.FBpp0111715	Q8INA9
7227.FBpp0086124	Q8T9E3
7227.FBpp0083651	Q9VCZ5
7227.FBpp0076621	Q9VS19
7227.FBpp0112427	D2A6J3
7227.FBpp0088910	Q6NND1
7227.FBpp0110098	Q7YU41
7227.FBpp0075671	Q8IQH4
7227.FBpp0077069	Q9VR18
7227.FBpp0074096	Q9VXC2
7227.FBpp0302967	Q9GT66
7227.FBpp0079257	Q8MQQ8
7227.FBpp0074025	Q8SXM2
7227.FBpp0080828	Q9VIS4
7227.FBpp0271930	Q15K28
7227.FBpp0289482	O77266
7227.FBpp0304429	Q0E8J4
7227.FBpp0071571	Q6SAZ0
7227.FBpp0112984	Q9BP34
7227.FBpp0081153	K7WSB1
7227.FBpp0083566	Q9BML6
7227.FBpp0083143	Q9VE02
7227.FBpp0077350	Q9VQL3
7227.FBpp0303263	Q9W167
7227.FBpp0085132	Q9V9Z4
7227.FBpp0071689	O76143
7227.FBpp0085363	A1Z6J2
7227.FBpp0086436	A1ZA59
7227.FBpp0086195	A1ZAL5
7227.FBpp0086161	A1ZAP8
7227.FBpp0086150	A1ZAR4
7227.FBpp0085854	A1ZB70
7227.FBpp0297592	A1ZB77
7227.FBpp0085809	A1ZBE9
7227.FBpp0085718	A1ZBK9
7227.FBpp0087292	B7YZF0
7227.FBpp0112469	A0A021WW32
7227.FBpp0086415	A1ZA34
7227.FBpp0291931	A1ZA72
7227.FBpp0289310	B7Z0Z5
7227.FBpp0300874	B7Z114
7227.FBpp0085803	A1ZBF6
7227.FBpp0289753	B7Z130
7227.FBpp0291734	A1Z6S0
7227.FBpp0099770	A1ZAJ5
7227.FBpp0296983	A1ZAU3
7227.FBpp0086322	A1ZAE2
7227.FBpp0086161	A1ZAQ0
7227.FBpp0085519	A1Z6S1
7227.FBpp0088524	A1ZAZ8
7227.FBpp0085643	A1ZBQ7
7227.FBpp0288856	B7Z126
7227.FBpp0086469	A1ZA22
7227.FBpp0291585	A1ZBJ7
7227.FBpp0085778	A1ZBH0
7227.FBpp0085692	A1ZBH7
7227.FBpp0306124	A1ZBK3
7227.FBpp0076550	A0A023GPN3
7227.FBpp0086273	A1ZAG7
7227.FBpp0086124	A1ZAN7
7227.FBpp0086399	A1ZA83
7227.FBpp0086363	A1ZA99
7227.FBpp0086183	A1ZAJ6
7227.FBpp0085662	A1ZBM8
7227.FBpp0288945	B7YZH0
7227.FBpp0070594	T2FFQ3
7227.FBpp0291931	O01652
7227.FBpp0113059	B5RJ76
7227.FBpp0079576	Q1WW96
7227.FBpp0072573	Q9U3Y9
7227.FBpp0305575	Q15E02
7227.FBpp0303186	Q9VBE8
7227.FBpp0083842	E1JIU8
7227.FBpp0075748	Q9VTV4
7227.FBpp0111506	Q9W2B5
7227.FBpp0086872	T2FGD8
7227.FBpp0075554	Q2PDX8
7227.FBpp0088920	Q61677
7227.FBpp0083545	Q8IN16
7227.FBpp0072504	Q8IRI8
7227.FBpp0080340	Q9V421
7227.FBpp0082601	Q9VF56
7227.FBpp0081104	Q9VIA4
7227.FBpp0080374	Q9VJM2
7227.FBpp0078775	Q9VML2
7227.FBpp0075454	Q9VUG6
7227.FBpp0071571	Q6SAC7
7227.FBpp0071571	Q6SAE9
7227.FBpp0303101	Q8MZ44
7227.FBpp0086935	Q94538
7227.FBpp0113008	Q9I7K7
7227.FBpp0084191	Q9VBU2
7227.FBpp0297166	Q9VC62
7227.FBpp0293630	Q9VT98
7227.FBpp0074858	X2JB94
7227.FBpp0305523	I1V504
7227.FBpp0071571	Q6SAX8
7227.FBpp0291862	Q95TP4
7227.FBpp0302955	Q9VE55
7227.FBpp0111740	Q0KHU9
7227.FBpp0071571	Q6SAI2
7227.FBpp0071571	Q6SAK0
7227.FBpp0088212	Q9V4B6
7227.FBpp0084357	Q9VBJ9
7227.FBpp0073599	Q9VYE0
7227.FBpp0293163	Q9W003
7227.FBpp0303756	Q9W2X0
7227.FBpp0303327	Q9VAK0
7227.FBpp0305263	Q9VSK5
7227.FBpp0291680	C9QP94
7227.FBpp0074499	Q9VWG4
7227.FBpp0071965	Q9W1P1
7227.FBpp0110103	Q0KIB1
7227.FBpp0084005	Q9VC78
7227.FBpp0076314	Q9VSQ5
7227.FBpp0074176	Q9VX71
7227.FBpp0070930	Q9W3W0
7227.FBpp0071571	Q6SAK4
7227.FBpp0071571	Q6SAV0
7227.FBpp0110191	Q0KI33
7227.FBpp0071571	Q6SAD5
7227.FBpp0071571	Q6SAS9
7227.FBpp0081725	Q95TW1
7227.FBpp0081913	Q9VGJ6
7227.FBpp0075592	Q9VU69
7227.FBpp0074165	Q9VX72
7227.FBpp0293691	Q9W4Y3
7227.FBpp0079326	Q8T9G8
7227.FBpp0071571	Q6SAC0
7227.FBpp0289752	Q95TT5
7227.FBpp0084004	Q9VC77
7227.FBpp0291938	Q9VGW4
7227.FBpp0078087	Q9VNY9
7227.FBpp0076793	Q9VRM6
7227.FBpp0078253	Q8IPR5
7227.FBpp0071571	Q6SAE1
7227.FBpp0071571	Q6SAY7
7227.FBpp0293336	Q8MLT0
7227.FBpp0291508	Q9VZS7
7227.FBpp0300826	Q8SY83
7227.FBpp0302614	Q9W4S2
7227.FBpp0071571	Q6SAJ5
7227.FBpp0293284	Q9VJC6
