39947.LOC_Os08g37490.1	Q84J55
39947.LOC_Os04g56330.1	Q8S3Q0
39947.LOC_Os08g14570.1	Q0J705
39947.LOC_Os08g13180.1	Q0J762
39947.LOC_Os04g42430.1	Q0JBY6
39947.LOC_Os04g40070.1	Q0JCE2
39947.LOC_Os01g61910.1	Q0JHY6
39947.LOC_Os03g37080.1	Q10I14
39947.LOC_Os03g31446.1	Q10JA0
39947.LOC_Os03g25090.1	Q10KY1
39947.LOC_Os03g10760.1	Q10Q91
39947.LOC_Os12g15206.1	Q2QUT1
39947.LOC_Os12g09330.1	Q2QWH4
39947.LOC_Os11g45840.1	Q2QZI8
39947.LOC_Os11g01770.1	Q2RBJ8
39947.LOC_Os01g01960.1	Q658A2
39947.LOC_Os03g38120.1	Q6F2G2
39947.LOC_Os02g56270.1	Q6K8F0
39947.LOC_Os02g20920.1	Q6Z6S3
39947.LOC_Os07g27140.1	Q7EY41
39947.LOC_Os10g37320.1	Q7XCS5
39947.LOC_Os04g45540.1	Q7XU19
39947.LOC_Os07g35290.1	Q0D5T6
39947.LOC_Os07g12200.1	Q0D7Q3
39947.LOC_Os07g01950.1	Q0D926
39947.LOC_Os06g48720.1	Q0D9S9
39947.LOC_Os05g34510.1	Q0DI44
39947.LOC_Os05g23450.1	Q0DJC8
39947.LOC_Os05g09360.1	Q0DK82
39947.LOC_Os03g55100.1	Q0DNE3
39947.LOC_Os03g05880.1	Q0DV25
39947.LOC_Os02g33010.1	Q0E0P6
39947.LOC_Os04g35000.1	Q0JD64
39947.LOC_Os12g35020.1	Q2QPB8
39947.LOC_Os12g28529.1	Q2QR76
39947.LOC_Os11g36210.1	Q2R2D2
39947.LOC_Os11g47080.1	Q53JZ1
39947.LOC_Os11g13459.1	Q53KS2
39947.LOC_Os03g33150.1	Q5Z465
39947.LOC_Os06g24050.1	Q5Z5J0
39947.LOC_Os07g23270.1	Q5ZAS5
39947.LOC_Os09g33876.1	Q69IN3
39947.LOC_Os02g14590.1	Q6ESW8
39947.LOC_Os08g22020.1	Q6UUM0
39947.LOC_Os08g42570.1	Q6ZD34
39947.LOC_Os04g56200.1	Q7XPX8
39947.LOC_Os04g02500.1	Q7XSH8
39947.LOC_Os05g02870.1	Q9LIW2
39947.LOC_Os08g22210.1	Q6UUK1
39947.LOC_Os07g29080.1	Q6Z4D2
39947.LOC_Os04g06660.1	Q7XMN2
39947.LOC_Os04g57190.1	Q7XR82
39947.LOC_Os03g15810.1	Q84QB4
39947.LOC_Os07g02400.1	Q8H2P4
39947.LOC_Os01g33270.1	Q5QLY0
39947.LOC_Os06g20610.1	Q5Z7Y0
39947.LOC_Os05g42310.1	Q60EI4
39947.LOC_Os06g47250.1	Q653G6
39947.LOC_Os01g21880.1	Q657N3
39947.LOC_Os05g06970.1	Q5U1M1
39947.LOC_Os04g59190.1	Q5U1N2
39947.LOC_Os01g44160.1	Q5VPI2
39947.LOC_Os03g39110.2	Q5W6L0
39947.LOC_Os02g21300.1	Q6EUL9
39947.LOC_Os04g53544.1	Q7XM82
39947.LOC_Os04g14140.1	Q7XX35
39947.LOC_Os04g51794.2	C7J0T4
39947.LOC_Os04g28680.1	C7J129
39947.LOC_Os07g33988.1	C7J513
39947.LOC_Os08g39390.1	C7J638
39947.LOC_Os01g14340.1	C7IXB8
39947.LOC_Os05g32480.1	C7J337
39947.LOC_Os06g37670.1	C7J3E6
39947.LOC_Os06g14440.1	C7J5M6
39947.LOC_Os08g07080.1	C7J5N5
39947.LOC_Os08g07930.1	C7J5T3
39947.LOC_Os08g36610.1	C7J5U2
39947.LOC_Os11g10384.1	C7J8X7
39947.LOC_Os12g04340.1	C7J9E9
39947.LOC_Os10g11070.1	Q53QW4
39947.LOC_Os05g02620.1	A8R3P4
39947.LOC_Os03g51250.1	Q53K24
39947.LOC_Os11g24484.1	Q53PA3
39947.LOC_Os06g31200.1	Q5Z9M2
39947.LOC_Os01g56930.1	Q5ZAZ8
39947.LOC_Os10g29340.1	Q7XEB1
39947.LOC_Os04g30420.1	Q7XVK0
39947.LOC_Os02g51770.1	B7ERM9
39947.LOC_Os11g01600.1	Q2QYS8
39947.LOC_Os04g33110.1	Q7F8W7
39947.LOC_Os03g39530.1	C7J079
39947.LOC_Os11g47039.1	C7J8J9
39947.LOC_Os12g08740.1	C7JA81
39947.LOC_Os08g41320.1	F1DKB1
39947.LOC_Os01g07100.1	C7IWM8
39947.LOC_Os01g40120.1	C7IXY4
39947.LOC_Os02g26190.1	C7IYR9
39947.LOC_Os02g29210.1	C7IYT3
39947.LOC_Os03g19760.1	C7IZT3
39947.LOC_Os03g04190.1	C7J0M1
39947.LOC_Os04g54474.1	C7J146
39947.LOC_Os06g33549.1	C7J3W4
39947.LOC_Os08g43840.1	C7J5F6
39947.LOC_Os09g09950.1	C7J6P3
39947.LOC_Os09g25922.1	C7J6Q0
39947.LOC_Os03g52840.1	Q10D67
39947.LOC_Os03g40084.1	Q10H85
39947.LOC_Os03g37140.1	Q10I08
39947.LOC_Os12g34012.1	Q2QPM0
39947.LOC_Os12g28420.1	Q2QR87
39947.LOC_Os12g13720.1	Q2QV81
39947.LOC_Os12g12030.1	Q2QVQ3
39947.LOC_Os12g11300.1	Q2QVX6
39947.LOC_Os12g07150.1	Q2QX53
39947.LOC_Os11g45500.1	Q2QZM3
39947.LOC_Os11g38050.1	Q2R1U1
39947.LOC_Os11g35460.1	Q2R2K9
39947.LOC_Os11g30850.1	Q2R3T3
39947.LOC_Os11g28070.1	Q2R4L4
39947.LOC_Os11g14180.1	Q2R820
39947.LOC_Os11g11160.1	Q2R8S6
39947.LOC_Os11g05960.1	Q2RAB4
39947.LOC_Os04g16390.1	Q7XLR6
39947.LOC_Os07g01380.1	Q8LGZ5
39947.LOC_Os02g27340.1	Q0E188
39947.LOC_Os03g62710.1	Q0JRE5
39947.LOC_Os03g57120.1	Q10CF4
39947.LOC_Os03g37230.1	Q10I03
39947.LOC_Os03g24220.1	Q10L70
39947.LOC_Os03g17570.1	Q10N32
39947.LOC_Os03g15780.1	Q10NN8
39947.LOC_Os09g15880.1	Q6K2N3
39947.LOC_Os09g02640.1	Q6YUL9
39947.LOC_Os02g37770.1	Q6YY82
39947.LOC_Os07g08450.1	Q6ZL59
39947.LOC_Os08g33000.1	Q84Q45
39947.LOC_Os03g32180.1	Q0DQY2
39947.LOC_Os02g54280.1	Q0DWZ8
39947.LOC_Os02g51404.1	Q0DXK0
39947.LOC_Os02g26800.1	Q0E1A7
39947.LOC_Os07g45420.1	Q0E1V6
39947.LOC_Os12g17570.1	Q0INY8
39947.LOC_Os10g34820.1	Q0IWS9
39947.LOC_Os08g44760.1	Q0J3N8
39947.LOC_Os04g57500.1	Q0J959
39947.LOC_Os04g51940.1	Q0JAA6
39947.LOC_Os01g51370.1	Q0JJX2
39947.LOC_Os01g41640.1	Q0JLH4
39947.LOC_Os03g42150.1	Q10GQ1
39947.LOC_Os02g30650.1	Q6K791
39947.LOC_Os07g21960.1	Q6YS05
39947.LOC_Os09g29150.1	Q6YXH3
39947.LOC_Os07g10910.1	Q6Z5V6
39947.LOC_Os08g14870.1	Q6Z631
39947.LOC_Os02g53710.1	Q6ZGC9
39947.LOC_Os05g52046.1	Q6ZL77
39947.LOC_Os11g30050.1	B9GAR8
39947.LOC_Os03g44340.1	Q10G34
39947.LOC_Os03g23110.1	Q10LD3
39947.LOC_Os03g20770.1	Q10M43
39947.LOC_Os06g49640.1	B1NY88
39947.LOC_Os03g32620.1	B9F983
39947.LOC_Os09g37260.1	B9FJF7
39947.LOC_Os12g16750.1	B9FVL2
39947.LOC_Os06g12600.1	Q0DDD3
39947.LOC_Os03g11270.1	Q0DU28
39947.LOC_Os09g27370.1	Q0J1E3
39947.LOC_Os04g43130.1	Q0JBT9
39947.LOC_Os02g41580.1	Q2ABR6
39947.LOC_Os11g30870.1	Q2R3T1
39947.LOC_Os11g21960.1	Q53JB7
39947.LOC_Os02g17200.1	Q6ESU1
39947.LOC_Os02g11850.1	Q6H8D4
39947.LOC_Os04g05150.1	Q7XL54
39947.LOC_Os06g04900.1	Q0DEQ3
39947.LOC_Os06g02540.1	Q0DF43
39947.LOC_Os05g41130.1	Q0DH60
39947.LOC_Os12g03080.1	Q0IQF8
39947.LOC_Os09g32750.1	Q0J0M3
39947.LOC_Os09g32600.1	Q0J0P6
39947.LOC_Os09g27060.1	Q0J1F9
39947.LOC_Os09g20340.1	Q0J289
39947.LOC_Os08g30800.1	Q0J5V6
39947.LOC_Os01g61200.1	Q0JI31
39947.LOC_Os01g14330.1	Q0JP43
39947.LOC_Os03g50355.1	Q10E13
39947.LOC_Os12g05270.1	Q2QXQ1
39947.LOC_Os11g34750.1	Q2R2T2
39947.LOC_Os11g32000.1	Q2R3G6
39947.LOC_Os11g11210.1	Q2R8S1
39947.LOC_Os10g17220.1	Q339Y9
39947.LOC_Os09g17690.1	Q6EQG0
39947.LOC_Os09g16610.1	Q6ERH7
39947.LOC_Os02g44770.1	Q6ET89
39947.LOC_Os02g08360.1	Q6ETK5
39947.LOC_Os05g14580.1	Q6F354
39947.LOC_Os09g09950.1	Q6H4Z2
39947.LOC_Os05g38580.1	Q6L505
39947.LOC_Os04g03730.1	Q6MW91
39947.LOC_Os02g38210.1	Q6ZI52
39947.LOC_Os10g08030.1	Q7XGL1
39947.LOC_Os04g49810.1	Q7XN21
39947.LOC_Os04g03880.1	Q7XP34
39947.LOC_Os03g30370.1	Q7Y1L2
39947.LOC_Os10g20920.1	Q8LM45
39947.LOC_Os03g43524.1	Q10GB9
39947.LOC_Os03g43374.1	Q10GD5
39947.LOC_Os03g37210.1	Q10I04
39947.LOC_Os03g17570.1	Q10N31
39947.LOC_Os03g17426.1	Q10N50
39947.LOC_Os03g15150.1	Q10NV7
39947.LOC_Os03g13410.1	Q10PE5
39947.LOC_Os12g31290.1	Q2QQE8
39947.LOC_Os12g30780.1	Q2QQJ9
39947.LOC_Os12g28930.1	Q2QR36
39947.LOC_Os12g28670.1	Q2QR62
39947.LOC_Os12g24770.1	Q2QSA7
39947.LOC_Os12g11010.1	Q2QW05
39947.LOC_Os12g08020.1	Q2QWW2
39947.LOC_Os12g05460.1	Q2QXN2
39947.LOC_Os12g04450.1	Q2QXY8
39947.LOC_Os11g43350.1	Q2R093
39947.LOC_Os11g42640.1	Q2R0G4
39947.LOC_Os11g40310.1	Q2R154
39947.LOC_Os11g39950.1	Q2R193
39947.LOC_Os11g31080.1	Q2R3R0
39947.LOC_Os11g30940.1	Q2R3S4
39947.LOC_Os11g30270.1	Q2R3Z2
39947.LOC_Os11g28890.1	Q2R4D2
39947.LOC_Os11g11040.1	Q2R8T9
39947.LOC_Os11g01350.1	Q2RBP0
39947.LOC_Os05g05740.1	Q0DKP7
39947.LOC_Os03g59100.1	Q0DMJ4
39947.LOC_Os02g58160.1	Q0DW77
39947.LOC_Os12g44220.1	Q0ILK7
39947.LOC_Os12g38290.1	Q0IMG4
39947.LOC_Os12g34990.1	Q0IMW2
39947.LOC_Os11g18366.2	Q0IT98
39947.LOC_Os10g26560.1	Q0IXX0
39947.LOC_Os09g07830.1	Q0J366
39947.LOC_Os08g43440.1	Q0J3X0
39947.LOC_Os08g02630.1	Q0J8C7
39947.LOC_Os04g52479.1	Q0JA57
39947.LOC_Os12g13740.1	Q2QV79
39947.LOC_Os05g49620.1	Q6IER2
39947.LOC_Os02g26830.1	Q6K7A9
39947.LOC_Os02g12930.1	Q6YVG5
39947.LOC_Os08g08380.1	Q6Z1F4
39947.LOC_Os08g07940.1	Q6ZBT0
39947.LOC_Os04g49650.1	Q7XP53
39947.LOC_Os04g24630.1	Q7XRY0
39947.LOC_Os04g56160.1	Q84PB8
39947.LOC_Os10g22860.1	Q8S5D2
39947.LOC_Os01g53340.1	Q5JL56
39947.LOC_Os09g02410.1	Q6YXA3
39947.LOC_Os02g37710.1	Q6YY87
39947.LOC_Os02g49190.1	Q6Z5L8
39947.LOC_Os08g17380.1	Q6ZG04
39947.LOC_Os07g09700.1	Q6ZKZ2
39947.LOC_Os12g19549.1	S5CHT6
39947.LOC_Os11g29980.1	Q2R421
39947.LOC_Os09g36790.1	Q651F1
39947.LOC_Os07g45600.1	Q6YSE7
39947.LOC_Os04g25100.1	Q7XVP7
39947.LOC_Os08g09430.1	A7YAJ5
39947.LOC_Os07g39930.1	Q0D518
39947.LOC_Os05g36940.1	Q0D5X2
39947.LOC_Os07g34120.1	Q0D5Y3
39947.LOC_Os07g14120.1	Q0D7H9
39947.LOC_Os07g03160.1	Q0D8W0
39947.LOC_Os06g31210.1	Q0DBY0
39947.LOC_Os05g08800.1	Q0DKA0
39947.LOC_Os03g03670.1	Q0DVI1
39947.LOC_Os02g35660.1	Q0E0B2
39947.LOC_Os02g27620.1	Q0E180
39947.LOC_Os12g04410.1	Q0IQ83
39947.LOC_Os09g27420.1	Q0J1E1
39947.LOC_Os09g23740.1	Q0J1X6
39947.LOC_Os09g19710.1	Q0J2C0
39947.LOC_Os01g60020.1	Q0JI97
39947.LOC_Os01g58049.1	Q0JIL9
39947.LOC_Os01g32770.1	Q0JME5
39947.LOC_Os01g27890.1	Q0JMN2
39947.LOC_Os03g36880.1	Q10I31
39947.LOC_Os03g36220.1	Q10I89
39947.LOC_Os12g18610.1	Q2QTT2
39947.LOC_Os11g36600.1	Q2R290
39947.LOC_Os03g43010.1	Q53K62
39947.LOC_Os06g17510.1	Q5VNF0
39947.LOC_Os02g14640.1	Q6ESW2
39947.LOC_Os05g16750.1	Q6F2P2
39947.LOC_Os05g34840.1	Q6L4Y4
39947.LOC_Os04g20040.1	Q7XL94
39947.LOC_Os04g05570.1	Q7XNC1
39947.LOC_Os04g19460.1	Q7XRF8
39947.LOC_Os03g58390.1	Q7Y1H7
39947.LOC_Os11g40640.1	Q2R119
39947.LOC_Os06g36960.1	Q5Z6A0
39947.LOC_Os06g48920.1	Q5Z8W7
39947.LOC_Os01g04480.1	Q5ZC62
39947.LOC_Os03g43360.2	Q60DL1
39947.LOC_Os07g02500.1	Q60DP5
39947.LOC_Os04g28580.1	Q7XRZ8
39947.LOC_Os01g57740.1	Q5ZAW2
39947.LOC_Os01g60440.1	Q5QLZ4
39947.LOC_Os01g02970.1	Q5ZDS7
39947.LOC_Os06g47020.1	Q655F9
39947.LOC_Os05g45420.1	Q0DGI1
39947.LOC_Os09g29540.1	Q0J109
39947.LOC_Os04g40400.1	Q0JCC5
39947.LOC_Os04g22760.1	Q7XNL5
39947.LOC_Osm1g00570.1	Q8HCM6
39947.LOC_Os02g43320.1	A3A9L2
39947.LOC_Os11g17490.1	A3CAF8
39947.LOC_Os03g05720.1	Q84VB4
39947.LOC_Os01g11780.1	A2ZQP0
39947.LOC_Os01g52970.1	A2ZXH8
39947.LOC_Os09g20284.1	A3BY47
39947.LOC_Os06g10730.1	B7E8Q6
39947.LOC_Os12g16280.1	B7EAJ3
39947.LOC_Os03g01890.1	B7ET29
39947.LOC_Os09g28200.1	B7F8M8
39947.LOC_Os02g12670.1	Q6Z6L2
39947.LOC_Os02g48270.1	Q6ZFU8
39947.LOC_Os03g39284.1	Q75H36
39947.LOC_Os05g40490.1	Q75J83
39947.LOC_Os05g02350.1	Q75L08
39947.LOC_Os03g61770.1	Q75LH7
39947.LOC_Os03g63950.1	Q10AC8
39947.LOC_Os03g62650.1	Q10AR7
39947.LOC_Os06g32310.1	Q5Z560
39947.LOC_Os10g22180.1	B9G5D8
39947.LOC_Os04g43150.2	B7F9U4
39947.LOC_Os02g30640.1	B9F069
39947.LOC_Os05g23990.1	B9FKE4
39947.LOC_Os12g32280.1	B9GDC3
39947.LOC_Os09g21390.1	O24204
39947.LOC_Os09g32890.1	A3C0F7
39947.LOC_Os07g32800.1	B7E4C9
39947.LOC_Os03g18160.1	A3AGX1
39947.LOC_Os03g27360.1	A3AIP5
39947.LOC_Os06g29700.1	A3BBY7
39947.LOC_Os01g03690.1	B7ELH8
39947.LOC_Os02g46720.1	B7ET88
39947.LOC_Os01g02010.1	B7F2I8
39947.LOC_Os07g11910.1	B7F9P8
39947.LOC_Os01g64090.1	B7F9R7
39947.LOC_Os02g46330.1	Q6ZGZ6
39947.LOC_Os03g41710.1	Q75H52
39947.LOC_Os05g05050.1	Q75KL7
39947.LOC_Os12g36194.1	Q762A0
39947.LOC_Os03g43684.1	Q84VD1
39947.LOC_Os07g29920.1	Q84YU3
39947.LOC_Os03g31200.1	Q8S7H7
39947.LOC_Os10g20660.1	Q94HD2
39947.LOC_Os01g06490.1	Q9FYP7
39947.LOC_Os03g46660.1	Q0DPR0
39947.LOC_Os03g38800.1	Q0DQK8
39947.LOC_Os03g07440.1	Q0DUR5
39947.LOC_Os02g25080.1	Q0E1G8
39947.LOC_Os02g08200.1	Q0E3E6
39947.LOC_Os11g07470.1	Q0IU89
39947.LOC_Os04g22390.1	Q0JED2
39947.LOC_Os04g06590.1	Q0JF60
39947.LOC_Os03g57808.1	Q10C77
39947.LOC_Os03g49690.1	Q10E99
39947.LOC_Os03g49140.1	Q10EL9
39947.LOC_Os03g48300.1	Q10EZ2
39947.LOC_Os03g15920.1	Q10NL6
39947.LOC_Os12g13260.1	Q2QVC7
39947.LOC_Os12g12420.1	Q2QVL3
39947.LOC_Os12g11190.1	Q2QVY7
39947.LOC_Os12g11110.1	Q2QVZ5
39947.LOC_Os12g10470.1	Q2QW60
39947.LOC_Os12g07560.1	Q2QX10
39947.LOC_Os11g40650.1	Q2R118
39947.LOC_Os11g36300.1	Q2R2C3
39947.LOC_Os11g30730.1	Q2R3U5
39947.LOC_Os11g28900.1	Q2R4D1
39947.LOC_Os11g01430.1	Q2RBN2
39947.LOC_Os08g44350.1	Q6PT60
39947.LOC_Os03g22450.1	Q0DRY7
39947.LOC_Os02g49650.1	Q0DXX0
39947.LOC_Os02g10180.1	Q0E340
39947.LOC_Os02g09750.1	Q0E373
39947.LOC_Os12g18630.1	Q0INW6
39947.LOC_Os11g42420.1	Q0IRE2
39947.LOC_Os11g38160.1	Q0IRU9
39947.LOC_Os10g34730.1	Q0IWT6
39947.LOC_Os04g51290.1	Q0JAF5
39947.LOC_Os01g43040.1	Q0JL81
39947.LOC_Os03g43720.1	Q10GA1
39947.LOC_Os05g15320.1	Q60E14
39947.LOC_Os07g01170.1	Q69L91
39947.LOC_Os02g19660.1	Q6K4R3
39947.LOC_Os08g21820.1	Q6UUH3
39947.LOC_Os02g50120.1	Q6YWE9
39947.LOC_Os02g04880.1	Q6YX86
39947.LOC_Os02g03310.1	Q6Z2N5
39947.LOC_Os08g42540.1	Q6ZD38
39947.LOC_Os07g40170.1	Q6ZLG9
39947.LOC_Os05g04520.1	Q84P90
39947.LOC_Os07g15400.1	Q8H4H0
39947.LOC_Os10g14920.1	Q109W7
39947.LOC_Os03g56780.1	Q10CX2
39947.LOC_Os03g21630.1	Q10LV0
39947.LOC_Os12g35400.1	Q2QP80
39947.LOC_Os12g10490.1	Q2QW58
39947.LOC_Os04g21270.1	Q7XLL4
39947.LOC_Os03g58280.1	Q7Y1I3
39947.LOC_Os07g04020.1	Q0D8S5
39947.LOC_Os05g32760.1	Q0DIF0
39947.LOC_Os03g51490.1	Q0DNZ9
39947.LOC_Os11g26850.2	Q0ISV7
39947.LOC_Os11g02054.1	Q0IV57
39947.LOC_Os10g42540.1	Q0IVE4
39947.LOC_Os10g40600.1	Q0IVT7
39947.LOC_Os10g33104.1	Q0IX33
39947.LOC_Os09g38440.1	Q0IZQ1
39947.LOC_Os08g10608.1	Q0J7A8
39947.LOC_Os01g21280.1	Q0JHK5
39947.LOC_Os01g07110.1	Q0JQF8
39947.LOC_Os10g35030.1	Q109H2
39947.LOC_Os03g57430.1	Q10CC1
39947.LOC_Os03g54010.1	Q10CR7
39947.LOC_Os03g55490.1	Q10ES0
39947.LOC_Os03g39240.1	Q10HG3
39947.LOC_Os03g38082.1	Q10HS4
39947.LOC_Os03g33160.1	Q10IT1
39947.LOC_Os03g30980.1	Q10JE3
39947.LOC_Os03g28260.1	Q10K15
39947.LOC_Os03g26730.1	Q10KH2
39947.LOC_Os03g25220.1	Q10KW8
39947.LOC_Os03g05170.1	Q10RV0
39947.LOC_Os12g33660.1	Q2QPQ5
39947.LOC_Os12g28440.1	Q2QR85
39947.LOC_Os12g14120.1	Q2QV40
39947.LOC_Os12g12889.1	Q2QVG5
39947.LOC_Os12g12470.1	Q2QVK8
39947.LOC_Os12g11060.1	Q2QW00
39947.LOC_Os11g42490.1	Q2R0I2
39947.LOC_Os11g36560.1	Q2R294
39947.LOC_Os11g33420.1	Q2R321
39947.LOC_Os11g31150.1	Q2R3Q3
39947.LOC_Os11g14400.1	Q2R7Z7
39947.LOC_Os01g26930.1	Q5JJM5
39947.LOC_Os01g08640.1	Q5VR77
39947.LOC_Os06g36760.1	Q5Z8Z8
39947.LOC_Os09g18530.1	Q6EQK9
39947.LOC_Os09g21180.1	Q6H5B7
39947.LOC_Os05g12510.1	Q6I5W7
39947.LOC_Os09g20350.1	Q7XZP8
39947.LOC_Os10g01320.1	Q8S612
39947.LOC_Os02g14520.1	Q0E2G9
39947.LOC_Os12g37910.2	Q0IMJ0
39947.LOC_Os04g49130.1	Q0JAS6
39947.LOC_Os01g49210.1	Q0JKB2
39947.LOC_Os11g10820.1	Q2R8W1
39947.LOC_Os10g03690.1	Q33BA5
39947.LOC_Os09g26490.1	Q69PF3
39947.LOC_Os02g28040.1	Q6K2K7
39947.LOC_Os08g19770.1	Q6ZJA7
39947.LOC_Os07g22870.1	Q8H302
39947.LOC_Os05g48290.1	Q0DQA2
39947.LOC_Os02g54254.1	Q0DX00
39947.LOC_Os12g38620.1	Q0IME3
39947.LOC_Os12g26044.1	Q0INI1
39947.LOC_Os11g42930.1	Q0IRC7
39947.LOC_Os08g44240.1	Q0J3S5
39947.LOC_Os08g34160.1	Q0J5E9
39947.LOC_Os04g56654.1	Q0J9C0
39947.LOC_Os04g33360.1	Q0JDF5
39947.LOC_Os04g31900.1	Q0JDP3
39947.LOC_Os01g44960.1	Q0JKZ9
39947.LOC_Os01g39890.1	Q0JLQ5
39947.LOC_Os03g45744.1	Q10FQ3
39947.LOC_Os03g20230.1	Q10MA1
39947.LOC_Os03g01950.1	Q10SV1
39947.LOC_Os06g12090.1	Q6IVC1
39947.LOC_Os08g21770.1	Q6UUG4
39947.LOC_Os02g48490.1	Q6ZHP5
39947.LOC_Os10g14850.1	Q8S6Y5
39947.LOC_Os03g07380.1	Q8S7W3
39947.LOC_Os11g17080.1	H2KWH1
39947.LOC_Os12g10604.1	H2KWZ3
39947.LOC_Os03g42954.1	Q10GH2
39947.LOC_Os10g09150.1	Q33AM8
39947.LOC_Os04g22420.1	Q7XMT1
39947.LOC_Os08g43640.1	Q8W3N4
39947.LOC_Os01g07430.1	A2ZPP9
39947.LOC_Os01g36610.1	A2ZU74
39947.LOC_Os01g42950.1	A2ZVE4
39947.LOC_Os01g66750.1	A3A0F4
39947.LOC_Os03g50780.1	A3AM34
39947.LOC_Os04g46810.1	A3AW93
39947.LOC_Os04g48880.1	A3AWN9
39947.LOC_Os04g51960.1	A3AX90
39947.LOC_Os06g46500.1	A3BEN3
39947.LOC_Os07g06450.1	A3BGQ8
39947.LOC_Os07g22360.1	A3BIU6
39947.LOC_Os07g22910.1	A3BIW9
39947.LOC_Os07g25450.1	A3BJ61
39947.LOC_Os07g42040.1	A3BM43
39947.LOC_Os07g47330.1	A3BN90
39947.LOC_Os08g02320.1	A3BP22
39947.LOC_Os08g04770.1	A3BPK0
39947.LOC_Os08g06810.1	A3BPZ0
39947.LOC_Os08g09430.1	A3BQF2
39947.LOC_Os08g33130.1	A3BTB6
39947.LOC_Os08g40120.1	A3BUS1
39947.LOC_Os10g31320.1	A3C5A6
39947.LOC_Os10g37970.1	A3C6L8
39947.LOC_Os11g18980.1	A3CAM1
39947.LOC_Os12g15460.1	A3CGD4
39947.LOC_Os12g31840.1	A3CHM7
39947.LOC_Os12g34300.1	A3CHY5
39947.LOC_Os12g36110.1	A3CI75
39947.LOC_Os12g41580.1	A3CJ21
39947.LOC_Os02g56565.1	B9F460
39947.LOC_Os12g30120.1	B9GD60
39947.LOC_Os12g04800.1	Q2QXV1
39947.LOC_Os02g24220.1	Q5JL45
39947.LOC_Os01g18830.1	Q5JNS2
39947.LOC_Os04g53930.1	Q5JQW8
39947.LOC_Os07g39370.1	Q6ZFM5
39947.LOC_Os08g05850.1	Q7F193
39947.LOC_Os04g54980.1	Q7F9C4
39947.LOC_Os04g50850.1	Q7FAF8
39947.LOC_Os03g48610.1	Q851I3
39947.LOC_Os05g02890.1	Q9LIW1
39947.LOC_Os10g06140.1	Q9M5I1
39947.LOC_Os04g40400.1	B7FAA5
39947.LOC_Os12g12470.1	Q0IPB7
39947.LOC_Os12g02450.1	Q0IQK0
39947.LOC_Os03g61160.1	Q10B86
39947.LOC_Os03g15140.1	Q10NV8
39947.LOC_Os09g07650.1	Q6K2A5
39947.LOC_Os12g37840.1	H2KX48
39947.LOC_Os10g05230.1	Q10A50
39947.LOC_Os03g60950.1	Q10BB2
39947.LOC_Os03g08930.1	Q10QP6
39947.LOC_Os10g35480.1	Q337H0
39947.LOC_Os10g30860.1	Q337S2
39947.LOC_Os10g26710.1	Q338F6
39947.LOC_Os10g24980.1	Q338Q1
39947.LOC_Os10g08360.1	Q33AT1
39947.LOC_Os04g03970.1	Q6MW61
39947.LOC_Os02g54910.1	Q6SYB4
39947.LOC_Os04g19000.1	Q7X707
39947.LOC_Os07g48290.1	Q7XHW9
39947.LOC_Os09g35760.1	A2ZVF4
39947.LOC_Os04g51000.1	A3AX14
39947.LOC_Os08g24770.1	A3BS19
39947.LOC_Os11g32400.1	A3CBU9
39947.LOC_Os12g36194.1	A3CI79
39947.LOC_Os01g12690.1	B9EU70
39947.LOC_Os12g30670.1	Q2QQL0
39947.LOC_Os04g13970.1	Q5JPW5
39947.LOC_Os01g58530.1	Q5VQJ0
39947.LOC_Os06g50950.1	Q5Z981
39947.LOC_Os04g27310.1	Q7XVS6
39947.LOC_Os03g52010.1	Q851F0
39947.LOC_Os10g38090.1	Q8H091
39947.LOC_Os09g24250.1	A3BYP6
39947.LOC_Os12g13050.1	A3CG37
39947.LOC_Os09g39580.1	B7EGK6
39947.LOC_Os03g44000.1	A3AKR7
39947.LOC_Os08g01890.1	A3BNY8
39947.LOC_Os08g33680.1	A3BTF3
39947.LOC_Os02g13200.1	B7E9W2
39947.LOC_Os11g18320.1	B7EIL8
39947.LOC_Os04g32880.1	B7F6S9
39947.LOC_Os10g34740.1	Q75G67
39947.LOC_Os03g41280.1	Q75HM0
39947.LOC_Os07g04700.1	Q761Y2
39947.LOC_Os07g40340.1	Q84RW5
39947.LOC_Os07g11020.1	A7J5U7
39947.LOC_Os07g08890.1	C0LHQ4
39947.LOC_Os11g23970.1	Q53MW9
39947.LOC_Os11g09850.1	H2KW20
39947.LOC_Os11g47460.1	H2KWK6
39947.LOC_Os01g70090.1	B9EVZ1
39947.LOC_Os01g24430.1	B9EWB4
39947.LOC_Os01g67700.1	A3A0N2
39947.LOC_Os06g21530.1	A3BB72
39947.LOC_Os08g27470.1	A3BSF1
39947.LOC_Os04g46710.1	A3AW84
39947.LOC_Os06g02400.1	A3B7Q8
39947.LOC_Os06g16140.1	A3BAK5
39947.LOC_Os06g28890.1	A3BBV0
39947.LOC_Os07g04340.1	A3BGD1
39947.LOC_Os07g04660.1	A3BGF9
39947.LOC_Os08g01510.1	A3BNV7
39947.LOC_Os08g09810.1	A3BQI0
39947.LOC_Os10g24810.1	A3C4A6
39947.LOC_Os01g38990.1	B7EBR7
39947.LOC_Os11g02379.1	B7EHT8
39947.LOC_Os12g27920.1	Q2QRD7
