44689.DDB0232938	P54632
44689.DDB0217981	D8FSX1
44689.DDB0187208	Q54L20
44689.DDB0302570	Q54RP4
44689.DDB0190904	Q55C39
44689.DDB0238630	B0G145
44689.DDB0186709	Q54MM9
44689.DDB0204934	Q54S25
44689.DDB0190632	Q55CW8
44689.DDB0266619	C7FZZ3
44689.DDB0192203	Q54B36
44689.DDB0192083	Q54BE3
44689.DDB0302627	Q54EC4
44689.DDB0237512	Q54GS3
44689.DDB0232225	Q55FM7
44689.DDB0204825	Q54SC7
44689.DDB0167549	Q86KC3
44689.DDB0231137	Q54KM5
44689.DDB0187214	Q54L15
44689.DDB0266575	Q54LE1
44689.DDB0305133	Q54LZ7
44689.DDB0218653	Q54NY9
44689.DDB0186233	Q54P12
44689.DDB0252827	Q54P29
44689.DDB0233467	Q54P81
44689.DDB0229796	Q54PF4
44689.DDB0302643	Q54Q65
44689.DDB0185485	Q54R54
44689.DDB0204763	Q54SI4
44689.DDB0205270	Q54SU6
44689.DDB0234068	Q54TG0
44689.DDB0204034	Q54UE0
44689.DDB0304922	Q54UE9
44689.DDB0204738	Q54UV2
44689.DDB0206299	Q54W99
44689.DDB0206229	Q54XN1
44689.DDB0305229	Q555M1
44689.DDB0237766	Q55A02
44689.DDB0216878	Q55AW6
44689.DDB0202808	Q55BB1
44689.DDB0201912	Q55CP5
44689.DDB0190631	Q55CW9
44689.DDB0190574	Q55D31
44689.DDB0190408	Q55DK9
44689.DDB0216609	Q55F40
44689.DDB0189840	Q55FB4
44689.DDB0216561	Q55G05
44689.DDB0189598	Q55G21
44689.DDB0189443	Q55GI1
44689.DDB0169178	Q76P13
44689.DDB0238378	Q7KWM6
44689.DDB0235359	Q869X0
44689.DDB0167434	Q86I29
44689.DDB0167580	Q8T2A2
44689.DDB0234114	Q54K94
44689.DDB0237762	Q54HB7
44689.DDB0219447	Q54HD1
44689.DDB0304901	Q54I21
44689.DDB0187977	Q54IT7
44689.DDB0219340	Q54IX2
44689.DDB0187894	Q54J31
44689.DDB0230178	Q54JE5
44689.DDB0218706	Q54NC2
44689.DDB0186448	Q54ND4
44689.DDB0186426	Q54NG1
44689.DDB0185564	Q54QX1
44689.DDB0205392	Q54Y97
44689.DDB0185928	Q54PW6
44689.DDB0185668	Q54QL7
44689.DDB0187547	Q54K45
44689.DDB0238611	Q54KB6
44689.DDB0234179	Q54NU1
44689.DDB0204803	Q54SE7
44689.DDB0218370	Q54ST8
44689.DDB0206069	Q54V56
44689.DDB0168777	Q75JS7
44689.DDB0238051	Q75JW7
44689.DDB0168306	Q7KWW9
44689.DDB0231857	Q86KM0
44689.DDB0167272	Q8MMQ2
44689.DDB0169233	Q8T2F5
44689.DDB0220117	O00884
44689.DDB0233891	Q54IE5
44689.DDB0218865	Q54L70
44689.DDB0237894	Q54NX8
44689.DDB0186215	Q54P31
44689.DDB0186121	Q54PC1
44689.DDB0238255	Q54PP9
44689.DDB0185632	Q54QQ4
44689.DDB0215671	Q54R46
44689.DDB0204862	Q54S89
44689.DDB0205277	Q54ST9
44689.DDB0205161	Q54SX4
44689.DDB0233755	Q54TG6
44689.DDB0230195	Q54TR7
44689.DDB0215229	Q54UR1
44689.DDB0304428	Q54YY7
44689.DDB0202967	Q551D1
44689.DDB0217004	Q559U0
44689.DDB0190901	Q55C42
44689.DDB0231238	Q55CT4
44689.DDB0305224	Q55DQ8
44689.DDB0202359	Q55EJ6
44689.DDB0189922	Q55F35
44689.DDB0189776	Q55FI2
44689.DDB0167260	Q86HC7
44689.DDB0167545	Q86KC6
44689.DDB0186730	Q54MK7
44689.DDB0235206	Q54CV4
44689.DDB0187154	Q54L78
44689.DDB0233353	Q54LV5
44689.DDB0218373	Q54SM6
44689.DDB0185611	Q54QS5
44689.DDB0205311	Q54SR1
44689.DDB0233498	B0G144
44689.DDB0188987	Q54FT2
44689.DDB0304822	Q54J82
44689.DDB0203735	Q559S3
44689.DDB0218200	Q54W57
44689.DDB0206239	Q54XM1
44689.DDB0191930	Q54BU1
44689.DDB0238152	Q54C83
44689.DDB0205001	Q54RW8
44689.DDB0192222	Q54B15
44689.DDB0232387	Q55AC2
44689.DDB0234027	Q55DY4
44689.DDB0219453	Q54HC5
44689.DDB0304386	Q54TY0
44689.DDB0184303	Q54DG5
44689.DDB0218071	Q54YK2
44689.DDB0202284	Q55F10
44689.DDB0189862	Q55F92
44689.DDB0302647	C7G011
44689.DDB0220062	Q54AM5
44689.DDB0215120	Q54AR9
44689.DDB0192160	Q54B78
44689.DDB0191825	Q54C21
44689.DDB0219796	Q54CN4
44689.DDB0233719	Q54CT7
44689.DDB0184375	Q54D94
44689.DDB0267032	Q54DD6
44689.DDB0184238	Q54DN0
44689.DDB0219710	Q54DW8
44689.DDB0238763	Q54E06
44689.DDB0184028	Q54E66
44689.DDB0183827	Q54EU2
44689.DDB0189288	Q54F18
44689.DDB0230064	Q54F74
44689.DDB0189178	Q54FB8
44689.DDB0219616	Q54FH2
44689.DDB0304427	Q54Z21
44689.DDB0217689	Q553D7
44689.DDB0203201	Q555B4
44689.DDB0237754	Q75JL7
44689.DDB0304725	Q75JN6
44689.DDB0206548	Q76P33
44689.DDB0217468	Q86IW0
44689.DDB0167016	Q86JD2
44689.DDB0215371	Q8T8P5
44689.DDB0217064	Q559C4
44689.DDB0185494	Q54R43
44689.DDB0266979	C0JML4
44689.DDB0216269	O15741
44689.DDB0219375	Q54IH9
44689.DDB0234219	Q54KT8
44689.DDB0187223	Q54L06
44689.DDB0218863	Q54L89
44689.DDB0186692	Q54MP7
44689.DDB0218668	Q54NS0
44689.DDB0186235	Q54P10
44689.DDB0218479	Q54R92
44689.DDB0218455	Q54RG5
44689.DDB0238288	Q54SS3
44689.DDB0304645	Q54T87
44689.DDB0205798	Q54WR0
44689.DDB0205034	Q54XA3
44689.DDB0218139	Q54XE2
44689.DDB0215283	Q54XF9
44689.DDB0206282	Q54XI3
44689.DDB0205496	Q54XZ8
44689.DDB0215171	Q54ZS3
44689.DDB0202654	Q550N5
44689.DDB0217879	Q550P8
44689.DDB0217811	Q551L0
44689.DDB0203490	Q552B0
44689.DDB0266969	Q557Q0
44689.DDB0217017	Q559P7
44689.DDB0202739	Q55B45
44689.DDB0216826	Q55B56
44689.DDB0202771	Q55B75
44689.DDB0190608	Q55CZ3
44689.DDB0190544	Q55D64
44689.DDB0190101	Q55EI5
44689.DDB0233764	Q55EN0
44689.DDB0216630	Q55ER1
44689.DDB0304625	Q55F23
44689.DDB0189901	Q55F51
44689.DDB0189900	Q55F52
44689.DDB0189789	Q55FG9
44689.DDB0189448	Q55GH6
44689.DDB0189906	Q55GY8
44689.DDB0216452	Q55H49
44689.DDB0167478	Q86I11
44689.DDB0169091	Q86K78
44689.DDB0238847	Q8MNM6
44689.DDB0238612	Q54KB5
44689.DDB0238677	Q555U9
44689.DDB0192052	Q54BH3
44689.DDB0187930	Q54IZ3
44689.DDB0304909	Q54I01
44689.DDB0192121	Q54BA7
44689.DDB0192030	Q54BJ8
44689.DDB0252635	Q54EC9
44689.DDB0202803	Q55BA6
44689.DDB0302585	Q54LE0
44689.DDB0267043	C7FZW2
44689.DDB0215094	Q54AU5
44689.DDB0215109	Q54AT0
44689.DDB0215092	Q54AU7
44689.DDB0215077	Q54AW2
44689.DDB0189098	Q54FJ3
44689.DDB0188908	Q54G13
44689.DDB0219704	Q54GG0
44689.DDB0187021	Q54LL5
44689.DDB0186369	Q54NM2
44689.DDB0168753	Q75JV0
44689.DDB0305236	Q86HL0
44689.DDB0167530	Q86KD8
44689.DDB0235381	B0G152
44689.DDB0305299	Q55F79
44689.DDB0184470	Q54D02
44689.DDB0187004	Q54LN1
44689.DDB0237485	Q54IC8
44689.DDB0233834	Q54JY1
44689.DDB0187380	Q54KN0
44689.DDB0186116	Q54PC6
44689.DDB0185837	Q54Q54
44689.DDB0266591	Q54SB7
44689.DDB0304566	Q54SY8
44689.DDB0205138	Q54SZ7
44689.DDB0206157	Q54UY4
44689.DDB0302430	Q54VT5
44689.DDB0235170	Q54WC4
44689.DDB0205669	Q54X32
44689.DDB0204482	Q54YL7
44689.DDB0235166	Q54Z72
44689.DDB0203368	Q54ZP7
44689.DDB0217777	Q551W8
44689.DDB0203491	Q552B1
44689.DDB0266977	Q553P4
44689.DDB0252756	Q559H0
44689.DDB0203706	Q559Z2
44689.DDB0202847	Q55BE8
44689.DDB0216784	Q55BI7
44689.DDB0216645	Q55EB2
44689.DDB0190069	Q55EM2
44689.DDB0189952	Q55F04
44689.DDB0189621	Q55FZ5
44689.DDB0189538	Q55G82
44689.DDB0216553	Q55G89
44689.DDB0189345	Q55GT4
44689.DDB0206549	Q76P32
44689.DDB0217712	Q86IE3
44689.DDB0266931	Q8MMR8
44689.DDB0215383	P90530
44689.DDB0185350	Q54RL0
44689.DDB0205238	Q54VA0
44689.DDB0188059	Q54IK3
44689.DDB0219357	Q54IS4
44689.DDB0215937	Q54JN9
44689.DDB0218837	Q54LN8
44689.DDB0186616	Q54MX3
44689.DDB0233379	Q86L44
44689.DDB0220111	Q54DU2
44689.DDB0188572	Q54H09
44689.DDB0304979	Q54LD7
44689.DDB0214889	Q23847
44689.DDB0218064	Q54YN6
44689.DDB0217485	Q555W6
44689.DDB0235250	Q54IS9
44689.DDB0216026	Q54IH3
44689.DDB0220605	Q54IP7
44689.DDB0215655	Q54RE5
44689.DDB0216796	Q55BE9
44689.DDB0304689	C7G049
44689.DDB0219890	Q54BG5
44689.DDB0184300	Q54DG8
44689.DDB0266982	Q54EP9
44689.DDB0238627	Q54ES2
44689.DDB0189214	Q54F82
44689.DDB0266825	Q54G84
44689.DDB0216195	Q01208
44689.DDB0168774	Q75JT0
44689.DDB0217605	Q86I10
44689.DDB0167576	Q8T2A6
44689.DDB0218746	Q54MQ3
44689.DDB0191156	Q6LDX1
44689.DDB0186964	Q54LT9
44689.DDB0231517	Q54N39
44689.DDB0186177	Q54P67
44689.DDB0186119	Q54PC3
44689.DDB0185937	Q54PV6
44689.DDB0252811	Q54R87
44689.DDB0185434	Q54RA5
44689.DDB0204972	Q54RZ3
44689.DDB0216408	Q54S19
44689.DDB0232280	Q54S93
44689.DDB0204782	Q54SG8
44689.DDB0220616	Q54UG9
44689.DDB0206433	Q54VQ8
44689.DDB0218205	Q54W47
44689.DDB0205718	Q54WY6
44689.DDB0205044	Q54X93
44689.DDB0215286	Q54XF6
44689.DDB0204441	Q54YQ6
44689.DDB0217996	Q54ZF2
44689.DDB0202460	Q553M2
44689.DDB0216880	Q55AW2
44689.DDB0216829	Q55B39
44689.DDB0216770	Q55BR3
44689.DDB0233404	Q55CD3
44689.DDB0190802	Q55CE2
44689.DDB0190420	Q55DJ7
44689.DDB0201741	Q55DY2
44689.DDB0202285	Q55F09
44689.DDB0216596	Q55F89
44689.DDB0189695	Q55FR7
44689.DDB0216524	Q55GX5
44689.DDB0216491	Q55H12
44689.DDB0167320	Q86H80
44689.DDB0234230	Q54BQ6
44689.DDB0219853	Q54BU8
44689.DDB0188523	Q54H58
44689.DDB0187866	Q54J62
44689.DDB0187650	Q54JT1
44689.DDB0186587	Q54N01
44689.DDB0185714	Q54QH2
44689.DDB0232101	Q86L49
44689.DDB0237742	Q54H96
44689.DDB0218145	Q54XC0
44689.DDB0201634	Q54DN5
44689.DDB0216896	Q55AR9
44689.DDB0192197	Q54B42
44689.DDB0184450	Q54D22
44689.DDB0184046	Q54E88
44689.DDB0215457	Q54EE2
44689.DDB0219675	Q54EI5
44689.DDB0188906	Q54G16
44689.DDB0219562	Q54G33
44689.DDB0188678	Q54GQ2
44689.DDB0302692	Q54HS0
44689.DDB0217675	Q553J0
44689.DDB0216741	Q55CG3
44689.DDB0186170	Q54P74
44689.DDB0202777	Q55B80
44689.DDB0237769	B0G160
44689.DDB0184054	Q54E80
44689.DDB0204119	Q54U56
44689.DDB0202583	Q553T8
44689.DDB0201745	Q55DX1
44689.DDB0201566	Q7YZN7
44689.DDB0206265	Q54XJ9
44689.DDB0187576	Q54K07
44689.DDB0218876	Q54L08
44689.DDB0229348	Q54M76
44689.DDB0218750	Q54MN1
44689.DDB0215751	Q54PS6
44689.DDB0218461	Q54RF9
44689.DDB0204818	Q54SD2
44689.DDB0205633	Q54TT8
44689.DDB0304883	Q54TZ5
44689.DDB0206075	Q54V50
44689.DDB0218224	Q54VR7
44689.DDB0205682	Q54X21
44689.DDB0238258	Q54YC1
44689.DDB0217988	Q54ZI5
44689.DDB0231395	Q54ZI7
44689.DDB0215168	Q54ZR5
44689.DDB0217848	Q550Z3
44689.DDB0203496	Q552C2
44689.DDB0203515	Q552H6
44689.DDB0202592	Q553P9
44689.DDB0216881	Q55AW1
44689.DDB0202753	Q55B57
44689.DDB0216800	Q55BD1
44689.DDB0216742	Q55CE6
44689.DDB0190584	Q55D19
44689.DDB0237971	Q55DL5
44689.DDB0231842	Q55FA8
44689.DDB0202078	Q55GR3
44689.DDB0216915	Q75JC0
44689.DDB0266820	Q869K7
44689.DDB0167714	Q86HN5
44689.DDB0167619	Q86HU4
44689.DDB0237643	Q86J04
44689.DDB0231564	Q86JL4
44689.DDB0215383	Q8MUU0
44689.DDB0186815	Q54M95
44689.DDB0233214	Q1ZXA0
44689.DDB0219858	Q54BS7
44689.DDB0187831	Q54J95
44689.DDB0185857	Q54Q36
44689.DDB0218230	Q54VL0
44689.DDB0184335	Q54DD1
44689.DDB0231223	Q54I97
44689.DDB0216947	Q55AC8
44689.DDB0219244	Q54K61
44689.DDB0191648	Q54CM8
44689.DDB0191703	Q54CG7
44689.DDB0232961	Q54DB2
44689.DDB0184090	Q54E30
44689.DDB0304622	Q54ER1
44689.DDB0185633	Q54QQ3
44689.DDB0190234	Q55E42
44689.DDB0191611	Q54DX1
44689.DDB0203584	Q55AV6
44689.DDB0233220	Q54R72
44689.DDB0214938	Q54VG7
44689.DDB0216737	Q55CH4
44689.DDB0189811	Q55FE5
44689.DDB0238003	Q54GJ6
44689.DDB0187630	Q54JV4
44689.DDB0304556	Q54NU8
44689.DDB0231642	Q54PU0
44689.DDB0185788	Q54QA3
44689.DDB0204760	Q54SI7
44689.DDB0203963	Q54UK1
44689.DDB0218258	Q54UU5
44689.DDB0305068	Q54WL9
44689.DDB0205753	Q54WV2
44689.DDB0204446	Q54YQ1
44689.DDB0218001	Q54ZE2
44689.DDB0216912	Q55AN4
44689.DDB0167111	Q86HE9
44689.DDB0169334	Q86KQ9
44689.DDB0235370	Q54LN3
44689.DDB0186530	Q54N55
44689.DDB0219855	Q54BU3
44689.DDB0183972	Q54EE8
44689.DDB0187590	Q54JZ5
44689.DDB0218105	Q54Y19
44689.DDB0219402	Q54I37
44689.DDB0188019	Q54IP5
44689.DDB0187971	Q54IU4
44689.DDB0219353	Q54IU6
44689.DDB0220081	Q54AL1
44689.DDB0219921	Q54B00
44689.DDB0191687	Q54CI6
44689.DDB0184543	Q54CR4
44689.DDB0219729	Q54DH4
44689.DDB0191608	Q54DZ7
44689.DDB0304583	Q54ET8
44689.DDB0188909	Q54G12
44689.DDB0188883	Q54G39
44689.DDB0218552	Q54QE2
44689.DDB0217070	Q559A6
44689.DDB0234134	Q55CS3
44689.DDB0191197	Q7Z114
44689.DDB0186934	Q54LW9
44689.DDB0231394	Q54VS0
44689.DDB0217991	Q54ZG0
44689.DDB0217067	Q559B7
44689.DDB0304494	Q55DP0
44689.DDB0202070	Q55GU5
44689.DDB0238777	Q75J86
44689.DDB0218019	Q54D68
44689.DDB0205313	Q54YG6
44689.DDB0217666	Q553N7
44689.DDB0238709	Q558J3
44689.DDB0201938	Q55CH2
44689.DDB0190434	Q55DI2
44689.DDB0190094	Q55EJ2
44689.DDB0202331	Q55ER6
44689.DDB0190018	Q55ES8
44689.DDB0216626	Q55EV1
44689.DDB0233913	Q55F82
44689.DDB0189779	Q55FH9
44689.DDB0305291	Q7KWL2
44689.DDB0233393	Q86I19
44689.DDB0167391	Q86I59
44689.DDB0220686	Q86IX6
44689.DDB0186059	Q54PI3
44689.DDB0203588	Q55AU6
44689.DDB0192130	Q54BA0
44689.DDB0192123	Q54BA5
44689.DDB0184517	Q54CV6
44689.DDB0183997	Q54EC3
44689.DDB0219503	Q54GU1
44689.DDB0267134	Q54QB3
44689.DDB0233446	Q54UJ2
44689.DDB0190217	Q55E63
44689.DDB0214988	Q9U448
44689.DDB0169274	Q8MNE2
44689.DDB0305035	Q54XV9
44689.DDB0190109	Q55EH7
44689.DDB0189978	Q55EX4
44689.DDB0204219	Q54SK7
44689.DDB0204310	Q54Z33
44689.DDB0202693	Q558S9
44689.DDB0233258	Q54C15
44689.DDB0191738	Q54CD5
44689.DDB0188487	Q54H99
44689.DDB0238210	Q54JM6
44689.DDB0216523	Q55GX6
44689.DDB0305301	Q55FT0
44689.DDB0218219	Q54VY5
44689.DDB0217807	Q551L7
44689.DDB0201908	Q55CR1
44689.DDB0189562	Q55G57
44689.DDB0252751	C7FZW8
44689.DDB0252828	C7G034
44689.DDB0252876	C7G071
44689.DDB0185982	Q54PQ6
44689.DDB0185964	Q54PS8
44689.DDB0229917	Q54PX1
44689.DDB0185885	Q54Q10
44689.DDB0234090	Q54RB8
44689.DDB0237484	Q54RE7
44689.DDB0218452	Q54RG8
44689.DDB0204618	Q54TK2
44689.DDB0266539	Q54TT5
44689.DDB0204132	Q54U43
44689.DDB0266322	Q54UN5
44689.DDB0205893	Q54W21
44689.DDB0233042	Q54W40
44689.DDB0206023	Q54WB7
44689.DDB0238807	Q54WN2
44689.DDB0218128	Q54XL7
44689.DDB0205450	Q54Y40
44689.DDB0215333	Q54Y92
44689.DDB0235361	Q54YA2
44689.DDB0204505	Q54YJ5
44689.DDB0218003	Q54ZE0
44689.DDB0217710	Q552W8
44689.DDB0217665	Q553P1
44689.DDB0231862	Q556A8
44689.DDB0203275	Q556F0
44689.DDB0202734	Q55B41
44689.DDB0202736	Q55B43
44689.DDB0266718	Q55BS4
44689.DDB0216696	Q55D77
44689.DDB0190513	Q55D95
44689.DDB0232411	Q55EZ9
44689.DDB0216591	Q55F97
44689.DDB0189729	Q55FN0
44689.DDB0169333	Q76P42
44689.DDB0167732	Q86HM3
44689.DDB0233088	Q86IV6
44689.DDB0168405	Q86JH1
44689.DDB0232347	Q86KY1
44689.DDB0215016	O96455
44689.DDB0218685	Q54NJ0
44689.DDB0215779	Q54PE4
44689.DDB0205585	Q54TY1
44689.DDB0204130	Q54U45
44689.DDB0205200	Q54VD3
44689.DDB0305115	Q552L8
44689.DDB0230997	Q55A39
44689.DDB0233491	Q55G61
44689.DDB0216954	Q86JN1
44689.DDB0185229	Q94487
44689.DDB0191524	Q9GPR8
44689.DDB0187425	Q54KI1
44689.DDB0218872	Q54L14
44689.DDB0204537	Q54TT0
44689.DDB0206400	Q54VU1
44689.DDB0220033	Q54XF8
44689.DDB0168589	Q86JP6
44689.DDB0187482	Q54KC0
44689.DDB0235371	Q54BL5
44689.DDB0215105	Q54AT4
44689.DDB0215540	Q54CG5
44689.DDB0231493	Q54CN9
44689.DDB0184522	Q54CV1
44689.DDB0184119	Q54E02
44689.DDB0305131	Q54EY9
44689.DDB0189150	Q54FE4
44689.DDB0220015	Q54FR1
44689.DDB0188937	Q54FY4
44689.DDB0188640	Q54GU2
44689.DDB0237634	Q54HH3
44689.DDB0185490	Q54R48
44689.DDB0205600	Q54TW7
44689.DDB0218573	Q54Q61
44689.DDB0238787	Q54JJ9
44689.DDB0191486	Q6TMJ0
44689.DDB0183821	Q54EU8
44689.DDB0187774	Q54JF5
44689.DDB0234012	Q54JL1
44689.DDB0238565	Q54MJ2
44689.DDB0218731	Q54MZ0
44689.DDB0218720	Q54N69
44689.DDB0205783	Q54WS4
44689.DDB0187306	Q54KS0
44689.DDB0218877	Q54L04
44689.DDB0238260	Q54L79
44689.DDB0218850	Q54LI6
44689.DDB0231639	Q54PX8
44689.DDB0238027	Q54Q01
44689.DDB0185517	Q54R20
44689.DDB0204982	Q54RY3
44689.DDB0204826	Q54SC6
44689.DDB0204554	Q54TR3
44689.DDB0304980	Q54UA0
44689.DDB0218229	Q54VM8
44689.DDB0205758	Q54WU7
44689.DDB0218149	Q54X92
44689.DDB0218091	Q54Y89
44689.DDB0204509	Q54YJ2
44689.DDB0204415	Q54YT6
44689.DDB0203319	Q556D7
44689.DDB0216782	Q55BJ3
44689.DDB0234256	Q55BQ5
44689.DDB0202015	Q55BW4
44689.DDB0304837	Q55CA1
44689.DDB0190526	Q55D82
44689.DDB0190177	Q55EA3
44689.DDB0231494	Q75K16
44689.DDB0167938	Q86IU6
44689.DDB0169056	Q86KF0
44689.DDB0167477	Q8T2T8
44689.DDB0266979	C0JMK2
44689.DDB0216255	Q9NAX5
44689.DDB0185373	Q54RI6
44689.DDB0231461	Q559V4
44689.DDB0233465	Q54BL7
44689.DDB0191878	Q54BZ1
44689.DDB0238773	Q54ZC9
44689.DDB0266686	Q559W7
44689.DDB0203448	Q54Z53
44689.DDB0238468	Q86AH6
44689.DDB0168699	Q8T2G9
44689.DDB0218816	Q54LS1
44689.DDB0304749	Q54R96
44689.DDB0218367	Q54SW0
44689.DDB0203412	Q54ZE5
44689.DDB0238202	Q55AJ2
44689.DDB0216839	Q55B25
44689.DDB0201930	Q55CI9
44689.DDB0191514	O96902
44689.DDB0183912	Q54EK8
44689.DDB0220706	Q5H7A8
44689.DDB0233346	Q1ZXL1
44689.DDB0188206	Q54I52
44689.DDB0219309	Q54JF6
44689.DDB0186655	Q54MT1
44689.DDB0204464	Q54YN4
44689.DDB0215143	Q54AP5
44689.DDB0219787	Q54BA9
44689.DDB0184121	Q54DZ9
44689.DDB0238324	Q54FV6
44689.DDB0233769	Q54GT8
44689.DDB0188369	Q54HN5
44689.DDB0219228	Q54KF9
44689.DDB0186359	Q54NN2
44689.DDB0233483	Q54PP5
44689.DDB0191757	Q54CB8
44689.DDB0186185	Q54P61
44689.DDB0215272	Q54XH0
44689.DDB0233473	Q54XW8
44689.DDB0205395	Q54Y94
44689.DDB0202529	Q553I2
44689.DDB0217644	Q553U4
44689.DDB0202775	Q55B79
44689.DDB0238131	Q55BH2
44689.DDB0232282	Q55BM7
44689.DDB0231674	Q55BN3
44689.DDB0190820	Q55CC3
44689.DDB0190797	Q55CE7
44689.DDB0201917	Q55CM2
44689.DDB0190601	Q55D02
44689.DDB0304419	Q55FY4
44689.DDB0189627	Q55FY7
44689.DDB0168263	Q7KWL5
44689.DDB0167208	Q8T2L2
44689.DDB0187508	Q54K88
44689.DDB0187238	Q54KY9
44689.DDB0232321	Q54MR8
44689.DDB0215794	Q54P18
44689.DDB0218625	Q54PE5
44689.DDB0220640	Q54Q16
44689.DDB0302651	Q54SG1
44689.DDB0206005	Q54WD5
44689.DDB0202668	Q550R4
44689.DDB0202678	Q550U3
44689.DDB0217866	Q550U6
44689.DDB0217738	Q552N0
44689.DDB0167573	Q86KB2
44689.DDB0184419	Q54D56
44689.DDB0188552	Q54H29
44689.DDB0219471	Q54H91
44689.DDB0304379	Q54J57
44689.DDB0229978	Q54QY0
44689.DDB0237494	Q54K79
44689.DDB0233695	Q54PM1
44689.DDB0214904	Q54TE8
44689.DDB0205165	Q54SX0
44689.DDB0201837	Q55D88
44689.DDB0191806	Q54C66
44689.DDB0218782	Q54I17
44689.DDB0238120	Q54ZN9
44689.DDB0190613	Q55CY8
44689.DDB0185831	Q54Q59
44689.DDB0238574	Q54D29
44689.DDB0206061	Q54V64
44689.DDB0192229	Q54B08
44689.DDB0184390	Q54D85
44689.DDB0184159	Q54DV7
44689.DDB0188996	Q54FS4
44689.DDB0233781	Q54G31
44689.DDB0215980	Q54GB7
44689.DDB0188635	Q54GU7
44689.DDB0185348	Q54RL2
44689.DDB0218388	Q54SC5
44689.DDB0238672	Q55BX4
44689.DDB0191302	Q54HV0
44689.DDB0302571	Q54RN9
44689.DDB0204455	Q54YP3
44689.DDB0233354	Q54NS6
44689.DDB0252754	C7G027
44689.DDB0219574	Q54FY6
44689.DDB0220068	Q54AK4
44689.DDB0304481	Q54BD7
44689.DDB0184416	Q54D59
44689.DDB0184062	Q54E60
44689.DDB0189200	Q54F95
44689.DDB0188921	Q54G00
44689.DDB0188379	Q54HM4
44689.DDB0187410	Q54KJ6
44689.DDB0186030	Q54PL0
44689.DDB0169513	Q75JH1
44689.DDB0188100	Q54IG4
44689.DDB0218898	Q54KS1
44689.DDB0187029	Q54LK6
44689.DDB0185801	Q54Q87
44689.DDB0185675	Q54QK8
44689.DDB0185606	Q54QT0
44689.DDB0266595	Q54R40
44689.DDB0215650	Q54RK3
44689.DDB0204231	Q54SJ7
44689.DDB0204205	Q54SL9
44689.DDB0218299	Q54U32
44689.DDB0204054	Q54UB9
44689.DDB0205903	Q54W10
44689.DDB0302531	Q54WV3
44689.DDB0206290	Q54XH5
44689.DDB0218107	Q54Y11
44689.DDB0204530	Q54YH3
44689.DDB0204494	Q54YK5
44689.DDB0218062	Q54YN9
44689.DDB0202950	Q551A8
44689.DDB0202471	Q552X7
44689.DDB0202478	Q553M8
44689.DDB0203128	Q554J1
44689.DDB0217542	Q555E0
44689.DDB0217540	Q555E9
44689.DDB0203322	Q556E0
44689.DDB0203642	Q55AG2
44689.DDB0216805	Q55BB4
44689.DDB0216748	Q55C92
44689.DDB0190247	Q55E28
44689.DDB0232308	Q55EF1
44689.DDB0189828	Q55FC8
44689.DDB0189420	Q55GK4
44689.DDB0216510	Q55GZ3
44689.DDB0252761	Q9GPT4
44689.DDB0219832	Q9GQ48
44689.DDB0204157	Q54U19
44689.DDB0233490	Q54BV5
44689.DDB0191909	Q54BW3
44689.DDB0184565	Q54CT2
44689.DDB0237972	B0G0Z4
44689.DDB0216982	Q559Z5
44689.DDB0216891	Q55AT2
44689.DDB0215970	Q54IY7
44689.DDB0219605	Q54FL5
44689.DDB0186608	Q54MY2
44689.DDB0215559	Q54C10
44689.DDB0188467	Q54HD8
44689.DDB0188312	Q54HU8
44689.DDB0186862	Q54M43
44689.DDB0218771	Q54MF8
44689.DDB0206054	Q54V70
44689.DDB0234217	Q54VB1
44689.DDB0267169	C7G003
44689.DDB0189046	Q54FN8
44689.DDB0219943	O76544
44689.DDB0215167	Q54AM6
44689.DDB0215159	Q54AN4
44689.DDB0191811	Q54C61
44689.DDB0184498	Q54CX3
44689.DDB0219761	Q54D26
44689.DDB0184204	Q54DR2
44689.DDB0189117	Q54FH4
44689.DDB0220437	Q54G64
44689.DDB0188785	Q54GE0
44689.DDB0205827	Q54WN4
44689.DDB0220133	Q55FQ8
44689.DDB0232108	Q75JD1
44689.DDB0169283	Q75JY9
44689.DDB0167133	Q75K14
44689.DDB0168287	Q7KWY6
44689.DDB0168608	Q86JN4
44689.DDB0186542	Q54N43
44689.DDB0218641	Q54P37
44689.DDB0185969	Q54PS0
44689.DDB0218525	Q54QM2
44689.DDB0229996	Q54R30
44689.DDB0218375	Q54SM4
44689.DDB0204241	Q54TD6
44689.DDB0204737	Q54UV3
44689.DDB0218244	Q54V65
44689.DDB0205186	Q54VE7
44689.DDB0206464	Q54VM9
44689.DDB0214940	Q54W35
44689.DDB0205867	Q54W45
44689.DDB0205814	Q54WP6
44689.DDB0205691	Q54X13
44689.DDB0215318	Q54XC5
44689.DDB0305044	Q54XW3
44689.DDB0205413	Q54Y78
44689.DDB0218074	Q54YI2
44689.DDB0267062	Q54Z70
44689.DDB0202601	Q553P0
44689.DDB0234228	Q558U5
44689.DDB0216799	Q55BD6
44689.DDB0216797	Q55BE3
44689.DDB0238639	Q55DK1
44689.DDB0190099	Q55EI7
44689.DDB0202353	Q55EL9
44689.DDB0202279	Q55F26
44689.DDB0237830	Q55FF7
44689.DDB0189403	Q55GM2
44689.DDB0168602	Q86AH3
44689.DDB0168567	Q86I84
