9615.ENSCAFP00000014770	Q5IFP1
9615.ENSCAFP00000006187	D6RUR1
9615.ENSCAFP00000009366	E2QX53
9615.ENSCAFP00000018018	F6UQ63
9615.ENSCAFP00000001248	F6UTP7
9615.ENSCAFP00000018084	F6V049
9615.ENSCAFP00000020187	F6X5R5
9615.ENSCAFP00000012147	F6XHZ9
9615.ENSCAFP00000019316	F1P819
9615.ENSCAFP00000031054	F1PM74
9615.ENSCAFP00000003619	F1PSY3
9615.ENSCAFP00000027591	F1PTY8
9615.ENSCAFP00000023058	F1P8I6
9615.ENSCAFP00000029711	F1PAN7
9615.ENSCAFP00000014368	F1PBB9
9615.ENSCAFP00000012850	F1PBI5
9615.ENSCAFP00000029132	F1PCK9
9615.ENSCAFP00000026288	F1PDP7
9615.ENSCAFP00000024714	F1PDZ9
9615.ENSCAFP00000021816	F1PE54
9615.ENSCAFP00000033839	F1PG09
9615.ENSCAFP00000024383	F1PGQ8
9615.ENSCAFP00000002638	F1PHH9
9615.ENSCAFP00000029957	F1PIC7
9615.ENSCAFP00000027457	F1PIZ2
9615.ENSCAFP00000006362	F1PJC7
9615.ENSCAFP00000013418	F1PKD9
9615.ENSCAFP00000038397	F1PNL5
9615.ENSCAFP00000006646	F1PPC7
9615.ENSCAFP00000006607	F1PQ34
9615.ENSCAFP00000010784	F1PT49
9615.ENSCAFP00000025110	F1PTR3
9615.ENSCAFP00000015068	F1PU49
9615.ENSCAFP00000004924	F1PXE7
9615.ENSCAFP00000028407	F1PY87
9615.ENSCAFP00000004889	F1PYL1
9615.ENSCAFP00000028275	F1Q156
9615.ENSCAFP00000011808	F1Q1A2
9615.ENSCAFP00000023705	F1Q2N9
9615.ENSCAFP00000001183	H8ZYZ6
9615.ENSCAFP00000022911	H9GWH9
9615.ENSCAFP00000005757	H9GW81
9615.ENSCAFP00000019757	K4K976
9615.ENSCAFP00000027101	Q68AY8
9615.ENSCAFP00000016812	Q95LE3
9615.ENSCAFP00000011856	E2R0W1
9615.ENSCAFP00000009546	E2R0X2
9615.ENSCAFP00000000903	G1K268
9615.ENSCAFP00000042058	E2QXJ6
9615.ENSCAFP00000017377	G1K2A5
9615.ENSCAFP00000041647	G3FJF9
9615.ENSCAFP00000005077	A0JL48
9615.ENSCAFP00000000683	A0JL52
9615.ENSCAFP00000003559	E2QXP5
9615.ENSCAFP00000012067	E2R030
9615.ENSCAFP00000016400	Q32KI2
9615.ENSCAFP00000002482	F1P8U7
9615.ENSCAFP00000033702	F1PI97
9615.ENSCAFP00000032880	F1PR12
9615.ENSCAFP00000035708	F1Q2J9
9615.ENSCAFP00000037418	J9NW74
9615.ENSCAFP00000038044	J9NXN1
9615.ENSCAFP00000008714	J9NYJ2
9615.ENSCAFP00000038750	J9NZN0
9615.ENSCAFP00000039652	J9P276
9615.ENSCAFP00000021918	J9P8F1
9615.ENSCAFP00000043071	J9PB92
9615.ENSCAFP00000007410	F1P683
9615.ENSCAFP00000005874	F1P7E9
9615.ENSCAFP00000005850	F1P856
9615.ENSCAFP00000012494	F1P898
9615.ENSCAFP00000036639	F1P8A8
9615.ENSCAFP00000008904	F1P999
9615.ENSCAFP00000017598	F1PET0
9615.ENSCAFP00000037771	F1PFG5
9615.ENSCAFP00000023821	F1PXJ6
9615.ENSCAFP00000016858	F1PYL6
9615.ENSCAFP00000023883	F1Q0K3
9615.ENSCAFP00000016236	F1Q1M2
9615.ENSCAFP00000038127	F1Q2X2
9615.ENSCAFP00000037582	J9NSA3
9615.ENSCAFP00000037583	J9NSA4
9615.ENSCAFP00000014551	J9NUF8
9615.ENSCAFP00000016249	J9NV47
9615.ENSCAFP00000037725	J9NWR4
9615.ENSCAFP00000038148	J9NXY1
9615.ENSCAFP00000008081	J9NY42
9615.ENSCAFP00000038295	J9NYC7
9615.ENSCAFP00000038308	J9NYD9
9615.ENSCAFP00000038635	J9NZB5
9615.ENSCAFP00000039237	J9P114
9615.ENSCAFP00000039273	J9P149
9615.ENSCAFP00000029540	J9P1I9
9615.ENSCAFP00000039523	J9P1U7
9615.ENSCAFP00000013261	J9P2D4
9615.ENSCAFP00000039763	J9P2I6
9615.ENSCAFP00000039844	J9P2R6
9615.ENSCAFP00000039865	J9P2T7
9615.ENSCAFP00000039965	J9P336
9615.ENSCAFP00000040147	J9P3L8
9615.ENSCAFP00000013419	J9P3M9
9615.ENSCAFP00000016353	J9P3T5
9615.ENSCAFP00000040220	J9P3U1
9615.ENSCAFP00000040407	J9P4C8
9615.ENSCAFP00000040545	J9P4R6
9615.ENSCAFP00000041029	J9P5U9
9615.ENSCAFP00000028655	J9P7I7
9615.ENSCAFP00000041914	J9P847
9615.ENSCAFP00000042062	J9P8I3
9615.ENSCAFP00000042913	J9PAT6
9615.ENSCAFP00000042939	J9PAW2
9615.ENSCAFP00000043134	J9PBF5
9615.ENSCAFP00000043206	J9PBM5
9615.ENSCAFP00000043209	J9PBM8
9615.ENSCAFP00000043212	J9PBN1
9615.ENSCAFP00000043230	J9PBP8
9615.ENSCAFP00000000691	E2QS75
9615.ENSCAFP00000031822	E2QU79
9615.ENSCAFP00000008754	E2R517
9615.ENSCAFP00000023789	E2R5K2
9615.ENSCAFP00000018683	E2RBS9
9615.ENSCAFP00000037281	E2RGS7
9615.ENSCAFP00000018521	E2RIL3
9615.ENSCAFP00000032768	E2RMD0
9615.ENSCAFP00000000683	A0JL58
9615.ENSCAFP00000011097	E2JCD1
9615.ENSCAFP00000024746	E2QT99
9615.ENSCAFP00000013161	E2QUF3
9615.ENSCAFP00000009105	E2QUM0
9615.ENSCAFP00000042631	E2QW53
9615.ENSCAFP00000029179	E2QZT8
9615.ENSCAFP00000027952	E2R142
9615.ENSCAFP00000011818	E2R1V3
9615.ENSCAFP00000017120	E2R1W4
9615.ENSCAFP00000012520	E2R3K2
9615.ENSCAFP00000004380	E2R5U7
9615.ENSCAFP00000011755	E2R6Q7
9615.ENSCAFP00000031064	E2R7W5
9615.ENSCAFP00000024154	E2R9K2
9615.ENSCAFP00000013862	E2R9S1
9615.ENSCAFP00000021703	E2RAG5
9615.ENSCAFP00000026802	E2RB54
9615.ENSCAFP00000026530	E2RBL5
9615.ENSCAFP00000010679	E2REX6
9615.ENSCAFP00000007612	E2RF27
9615.ENSCAFP00000007019	E2RHH7
9615.ENSCAFP00000018588	E2RHK5
9615.ENSCAFP00000007597	E2RJ04
9615.ENSCAFP00000021594	E2RJ94
9615.ENSCAFP00000019243	E2RK99
9615.ENSCAFP00000002982	E2RKM5
9615.ENSCAFP00000025602	E2RLF9
9615.ENSCAFP00000021202	E2RLK5
9615.ENSCAFP00000019703	E2RNM0
9615.ENSCAFP00000021776	E2RNU5
9615.ENSCAFP00000027073	E2RNV0
9615.ENSCAFP00000003335	E2RPI6
9615.ENSCAFP00000025255	E2RQP6
9615.ENSCAFP00000017833	E2RRD4
9615.ENSCAFP00000013436	E2RRR3
9615.ENSCAFP00000020549	E2RSC6
9615.ENSCAFP00000012903	E2RSH8
9615.ENSCAFP00000033121	E2RBZ6
9615.ENSCAFP00000002500	E2REB7
9615.ENSCAFP00000021611	E2RFC7
9615.ENSCAFP00000018885	E2RFF6
9615.ENSCAFP00000013608	E2RLJ6
9615.ENSCAFP00000006306	E2RR40
9615.ENSCAFP00000017798	E2RSM8
9615.ENSCAFP00000009217	A5A394
9615.ENSCAFP00000000244	F1PAY3
9615.ENSCAFP00000029676	F1PC94
9615.ENSCAFP00000019153	F1PCV3
9615.ENSCAFP00000000209	F1PDB2
9615.ENSCAFP00000019474	F1PHM1
9615.ENSCAFP00000039146	F1PKD2
9615.ENSCAFP00000013814	F1PNC9
9615.ENSCAFP00000038507	F1PPB9
9615.ENSCAFP00000041293	F1PX11
9615.ENSCAFP00000016436	F1PY84
9615.ENSCAFP00000009626	F1PZS5
9615.ENSCAFP00000038976	F1Q0H2
9615.ENSCAFP00000016725	F1Q0H6
9615.ENSCAFP00000004726	F1Q0J4
9615.ENSCAFP00000009038	F1Q2F7
9615.ENSCAFP00000028095	F1Q4K6
9615.ENSCAFP00000026522	F1P6D1
9615.ENSCAFP00000021669	F1P7V6
9615.ENSCAFP00000024800	F1PBJ4
9615.ENSCAFP00000002340	F1PC23
9615.ENSCAFP00000005199	F1PCK1
9615.ENSCAFP00000017085	F1PDE7
9615.ENSCAFP00000031365	F1PDF2
9615.ENSCAFP00000026635	F1PGZ8
9615.ENSCAFP00000017486	F1PHB5
9615.ENSCAFP00000026049	F1PHP9
9615.ENSCAFP00000018898	F1PJ53
9615.ENSCAFP00000034053	F1PJB2
9615.ENSCAFP00000008685	F1PN31
9615.ENSCAFP00000018040	F1PNP2
9615.ENSCAFP00000027215	F1PP53
9615.ENSCAFP00000013282	F1PQC5
9615.ENSCAFP00000001349	F1PS32
9615.ENSCAFP00000027633	F1PS62
9615.ENSCAFP00000022691	F1PVI2
9615.ENSCAFP00000010662	F1PWC1
9615.ENSCAFP00000016834	F1PYP8
9615.ENSCAFP00000020079	F1PYS4
9615.ENSCAFP00000015587	F1Q098
9615.ENSCAFP00000004624	F1Q1W0
9615.ENSCAFP00000004604	F1Q237
9615.ENSCAFP00000013037	F1Q434
9615.ENSCAFP00000030315	H8Y2Y0
9615.ENSCAFP00000030314	H8Y5C2
9615.ENSCAFP00000028973	E2R0L2
9615.ENSCAFP00000005077	A0JL44
9615.ENSCAFP00000009322	E2QXB1
9615.ENSCAFP00000003720	E2R0G8
9615.ENSCAFP00000030214	F1P6Y3
9615.ENSCAFP00000040270	F1PPG9
9615.ENSCAFP00000039091	F1PRW2
9615.ENSCAFP00000013129	F1PTL9
9615.ENSCAFP00000036226	J9NRV1
9615.ENSCAFP00000037643	J9NSG4
9615.ENSCAFP00000036704	J9NU66
9615.ENSCAFP00000043151	J9NV36
9615.ENSCAFP00000020682	J9NVC0
9615.ENSCAFP00000037402	J9NW58
9615.ENSCAFP00000037844	J9NX32
9615.ENSCAFP00000038354	J9NYI5
9615.ENSCAFP00000040122	J9P3J3
9615.ENSCAFP00000040508	J9P4M9
9615.ENSCAFP00000042546	J9P9W3
9615.ENSCAFP00000042729	J9PAE5
9615.ENSCAFP00000033853	F1PFA6
9615.ENSCAFP00000017506	F1PFQ6
9615.ENSCAFP00000033837	F1PG11
9615.ENSCAFP00000003913	F1PKL0
9615.ENSCAFP00000041042	F1PTV0
9615.ENSCAFP00000027599	F1PTY6
9615.ENSCAFP00000022163	F1PVU4
9615.ENSCAFP00000012904	J9NSC1
9615.ENSCAFP00000042043	J9NT36
9615.ENSCAFP00000012796	J9NTI2
9615.ENSCAFP00000036963	J9NUX3
9615.ENSCAFP00000037325	J9NVY1
9615.ENSCAFP00000022329	J9NW19
9615.ENSCAFP00000038021	J9NXK8
9615.ENSCAFP00000038469	J9NYU9
9615.ENSCAFP00000038528	J9NZ08
9615.ENSCAFP00000018805	J9P0U6
9615.ENSCAFP00000039555	J9P1X9
9615.ENSCAFP00000039883	J9P2V5
9615.ENSCAFP00000040062	J9P3D3
9615.ENSCAFP00000040146	J9P3L7
9615.ENSCAFP00000016941	J9P3T6
9615.ENSCAFP00000014860	J9P3Y4
9615.ENSCAFP00000040402	J9P4C3
9615.ENSCAFP00000040439	J9P4G0
9615.ENSCAFP00000040645	J9P4X1
9615.ENSCAFP00000041079	J9P5Z9
9615.ENSCAFP00000041131	J9P650
9615.ENSCAFP00000041229	J9P6E7
9615.ENSCAFP00000020760	J9P725
9615.ENSCAFP00000041679	J9P7P0
9615.ENSCAFP00000041943	J9P876
9615.ENSCAFP00000042058	J9P8H9
9615.ENSCAFP00000019606	J9P997
9615.ENSCAFP00000007416	J9PAK3
9615.ENSCAFP00000017370	E2R5H0
9615.ENSCAFP00000028827	E2R798
9615.ENSCAFP00000013591	E2RAX9
9615.ENSCAFP00000015295	E2RD94
9615.ENSCAFP00000026156	E2RIH9
9615.ENSCAFP00000025905	E2RKC2
9615.ENSCAFP00000010247	E2RMV1
9615.ENSCAFP00000014022	E2RPK6
9615.ENSCAFP00000006230	E2RSJ1
9615.ENSCAFP00000028300	F1Q093
9615.ENSCAFP00000006450	X2BZ25
9615.ENSCAFP00000010762	A7UJ07
9615.ENSCAFP00000005546	E2QRS9
9615.ENSCAFP00000001281	E2QSW8
9615.ENSCAFP00000009982	E2QTY8
9615.ENSCAFP00000024108	E2QVB8
9615.ENSCAFP00000008824	E2QZ90
9615.ENSCAFP00000004932	E2R3F6
9615.ENSCAFP00000024504	E2R3H4
9615.ENSCAFP00000030919	E2R3Q0
9615.ENSCAFP00000009215	E2R420
9615.ENSCAFP00000017373	E2R4K8
9615.ENSCAFP00000041979	E2R4L1
9615.ENSCAFP00000004108	E2R528
9615.ENSCAFP00000016308	E2R602
9615.ENSCAFP00000011759	E2R6Q5
9615.ENSCAFP00000022707	E2R967
9615.ENSCAFP00000029291	E2R9C6
9615.ENSCAFP00000000425	E2R9C7
9615.ENSCAFP00000018951	E2RBG7
9615.ENSCAFP00000018916	E2RCE3
9615.ENSCAFP00000022612	E2REY6
9615.ENSCAFP00000002481	E2RG29
9615.ENSCAFP00000014488	E2RGC7
9615.ENSCAFP00000007056	E2RGK9
9615.ENSCAFP00000006544	E2RJE8
9615.ENSCAFP00000013910	E2RL84
9615.ENSCAFP00000002914	E2RLS3
9615.ENSCAFP00000002050	E2RPF7
9615.ENSCAFP00000019418	E2RPW8
9615.ENSCAFP00000012839	E2RQ22
9615.ENSCAFP00000006128	E2RQA3
9615.ENSCAFP00000031933	E2RQL5
9615.ENSCAFP00000000245	E2R4S5
9615.ENSCAFP00000011712	E2R7N2
9615.ENSCAFP00000019150	E2R9V3
9615.ENSCAFP00000025509	E2RC17
9615.ENSCAFP00000020934	E2RCU1
9615.ENSCAFP00000014237	E2RDR2
9615.ENSCAFP00000042924	E2RED7
9615.ENSCAFP00000021668	E2REG5
9615.ENSCAFP00000042290	G3XKX1
9615.ENSCAFP00000000696	G3XKS1
9615.ENSCAFP00000001108	Q6TYZ6
9615.ENSCAFP00000030319	A0A059Q776
9615.ENSCAFP00000004250	Q95JD6
9615.ENSCAFP00000015542	E2QWU2
9615.ENSCAFP00000017224	E2QWV5
9615.ENSCAFP00000004791	E2QXU8
9615.ENSCAFP00000009854	E2QYN5
9615.ENSCAFP00000028954	E2R0N6
9615.ENSCAFP00000011851	E2R0W8
9615.ENSCAFP00000012023	E2R0Z7
9615.ENSCAFP00000034808	L7N0N5
9615.ENSCAFP00000004274	E2QXF5
9615.ENSCAFP00000036012	J9JHT1
9615.ENSCAFP00000037249	J9NVQ7
9615.ENSCAFP00000039564	J9P1Y8
9615.ENSCAFP00000040304	J9P425
9615.ENSCAFP00000040600	J9P4S7
9615.ENSCAFP00000040676	J9P501
9615.ENSCAFP00000042742	J9PAF8
9615.ENSCAFP00000026701	F1PEI0
9615.ENSCAFP00000007031	F1PFH3
9615.ENSCAFP00000001997	F1PKY1
9615.ENSCAFP00000024132	E2QV64
9615.ENSCAFP00000005165	E2R1T6
9615.ENSCAFP00000005151	E2R1V2
9615.ENSCAFP00000024547	E2R2F7
9615.ENSCAFP00000031654	E2R4K1
9615.ENSCAFP00000012250	E2R4L5
9615.ENSCAFP00000005307	E2R6E5
9615.ENSCAFP00000011719	E2R7N0
9615.ENSCAFP00000032028	E2R8B1
9615.ENSCAFP00000022712	E2R952
9615.ENSCAFP00000025584	E2RA19
9615.ENSCAFP00000013512	E2RCW3
9615.ENSCAFP00000020691	E2RD25
9615.ENSCAFP00000002291	E2RDL7
9615.ENSCAFP00000026214	E2RDP2
9615.ENSCAFP00000034672	E2RDW7
9615.ENSCAFP00000010103	E2REC3
9615.ENSCAFP00000014772	E2RG26
9615.ENSCAFP00000021300	E2RGQ8
9615.ENSCAFP00000040457	E2RGW4
9615.ENSCAFP00000041056	E2RH14
9615.ENSCAFP00000026185	E2RHM6
9615.ENSCAFP00000019598	E2RI50
9615.ENSCAFP00000025994	E2RIC3
9615.ENSCAFP00000010024	E2RIE0
9615.ENSCAFP00000025938	E2RJC5
9615.ENSCAFP00000034298	E2RKX3
9615.ENSCAFP00000007244	E2RL93
9615.ENSCAFP00000008203	E2RLT8
9615.ENSCAFP00000002676	E2RLY9
9615.ENSCAFP00000037698	E2RM19
9615.ENSCAFP00000006743	E2RN54
9615.ENSCAFP00000021767	E2RNS7
9615.ENSCAFP00000002072	E2RPC0
9615.ENSCAFP00000019414	E2RPX3
9615.ENSCAFP00000000813	E2RQC6
9615.ENSCAFP00000017842	E2RRB7
9615.ENSCAFP00000018258	E2RS64
9615.ENSCAFP00000018253	E2RS72
9615.ENSCAFP00000025349	E2RSW8
9615.ENSCAFP00000020477	E2RTI6
9615.ENSCAFP00000019932	E2QVU1
9615.ENSCAFP00000028311	E2R5V3
9615.ENSCAFP00000000410	E2R9E7
9615.ENSCAFP00000032964	E2RBR8
9615.ENSCAFP00000033122	E2RBZ4
9615.ENSCAFP00000021681	E2REE8
9615.ENSCAFP00000036516	E2RFP2
9615.ENSCAFP00000019882	E2RFW5
9615.ENSCAFP00000026414	E2RHC3
9615.ENSCAFP00000002148	E2RJK0
9615.ENSCAFP00000019705	E2RNL9
9615.ENSCAFP00000013402	E2RRS5
9615.ENSCAFP00000001434	E2RRS7
9615.ENSCAFP00000034158	C5NM83
9615.ENSCAFP00000023459	L7N0G8
9615.ENSCAFP00000023856	C7DT85
9615.ENSCAFP00000014021	Q6PSM3
9615.ENSCAFP00000020492	Q6R745
9615.ENSCAFP00000014030	Q7YS09
9615.ENSCAFP00000030319	A0A060H763
9615.ENSCAFP00000035824	J9JH96
9615.ENSCAFP00000037299	J9NRY6
9615.ENSCAFP00000040581	J9NSP1
9615.ENSCAFP00000036502	J9NTL7
9615.ENSCAFP00000042480	J9NTV7
9615.ENSCAFP00000037520	J9NWH5
9615.ENSCAFP00000016998	J9NWN8
9615.ENSCAFP00000037713	J9NWQ2
9615.ENSCAFP00000004231	J9NX15
9615.ENSCAFP00000029197	J9NXJ4
9615.ENSCAFP00000038426	J9NYQ7
9615.ENSCAFP00000038655	J9NZD5
9615.ENSCAFP00000038675	J9NZF5
9615.ENSCAFP00000038820	J9NZU9
9615.ENSCAFP00000017839	J9P017
9615.ENSCAFP00000039316	J9P192
9615.ENSCAFP00000039653	J9P277
9615.ENSCAFP00000039821	J9P2P3
9615.ENSCAFP00000039871	J9P2U3
9615.ENSCAFP00000040039	J9P3B0
9615.ENSCAFP00000040338	J9P459
9615.ENSCAFP00000040628	J9P4V5
9615.ENSCAFP00000041115	J9P635
9615.ENSCAFP00000041260	J9P6H7
9615.ENSCAFP00000041486	J9P751
9615.ENSCAFP00000041599	J9P7G2
9615.ENSCAFP00000041104	J9P7G4
9615.ENSCAFP00000014929	J9P7L4
9615.ENSCAFP00000041783	J9P7Z4
9615.ENSCAFP00000042024	J9P8F5
9615.ENSCAFP00000042033	J9P8G4
9615.ENSCAFP00000042082	J9P8K3
9615.ENSCAFP00000042083	J9P8K4
9615.ENSCAFP00000042176	J9P8U5
9615.ENSCAFP00000042308	J9P975
9615.ENSCAFP00000042692	J9PAA9
9615.ENSCAFP00000042743	J9PAF9
9615.ENSCAFP00000042979	J9PB01
9615.ENSCAFP00000043036	J9PB58
9615.ENSCAFP00000016776	Q6ULP6
9615.ENSCAFP00000000584	F1P624
9615.ENSCAFP00000026461	F1P8S6
9615.ENSCAFP00000040090	F1PBK4
9615.ENSCAFP00000017182	F1PCI3
9615.ENSCAFP00000017100	F1PF38
9615.ENSCAFP00000001614	F1PTI5
9615.ENSCAFP00000003037	F1PUX7
9615.ENSCAFP00000016763	F1Q063
9615.ENSCAFP00000028319	F1Q078
9615.ENSCAFP00000016204	F1Q1X9
9615.ENSCAFP00000032492	X2BYU7
9615.ENSCAFP00000001443	A0A0A0MPA9
9615.ENSCAFP00000029519	E2QU78
9615.ENSCAFP00000011435	E2QUI0
9615.ENSCAFP00000005176	E2R1Q6
9615.ENSCAFP00000024539	E2R2H9
9615.ENSCAFP00000011500	E2R435
9615.ENSCAFP00000029382	E2R4F3
9615.ENSCAFP00000037978	E2R676
9615.ENSCAFP00000028063	E2R832
9615.ENSCAFP00000024184	E2R8N7
9615.ENSCAFP00000034705	E2R906
9615.ENSCAFP00000014873	E2RA62
9615.ENSCAFP00000029900	E2RB06
9615.ENSCAFP00000002855	E2RB98
9615.ENSCAFP00000007665	E2RE42
9615.ENSCAFP00000014470	E2RGG0
9615.ENSCAFP00000027446	E2RGT6
9615.ENSCAFP00000003401	E2RIU7
9615.ENSCAFP00000002145	E2RJK1
9615.ENSCAFP00000013694	E2RKG4
9615.ENSCAFP00000014940	E2RKP3
9615.ENSCAFP00000019743	E2RMP6
9615.ENSCAFP00000026305	E2RN80
9615.ENSCAFP00000025287	E2RQI5
9615.ENSCAFP00000032479	E2RTC0
9615.ENSCAFP00000012897	E2RTD1
9615.ENSCAFP00000020484	E2RTH1
9615.ENSCAFP00000020467	E2RTL4
9615.ENSCAFP00000036321	J9NS46
9615.ENSCAFP00000030131	J9P3T4
9615.ENSCAFP00000016032	E2QUQ0
9615.ENSCAFP00000008617	E2QXI4
9615.ENSCAFP00000000536	E2R4C6
9615.ENSCAFP00000001843	E2RAU9
9615.ENSCAFP00000007113	E2RBP8
9615.ENSCAFP00000002555	E2RDD2
9615.ENSCAFP00000014238	E2RDR1
9615.ENSCAFP00000035937	E2RE90
9615.ENSCAFP00000025748	E2RER1
9615.ENSCAFP00000002404	E2RJ65
9615.ENSCAFP00000007506	E2RKV7
9615.ENSCAFP00000029612	E2RQN9
9615.ENSCAFP00000006394	E2RQT5
9615.ENSCAFP00000000902	E2RSL9
9615.ENSCAFP00000019275	M1VEI4
9615.ENSCAFP00000024683	Q6LAR1
9615.ENSCAFP00000034995	Q70ZH9
9615.ENSCAFP00000030319	C4MRU1
9615.ENSCAFP00000042731	Q9GKN6
9615.ENSCAFP00000032132	F2Z4Q2
9615.ENSCAFP00000021725	O18888
9615.ENSCAFP00000019153	Q3HTU3
9615.ENSCAFP00000004448	Q95M37
9615.ENSCAFP00000012583	Q56JK6
9615.ENSCAFP00000017154	L7N0D1
9615.ENSCAFP00000026221	L7N0H9
9615.ENSCAFP00000020220	O97575
9615.ENSCAFP00000009935	A0A0A0QHB7
9615.ENSCAFP00000001764	K9J6N9
9615.ENSCAFP00000009945	Q70Z62
9615.ENSCAFP00000011985	Q70ZC8
9615.ENSCAFP00000030321	A0A068F7Q0
9615.ENSCAFP00000009557	B7UAN4
9615.ENSCAFP00000001164	I0CHK9
9615.ENSCAFP00000007532	O18819
9615.ENSCAFP00000001164	Q30421
9615.ENSCAFP00000036381	A3RI27
9615.ENSCAFP00000021891	Q9XSJ5
9615.ENSCAFP00000025050	E2QZJ2
9615.ENSCAFP00000005445	E2QZQ5
9615.ENSCAFP00000013053	E2QZQ6
9615.ENSCAFP00000012633	F6UUF8
9615.ENSCAFP00000016501	F6XHY4
9615.ENSCAFP00000022965	F6XRV4
9615.ENSCAFP00000027736	F6XU00
9615.ENSCAFP00000028130	F6XXS4
9615.ENSCAFP00000030439	F6XY50
9615.ENSCAFP00000028127	F6Y560
9615.ENSCAFP00000000711	F6URD2
9615.ENSCAFP00000032318	F6V830
9615.ENSCAFP00000000769	F6V8L3
9615.ENSCAFP00000022838	F6X4X4
9615.ENSCAFP00000027605	F6X771
9615.ENSCAFP00000009678	F6X8K8
9615.ENSCAFP00000004740	F6XBC1
9615.ENSCAFP00000028891	F6XGA3
9615.ENSCAFP00000017449	F6Y353
9615.ENSCAFP00000005475	F6Y3K9
9615.ENSCAFP00000010844	F6Y5Z5
9615.ENSCAFP00000011245	F6Y841
9615.ENSCAFP00000007785	F1PB00
9615.ENSCAFP00000019639	F1PDI8
9615.ENSCAFP00000006351	F1PJE7
9615.ENSCAFP00000024515	F1P640
9615.ENSCAFP00000014591	F1P698
9615.ENSCAFP00000021199	F1P6E1
9615.ENSCAFP00000030291	F1P6U8
9615.ENSCAFP00000005324	F1P7L1
9615.ENSCAFP00000036250	F1P7R9
9615.ENSCAFP00000000960	F1P9S8
9615.ENSCAFP00000041600	F1PAL6
9615.ENSCAFP00000024219	F1PAW5
9615.ENSCAFP00000014334	F1PC12
9615.ENSCAFP00000021945	F1PDJ7
9615.ENSCAFP00000014280	F1PDR0
9615.ENSCAFP00000042250	F1PDT1
9615.ENSCAFP00000024773	F1PDX0
9615.ENSCAFP00000026117	F1PGB7
9615.ENSCAFP00000000683	F1PGH2
9615.ENSCAFP00000024579	F1PI27
9615.ENSCAFP00000031138	F1PKI9
9615.ENSCAFP00000025941	F1PKX7
9615.ENSCAFP00000025940	F1PKX8
9615.ENSCAFP00000022463	F1PMG7
9615.ENSCAFP00000006277	F1PPD2
9615.ENSCAFP00000013279	F1PQC8
9615.ENSCAFP00000013721	F1PQX4
9615.ENSCAFP00000015092	F1PU34
9615.ENSCAFP00000003057	F1PUV9
9615.ENSCAFP00000006451	F1PV29
9615.ENSCAFP00000000101	F1PVE4
9615.ENSCAFP00000016888	F1PY32
9615.ENSCAFP00000004871	F1PYN1
9615.ENSCAFP00000004233	F1Q1X4
9615.ENSCAFP00000009363	F1Q4D5
9615.ENSCAFP00000006450	X2BZD0
9615.ENSCAFP00000001183	H8ZYZ4
9615.ENSCAFP00000021423	H9GWE8
9615.ENSCAFP00000008416	A2SUG5
9615.ENSCAFP00000035120	E2QWT4
9615.ENSCAFP00000009616	E2QWV3
9615.ENSCAFP00000035363	E2QYG0
9615.ENSCAFP00000025091	E2QYJ3
9615.ENSCAFP00000012330	E2QYX2
9615.ENSCAFP00000023840	E2R0Q4
9615.ENSCAFP00000028171	E2R1E5
9615.ENSCAFP00000034919	E2QWE5
9615.ENSCAFP00000019915	E2QWP6
9615.ENSCAFP00000029477	K0J2W9
9615.ENSCAFP00000021055	F1P8X1
9615.ENSCAFP00000031930	F1PD32
9615.ENSCAFP00000017059	F1PFU1
9615.ENSCAFP00000010534	F1PKS5
9615.ENSCAFP00000011141	F1PZ47
9615.ENSCAFP00000016395	F1PZS9
9615.ENSCAFP00000016358	F1PZY1
9615.ENSCAFP00000035782	F1Q241
9615.ENSCAFP00000009829	F1Q3I1
9615.ENSCAFP00000036404	J9NTB9
9615.ENSCAFP00000003055	J9NTH0
9615.ENSCAFP00000036532	J9NTP7
9615.ENSCAFP00000036567	J9NTT1
9615.ENSCAFP00000036598	J9NTW2
9615.ENSCAFP00000004840	J9NUL8
9615.ENSCAFP00000036889	J9NUQ0
9615.ENSCAFP00000037301	J9NVV9
9615.ENSCAFP00000037899	J9NX87
9615.ENSCAFP00000033145	J9NZ40
9615.ENSCAFP00000038861	J9NZZ0
9615.ENSCAFP00000009794	J9P022
9615.ENSCAFP00000039197	J9P0X4
9615.ENSCAFP00000039310	J9P186
9615.ENSCAFP00000040598	J9P4S5
9615.ENSCAFP00000040654	J9P4Y0
9615.ENSCAFP00000004776	J9P532
9615.ENSCAFP00000040863	J9P5D6
9615.ENSCAFP00000021950	J9P614
9615.ENSCAFP00000027104	J9P6F0
9615.ENSCAFP00000041282	J9P6J9
9615.ENSCAFP00000041381	J9P6U8
9615.ENSCAFP00000041582	J9P7E5
9615.ENSCAFP00000013155	J9P9L9
9615.ENSCAFP00000042640	J9PA57
9615.ENSCAFP00000000296	J9PAD9
9615.ENSCAFP00000000299	J9PB00
9615.ENSCAFP00000000523	F1P6L4
9615.ENSCAFP00000005882	F1P7E8
9615.ENSCAFP00000021911	F1PDN1
9615.ENSCAFP00000005173	F1PEY8
9615.ENSCAFP00000033886	F1PF79
9615.ENSCAFP00000021328	F1PFG7
9615.ENSCAFP00000001497	F1PK88
9615.ENSCAFP00000020283	F1PM06
9615.ENSCAFP00000006250	F1PPG7
9615.ENSCAFP00000034327	F1PQP8
9615.ENSCAFP00000006517	F1PSM3
