353153.XP_810529.1	P18269
353153.XP_820097.1	Q4E0E1
353153.XP_820127.1	Q4E0G6
353153.XP_820324.1	Q4E145
353153.XP_820473.1	Q4E1F4
353153.XP_820568.1	Q4E1T6
353153.XP_815613.1	Q4DML5
353153.XP_820802.1	Q4E2E4
353153.XP_808688.1	Q4D2T0
353153.XP_811082.1	Q4D9M8
353153.XP_817636.1	Q4DTD4
353153.XP_820864.1	Q4E2J4
353153.XP_819181.1	Q4DXV7
353153.XP_819263.1	Q4DY24
353153.XP_819755.1	Q4DZE9
353153.XP_819879.1	Q4DZP5
353153.XP_821578.1	Q4E4L9
353153.XP_816501.1	Q4DQ31
353153.XP_816750.1	Q4DQW0
353153.XP_816869.1	Q4DR71
353153.XP_816990.1	Q4DRJ3
353153.XP_818704.1	Q4DWF4
353153.XP_820547.1	Q4E1P0
353153.XP_821164.1	Q4E3G6
353153.XP_817120.1	Q4DRW4
353153.XP_819428.1	Q4DYH1
353153.XP_811084.1	Q4D9M6
353153.XP_819664.1	Q4DZ80
353153.XP_804537.1	Q4CQY1
353153.XP_805006.1	Q4CSA3
353153.XP_808357.1	Q4D1V5
353153.XP_812972.1	Q4DF23
353153.XP_820357.1	Q4E111
353153.XP_802197.1	Q4CKE9
353153.XP_817129.1	Q4DRY9
353153.XP_820498.1	Q4E1H2
353153.XP_821189.1	Q4E3K1
353153.XP_802184.1	Q4CKD6
353153.XP_817284.1	Q4DSD0
353153.XP_817506.1	Q4DT03
353153.XP_817524.1	Q4DT07
353153.XP_817584.1	Q4DT67
353153.XP_818816.1	Q4DWT0
353153.XP_818927.1	Q4DX15
353153.XP_819095.1	Q4DXH7
353153.XP_819093.1	Q4DXI2
353153.XP_819231.1	Q4DXY2
353153.XP_820895.1	Q4E2M9
353153.XP_821868.1	Q4E5J1
353153.XP_821873.1	Q4E5J3
353153.XP_809110.1	Q4D408
353153.XP_819382.1	Q4DYC9
353153.XP_804719.1	Q4CRG6
353153.XP_806897.1	Q4CXP6
353153.XP_806970.1	Q4CXW5
353153.XP_811353.1	Q4DAE1
353153.XP_813433.1	Q4DGC1
353153.XP_813444.1	Q4DGD1
353153.XP_815516.1	Q4DMA2
353153.XP_815797.1	Q4DN40
353153.XP_815988.1	Q4DNN0
353153.XP_816102.1	Q4DNZ4
353153.XP_816145.1	Q4DP24
353153.XP_816244.1	Q4DPE2
353153.XP_816240.1	Q4DPE7
353153.XP_816352.1	Q4DPN5
353153.XP_816557.1	Q4DQA1
353153.XP_817629.1	Q4DTE1
353153.XP_817996.1	Q4DUE4
353153.XP_818159.1	Q4DUX9
353153.XP_818270.1	Q4DV74
353153.XP_818459.1	Q4DVR2
353153.XP_818550.1	Q4DVY4
353153.XP_819956.1	Q4DZY7
353153.XP_820480.1	Q4E1I8
353153.XP_804703.1	Q4CRE8
353153.XP_807536.1	Q4CZI1
353153.XP_818878.1	Q4DWW7
353153.XP_819149.1	Q4DXN9
353153.XP_817249.1	Q4DSA6
353153.XP_817286.1	Q4DSB0
353153.XP_818657.1	Q4DW83
353153.XP_819875.1	Q4DZP9
353153.XP_820959.1	Q4E2U8
353153.XP_821079.1	Q4E382
353153.XP_821408.1	Q4E466
353153.XP_821436.1	Q4E488
353153.XP_821711.1	Q4E507
353153.XP_821800.1	Q4E5B2
353153.XP_817579.1	Q4DT71
353153.XP_818729.1	Q4DWH2
353153.XP_818789.1	Q4DWM1
353153.XP_818921.1	Q4DX21
353153.XP_821311.1	Q4E3U2
353153.XP_821594.1	Q4E4K2
353153.XP_802337.1	Q4CKT9
353153.XP_810995.1	Q4D9E0
353153.XP_814217.1	Q4DIK2
353153.XP_818601.1	Q4DW29
353153.XP_805322.1	Q4CT66
353153.XP_803899.1	Q4CP46
353153.XP_804753.1	Q4CRK1
353153.XP_804896.1	Q4CRZ4
353153.XP_810566.1	Q4D868
353153.XP_817713.1	Q4DTL0
353153.XP_818697.1	Q4DWG1
353153.XP_806118.1	Q4CVG5
353153.XP_815267.1	Q4DLM7
353153.XP_821427.1	Q4E460
353153.XP_809326.1	Q4D4M1
353153.XP_815500.1	Q4DM96
353153.XP_808989.1	Q4D3N1
353153.XP_809172.1	Q4D472
353153.XP_814064.1	Q4DI49
353153.XP_805817.1	Q4CUL4
353153.XP_806919.1	Q4CXR2
353153.XP_813806.1	Q4DHD8
353153.XP_802743.1	Q4CLZ6
353153.XP_806273.1	Q4CVW7
353153.XP_813237.1	Q4DFT5
353153.XP_814384.1	Q4DJ44
353153.XP_814701.1	Q4DJZ4
353153.XP_815056.1	Q4DL09
353153.XP_815148.1	Q4DLA2
353153.XP_815203.1	Q4DLF2
353153.XP_802649.1	Q4CLQ2
353153.XP_803225.1	Q4CNC7
353153.XP_803303.1	Q4CNK4
353153.XP_804148.1	Q4CPU8
353153.XP_805161.1	Q4CSQ8
353153.XP_805190.1	Q4CSU0
353153.XP_807131.1	Q4CYC8
353153.XP_807206.1	Q4CYK2
353153.XP_807231.1	Q4CYM4
353153.XP_807266.1	Q4CYR2
353153.XP_807383.1	Q4CZ25
353153.XP_807447.1	Q4CZ93
353153.XP_807632.1	Q4CZS9
353153.XP_807680.1	Q4CZX9
353153.XP_807830.1	Q4D0C4
353153.XP_808534.1	Q4D2D4
353153.XP_808894.1	Q4D3E3
353153.XP_809309.1	Q4D4K8
353153.XP_809336.1	Q4D4N9
353153.XP_809402.1	Q4D4V2
353153.XP_809792.1	Q4D5Z3
353153.XP_810191.1	Q4D731
353153.XP_810196.1	Q4D744
353153.XP_810348.1	Q4D7J3
353153.XP_810550.1	Q4D839
353153.XP_810684.1	Q4D8I2
353153.XP_810729.1	Q4D8N0
353153.XP_810726.1	Q4D8N3
353153.XP_811654.1	Q4DBA2
353153.XP_811917.1	Q4DC13
353153.XP_811955.1	Q4DC53
353153.XP_812273.1	Q4DD26
353153.XP_812381.1	Q4DDD5
353153.XP_812422.1	Q4DDH7
353153.XP_812500.1	Q4DDQ6
353153.XP_812712.1	Q4DEA7
353153.XP_812787.1	Q4DEH4
353153.XP_812813.1	Q4DEM5
353153.XP_812987.1	Q4DF32
353153.XP_813916.1	Q4DHQ0
353153.XP_814465.1	Q4DJA7
353153.XP_814614.1	Q4DJR0
353153.XP_814814.1	Q4DKB2
353153.XP_814952.1	Q4DKR1
353153.XP_802380.1	Q4CKY2
353153.XP_802454.1	Q4CL56
353153.XP_802597.1	Q4CLJ9
353153.XP_803023.1	Q4CMS4
353153.XP_803478.1	Q4CNV1
353153.XP_803922.1	Q4CP69
353153.XP_804131.1	Q4CPS7
353153.XP_804133.1	Q4CPT3
353153.XP_804444.1	Q4CQN9
353153.XP_805867.1	Q4CUR5
353153.XP_805963.1	Q4CV10
353153.XP_806123.1	Q4CVH3
353153.XP_806394.1	Q4CW89
353153.XP_806559.1	Q4CWQ7
353153.XP_808310.1	Q4D1Q7
353153.XP_806382.1	Q4CW82
353153.XP_807523.1	Q4CZH9
353153.XP_816872.1	Q4DR68
353153.XP_812891.1	Q4DES7
353153.XP_818210.1	Q4DV03
353153.XP_804017.1	Q4CPG4
353153.XP_804900.1	Q4CRZ8
353153.XP_808705.1	Q4D2V2
353153.XP_815798.1	Q4DN39
353153.XP_820125.1	Q4E0F4
353153.XP_802166.1	Q4CKB8
353153.XP_802672.1	Q4CLS4
353153.XP_811283.1	Q4DA85
353153.XP_814558.1	Q4DJL7
353153.XP_816792.1	Q4DQW9
353153.XP_817831.1	Q4DTY0
353153.XP_807819.1	Q4D0B4
353153.XP_809372.1	Q4D4R7
353153.XP_814987.1	Q4DKS0
353153.XP_820594.1	Q4E1R1
353153.XP_817728.1	Q4DTN9
353153.XP_805739.1	Q4CUD8
353153.XP_814711.1	Q4DK13
353153.XP_816409.1	Q4DPU2
353153.XP_802588.1	Q4CLJ0
353153.XP_805546.1	Q4CTU3
353153.XP_807361.1	Q4CZ14
353153.XP_808292.1	Q4D1N8
353153.XP_811680.1	Q4DBC4
353153.XP_813013.1	Q4DF51
353153.XP_813086.1	Q4DFD8
353153.XP_814518.1	Q4DJH0
353153.XP_817078.1	S6EYD1
353153.XP_802346.1	Q4CKU9
353153.XP_802500.1	Q4CLA3
353153.XP_802517.1	Q4CLB8
353153.XP_802527.1	Q4CLC8
353153.XP_802653.1	Q4CLQ5
353153.XP_803104.1	Q4CN06
353153.XP_803341.1	Q4CNP3
353153.XP_803457.1	Q4CNT9
353153.XP_804074.1	Q4CPM0
353153.XP_804125.1	Q4CPS2
353153.XP_804333.1	Q4CQD2
353153.XP_804501.1	Q4CQU8
353153.XP_805142.1	Q4CSP1
353153.XP_805196.1	Q4CSU2
353153.XP_805415.1	Q4CTG2
353153.XP_805426.1	Q4CTH6
353153.XP_806227.1	Q4CVS3
353153.XP_806435.1	Q4CWD1
353153.XP_806685.1	Q4CX32
353153.XP_807060.1	Q4CY53
353153.XP_807148.1	Q4CYE5
353153.XP_807486.1	Q4CZD1
353153.XP_807748.1	Q4D044
353153.XP_807751.1	Q4D048
353153.XP_808003.1	Q4D0U8
353153.XP_808559.1	Q4D2F8
353153.XP_808653.1	Q4D2Q1
353153.XP_809426.1	Q4D4W9
353153.XP_809571.1	Q4D5B5
353153.XP_809942.1	Q4D6D4
353153.XP_809970.1	Q4D6G7
353153.XP_810006.1	Q4D6L2
353153.XP_810848.1	Q4D8Y7
353153.XP_811004.1	Q4D9F2
353153.XP_811519.1	Q4DAW0
353153.XP_811688.1	Q4DBD2
353153.XP_812010.1	Q4DCB3
353153.XP_812097.1	Q4DCJ6
353153.XP_812226.1	Q4DCW9
353153.XP_812253.1	Q4DD03
353153.XP_812424.1	Q4DDH5
353153.XP_812601.1	Q4DDZ5
353153.XP_812753.1	Q4DEF4
353153.XP_813001.1	Q4DF36
353153.XP_813064.1	Q4DFA9
353153.XP_813138.1	Q4DFH7
353153.XP_813792.1	Q4DHF6
353153.XP_813826.1	Q4DHH3
353153.XP_814013.1	Q4DHZ6
353153.XP_814105.1	Q4DIA6
353153.XP_814332.1	Q4DIZ1
353153.XP_814715.1	Q4DK08
353153.XP_814913.1	Q4DKK3
353153.XP_815385.1	Q4DLX0
353153.XP_805922.1	Q4CUX3
353153.XP_808376.1	Q4D1X2
353153.XP_810138.1	Q4D6Y8
353153.XP_812067.1	Q4DCG1
353153.XP_814787.1	Q4DK81
353153.XP_815714.1	Q4DMV8
353153.XP_821291.1	Q4E3R4
353153.XP_802571.1	Q4CLH2
353153.XP_803299.1	Q4CNJ9
353153.XP_805173.1	Q4CSS0
353153.XP_805217.1	Q4CSW7
353153.XP_805820.1	Q4CUL5
353153.XP_806168.1	Q4CVL4
353153.XP_806667.1	Q4CX15
353153.XP_807376.1	Q4CZ23
353153.XP_807385.1	Q4CZ38
353153.XP_807630.1	Q4CZT1
353153.XP_807914.1	Q4D0K8
353153.XP_808232.1	Q4D1H2
353153.XP_808468.1	Q4D262
353153.XP_808727.1	Q4D2X4
353153.XP_808794.1	Q4D343
353153.XP_808846.1	Q4D396
353153.XP_808907.1	Q4D3E7
353153.XP_809264.1	Q4D4G1
353153.XP_809291.1	Q4D4J5
353153.XP_809479.1	Q4D526
353153.XP_809485.1	Q4D531
353153.XP_809653.1	Q4D5K0
353153.XP_809859.1	Q4D660
353153.XP_810021.1	Q4D6L4
353153.XP_810033.1	Q4D6N3
353153.XP_810174.1	Q4D728
353153.XP_810858.1	Q4D905
353153.XP_810963.1	Q4D9A9
353153.XP_811011.1	Q4D9G0
353153.XP_811047.1	Q4D9J3
353153.XP_811095.1	Q4D9P1
353153.XP_811450.1	Q4DAN9
353153.XP_811894.1	Q4DBZ0
353153.XP_812582.1	Q4DDY7
353153.XP_813745.1	Q4DH85
353153.XP_813739.1	Q4DH93
353153.XP_813838.1	Q4DHI3
353153.XP_814221.1	Q4DIL7
353153.XP_814712.1	Q4DK11
353153.XP_814757.1	Q4DK54
353153.XP_815807.1	Q4DN58
353153.XP_820604.1	Q4E1W7
353153.XP_821862.1	Q4E5E5
353153.XP_821911.1	Q4E5K0
353153.XP_802638.1	Q4CLP0
353153.XP_803408.1	Q4CNT4
353153.XP_804076.1	Q4CPM2
353153.XP_804336.1	Q4CQD3
353153.XP_804410.1	Q4CQK7
353153.XP_804600.1	Q4CR46
353153.XP_805619.1	Q4CU12
353153.XP_805661.1	Q4CU57
353153.XP_805689.1	Q4CU87
353153.XP_806210.1	Q4CVR0
353153.XP_808146.1	Q4D192
353153.XP_803811.1	Q4CP07
353153.XP_808172.1	Q4D1B5
353153.XP_808597.1	Q4D2J7
353153.XP_818293.1	Q4DV88
353153.XP_805531.1	Q4CTS4
353153.XP_818626.1	Q4DW79
353153.XP_805338.1	Q4CT88
353153.XP_813018.1	Q4DF65
353153.XP_814755.1	Q4DK48
353153.XP_816642.1	Q4DQK0
353153.XP_820409.1	Q4E1A8
353153.XP_802621.1	Q4CLM3
353153.XP_803073.1	Q4CMX7
353153.XP_803901.1	Q4CP47
353153.XP_806527.1	Q4CWM4
353153.XP_807076.1	Q4CY74
353153.XP_807213.1	Q4CYK8
353153.XP_807663.1	Q4CZW4
353153.XP_808223.1	Q4D1H5
353153.XP_808293.1	Q4D1N6
353153.XP_808319.1	Q4D1R5
353153.XP_810309.1	Q4D7G5
353153.XP_811565.1	Q4DB10
353153.XP_811840.1	Q4DBU2
353153.XP_813628.1	Q4DGY3
353153.XP_814822.1	Q4DKC9
353153.XP_802331.1	Q4CKT3
353153.XP_802579.1	Q4CLI1
353153.XP_802747.1	Q4CM00
353153.XP_802786.1	Q4CM39
353153.XP_802991.1	Q4CMP3
353153.XP_803029.1	Q4CMT1
353153.XP_803079.1	Q4CMY3
353153.XP_803665.1	Q4CNY7
353153.XP_803686.1	Q4CNY9
353153.XP_803991.1	Q4CPE1
353153.XP_804020.1	Q4CPG5
353153.XP_804071.1	Q4CPL9
353153.XP_804085.1	Q4CPN2
353153.XP_804228.1	Q4CQ25
353153.XP_804976.1	Q4CS73
353153.XP_805008.1	Q4CSA4
353153.XP_805204.1	Q4CSV1
353153.XP_805226.1	Q4CSX4
353153.XP_805254.1	Q4CT00
353153.XP_805623.1	Q4CU19
353153.XP_805824.1	Q4CUM1
353153.XP_806520.1	Q4CWL6
353153.XP_806714.1	Q4CX62
353153.XP_807171.1	Q4CYH2
353153.XP_807194.1	Q4CYJ2
353153.XP_807201.1	Q4CYJ8
353153.XP_807290.1	Q4CYT8
353153.XP_807665.1	Q4CZW2
353153.XP_807824.1	Q4D0B8
353153.XP_807849.1	Q4D0E6
353153.XP_808279.1	Q4D1N5
353153.XP_808434.1	Q4D230
353153.XP_808541.1	Q4D2E4
353153.XP_808969.1	Q4D3M0
353153.XP_809312.1	Q4D4K9
353153.XP_809977.1	Q4D6H3
353153.XP_809975.1	Q4D6H5
353153.XP_809993.1	Q4D6J0
353153.XP_810025.1	Q4D6M7
353153.XP_810381.1	Q4D7M9
353153.XP_810790.1	Q4D8T8
353153.XP_810930.1	Q4D978
353153.XP_810968.1	Q4D9B7
353153.XP_811627.1	Q4DB81
353153.XP_811867.1	Q4DBX4
353153.XP_812142.1	Q4DCN4
353153.XP_812503.1	Q4DDQ3
353153.XP_812764.1	Q4DEG1
353153.XP_812820.1	Q4DEL7
353153.XP_812815.1	Q4DEM2
353153.XP_813754.1	Q4DHA0
353153.XP_813915.1	Q4DHQ1
353153.XP_814153.1	Q4DIE8
353153.XP_814299.1	Q4DIT8
353153.XP_815012.1	Q4DKW6
353153.XP_815291.1	Q4DLN4
353153.XP_815284.1	Q4DLP1
353153.XP_815324.1	Q4DLS4
353153.XP_804199.1	Q4CPZ4
353153.XP_808968.1	Q4D3M1
353153.XP_812188.1	Q4DCT6
353153.XP_813281.1	Q4DFY6
353153.XP_817163.1	Q4DS06
353153.XP_821033.1	Q4E320
353153.XP_805437.1	Q4CTI1
353153.XP_816728.1	Q4DQR9
353153.XP_821943.1	Q4E5R4
353153.XP_810473.1	Q4D7X6
353153.XP_817150.1	Q4DRZ6
353153.XP_817380.1	Q4DSL9
353153.XP_818738.1	Q4DWG3
353153.XP_818758.1	Q4DWJ8
353153.XP_818757.1	Q4DWJ9
353153.XP_818818.1	Q4DWS8
353153.XP_818910.1	Q4DWZ9
353153.XP_818933.1	Q4DX32
353153.XP_819346.1	Q4DY90
353153.XP_819500.1	Q4DYS3
353153.XP_819684.1	Q4DZ59
353153.XP_820660.1	Q4E206
353153.XP_820767.1	Q4E2A9
353153.XP_820791.1	Q4E2D4
353153.XP_820840.1	Q4E2L5
353153.XP_821102.1	Q4E3C3
353153.XP_821238.1	Q4E3N2
353153.XP_821512.1	Q4E4J6
353153.XP_821786.1	Q4E5C2
353153.XP_804097.1	Q4CPP4
353153.XP_811435.1	Q4DAM6
353153.XP_812806.1	Q4DEJ6
353153.XP_818190.1	Q4DUY7
353153.XP_819745.1	Q4DZF9
353153.XP_815842.1	Q4DN89
353153.XP_815892.1	Q4DNE8
353153.XP_816289.1	Q4DPI9
353153.XP_811348.1	Q4DAE6
353153.XP_813321.1	Q4DG03
353153.XP_813420.1	Q4DGB6
353153.XP_815525.1	Q4DMC2
353153.XP_815841.1	Q4DN90
353153.XP_816308.1	Q4DPK6
353153.XP_816315.1	Q4DPL5
353153.XP_816948.1	Q4DRD8
353153.XP_816961.1	Q4DRF3
353153.XP_817320.1	Q4DSH6
353153.XP_817715.1	Q4DTK8
353153.XP_818135.1	Q4DUR9
353153.XP_818164.1	Q4DUX3
353153.XP_818382.1	Q4DVH9
353153.XP_818505.1	Q4DVU4
353153.XP_820119.1	Q4E0G0
353153.XP_820582.1	Q4E1S1
353153.XP_822086.1	Q4E635
353153.XP_822043.1	Q4E680
353153.XP_804264.1	Q4CQ61
353153.XP_808276.1	Q4D1M2
353153.XP_809481.1	Q4D525
353153.XP_810449.1	Q4D7U7
353153.XP_812643.1	Q4DE40
353153.XP_802201.1	Q4CKF2
353153.XP_802242.1	Q4CKJ4
353153.XP_816640.1	Q4DQG5
353153.XP_816995.1	Q4DRI6
353153.XP_817405.1	Q4DSQ2
353153.XP_818635.1	Q4DW74
353153.XP_818787.1	Q4DWM3
353153.XP_818993.1	Q4DX70
353153.XP_819251.1	Q4DY00
353153.XP_819247.1	Q4DY04
353153.XP_819261.1	Q4DY27
353153.XP_819420.1	Q4DYI1
353153.XP_819899.1	Q4DZT1
353153.XP_820397.1	Q4E183
353153.XP_820413.1	Q4E1A4
353153.XP_820713.1	Q4E258
353153.XP_821149.1	Q4E3D6
353153.XP_821137.1	Q4E3E8
353153.XP_821157.1	Q4E3H4
353153.XP_821677.1	Q4E4Y6
353153.XP_821843.1	Q4E5F2
353153.XP_803236.1	Q4CND9
353153.XP_806841.1	Q4CXI4
353153.XP_819922.1	Q4DZW7
353153.XP_804668.1	Q4CRB5
353153.XP_804678.1	Q4CRC7
353153.XP_804733.1	Q4CRI2
353153.XP_804870.1	Q4CRX0
353153.XP_806904.1	Q4CXQ2
353153.XP_806981.1	Q4CXY4
353153.XP_809076.1	Q4D3X3
353153.XP_809148.1	Q4D440
353153.XP_809160.1	Q4D448
353153.XP_813343.1	Q4DG36
353153.XP_813374.1	Q4DG89
353153.XP_813412.1	Q4DGB2
353153.XP_815454.1	Q4DM45
353153.XP_816083.1	Q4DNX2
353153.XP_816165.1	Q4DP68
353153.XP_816555.1	Q4DQA3
353153.XP_816662.1	Q4DQK7
353153.XP_816683.1	Q4DQL9
353153.XP_817860.1	Q4DU13
353153.XP_817979.1	Q4DUC7
353153.XP_818024.1	Q4DUI1
353153.XP_818227.1	Q4DV30
353153.XP_818369.1	Q4DVF9
353153.XP_818592.1	Q4DW34
353153.XP_820082.1	Q4E0B9
353153.XP_820289.1	Q4E0W7
353153.XP_820330.1	Q4E139
353153.XP_820453.1	Q4E1E7
353153.XP_815623.1	Q4DMK5
353153.XP_815648.1	Q4DMP2
353153.XP_817699.1	Q4DTJ2
353153.XP_818073.1	Q4DUL8
353153.XP_805461.1	Q4CTL1
353153.XP_809525.1	Q4D569
353153.XP_817167.1	Q4DS01
353153.XP_818666.1	Q4DWC9
353153.XP_819209.1	Q4DXS7
353153.XP_821097.1	Q4E3B6
353153.XP_821168.1	Q4E3G2
353153.XP_821256.1	Q4E3L4
353153.XP_821858.1	Q4E5D3
353153.XP_802251.1	Q4CKK3
353153.XP_816636.1	Q4DQG4
353153.XP_816634.1	Q4DQG7
353153.XP_817273.1	Q4DSC2
353153.XP_818861.1	Q4DWV2
353153.XP_819412.1	Q4DYJ1
353153.XP_819559.1	Q4DYU8
353153.XP_819606.1	Q4DZ04
353153.XP_819729.1	Q4DZB4
353153.XP_821105.1	Q4E3B8
353153.XP_821432.1	Q4E492
353153.XP_821568.1	Q4E4P0
353153.XP_821669.1	Q4E4Z5
353153.XP_822017.1	Q4E5U7
353153.XP_821985.1	Q4E5V8
353153.XP_804274.1	Q4CQ71
353153.XP_810737.1	Q4D8P4
353153.XP_812606.1	Q4DE02
353153.XP_802942.1	Q4CMJ3
353153.XP_804002.1	Q4CPF0
353153.XP_805287.1	Q4CT33
353153.XP_815731.1	Q4DMY2
353153.XP_819872.1	Q4DZQ2
353153.XP_812354.1	Q4DDA1
353153.XP_813317.1	Q4DG07
353153.XP_813236.1	Q4DFT6
353153.XP_813547.1	Q4DGP9
353153.XP_809284.1	Q4D4I2
353153.XP_811197.1	Q4DA02
353153.XP_811403.1	Q4DAK4
353153.XP_811717.1	Q4DBG7
353153.XP_810015.1	Q4D6L3
353153.XP_813982.1	Q4DHX1
353153.XP_814925.1	Q4DKM2
353153.XP_817443.1	Q4DST3
353153.XP_802681.1	Q4CLT3
353153.XP_802880.1	Q4CMD2
353153.XP_803216.1	Q4CNB9
353153.XP_803218.1	Q4CNC2
353153.XP_804972.1	Q4CS69
353153.XP_805193.1	Q4CST7
353153.XP_805355.1	Q4CTA4
353153.XP_805569.1	Q4CTW7
353153.XP_806046.1	Q4CV91
353153.XP_807274.1	Q4CYS0
353153.XP_807358.1	Q4CZ05
353153.XP_809936.1	Q4D6E0
353153.XP_810130.1	Q4D6X8
353153.XP_812116.1	Q4DCL8
353153.XP_813177.1	Q4DFN4
353153.XP_814416.1	Q4DJ61
353153.XP_814566.1	Q4DJK9
353153.XP_814815.1	Q4DKB1
353153.XP_818718.1	Q4DWI5
353153.XP_802315.1	Q4CKR7
353153.XP_802357.1	Q4CKV9
353153.XP_802426.1	Q4CL28
353153.XP_802912.1	Q4CMG3
353153.XP_802952.1	Q4CMK3
353153.XP_803062.1	Q4CMW5
353153.XP_803187.1	Q4CN87
353153.XP_803940.1	Q4CP86
353153.XP_803955.1	Q4CPA1
353153.XP_804081.1	Q4CPM9
353153.XP_804203.1	Q4CQ00
353153.XP_805004.1	Q4CSA0
353153.XP_805084.1	Q4CSI1
353153.XP_805183.1	Q4CST1
353153.XP_805245.1	Q4CSZ0
353153.XP_805327.1	Q4CT76
353153.XP_805354.1	Q4CTA0
353153.XP_806555.1	Q4CWQ2
353153.XP_807135.1	Q4CYD2
353153.XP_807163.1	Q4CYF8
353153.XP_807404.1	Q4CZ57
353153.XP_807562.1	Q4CZL1
353153.XP_807604.1	Q4CZQ8
353153.XP_807881.1	Q4D0H9
353153.XP_808001.1	Q4D0V0
353153.XP_808113.1	Q4D164
353153.XP_808882.1	Q4D3C7
353153.XP_809637.1	Q4D5H6
353153.XP_810362.1	Q4D7L0
353153.XP_810512.1	Q4D806
353153.XP_810619.1	Q4D8C2
353153.XP_810656.1	Q4D8E5
353153.XP_810900.1	Q4D945
353153.XP_810918.1	Q4D960
353153.XP_810991.1	Q4D9E4
353153.XP_811706.1	Q4DBF8
353153.XP_811712.1	Q4DBG0
353153.XP_811963.1	Q4DC57
353153.XP_812057.1	Q4DCF1
353153.XP_812074.1	Q4DCH6
353153.XP_812193.1	Q4DCU8
353153.XP_812723.1	Q4DEC4
353153.XP_812989.1	Q4DF48
353153.XP_813007.1	Q4DF55
353153.XP_813038.1	Q4DF91
353153.XP_813100.1	Q4DFF6
353153.XP_813249.1	Q4DFU2
353153.XP_813678.1	Q4DH25
353153.XP_813709.1	Q4DH63
353153.XP_813831.1	Q4DHH7
353153.XP_814535.1	Q4DJI2
353153.XP_814923.1	Q4DKL9
353153.XP_815042.1	Q4DKZ6
353153.XP_815268.1	Q4DLM6
353153.XP_815299.1	Q4DLR0
353153.XP_805880.1	Q4CUS4
353153.XP_805282.1	Q4CT29
353153.XP_807760.1	Q4D060
353153.XP_810799.1	Q4D8V2
353153.XP_818976.1	Q4DX87
353153.XP_819780.1	Q4DZH2
353153.XP_819966.1	Q4E026
353153.XP_821511.1	Q4E4G1
353153.XP_808246.1	Q4D1I9
353153.XP_804727.1	Q4CRH5
353153.XP_805471.1	Q4CTL8
353153.XP_807581.1	Q4CZM8
353153.XP_815848.1	Q4DNA8
353153.XP_816187.1	Q4DP96
353153.XP_818432.1	Q4DVK6
353153.XP_818582.1	Q4DW40
353153.XP_818726.1	Q4DWH6
353153.XP_820333.1	Q4E136
353153.XP_820627.1	Q4E1U3
353153.XP_802284.1	Q4CKN7
353153.XP_802290.1	Q4CKP3
353153.XP_804710.1	Q4CRF5
353153.XP_806864.1	Q4CXL1
353153.XP_806885.1	Q4CXM5
353153.XP_807038.1	Q4CY38
353153.XP_811213.1	Q4DA07
353153.XP_815480.1	Q4DM92
353153.XP_815850.1	Q4DNA6
353153.XP_816171.1	Q4DP62
353153.XP_816406.1	Q4DPU5
353153.XP_816546.1	Q4DQ87
353153.XP_816545.1	Q4DQ88
353153.XP_817481.1	Q4DSX3
353153.XP_817690.1	Q4DTK1
353153.XP_817828.1	Q4DTY3
353153.XP_818005.1	Q4DUF9
353153.XP_818254.1	Q4DV42
353153.XP_818511.1	Q4DVV4
353153.XP_819939.1	Q4E005
353153.XP_819993.1	Q4E044
353153.XP_820123.1	Q4E0F6
353153.XP_822064.1	Q4E646
353153.XP_803316.1	Q4CNL8
353153.XP_804284.1	Q4CQ82
353153.XP_806719.1	Q4CX65
353153.XP_817363.1	Q4DSK4
353153.XP_819032.1	Q4DXB6
353153.XP_819459.1	Q4DYK1
353153.XP_819486.1	Q4DYM7
353153.XP_819570.1	Q4DYY7
353153.XP_819832.1	Q4DZN6
353153.XP_820866.1	Q4E2J1
353153.XP_820901.1	Q4E2S6
353153.XP_821188.1	Q4E3K2
353153.XP_822001.1	Q4E5X7
353153.XP_807688.1	Q4CZY2
353153.XP_802601.1	Q4CLK3
353153.XP_809505.1	Q4D557
353153.XP_813674.1	Q4DH18
353153.XP_814058.1	Q4DI55
353153.XP_816606.1	Q4DQF1
353153.XP_820386.1	Q4E197
353153.XP_820552.1	Q4E1N3
353153.XP_813842.1	Q4DHK4
353153.XP_803335.1	Q4CNN7
353153.XP_804945.1	Q4CS39
353153.XP_807162.1	Q4CYF9
353153.XP_814975.1	Q4DKT4
353153.XP_820192.1	Q4E0R2
353153.XP_804157.1	Q4CPV3
353153.XP_807780.1	Q4D075
353153.XP_808755.1	Q4D304
353153.XP_811880.1	Q4DBY7
353153.XP_812430.1	Q4DDG9
353153.XP_815092.1	Q4DL38
353153.XP_816967.1	Q4DRG5
353153.XP_818357.1	Q4DVH2
353153.XP_818833.1	Q4DWR3
353153.XP_818860.1	Q4DWV3
353153.XP_818981.1	Q4DX82
353153.XP_819114.1	Q4DXK5
353153.XP_819110.1	Q4DXK9
353153.XP_819238.1	Q4DXX5
353153.XP_820398.1	Q4E182
353153.XP_820789.1	Q4E2D6
353153.XP_803336.1	Q4CNN8
353153.XP_803944.1	Q4CP90
353153.XP_805268.1	Q4CT18
353153.XP_806008.1	Q4CV58
353153.XP_806212.1	Q4CVQ8
353153.XP_807466.1	Q4CZB8
353153.XP_810382.1	Q4D7M8
353153.XP_811079.1	Q4D9N1
353153.XP_812296.1	Q4DD54
