8364.ENSXETP00000049381	Q5XGC8
8364.ENSXETP00000032932	F7DGM7
8364.ENSXETP00000037776	F7DSC4
8364.ENSXETP00000037512	F7E314
8364.ENSXETP00000063129	F7EA33
8364.ENSXETP00000015425	F7EAH6
8364.ENSXETP00000020892	F7EB52
8364.ENSXETP00000020687	F7EBR3
8364.ENSXETP00000018369	F7EC02
8364.ENSXETP00000018332	F7EFX9
8364.ENSXETP00000056124	F7ETY1
8364.ENSXETP00000046908	B5DDZ7
8364.ENSXETP00000056381	A9JR61
8364.ENSXETP00000060498	B1H3E6
8364.ENSXETP00000009252	K9J7R3
8364.ENSXETP00000011951	K9J7T6
8364.ENSXETP00000034798	K9J887
8364.ENSXETP00000062528	A4IIX8
8364.ENSXETP00000007600	Q28E17
8364.ENSXETP00000055087	A4IH08
8364.ENSXETP00000055816	B3DLF7
8364.ENSXETP00000056989	B3DM58
8364.ENSXETP00000011086	G1K3B6
8364.ENSXETP00000012291	Q599K4
8364.ENSXETP00000051721	D2X2K5
8364.ENSXETP00000059412	F6PPN1
8364.ENSXETP00000061591	F6SCE1
8364.ENSXETP00000024600	G1K3E8
8364.ENSXETP00000009455	F6QES3
8364.ENSXETP00000062826	F6RY25
8364.ENSXETP00000061149	F6T8G8
8364.ENSXETP00000052826	F6T9Z3
8364.ENSXETP00000028108	B1WB14
8364.ENSXETP00000053901	B2GU95
8364.ENSXETP00000032920	B4F6P7
8364.ENSXETP00000061883	F6Q5J1
8364.ENSXETP00000036248	Q28BU3
8364.ENSXETP00000028050	Q28CA6
8364.ENSXETP00000059172	Q28F12
8364.ENSXETP00000048076	Q28G81
8364.ENSXETP00000047517	Q28HD9
8364.ENSXETP00000061286	Q28HV9
8364.ENSXETP00000011696	F6PPC5
8364.ENSXETP00000059577	F6Q535
8364.ENSXETP00000061781	F6QYL1
8364.ENSXETP00000034191	F6RGV6
8364.ENSXETP00000043452	F6SR13
8364.ENSXETP00000058324	F6SYY7
8364.ENSXETP00000025832	F6T218
8364.ENSXETP00000058384	Q0V9Q5
8364.ENSXETP00000035953	Q0VFF7
8364.ENSXETP00000032772	F6PI66
8364.ENSXETP00000060875	F6RCC0
8364.ENSXETP00000060724	F6TQM1
8364.ENSXETP00000058389	A5JPX1
8364.ENSXETP00000061345	B1H328
8364.ENSXETP00000017865	B1H375
8364.ENSXETP00000019807	Q6GLB8
8364.ENSXETP00000060940	B2GUR8
8364.ENSXETP00000009138	A8KBC2
8364.ENSXETP00000060932	A8WH29
8364.ENSXETP00000004569	F6QPM5
8364.ENSXETP00000028326	F6QRQ2
8364.ENSXETP00000059697	F6QRU0
8364.ENSXETP00000002320	F6RS91
8364.ENSXETP00000058692	F6UHD2
8364.ENSXETP00000061322	F6VHM5
8364.ENSXETP00000021071	F6VQ44
8364.ENSXETP00000063886	F6X8E0
8364.ENSXETP00000060965	F6XIC3
8364.ENSXETP00000052420	F6YP99
8364.ENSXETP00000026160	F6YPB6
8364.ENSXETP00000059334	F6Z520
8364.ENSXETP00000057507	F6ZYA7
8364.ENSXETP00000057234	F6ZZJ2
8364.ENSXETP00000010207	F7ACH4
8364.ENSXETP00000055787	F7APU0
8364.ENSXETP00000054476	F7BQH3
8364.ENSXETP00000002097	F7C0S1
8364.ENSXETP00000055280	F7C1H0
8364.ENSXETP00000015808	F7C2P1
8364.ENSXETP00000058593	F7C4T8
8364.ENSXETP00000042272	F7CBR6
8364.ENSXETP00000045748	F7CDM8
8364.ENSXETP00000049145	F7D7L7
8364.ENSXETP00000008352	F7DTB4
8364.ENSXETP00000044492	F7DUH2
8364.ENSXETP00000063355	F7E0R5
8364.ENSXETP00000063590	F7E8C4
8364.ENSXETP00000047866	L7N342
8364.ENSXETP00000028911	F6Q3V5
8364.ENSXETP00000064007	F6R0W2
8364.ENSXETP00000024358	F6R5F4
8364.ENSXETP00000046168	F6RGW5
8364.ENSXETP00000057464	F6RS70
8364.ENSXETP00000058524	F6S6T3
8364.ENSXETP00000030213	F6SDN1
8364.ENSXETP00000017666	F6SNB9
8364.ENSXETP00000036077	F6ST62
8364.ENSXETP00000061570	F6T3U0
8364.ENSXETP00000061152	F6T839
8364.ENSXETP00000024535	F6TG36
8364.ENSXETP00000062138	F6TKK3
8364.ENSXETP00000038240	F6U377
8364.ENSXETP00000036011	F6UBM4
8364.ENSXETP00000061118	F6UR70
8364.ENSXETP00000062542	F6V2P1
8364.ENSXETP00000027388	F6VA42
8364.ENSXETP00000060395	F6VDL5
8364.ENSXETP00000017840	F6VP30
8364.ENSXETP00000000744	F6VR24
8364.ENSXETP00000014739	F6WC19
8364.ENSXETP00000033355	F6WFA5
8364.ENSXETP00000062782	F6WJF2
8364.ENSXETP00000027114	F6WUS2
8364.ENSXETP00000007055	F6X629
8364.ENSXETP00000005565	F6XA19
8364.ENSXETP00000062728	F6XC51
8364.ENSXETP00000004081	F6XS96
8364.ENSXETP00000038429	F6XY65
8364.ENSXETP00000017070	F6Y763
8364.ENSXETP00000062298	F6Y7N0
8364.ENSXETP00000050298	F6Y8K3
8364.ENSXETP00000022694	F6YCA5
8364.ENSXETP00000057599	F6YNJ9
8364.ENSXETP00000040156	F6YQ90
8364.ENSXETP00000062056	F6YXX0
8364.ENSXETP00000059347	F6Z4C9
8364.ENSXETP00000029739	F6ZDV6
8364.ENSXETP00000059691	F6ZGU2
8364.ENSXETP00000062020	F6ZLC0
8364.ENSXETP00000059306	F6ZT95
8364.ENSXETP00000045515	F6ZYV8
8364.ENSXETP00000043513	F7A3W1
8364.ENSXETP00000061615	F7AEF9
8364.ENSXETP00000061609	F7AET0
8364.ENSXETP00000059112	F7AH58
8364.ENSXETP00000058717	F7AVJ7
8364.ENSXETP00000064040	F7BBL6
8364.ENSXETP00000012166	F7BG81
8364.ENSXETP00000042473	F7BQY6
8364.ENSXETP00000003026	F7C835
8364.ENSXETP00000030092	F7CCF8
8364.ENSXETP00000059817	F7CJQ9
8364.ENSXETP00000025674	F7CLJ8
8364.ENSXETP00000056777	F7D4Z7
8364.ENSXETP00000006685	F7DBC2
8364.ENSXETP00000020096	F7DFJ9
8364.ENSXETP00000063606	F7DNG9
8364.ENSXETP00000004813	F7DQS4
8364.ENSXETP00000037789	F7DS69
8364.ENSXETP00000056482	F7DU73
8364.ENSXETP00000020003	F7E120
8364.ENSXETP00000037511	F7E322
8364.ENSXETP00000056815	F7EB42
8364.ENSXETP00000060039	F7EFG6
8364.ENSXETP00000006568	F7EFS8
8364.ENSXETP00000063775	F7EGM0
8364.ENSXETP00000012728	L7N2V5
8364.ENSXETP00000029460	L7N3E1
8364.ENSXETP00000044854	L7N3S3
8364.ENSXETP00000062656	L7N429
8364.ENSXETP00000000099	B0JZ03
8364.ENSXETP00000030386	B0JZU7
8364.ENSXETP00000061688	Q0P4J4
8364.ENSXETP00000012266	A9UL76
8364.ENSXETP00000011888	B0BM60
8364.ENSXETP00000038793	Q0IIX5
8364.ENSXETP00000007706	A4II85
8364.ENSXETP00000036710	K9J899
8364.ENSXETP00000037556	K9J8A3
8364.ENSXETP00000047612	F6PPE6
8364.ENSXETP00000028650	F6PX16
8364.ENSXETP00000042712	F6PZ16
8364.ENSXETP00000059537	F6QBT0
8364.ENSXETP00000022384	F6TQV9
8364.ENSXETP00000022104	Q07G74
8364.ENSXETP00000029233	B1H2N0
8364.ENSXETP00000064004	F6R0Z6
8364.ENSXETP00000058538	F6S612
8364.ENSXETP00000060820	F6SXS8
8364.ENSXETP00000007055	Q66IG0
8364.ENSXETP00000001105	B1H342
8364.ENSXETP00000062815	F6SNU2
8364.ENSXETP00000050350	F6TIU2
8364.ENSXETP00000059043	F6TX96
8364.ENSXETP00000060844	F6UWV2
8364.ENSXETP00000027196	F6W2T3
8364.ENSXETP00000023053	F6WAR4
8364.ENSXETP00000038715	F6WB37
8364.ENSXETP00000060593	F6XLL2
8364.ENSXETP00000034060	F6XN24
8364.ENSXETP00000017224	F7AQT4
8364.ENSXETP00000052078	F7BB73
8364.ENSXETP00000042495	F7BQN5
8364.ENSXETP00000063258	F7CVC7
8364.ENSXETP00000051065	F7CWE1
8364.ENSXETP00000059969	F7DL85
8364.ENSXETP00000049784	F7DRU8
8364.ENSXETP00000049063	F7E0X9
8364.ENSXETP00000049035	F7E9A2
8364.ENSXETP00000020196	F7EUE5
8364.ENSXETP00000015327	L7N2Y5
8364.ENSXETP00000001255	A4IH62
8364.ENSXETP00000059420	F6PMG2
8364.ENSXETP00000035462	F6PQ07
8364.ENSXETP00000009275	F6QJ00
8364.ENSXETP00000061788	F6QY85
8364.ENSXETP00000055223	F6R6M2
8364.ENSXETP00000061189	F6SG01
8364.ENSXETP00000038551	F6T983
8364.ENSXETP00000022947	F6TLN4
8364.ENSXETP00000016533	F6QPS2
8364.ENSXETP00000016501	F6QVN1
8364.ENSXETP00000058348	F6S7H8
8364.ENSXETP00000034242	Q28BX4
8364.ENSXETP00000023105	Q28C16
8364.ENSXETP00000063536	Q28CH5
8364.ENSXETP00000010970	Q28CP9
8364.ENSXETP00000059365	Q28CS8
8364.ENSXETP00000046356	B5DDX2
8364.ENSXETP00000028313	F6QU41
8364.ENSXETP00000021713	F6SHI9
8364.ENSXETP00000058892	Q5FVX6
8364.ENSXETP00000060034	B2RYY5
8364.ENSXETP00000060677	F6REL9
8364.ENSXETP00000059075	F6SEN3
8364.ENSXETP00000058511	F6SXI5
8364.ENSXETP00000060425	F6T042
8364.ENSXETP00000005912	F6TC68
8364.ENSXETP00000017169	F6THC6
8364.ENSXETP00000062131	F6TKU2
8364.ENSXETP00000026288	F6U2R0
8364.ENSXETP00000057073	F6U4W1
8364.ENSXETP00000036013	F6UBI9
8364.ENSXETP00000029829	F6UXN3
8364.ENSXETP00000035030	F6WA88
8364.ENSXETP00000034063	F6XN13
8364.ENSXETP00000034499	F6YD33
8364.ENSXETP00000002986	F6YKB1
8364.ENSXETP00000038118	F6YPV9
8364.ENSXETP00000014116	F6ZCD7
8364.ENSXETP00000045525	F6ZYL5
8364.ENSXETP00000007701	F7B691
8364.ENSXETP00000062633	F7C001
8364.ENSXETP00000004198	F7CAA4
8364.ENSXETP00000044523	F7CZ65
8364.ENSXETP00000056920	F7D4F3
8364.ENSXETP00000018205	F7D6U9
8364.ENSXETP00000044751	F7DBE4
8364.ENSXETP00000020856	F7EFP5
8364.ENSXETP00000045461	L7N3S8
8364.ENSXETP00000035132	Q7T265
8364.ENSXETP00000059087	A8KBC1
8364.ENSXETP00000059474	F6QY22
8364.ENSXETP00000062851	F6RWQ8
8364.ENSXETP00000057938	F6SFU8
8364.ENSXETP00000062146	F6SUL9
8364.ENSXETP00000062143	F6SUR0
8364.ENSXETP00000056998	F6T3A9
8364.ENSXETP00000048359	F6T5S4
8364.ENSXETP00000052272	F6TCW7
8364.ENSXETP00000026141	F6TD17
8364.ENSXETP00000010753	F6TNH3
8364.ENSXETP00000056974	F6TUC5
8364.ENSXETP00000047258	F6TWJ4
8364.ENSXETP00000059224	F6TWS5
8364.ENSXETP00000059031	F6TYC0
8364.ENSXETP00000014589	F6U0C0
8364.ENSXETP00000037458	F6U8R1
8364.ENSXETP00000008822	F6UAU4
8364.ENSXETP00000022926	F6UCU7
8364.ENSXETP00000008415	F6UE28
8364.ENSXETP00000010144	F6UIX1
8364.ENSXETP00000041299	F6UJQ1
8364.ENSXETP00000023470	F6UKE1
8364.ENSXETP00000000072	F6V456
8364.ENSXETP00000061443	F6VGN1
8364.ENSXETP00000057380	F6VN08
8364.ENSXETP00000043889	F6VRU7
8364.ENSXETP00000043880	F6VRY2
8364.ENSXETP00000041812	F6VZB9
8364.ENSXETP00000007825	F6WAK4
8364.ENSXETP00000038707	F6WBI4
8364.ENSXETP00000062781	F6WJG0
8364.ENSXETP00000026526	F6XQT1
8364.ENSXETP00000060762	F6YCK2
8364.ENSXETP00000060549	F6YF08
8364.ENSXETP00000031322	F6YVC5
8364.ENSXETP00000047352	F6Z5H0
8364.ENSXETP00000057537	F6ZB57
8364.ENSXETP00000014115	F6ZCE6
8364.ENSXETP00000008716	F6ZJI9
8364.ENSXETP00000059317	F6ZSH7
8364.ENSXETP00000030125	F6ZUZ6
8364.ENSXETP00000011375	F7B2N7
8364.ENSXETP00000048115	F7BF84
8364.ENSXETP00000058596	F7C4R6
8364.ENSXETP00000028160	F7C9M5
8364.ENSXETP00000062542	F7CA21
8364.ENSXETP00000059819	F7CEI0
8364.ENSXETP00000060156	F7DB08
8364.ENSXETP00000061293	F7DM37
8364.ENSXETP00000001395	F7DP82
8364.ENSXETP00000032292	F7DPY0
8364.ENSXETP00000059944	F7DR46
8364.ENSXETP00000063833	F7DT57
8364.ENSXETP00000035973	F7DWI9
8364.ENSXETP00000025762	F7DX74
8364.ENSXETP00000059914	F7E115
8364.ENSXETP00000022669	F7E1C3
8364.ENSXETP00000063972	F7EQS0
8364.ENSXETP00000017432	L7N315
8364.ENSXETP00000029970	F6QZ73
8364.ENSXETP00000015781	F6V6K2
8364.ENSXETP00000063621	F6V9Y0
8364.ENSXETP00000047201	F6VGY7
8364.ENSXETP00000003741	F6WP27
8364.ENSXETP00000058855	F6WQB6
8364.ENSXETP00000027305	F6WSC7
8364.ENSXETP00000041404	F6WUL2
8364.ENSXETP00000028675	F6YF26
8364.ENSXETP00000061672	F6YHK7
8364.ENSXETP00000059976	F6YUW6
8364.ENSXETP00000062244	F6YW78
8364.ENSXETP00000034647	F6YZZ6
8364.ENSXETP00000060738	F6Z091
8364.ENSXETP00000062443	F7A501
8364.ENSXETP00000010255	F7ABK1
8364.ENSXETP00000060704	F7AHI8
8364.ENSXETP00000007200	F7ALG2
8364.ENSXETP00000005241	F7AQZ2
8364.ENSXETP00000007921	F7BS33
8364.ENSXETP00000012868	F7BY66
8364.ENSXETP00000060495	F7C7H3
8364.ENSXETP00000049186	F7CV14
8364.ENSXETP00000051495	F7CV52
8364.ENSXETP00000063238	F7CVU9
8364.ENSXETP00000013655	F7CXZ3
8364.ENSXETP00000044697	F7E7L0
8364.ENSXETP00000023921	F7EEE7
8364.ENSXETP00000060029	F7EFV8
8364.ENSXETP00000016591	F6QKR3
8364.ENSXETP00000030438	F6RJ06
8364.ENSXETP00000016136	F6RJL8
8364.ENSXETP00000017690	F6SME1
8364.ENSXETP00000034943	F6SUA4
8364.ENSXETP00000033121	F6TC31
8364.ENSXETP00000018918	F6TRZ5
8364.ENSXETP00000047227	F6TWL1
8364.ENSXETP00000061138	F6TZG0
8364.ENSXETP00000045901	F6TZP0
8364.ENSXETP00000026509	F6USU9
8364.ENSXETP00000045680	F6UU31
8364.ENSXETP00000045080	F6UWJ6
8364.ENSXETP00000000515	F6UWN6
8364.ENSXETP00000039188	F6VCE0
8364.ENSXETP00000061509	F6VG58
8364.ENSXETP00000045038	F6VPH2
8364.ENSXETP00000000007	F6VX86
8364.ENSXETP00000003776	F6VXS3
8364.ENSXETP00000028272	F6W6Q9
8364.ENSXETP00000011263	F6W7I0
8364.ENSXETP00000003714	F6WQ88
8364.ENSXETP00000058029	F6WVX6
8364.ENSXETP00000038484	F6X4L4
8364.ENSXETP00000004688	F6XKX3
8364.ENSXETP00000060594	F6XLK5
8364.ENSXETP00000004082	F6XS76
8364.ENSXETP00000012489	F6Y5A0
8364.ENSXETP00000062264	F6Y8T0
8364.ENSXETP00000048624	F6ZFB1
8364.ENSXETP00000017008	F6ZHQ9
8364.ENSXETP00000060900	F6ZLI9
8364.ENSXETP00000001997	F6ZRE3
8364.ENSXETP00000059138	F6ZUI4
8364.ENSXETP00000033534	F6ZZ01
8364.ENSXETP00000064062	F7AP24
8364.ENSXETP00000029498	F7AQH9
8364.ENSXETP00000026083	F7B9Z7
8364.ENSXETP00000042416	F7CAN8
8364.ENSXETP00000032322	F7CNT5
8364.ENSXETP00000032320	F7CNU2
8364.ENSXETP00000037612	F7CSP0
8364.ENSXETP00000044563	F7CTE2
8364.ENSXETP00000025621	F7CY24
8364.ENSXETP00000063691	F7D6M2
8364.ENSXETP00000018431	F7DHI9
8364.ENSXETP00000020063	F7DKY7
8364.ENSXETP00000051850	F7DTA9
8364.ENSXETP00000063815	F7DXX6
8364.ENSXETP00000044461	F7DZ42
8364.ENSXETP00000007897	L7N2N9
8364.ENSXETP00000009055	L7N2P7
8364.ENSXETP00000013683	L7N2X0
8364.ENSXETP00000040531	F6UUY1
8364.ENSXETP00000011466	F6VEC8
8364.ENSXETP00000061120	F6WHA5
8364.ENSXETP00000046061	F6WVC2
8364.ENSXETP00000012477	F6YT08
8364.ENSXETP00000062057	F6YXV4
8364.ENSXETP00000060532	F6Z1M8
8364.ENSXETP00000010000	F6Z452
8364.ENSXETP00000061283	F6ZVL9
8364.ENSXETP00000057258	F6ZZ77
8364.ENSXETP00000022224	F7ABP6
8364.ENSXETP00000041563	F7BKX4
8364.ENSXETP00000053508	F7BLX2
8364.ENSXETP00000006796	F7BNZ8
8364.ENSXETP00000003877	F7C5R4
8364.ENSXETP00000037150	F7D8K5
8364.ENSXETP00000032401	F7E4W4
8364.ENSXETP00000051319	F7EDQ5
8364.ENSXETP00000007087	Q5XH97
8364.ENSXETP00000014562	F6U1B6
8364.ENSXETP00000039992	F6V3S9
8364.ENSXETP00000059904	F6VZR3
8364.ENSXETP00000058049	F6W599
8364.ENSXETP00000019582	F6XVW2
8364.ENSXETP00000021306	F6XYX7
8364.ENSXETP00000062999	F6Y295
8364.ENSXETP00000050295	F6Y8L8
8364.ENSXETP00000034491	F6YDA0
8364.ENSXETP00000005025	F6ZI12
8364.ENSXETP00000062461	F6ZIH6
8364.ENSXETP00000022851	F6ZKV9
8364.ENSXETP00000010299	F6ZPJ5
8364.ENSXETP00000034811	F7A7F0
8364.ENSXETP00000007958	F7B425
8364.ENSXETP00000061411	F7B4R1
8364.ENSXETP00000040350	F7BAE6
8364.ENSXETP00000000149	F7C1B6
8364.ENSXETP00000018709	F7C963
8364.ENSXETP00000063712	F7CFP2
8364.ENSXETP00000028880	F7D8S5
8364.ENSXETP00000013166	F7DF06
8364.ENSXETP00000018440	F7DHC1
8364.ENSXETP00000060109	F7DM21
8364.ENSXETP00000060058	F7EBG5
8364.ENSXETP00000044526	L7N3S2
8364.ENSXETP00000026665	Q05B15
8364.ENSXETP00000054790	F6PTU6
8364.ENSXETP00000061960	F6QWZ2
8364.ENSXETP00000035438	F6UL32
8364.ENSXETP00000036715	F6UYN2
8364.ENSXETP00000039522	F6V8L7
8364.ENSXETP00000058875	F6WPG9
8364.ENSXETP00000049071	F6WQ00
8364.ENSXETP00000022059	F6YFM7
8364.ENSXETP00000014951	F6YKK5
8364.ENSXETP00000062234	F6YWI6
8364.ENSXETP00000015189	F6YYY2
8364.ENSXETP00000060525	F6Z217
8364.ENSXETP00000021802	F6ZWT4
8364.ENSXETP00000062184	F7A4V5
8364.ENSXETP00000061600	F7AF50
8364.ENSXETP00000007967	F7AH08
8364.ENSXETP00000007247	F7AKN5
8364.ENSXETP00000043049	F7BGN7
8364.ENSXETP00000041964	F7BIH3
8364.ENSXETP00000045133	F7BIR4
8364.ENSXETP00000006795	F7BP08
8364.ENSXETP00000054498	F7BQA3
8364.ENSXETP00000032388	F7C1S2
8364.ENSXETP00000043293	F7C1U7
8364.ENSXETP00000039605	F7C401
8364.ENSXETP00000003664	F7C4H1
8364.ENSXETP00000063215	F7D1G3
8364.ENSXETP00000063677	F7D714
8364.ENSXETP00000063898	F7DHY3
8364.ENSXETP00000001147	F7DK05
8364.ENSXETP00000063582	F7E8I2
8364.ENSXETP00000063319	F7E9F4
8364.ENSXETP00000063746	F7ELC6
8364.ENSXETP00000049201	F7ELL7
8364.ENSXETP00000022964	Q5XGE5
8364.ENSXETP00000008080	F6TRX6
8364.ENSXETP00000000533	F6U738
8364.ENSXETP00000060588	F6UAK5
8364.ENSXETP00000022365	F6UGW7
8364.ENSXETP00000022134	F6UII3
8364.ENSXETP00000041281	F6UJZ5
8364.ENSXETP00000047045	F6UQ81
8364.ENSXETP00000061502	F6VGC8
8364.ENSXETP00000055886	F6VR38
8364.ENSXETP00000027975	F6VVP3
8364.ENSXETP00000003774	F6VXU1
8364.ENSXETP00000039318	F6W1E8
8364.ENSXETP00000041628	F6W1J3
8364.ENSXETP00000042568	F6W6K8
8364.ENSXETP00000061107	F6WA03
8364.ENSXETP00000007311	F6X4B9
8364.ENSXETP00000026326	F6XM26
8364.ENSXETP00000058267	F6XMI6
8364.ENSXETP00000060315	F6XNH3
8364.ENSXETP00000060307	F6XP50
8364.ENSXETP00000007006	F6XZ40
8364.ENSXETP00000017520	F6Y238
8364.ENSXETP00000062981	F6Y341
8364.ENSXETP00000051592	F6Y9B9
8364.ENSXETP00000022699	F6YC62
8364.ENSXETP00000060766	F6YCG5
8364.ENSXETP00000022673	F6YZS6
8364.ENSXETP00000058409	F6Z187
8364.ENSXETP00000026113	F6ZC04
8364.ENSXETP00000039871	F6ZJX1
8364.ENSXETP00000041182	F6ZR26
8364.ENSXETP00000010258	F7ABI5
8364.ENSXETP00000053990	F7AVQ5
8364.ENSXETP00000026397	F7B8B6
8364.ENSXETP00000048803	F7BC28
8364.ENSXETP00000050672	F7BEH2
8364.ENSXETP00000056346	F7CGX7
8364.ENSXETP00000023883	F7CQC9
8364.ENSXETP00000063879	F7DMS8
8364.ENSXETP00000044222	F7DUX5
8364.ENSXETP00000051836	F7DY59
8364.ENSXETP00000063809	F7DY86
8364.ENSXETP00000058749	F7E1H8
8364.ENSXETP00000012480	Q5FW03
8364.ENSXETP00000063505	F6QAC0
8364.ENSXETP00000011494	F6UKW2
8364.ENSXETP00000061111	F6URG2
8364.ENSXETP00000012783	F6UY99
8364.ENSXETP00000000057	F6V4W2
8364.ENSXETP00000017559	F6X944
8364.ENSXETP00000030198	F6YK33
8364.ENSXETP00000061034	F6YME1
8364.ENSXETP00000008598	F6YXJ7
8364.ENSXETP00000000671	F7A2T5
8364.ENSXETP00000062017	F7A7N0
8364.ENSXETP00000026952	F7ABC2
8364.ENSXETP00000007203	F7ALD9
8364.ENSXETP00000012634	F7APF2
8364.ENSXETP00000005248	F7AQV8
8364.ENSXETP00000058597	F7BKV4
8364.ENSXETP00000060238	F7BPW1
8364.ENSXETP00000026860	F7BTF8
8364.ENSXETP00000014646	F7BTW9
8364.ENSXETP00000062636	F7BZX2
8364.ENSXETP00000030456	F7C258
8364.ENSXETP00000058967	F7C2X7
8364.ENSXETP00000015403	F7C5X6
8364.ENSXETP00000063450	F7D0R3
8364.ENSXETP00000044037	F7DFT1
8364.ENSXETP00000056607	F7EBQ8
8364.ENSXETP00000009607	F7EEW2
8364.ENSXETP00000008550	Q68F82
8364.ENSXETP00000030108	Q5XGJ3
8364.ENSXETP00000001218	B0BLU4
8364.ENSXETP00000045486	Q5QSL1
8364.ENSXETP00000006501	Q6PBC7
8364.ENSXETP00000042967	B0JZY6
8364.ENSXETP00000007579	A4IIG8
8364.ENSXETP00000018183	K9J7Y4
8364.ENSXETP00000047746	Q6GLI0
8364.ENSXETP00000055326	Q6NVN7
8364.ENSXETP00000047860	A4IGQ6
8364.ENSXETP00000030483	A9JSM8
8364.ENSXETP00000023671	K9J820
8364.ENSXETP00000039600	Q0P4R8
8364.ENSXETP00000058601	A9JSN7
8364.ENSXETP00000017559	B0BMI6
8364.ENSXETP00000045555	B0BMK1
8364.ENSXETP00000037038	Q0IHX0
8364.ENSXETP00000006138	Q6P8B5
8364.ENSXETP00000030783	A4II39
8364.ENSXETP00000045852	K9J8C7
8364.ENSXETP00000055245	K9J8F6
8364.ENSXETP00000040105	K9J8B1
8364.ENSXETP00000022565	Q0IIU9
8364.ENSXETP00000035364	A4IIN0
8364.ENSXETP00000030553	A4QNB8
8364.ENSXETP00000051209	A9JTL1
8364.ENSXETP00000033241	A9UMI3
8364.ENSXETP00000045185	B0BM33
8364.ENSXETP00000059218	B0BMJ1
8364.ENSXETP00000061703	B0BMQ8
8364.ENSXETP00000017776	B1H3K9
8364.ENSXETP00000063780	Q6P4J9
8364.ENSXETP00000008510	K9J7Q6
8364.ENSXETP00000061203	A4IHD3
8364.ENSXETP00000037727	A4IHT7
8364.ENSXETP00000016146	Q70D56
8364.ENSXETP00000018652	Q6DF00
8364.ENSXETP00000008713	Q6DF24
8364.ENSXETP00000045982	A9UM36
8364.ENSXETP00000040381	Q6GL19
8364.ENSXETP00000001913	Q6P8D7
8364.ENSXETP00000027556	A4II64
8364.ENSXETP00000025114	K9J831
8364.ENSXETP00000039169	K9J8B0
8364.ENSXETP00000051980	K9J8E0
8364.ENSXETP00000028692	A4IHW9
8364.ENSXETP00000000320	K9J7I8
8364.ENSXETP00000007004	K9J7P3
8364.ENSXETP00000017275	K9J7X7
8364.ENSXETP00000059044	A1L1D6
8364.ENSXETP00000033455	A6QL56
8364.ENSXETP00000013857	C0IMZ9
8364.ENSXETP00000045153	A1L1D9
8364.ENSXETP00000009796	Q0V9G1
8364.ENSXETP00000019370	A4IGS2
8364.ENSXETP00000036619	Q6GL53
8364.ENSXETP00000047665	B3DLY9
8364.ENSXETP00000044628	Q28BT1
8364.ENSXETP00000037725	Q28DQ8
8364.ENSXETP00000045753	Q28HZ8
8364.ENSXETP00000016415	A0PJP5
8364.ENSXETP00000009926	B3DLU3
8364.ENSXETP00000016145	Q28EK3
8364.ENSXETP00000049857	Q5BKF7
8364.ENSXETP00000059601	F6PN96
8364.ENSXETP00000062852	F6RWN9
8364.ENSXETP00000027352	F6SVW1
8364.ENSXETP00000062326	F6TIY1
8364.ENSXETP00000055323	G1K3M1
8364.ENSXETP00000063428	F6TPL5
8364.ENSXETP00000004222	D2U4U2
8364.ENSXETP00000041997	G1K3J0
8364.ENSXETP00000045238	G1K3J8
8364.ENSXETP00000034455	Q28GX3
8364.ENSXETP00000006435	Q5BKH2
8364.ENSXETP00000042706	F6Q0V0
8364.ENSXETP00000015725	Q07G27
8364.ENSXETP00000039969	Q66JJ8
8364.ENSXETP00000062186	F6R9R6
8364.ENSXETP00000047019	Q28HT8
8364.ENSXETP00000030925	F6Q0L0
8364.ENSXETP00000049854	F6RHH2
8364.ENSXETP00000038039	C6F3T8
8364.ENSXETP00000011758	F6QF87
8364.ENSXETP00000059496	F6QUW0
8364.ENSXETP00000034743	F6TLZ9
8364.ENSXETP00000041743	G1K3I9
8364.ENSXETP00000002496	Q5BJ55
8364.ENSXETP00000049923	Q66JB3
8364.ENSXETP00000023214	B4F701
8364.ENSXETP00000061879	F6Q631
8364.ENSXETP00000015718	B5DED4
8364.ENSXETP00000059642	F6PHM3
8364.ENSXETP00000004549	F6QSC9
8364.ENSXETP00000060435	F6S5N3
8364.ENSXETP00000005500	Q0VA57
8364.ENSXETP00000056907	Q28ID0
8364.ENSXETP00000032982	Q28IG2
8364.ENSXETP00000044885	A0PJP6
8364.ENSXETP00000033814	B3DL83
8364.ENSXETP00000055886	Q5M8E9
8364.ENSXETP00000033620	B1WB63
8364.ENSXETP00000063525	B2GU72
8364.ENSXETP00000012490	B2GUD3
8364.ENSXETP00000062351	B2GUE9
8364.ENSXETP00000011342	B3DL54
8364.ENSXETP00000019491	B5DDU8
8364.ENSXETP00000045848	B5DE95
8364.ENSXETP00000058526	F6S6R3
8364.ENSXETP00000008499	F6SW94
8364.ENSXETP00000021411	F6TBC2
8364.ENSXETP00000037994	Q5M7P0
8364.ENSXETP00000015087	Q28BJ9
8364.ENSXETP00000000947	Q28E10
8364.ENSXETP00000020799	Q28F33
8364.ENSXETP00000034550	Q28HS1
8364.ENSXETP00000045558	B4F723
8364.ENSXETP00000059745	F6Q6Z9
8364.ENSXETP00000062398	F6S0B6
8364.ENSXETP00000027600	F7C7C2
8364.ENSXETP00000063204	L7N494
8364.ENSXETP00000010943	Q0VFA4
8364.ENSXETP00000056991	Q5FW22
