7460.GB18323-PA	P15450
7460.GB10698-PA	A0A087ZUZ3
7460.GB19193-PA	A0A087ZV66
7460.GB15571-PA	A0A087ZXT5
7460.GB11656-PA	A0A087ZZA4
7460.GB12436-PA	A0A088A3H0
7460.GB10779-PA	A0A088A3J1
7460.GB11464-PA	A0A088A3L1
7460.GB13308-PB	A0A088A3U1
7460.GB10084-PA	A0A088A695
7460.GB18699-PA	A0A088A6H0
7460.GB14434-PA	A0A088A730
7460.GB30505-PA	A0A088A8D1
7460.GB17988-PA	A0A088A8H4
7460.GB17212-PA	A0A088A9H7
7460.GB13845-PA	A0A088AAL8
7460.GB16131-PA	A0A088AAQ8
7460.GB19202-PA	A0A088AB01
7460.GB11805-PA	A0A088ACF1
7460.GB15135-PA	A0A088AEB1
7460.GB16321-PA	A0A088AEB4
7460.GB10179-PA	A0A088AHQ1
7460.GB15443-PA	A0A088AHT2
7460.GB16052-PA	A0A088ALU3
7460.GB10608-PA	A0A088AT91
7460.GB16099-PA	A0A088AUY3
7460.GB11569-PA	A0A088AV09
7460.GB11138-PA	A0A088AW34
7460.GB10904-PA	A0A088A7R7
7460.GB13550-PA	A0A088AGN1
7460.GB11646-PA	A0A088AM77
7460.GB13592-PA	A0A088AP22
7460.GB11208-PA	A0A088AP74
7460.GB17636-PA	A0A087ZQE1
7460.GB14813-PA	A0A087ZUT8
7460.GB17972-PA	A0A087ZWH9
7460.GB17220-PA	A0A087ZXA3
7460.GB17062-PA	A0A088A550
7460.GB15434-PA	A0A088A9K1
7460.GB13024-PA	A0A088AD28
7460.GB14177-PA	A0A088AEW3
7460.GB11276-PA	A0A088AFH4
7460.GB19479-PA	A0A088AIV9
7460.GB30203-PA	A0A088ANC9
7460.GB14091-PA	A0A088AP89
7460.GB12379-PA	A0A088AS64
7460.GB16470-PA	A0A088ASC8
7460.GB11167-PA	Q6Q082
7460.GB30494-PA	Q1W635
7460.GB19257-PA	Q6RFT1
7460.GB14448-PA	A0A088ANP1
7460.GB30408-PA	A0A087ZUR9
7460.GB14997-PA	A0A087ZVE7
7460.GB18604-PA	A0A088A4L9
7460.GB18494-PA	A0A088A9G8
7460.GB12378-PA	A0A088AH96
7460.GB17986-PA	A0A088APQ8
7460.GB18722-PA	A0A088ASU8
7460.GB14070-PA	Q86DQ9
7460.GB18808-PA	A0A087ZRD8
7460.GB13931-PA	A0A087ZVW1
7460.GB30391-PA	A0A088A250
7460.GB16510-PA	A0A088A690
7460.GB15216-PA	A0A088A6J2
7460.GB12950-PA	A0A088A6P8
7460.GB14736-PA	A0A088AAF0
7460.GB18444-PA	A0A088ADD4
7460.GB11933-PA	A0A088AP39
7460.GB13930-PA	A0A088AT65
7460.GB13660-PA	A0A088AUH2
7460.GB16503-PA	A0A087ZMT3
7460.GB12564-PA	A0A087ZPF3
7460.GB16760-PA	A0A087ZPZ8
7460.GB19656-PA	A0A087ZQK2
7460.GB20067-PA	A0A087ZQT1
7460.GB10780-PA	A0A087ZRJ4
7460.GB30251-PA	A0A087ZUS0
7460.GB16294-PA	A0A087ZUY0
7460.GB19800-PA	A0A087ZWN2
7460.GB15622-PA	A0A087ZYC5
7460.GB15791-PA	A0A088A597
7460.GB15535-PA	A0A088A6C4
7460.GB10263-PA	A0A088A6G9
7460.GB13406-PA	A0A088A6M2
7460.GB12312-PA	A0A088A7J1
7460.GB16335-PA	A0A088A7S0
7460.GB17990-PA	A0A088A837
7460.GB14294-PA	A0A088AAC2
7460.GB10853-PA	A0A088AAP0
7460.GB12641-PA	A0A088AC26
7460.GB13115-PA	A0A088ACL8
7460.GB13116-PA	A0A088AHZ0
7460.GB20081-PA	A0A088ALX9
7460.GB20032-PA	A0A088AM94
7460.GB14015-PA	A0A088ATJ8
7460.GB10678-PA	A0A088AVF3
7460.GB14067-PA	A0A088A9R4
7460.GB14143-PA	A0A088ABS2
7460.GB14226-PA	A0A088ADI8
7460.GB13072-PA	A0A088AGW1
7460.GB10812-PA	A0A088AL15
7460.GB11605-PA	A0A088AMY2
7460.GB20105-PA	A0A088ANE0
7460.GB18677-PA	A0A088APV7
7460.GB11713-PA	A0A088ASE1
7460.GB11927-PA	A4K8W5
7460.GB19870-PA	I2CLI6
7460.GB12200-PA	A0A088AP07
7460.GB16798-PA	A0A087ZTH8
7460.GB12159-PA	A0A087ZTT8
7460.GB10648-PA	A0A087ZW61
7460.GB15821-PA	A0A088A2K5
7460.GB30341-PA	A0A088AC68
7460.GB11167-PA	B1NW46
7460.GB16983-PA	Q38RA5
7460.GB15813-PA	Q8WRW3
7460.GB13745-PA	A0A087ZVL5
7460.GB10460-PA	A0A088A251
7460.GB13647-PA	A0A088A3D6
7460.GB16247-PA	A0A088A426
7460.GB18646-PA	A0A088ACI2
7460.GB11881-PA	A0A088AJ32
7460.GB12431-PA	A0A088AUK7
7460.GB11813-PA	A0A088AW25
7460.GB15409-PA	F1DPP0
7460.GB11364-PC	A1IID7
7460.GB11515-PA	I2CLP0
7460.GB14758-PA	C1JYI0
7460.GB13849-PA	A0A087ZP19
7460.GB30406-PA	A0A087ZSH7
7460.GB13483-PA	A0A087ZU44
7460.GB14479-PA	A0A087ZX27
7460.GB18881-PA	A0A087ZX36
7460.GB13044-PA	A0A088A1G0
7460.GB13518-PA	A0A088A1P3
7460.GB13758-PA	A0A088A1Q4
7460.GB18408-PA	A0A088A375
7460.GB11599-PA	A0A088A4E4
7460.GB17967-PA	A0A088A8K0
7460.GB17937-PA	A0A088AAC0
7460.GB19022-PA	A0A088AAG8
7460.GB15352-PA	A0A088AAK5
7460.GB16081-PA	A0A088ASQ8
7460.GB16693-PA	U3KR46
7460.GB15750-PA	A0A088A564
7460.GB12863-PA	A0A088A5Z6
7460.GB12834-PA	A0A088A9A1
7460.GB18593-PA	A0A088A9I5
7460.GB19265-PA	A0A088AD72
7460.GB14581-PA	A0A088AE29
7460.GB10490-PA	A0A088AFD2
7460.GB14075-PA	A0A088AH92
7460.GB14712-PA	A0A088AL73
7460.GB15093-PA	A0A088ANM9
7460.GB14763-PA	A0A088APA5
7460.GB14763-PA	A0A088APA8
7460.GB11515-PA	I2CLP2
7460.GB19597-PA	A0A087ZYM9
7460.GB19749-PA	A0A088A3H7
7460.GB13795-PA	A0A088ACC3
7460.GB10188-PA	A0A088AMJ4
7460.GB20059-PA	A0A088AVP0
7460.GB14295-PA	A0A087ZPZ4
7460.GB11278-PA	A0A087ZQA2
7460.GB10192-PA	A0A087ZVB3
7460.GB19237-PA	A0A087ZYD2
7460.GB14279-PA	A0A088A2I1
7460.GB13226-PA	A0A088A7J8
7460.GB16778-PA	A0A088A8L5
7460.GB10415-PA	A0A088ABC5
7460.GB13340-PA	A0A088AGX9
7460.GB13222-PA	A0A088AH83
7460.GB16770-PA	A0A088AK97
7460.GB16154-PA	A0A088AP54
7460.GB14658-PA	A0A088APV8
7460.GB10555-PA	A0A087ZMS5
7460.GB11475-PA	A0A087ZP74
7460.GB18064-PA	A0A087ZQ89
7460.GB15024-PA	A0A087ZWD9
7460.GB19273-PA	A0A087ZWE0
7460.GB15353-PA	A0A087ZXU1
7460.GB18602-PA	A0A087ZY52
7460.GB12868-PA	A0A088AU47
7460.GB15580-PA	A0A088AUG8
7460.GB18331-PA	A0A088AUM6
7460.GB10423-PA	A0A088AUW7
7460.GB14721-PA	A0A088AVM7
7460.GB14327-PA	A0A087ZXZ2
7460.GB11884-PA	A0A088A0U6
7460.GB17685-PA	A0A088AGB6
7460.GB10651-PA	A0A088ALQ2
7460.GB10248-PA	A0A088AUE7
7460.GB19509-PA	A0A088AUT1
7460.GB12578-PA	A0A087ZPW8
7460.GB17450-PA	A0A087ZSL7
7460.GB10104-PA	A0A087ZV95
7460.GB16064-PA	A0A087ZVF9
7460.GB18268-PA	A0A087ZYM1
7460.GB15507-PA	A0A088A0K8
7460.GB18351-PB	A0A088A2X8
7460.GB19827-PA	A0A088A4A5
7460.GB19734-PA	A0A088A4Q1
7460.GB15429-PA	A0A088A5V1
7460.GB12620-PA	A0A088A7R8
7460.GB19896-PA	A0A088A7V1
7460.GB18102-PA	A0A088A8S7
7460.GB16515-PA	A0A088A9L6
7460.GB18404-PA	A0A088AA27
7460.GB15245-PA	A0A088ABX7
7460.GB16772-PA	A0A088ACZ0
7460.GB19197-PA	A0A088AEK0
7460.GB16145-PA	A0A088AEM5
7460.GB18279-PA	A0A088AH24
7460.GB11596-PA	A0A088AI93
7460.GB17971-PA	A0A088AJM8
7460.GB14041-PA	A0A088ALZ0
7460.GB10551-PA	A0A088AMC0
7460.GB16699-PA	A0A088AMI1
7460.GB16216-PA	A0A088APY5
7460.GB13720-PA	A0A088AQT0
7460.GB13178-PA	A0A088ARA3
7460.GB18116-PA	A0A088ARR4
7460.GB18501-PA	A0A088ASE3
7460.GB19115-PA	J7EQE2
7460.GB30371-PA	A0A087ZNG9
7460.GB16918-PA	A0A087ZP92
7460.GB15872-PA	A0A087ZPJ9
7460.GB17198-PA	A0A087ZW85
7460.GB19792-PA	A0A087ZX34
7460.GB11340-PA	A0A087ZXA2
7460.GB13761-PA	A0A088A010
7460.GB13697-PA	A0A088A252
7460.GB15726-PA	A0A088A2E5
7460.GB19527-PA	A0A088A4J1
7460.GB19467-PA	A0A088A4M8
7460.GB10554-PA	A0A088A4S8
7460.GB11101-PA	A0A088A583
7460.GB17362-PA	A0A088A689
7460.GB10306-PA	A0A088A782
7460.GB19370-PA	A0A088A8X1
7460.GB12110-PA	A0A088A8X6
7460.GB19548-PA	A0A088ATI1
7460.GB19231-PA	A0A088ATL7
7460.GB14655-PA	A0A088AUR6
7460.GB17161-PA	A0A087ZYY7
7460.GB19595-PA	A0A088A401
7460.GB11402-PA	A0A088A478
7460.GB11666-PA	A0A088A5S1
7460.GB16062-PA	A0A088A917
7460.GB18373-PA	A0A088ACR6
7460.GB10210-PA	A0A088AEH6
7460.GB13129-PA	A0A088AFA0
7460.GB19687-PA	A0A088AFY3
7460.GB19655-PA	A0A088AHY5
7460.GB12244-PA	A0A088AI61
7460.GB17584-PA	A0A088AM20
7460.GB20129-PA	A0A088AN80
7460.GB13722-PA	A0A088APM5
7460.GB17417-PA	A0A088AQ78
7460.GB11479-PA	A0A088AQX0
7460.GB15152-PA	A0A088ARD1
7460.GB18624-PA	A0A088ARM2
7460.GB11783-PA	A0A088AS80
7460.GB16112-PA	A0A087ZPA8
7460.GB19926-PA	A0A088APG0
7460.GB13999-PA	G5D475
7460.GB16324-PA	B3GM12
7460.GB11515-PA	I2CLK4
7460.GB15196-PA	Q8MUR0
7460.GB10644-PA	A0A088AMG6
7460.GB11006-PA	A0A088AF52
7460.GB11515-PA	I2CLJ6
7460.GB30542-PA	A0A087ZS77
7460.GB15641-PA	A0A087ZV28
7460.GB11738-PA	A0A087ZXV2
7460.GB13286-PA	A0A088ATD5
7460.GB13415-PA	A0A088A7V5
7460.GB10849-PA	A0A088AA19
7460.GB10286-PA	A0A088AAR1
7460.GB13094-PA	A0A088ABZ4
7460.GB16305-PA	A0A088AEY9
7460.GB13021-PA	A0A088AFJ6
7460.GB18619-PA	A0A088AFT2
7460.GB19572-PA	A0A088ASI8
7460.GB14623-PA	A0A087ZN16
7460.GB13392-PA	A0A087ZP90
7460.GB11960-PA	A0A087ZQX8
7460.GB10907-PA	A0A087ZR17
7460.GB12809-PA	A0A087ZRA2
7460.GB18023-PA	A0A087ZSJ4
7460.GB11917-PA	A0A087ZTH7
7460.GB11915-PA	A0A087ZVC0
7460.GB14168-PA	A0A087ZW70
7460.GB30325-PB	A0A087ZXE7
7460.GB19220-PA	A0A087ZZI6
7460.GB10897-PA	A0A088A053
7460.GB14159-PA	A0A088A0G0
7460.GB18283-PA	A0A088A115
7460.GB15028-PA	A0A088A1E3
7460.GB20107-PA	A0A088A1N7
7460.GB12525-PA	A0A088A215
7460.GB17209-PA	A0A088A4N4
7460.GB19625-PA	A0A088A8N9
7460.GB19088-PA	A0A088A9Z7
7460.GB10437-PA	A0A088AAQ3
7460.GB18907-PA	A0A088ABA4
7460.GB20066-PA	A0A088ABQ2
7460.GB18561-PA	A0A088AD82
7460.GB10099-PA	A0A088AEU0
7460.GB17453-PA	A0A088AH79
7460.GB10179-PA	A0A088AHQ2
7460.GB14635-PA	A0A088AP35
7460.GB11314-PA	A0A088AQ18
7460.GB17005-PA	A0A088AQ99
7460.GB13838-PA	A0A088AQD0
7460.GB19923-PA	A0A088ARP1
7460.GB16531-PA	A0A088AVB1
7460.GB10042-PA	O77136
7460.GB17538-PA	C7AHW1
7460.GB18079-PA	A0A088A9V5
7460.GB11768-PA	D3JXA7
7460.GB20117-PA	A0A087ZTJ4
7460.GB10585-PA	A0A087ZY19
7460.GB12177-PA	A0A088A1S4
7460.GB12306-PA	A0A088A8D3
7460.GB20036-PA	B3GEX1
7460.GB16868-PA	D9MZD5
7460.GB11167-PA	B1NW32
7460.GB11364-PC	A1IID8
7460.GB18394-PA	T1SH73
7460.GB12800-PA	A0A087ZNN2
7460.GB17333-PA	A0A087ZR45
7460.GB18815-PA	A0A088AUP5
7460.GB17120-PA	A0A087ZPC6
7460.GB12295-PA	A0A087ZSV5
7460.GB14444-PA	A0A087ZWW1
7460.GB17220-PA	A0A087ZXA4
7460.GB19265-PA	A0A088AD73
7460.GB19987-PA	A0A088AM16
7460.GB17517-PA	A0A088ANB9
7460.GB19720-PA	A0A087ZR47
7460.GB16587-PA	A0A087ZXG5
7460.GB14316-PA	A0A088A1J3
7460.GB11736-PA	A0A088A670
7460.GB16538-PA	A0A088A6N8
7460.GB18940-PA	A0A088AIE8
7460.GB19790-PA	A0A088AUG0
7460.GB11515-PA	I2CLK2
7460.GB30550-PA	A0A087ZS45
7460.GB19696-PA	A0A087ZXK8
7460.GB14756-PA	A0A088AQI3
7460.GB11072-PA	A0A088AUP2
7460.GB15020-PA	A0A087ZMT9
7460.GB11329-PA	A0A087ZRC4
7460.GB17565-PA	A0A087ZRI3
7460.GB18690-PA	A0A087ZUA7
7460.GB18724-PA	A0A087ZV31
7460.GB16334-PA	A0A087ZXC5
7460.GB17599-PA	A0A087ZY42
7460.GB15988-PA	A0A087ZYL7
7460.GB19887-PA	A0A087ZZ53
7460.GB17872-PA	A0A088A0L7
7460.GB17095-PA	A0A088A1P8
7460.GB20083-PA	A0A088A1V2
7460.GB17912-PA	A0A088A2Q6
7460.GB13038-PA	A0A088A4P5
7460.GB10817-PA	A0A088A4U3
7460.GB14190-PA	A0A088A8Z3
7460.GB18660-PA	A0A088A9J0
7460.GB16720-PA	A0A088A9U6
7460.GB14622-PA	A0A088AA45
7460.GB11746-PA	A0A088AAP7
7460.GB12992-PA	A0A088ABU0
7460.GB30385-PA	A0A088AC61
7460.GB14372-PA	A0A088ADL9
7460.GB13427-PA	A0A088ADU9
7460.GB14472-PA	A0A088AES2
7460.GB15999-PA	A0A088AEX1
7460.GB15581-PA	A0A088AF55
7460.GB19019-PA	A0A088AFW7
7460.GB14468-PA	A0A088AG70
7460.GB18008-PA	A0A088AGI3
7460.GB12243-PA	A0A088AH87
7460.GB11421-PA	A0A088AJ51
7460.GB17833-PA	A0A088AM59
7460.GB14837-PA	A0A088ANR0
7460.GB19233-PA	A0A088ANU7
7460.GB17640-PA	A0A088ANV2
7460.GB15002-PA	A0A088AP69
7460.GB18895-PA	A0A088APG8
7460.GB15286-PA	A0A088APT9
7460.GB10850-PA	A0A087ZNL6
7460.GB12466-PA	A0A087ZNR0
7460.GB14654-PA	A0A087ZRJ0
7460.GB15804-PA	A0A088A6E8
7460.GB19522-PA	A0A088AUV5
7460.GB14414-PA	A0A087ZWQ0
7460.GB14977-PA	A0A088A0Q1
7460.GB16529-PA	A0A088A308
7460.GB14178-PA	A0A088A6Z5
7460.GB14541-PA	A0A088A9Q4
7460.GB16156-PA	A0A088ACK8
7460.GB12984-PA	A0A088AH43
7460.GB18898-PA	A0A088AHG7
7460.GB15864-PA	A0A088AIF8
7460.GB11998-PA	A0A088AJB8
7460.GB10161-PA	A0A087ZRB6
7460.GB15040-PA	A0A088A1F7
7460.GB13662-PA	A0A088AD53
7460.GB16349-PA	A0A088AL78
7460.GB12206-PA	A0A087ZMW9
7460.GB12193-PA	A0A087ZSA6
7460.GB11603-PA	A0A087ZUB5
7460.GB16021-PA	A0A088A2T1
7460.GB17428-PA	A0A088A4J5
7460.GB15665-PA	A0A088A6N6
7460.GB10625-PA	A0A088A9U7
7460.GB12042-PA	A0A088AE23
7460.GB15522-PA	A0A088AGS9
7460.GB15605-PA	A0A088AI57
7460.GB11185-PA	A0A088AMN2
7460.GB10704-PA	A0A088ARB9
7460.GB19849-PA	A0A087ZUY7
7460.GB11516-PA	A0A088AJ96
7460.GB18520-PA	R4UA08
7460.GB19870-PA	I2CLI4
7460.GB10642-PA	A0A088A1I9
7460.GB10056-PA	A0A088A9U0
7460.GB17415-PA	A0A088ABA5
7460.GB18478-PA	A0A088AES9
7460.GB13141-PA	A0A088AP49
7460.GB16868-PA	D9MZE7
7460.GB18438-PA	A0A087ZSG3
7460.GB14515-PA	A0A088A914
7460.GB13999-PA	G5D2X8
7460.GB13999-PA	G5D3K5
7460.GB15259-PA	A0A088A9W4
7460.GB13411-PA	A0A088A0Y8
7460.GB15966-PA	A0A088A8G7
7460.GB30253-PA	A0A088A992
7460.GB30011-PA	A0A088ADF1
7460.GB17647-PA	A0A088ADU8
7460.GB19886-PA	A0A088AGR5
7460.GB12833-PA	A0A088AH34
7460.GB11859-PA	A0A088ANV6
7460.GB10978-PA	A0A087ZPJ7
7460.GB15763-PA	A0A087ZPV2
7460.GB15777-PA	A0A087ZQT8
7460.GB18966-PA	A0A087ZRE6
7460.GB13280-PA	A0A087ZSP1
7460.GB15696-PA	A0A087ZUV0
7460.GB19596-PA	A0A087ZVI4
7460.GB10765-PA	A0A087ZWR0
7460.GB16001-PA	A0A087ZXL0
7460.GB13739-PA	A0A087ZZ34
7460.GB19170-PA	A0A087ZZT8
7460.GB10696-PA	A0A088A0C5
7460.GB16737-PA	A0A088A0D5
7460.GB12293-PA	A0A088A0I6
7460.GB19174-PA	A0A088A731
7460.GB18842-PA	A0A088A7X7
7460.GB15348-PA	A0A088A9M7
7460.GB15304-PA	A0A088A9Z3
7460.GB18627-PA	A0A088ABH0
7460.GB15016-PA	A0A088ACF4
7460.GB12079-PA	A0A088ACJ8
7460.GB10823-PA	A0A088AD05
7460.GB10345-PA	A0A088ADN3
7460.GB10300-PA	A0A088AFU6
7460.GB14757-PA	A0A088AGC2
7460.GB17555-PA	A0A088AHS5
7460.GB17115-PA	A0A088AKY0
7460.GB14041-PA	A0A088ALZ2
7460.GB12947-PA	A0A088APX6
7460.GB11907-PA	A0A088AQQ2
7460.GB19429-PA	A0A088AN58
7460.GB17869-PA	A0A088AJT3
7460.GB12686-PA	A0A088ANL6
7460.GB12344-PA	R4U7R8
7460.GB11130-PA	I1Z8F4
7460.GB20106-PA	A0A087ZPP4
7460.GB17561-PA	A0A087ZUU4
7460.GB12973-PA	A0A087ZVD5
7460.GB14024-PA	A0A088A005
7460.GB10398-PA	A0A088A0L5
7460.GB15013-PA	A0A088A5L0
7460.GB14673-PA	A0A088AHV5
7460.GB16408-PA	A0A088ANW5
7460.GB30353-PA	A0A088AQL6
7460.GB11729-PA	A0A087ZRY5
7460.GB17997-PA	A0A088A340
7460.GB12892-PA	A0A087ZRP4
7460.GB14275-PA	A0A087ZU95
7460.GB18050-PA	A0A087ZUI1
7460.GB19640-PA	A0A087ZUI9
7460.GB11845-PA	A0A087ZUL3
7460.GB30514-PA	A0A087ZVG5
7460.GB19728-PA	A0A087ZW21
7460.GB14015-PA	A0A087ZW38
7460.GB14624-PA	A0A087ZW78
7460.GB13250-PA	A0A087ZX14
7460.GB30342-PA	A0A088A0J0
7460.GB13054-PA	A0A088A1N4
7460.GB11089-PA	A0A088A216
7460.GB17025-PA	A0A088A3L6
7460.GB19496-PA	A0A088A6A0
7460.GB30072-PA	A0A088A8E9
7460.GB12353-PA	A0A088A8N0
7460.GB20138-PA	A0A088AA06
7460.GB14034-PA	A0A088AA33
7460.GB12249-PA	A0A088ADU1
7460.GB17226-PA	A0A088ADU4
7460.GB14696-PA	A0A088AQJ7
7460.GB12330-PA	A0A088ASP2
7460.GB17014-PA	A0A088ATW6
7460.GB13402-PA	A0A088AUV7
7460.GB18744-PA	A0A088AV10
7460.GB16135-PA	A0A088AVW1
7460.GB16214-PA	A0A088AWA3
7460.GB16475-PA	A0A088A143
7460.GB15488-PA	A0A088A3M7
7460.GB17933-PA	A0A088A5W6
7460.GB10387-PA	A0A088A714
7460.GB16476-PA	A0A088A7U6
7460.GB13816-PA	A0A088A9E9
7460.GB11470-PA	A0A088AAZ0
7460.GB13186-PA	A0A088AB83
7460.GB16743-PA	A0A088AFB6
7460.GB13617-PA	A0A088AKZ2
7460.GB11933-PA	A0A088AP40
7460.GB17790-PA	A0A087ZU52
7460.GB11748-PA	A0A088ACR7
7460.GB19161-PA	A0A088ADA2
7460.GB13244-PA	A0A088AL43
7460.GB15115-PA	A0A088AMT8
7460.GB13999-PA	G5D4E4
7460.GB13351-PA	B7UUK1
7460.GB19331-PA	D3XL70
7460.GB13999-PA	G5D441
7460.GB13999-PA	G5D474
7460.GB19870-PA	G5D4Q7
7460.GB13999-PA	G5D3N3
7460.GB13999-PA	G5D4E0
7460.GB16437-PA	S5ZW24
7460.GB19264-PA	Q2PHK1
7460.GB17398-PA	A0A087ZPJ0
7460.GB18226-PA	A0A087ZRP7
7460.GB12313-PA	A0A087ZSE5
7460.GB11024-PA	A0A088A1E4
7460.GB15723-PA	A0A088A8Y2
7460.GB12787-PA	A0A088AHP9
7460.GB10790-PA	A0A088AKG7
7460.GB10340-PA	A0A088APW1
7460.GB19784-PA	A0A088ARP5
7460.GB13725-PA	A0A088AU90
7460.GB10414-PA	A0A087ZTB7
7460.GB17234-PA	A0A088AQG7
7460.GB18111-PA	A0A088AU10
7460.GB15960-PA	A0A088AV74
7460.GB15298-PA	A0A088AVF8
7460.GB17926-PA	A0A088AVG9
7460.GB18291-PA	A0A088AVX8
7460.GB13459-PA	A7E3M3
7460.GB19085-PA	A0A087ZMY1
7460.GB13893-PA	A0A087ZN64
7460.GB16533-PA	A0A087ZPG5
7460.GB16809-PA	A0A087ZUS4
7460.GB18479-PA	A0A087ZXJ6
7460.GB11137-PA	A0A087ZY36
7460.GB15141-PA	A0A087ZZ16
7460.GB14597-PA	A0A087ZZA0
7460.GB30349-PA	A0A087ZZI2
7460.GB17600-PA	A0A088A1E1
7460.GB17884-PA	A0A088A209
7460.GB15231-PA	A0A088A276
7460.GB12548-PA	A0A088A286
7460.GB10013-PA	A0A088A3H2
7460.GB12859-PA	A0A088A487
7460.GB12919-PA	A0A088A4G7
7460.GB14588-PA	A0A088A4N7
7460.GB14054-PA	A0A088A721
7460.GB13393-PA	A0A088AA92
7460.GB10894-PA	A0A088AB55
7460.GB10933-PA	A0A088ACD9
7460.GB13426-PA	A0A088ACU4
7460.GB15917-PA	A0A088AEC3
7460.GB15991-PA	A0A088AEU6
7460.GB30013-RA_2	A0A088AFL9
7460.GB10061-PA	A0A088AG44
7460.GB10680-PA	A0A088AG86
7460.GB12772-PA	A0A088AGG6
7460.GB13503-PA	A0A088AKL2
7460.GB12203-PA	A0A088AMN0
7460.GB15933-PA	A0A088AMU5
7460.GB11705-PA	A0A088AMU7
7460.GB19053-PA	A0A088AN03
7460.GB14946-PA	A0A088ANK5
7460.GB17307-PA	A0A088AQZ7
7460.GB16096-PA	A0A088AR86
7460.GB19654-PA	A0A088ARE3
7460.GB17894-PA	A0A088ARG9
7460.GB15691-PA	A0A088ARK6
7460.GB17015-PA	A0A088AS35
7460.GB17638-PA	A0A087ZRP8
7460.GB17998-PA	A0A087ZUA2
7460.GB15262-PA	A0A087ZVR1
7460.GB10822-PA	A0A088A3T6
7460.GB18933-PA	A0A088A427
7460.GB19216-PA	A0A088A4T0
7460.GB19984-PA	Q7Z0X8
7460.GB13671-PA	A0A087ZPM5
7460.GB18936-PA	A0A087ZQW6
7460.GB13585-PA	A0A087ZU86
7460.GB18413-PA	A0A087ZUY4
7460.GB14210-PA	A0A088A6F0
7460.GB10711-PA	A0A088ACU1
7460.GB30410-PA	A0A088AGA8
7460.GB18265-PA	A0A088AJ09
7460.GB14506-PA	A0A088AKF7
7460.GB15271-PA	A0A088ANF3
7460.GB19189-PA	A0A088AQM2
7460.GB13779-PA	A0A088AUC9
7460.GB12562-PA	A0A087ZN59
7460.GB12384-PA	A0A087ZNJ7
7460.GB12574-PA	A0A087ZP42
7460.GB11677-PA	A0A087ZP68
7460.GB13057-PA	A0A087ZPL6
7460.GB14241-PA	A0A087ZPY4
7460.GB13479-PA	A0A087ZQ66
7460.GB14231-PA	A0A087ZQK1
7460.GB14644-PA	A0A087ZRI9
7460.GB13283-PA	A0A087ZWY1
7460.GB10876-PA	A0A087ZXM5
7460.GB13173-PA	A0A087ZXR3
7460.GB14836-PA	A0A087ZXU2
7460.GB14919-PA	A0A087ZYU5
7460.GB11067-PA	A0A087ZZX8
7460.GB16744-PA	A0A088A107
7460.GB10040-PA	A0A088A3G7
7460.GB11611-PA	A0A088A3N4
7460.GB12367-PA	A0A088A443
7460.GB14815-PA	A0A088A5B8
7460.GB18144-PA	A0A088AA93
7460.GB18994-PA	A0A088ACJ9
7460.GB14614-PA	A0A088AGL0
7460.GB15871-PA	A0A088AHU5
7460.GB10682-PA	A0A088ANI5
7460.GB10622-PA	A0A088AU22
7460.GB11702-PA	A0A088AUH5
7460.GB19946-PA	A0A088AVK7
7460.GB14616-PA	A0A088AW36
7460.GB15212-PA	A0A088AEU7
7460.GB18969-PA	A0A088ART2
7460.GB11150-PA	A0A088ASD9
7460.GB17705-PA	A0A088ASE9
7460.GB11167-PA	Q6Q094
7460.GB17000-PA	A1EGW0
7460.GB16868-PA	D9MZF4
7460.GB19357-PA	A0A087ZY85
7460.GB15332-PA	A0A088A1K3
7460.GB19423-PA	A0A088A1M4
7460.GB14066-PA	A0A088AQE1
7460.GB14251-PA	A0A088AVS7
7460.GB13999-PA	G5D3W1
7460.GB16675-PA	A0A088AG99
7460.GB14505-PA	A0A088AH18
7460.GB12720-PA	A0A088AI19
7460.GB11807-PA	A0A088AN31
7460.GB11010-PA	A0A088ASM2
7460.GB17678-PA	A0A087ZN48
7460.GB14573-PA	A0A087ZS10
7460.GB12195-PA	A0A087ZNC8
7460.GB13658-PA	A0A087ZXX0
7460.GB14771-PA	A0A088A2A6
7460.GB30230-PA	A0A088A9U4
7460.GB11633-PA	A0A088ABD2
7460.GB19985-PA	A0A088AIV8
7460.GB10544-PA	A0A088APW5
7460.GB15653-PA	A0A087ZNH9
7460.GB13268-PA	A0A087ZQS0
7460.GB13437-PA	A0A087ZRX7
7460.GB20027-PA	A0A087ZTC6
7460.GB17253-PA	A0A087ZTE6
7460.GB12931-PA	A0A087ZTK8
7460.GB12285-PA	A0A087ZTZ1
7460.GB14431-PA	A0A087ZU63
7460.GB19836-PA	A0A087ZWN1
7460.GB11253-PA	A0A087ZZ29
7460.GB16190-PA	A0A087ZZE4
7460.GB16477-PA	A0A087ZZT1
7460.GB14376-PA	A0A087ZZZ3
7460.GB10357-PA	A0A088A051
7460.GB19609-PA	A0A088A1Q3
7460.GB10100-PA	A0A088A398
7460.GB19692-PA	A0A088A3N6
7460.GB19949-PA	A0A088A4B5
7460.GB13863-PA	A0A088A5A5
7460.GB16504-PA	A0A088A7K9
7460.GB17782-PA	A0A088A865
7460.GB16040-PA	A0A088AAT1
7460.GB13584-PA	A0A088ADV2
7460.GB11152-PA	A0A088AE70
7460.GB20050-PA	A0A088AFK5
7460.GB30110-PA	A0A088AHF7
7460.GB20041-PA	A0A088AHQ3
