169963.lmo0928	P58621
169963.lmo0301	I6NMF0
169963.lmo0433	E5KEB3
169963.lmo0261	Q9ZEY3
169963.lmo0204	C7A039
169963.lmo0490	E2E8A0
169963.lmo0300	C6ZW51
169963.lmo0006	Q843J6
169963.lmo1398	Q842T4
169963.lmo0006	Q843K2
169963.lmo0232	B6ZH03
169963.lmo0201	B6ZH47
169963.lmo0895	C6ZYM3
169963.lmo0202	Q842X7
169963.lmo0583	Q83YC1
169963.lmo1398	Q842T0
169963.lmo0433	E5KEC2
169963.lmo0202	Q843D2
169963.lmo0433	B6RXN0
169963.lmo0895	Q83YI6
169963.lmo2092	Q843W8
169963.lmo1871	Q84C54
169963.lmo0203	H6UX44
169963.lmo1398	Q842V1
169963.lmo0202	A3QZT5
169963.lmo0287	Q8VTU2
169963.lmo2785	Q6QMM6
169963.lmo0434	D2E6S5
169963.lmo0204	Q844E3
169963.lmo1871	Q84C77
169963.lmo0462	A0A0B8R896
169963.lmo0433	V9XY50
169963.lmo1377	A0SYF0
169963.lmo0209	A1E153
169963.lmo2799	Q9F651
169963.lmo0433	D1FMQ9
169963.lmo2092	Q843V8
169963.lmo1871	Q84C96
169963.lmo0230	Q48758
169963.lmo0433	B6ZH29
169963.lmo0433	C6ZUS7
169963.lmo0202	A0A060ENY6
169963.lmo0263	Q2PTP2
169963.lmo1871	Q84C39
169963.lmo1871	Q84C83
169963.lmo0582	Q84DS8
169963.lmo0204	Q844I7
169963.lmo0433	R4PTS6
169963.lmo1786	I1WC75
169963.lmo0434	A0SYA0
169963.lmo1786	Q83Z07
169963.lmo0300	B8X2S2
169963.lmo0433	A0FF17
169963.lmo0204	C7A067
169963.lmo0202	G9M5Q6
169963.lmo0202	Q843D0
169963.lmo0203	G3FFE7
169963.lmo0204	B0G0C2
169963.lmo0433	B6ZH28
169963.lmo0201	B6ZH31
169963.lmo0006	Q843J3
169963.lmo0582	Q84DS3
169963.lmo1329	B6RXU8
169963.lmo1619	Q84GL5
169963.lmo0265	Q84GK7
169963.lmo0263	O33931
169963.lmo0300	A1Y4A0
169963.lmo0265	B5B966
169963.lmo0434	D0VLN5
169963.lmo0300	B8X2X3
169963.lmo0895	A9YDH4
169963.lmo0201	B6ZH34
169963.lmo1923	C6ZSC1
169963.lmo0202	C7A1H7
169963.lmo0202	Q843B0
169963.lmo0006	Q843L8
169963.lmo1871	Q84C60
169963.lmo0006	Q843G3
169963.lmo2092	Q843U2
169963.lmo2092	Q843X2
169963.lmo1377	Q83Z14
169963.lmo0215	Q9ZIM2
169963.lmo2331	A0A0B8QZ37
169963.lmo0204	C7A0E9
169963.lmo0300	A1Y7U6
169963.lmo0203	Q6E911
169963.lmo0201	Q6E925
169963.lmo0204	B3VTX6
169963.lmo0202	B9UY58
169963.lmo0264	O33933
169963.lmo2751	Q9ZIC8
169963.lmo0204	C7A0P9
169963.lmo0202	A3QZU0
169963.lmo1398	A5YRR7
169963.lmo1398	Q842W4
169963.lmo0490	E2E895
169963.lmo1892	E2E8R3
169963.lmo2092	Q843N8
169963.lmo1871	Q84CD5
169963.lmo1871	Q84CE8
169963.lmo0202	Q8GC15
169963.lmo2785	D1FLC1
169963.lmo0202	H6UX31
169963.lmo0433	B6ZH19
169963.lmo1328	C7A0V1
169963.lmo0433	D8V6Q9
169963.lmo0202	Q843C0
169963.lmo0895	A9YDG3
169963.lmo0006	Q843F6
169963.lmo0433	Q8KTF1
169963.lmo2537	B0FPX2
169963.lmo0433	C6ZV53
169963.lmo0734	G9G5K2
169963.lmo0202	A3QZU2
169963.lmo0265	Q6QMP8
169963.lmo0582	Q84DR7
169963.lmo0204	Q844C6
169963.lmo0202	H9ZGM4
169963.lmo0202	A9LY36
169963.lmo0895	A9YDE6
169963.lmo0201	B6ZH49
169963.lmo1871	Q84CB8
169963.lmo1871	Q84CB7
169963.lmo1398	Q842U3
169963.lmo1871	Q84C56
169963.lmo0433	B6RXG6
169963.lmo2092	Q843U1
169963.lmo2092	Q843W4
169963.lmo0204	Q843Y1
169963.lmo1786	A6P5Q2
169963.lmo0433	V9Y066
169963.lmo0459	A0A0B8R1Y3
169963.lmo2459	C0LWK4
169963.lmo0201	Q0PGC2
169963.lmo0570	C0LWP4
169963.lmo0204	Q2PPW8
169963.lmo0409	Q2PTE7
169963.lmo0300	B8X2N0
169963.lmo0300	A1Y4D0
169963.lmo0433	B5B8R8
169963.lmo0434	M9V9S6
169963.lmo0263	Q2PTR7
169963.lmo0086	A0A0B8R815
169963.lmo0298	A1Y453
169963.lmo0263	Q9EXF6
169963.lmo2356	A0A0B8R733
169963.lmo2237	Q9RQI8
169963.lmo0433	B8X2E4
169963.lmo0433	B8X2I6
169963.lmo0434	B3VU81
169963.lmo2468	M9Z817
169963.lmo0433	B3VU53
169963.lmo0202	Q843B1
169963.lmo1521	A1Y6T0
169963.lmo1786	B0ZZK6
169963.lmo0300	A1Y7G1
169963.lmo0204	Q6EA56
169963.lmo0462	A0A0B8RB89
169963.lmo0202	A3QZV8
169963.lmo0204	D0VBE3
169963.lmo0432	Q9EXG3
169963.lmo0202	A3QZX2
169963.lmo0201	Q0PGB6
169963.lmo2752	B5B912
169963.lmo0265	B5B975
169963.lmo0201	G3FFD9
169963.lmo0205	Q6E909
169963.lmo0204	B3VTY3
169963.lmo1786	Q6Q611
169963.lmo0202	Q843A8
169963.lmo0006	Q843K0
169963.lmo0006	Q843L5
169963.lmo0200	L7Z9E3
169963.lmo0204	Q844F1
169963.lmo1786	Q799Z7
169963.lmo0582	E9LR52
169963.lmo0433	A0FF15
169963.lmo2092	Q843Q3
169963.lmo1892	E2E8R5
169963.lmo0434	C1JZ16
169963.lmo0202	B6ZGZ8
169963.lmo0434	C6ZUR6
169963.lmo1871	Q84CD3
169963.lmo0433	Q45L07
169963.lmo0204	Q843Z8
169963.lmo0204	Q844E2
169963.lmo0199	Q8VTS0
169963.lmo0626	A0A0B8R7P7
169963.lmo1649	A0A0B8R9V0
169963.lmo0300	A1Y4B2
169963.lmo1991	B2BXH2
169963.lmo1634	C6ZZY3
169963.lmo0433	A8D328
169963.lmo0433	E5KEC3
169963.lmo0202	Q842X9
169963.lmo0433	Q45L01
169963.lmo0201	Q8GGE8
169963.lmo0204	C7A0H1
169963.lmo0204	C7A0Q1
169963.lmo2088	X2FNH3
169963.lmo0896	A1Y978
169963.lmo0265	C0LX71
169963.lmo0433	Q3ZUE6
169963.lmo0204	C7A0A1
169963.lmo0203	B9UY31
169963.lmo1871	Q84CE5
169963.lmo2459	C0LWK1
169963.lmo0433	B6SEC3
169963.lmo2752	E0ACJ8
169963.lmo0204	C7A0B7
169963.lmo0300	B8X2Q1
169963.lmo0204	Q2PPR2
169963.lmo2206	Q93K14
169963.lmo2067	B3VU07
169963.lmo0434	A0MZN3
169963.lmo0204	C7A0L3
169963.lmo0201	G3FFG3
169963.lmo0204	Q2PPV5
169963.lmo0204	Q2PPW1
169963.lmo0202	Q843B9
169963.lmo0011	Q8KYB1
169963.lmo2362	Q9EYX0
169963.lmo2821	B3VU91
169963.lmo0300	B8X2Y5
169963.lmo0300	B8X2S5
169963.lmo0204	B8X203
169963.lmo1923	C6ZSW6
169963.lmo0433	H2DKA1
169963.lmo0433	C6ZVA7
169963.lmo0201	H6UX28
169963.lmo1398	Q842V0
169963.lmo1871	Q84C66
169963.lmo1871	Q84CF2
169963.lmo0582	Q84DR8
169963.lmo0433	Q45L09
169963.lmo0204	Q844E7
169963.lmo0433	B6RXF4
169963.lmo2092	Q843W1
169963.lmo0204	Q844F2
169963.lmo0202	H6UX36
169963.lmo0262	Q2PTB7
169963.lmo1871	Q84CB1
169963.lmo1871	Q84CE4
169963.lmo1377	M9VD47
169963.lmo0300	C6ZVT4
169963.lmo0202	C7A211
169963.lmo0582	J7H901
169963.lmo2092	Q843X4
169963.lmo2092	Q843N7
169963.lmo2092	Q843S9
169963.lmo1871	Q84C89
169963.lmo0204	C7A065
169963.lmo0204	C7A0M9
169963.lmo0433	Q8KTF7
169963.lmo0433	A8D338
169963.lmo0262	Q2L8F2
169963.lmo2588	Q8VMX4
169963.lmo0006	Q843I2
169963.lmo0300	B8X2V2
169963.lmo1521	A1Y720
169963.lmo0434	A0FF30
169963.lmo0301	I6NRN5
169963.lmo0201	H6UX24
169963.lmo0006	Q843H9
169963.lmo0433	Q45L21
169963.lmo0433	Q45KZ9
169963.lmo0433	C0KKW2
169963.lmo0300	A1Y4J9
169963.lmo1053	A1Y816
169963.lmo0210	B5B9E9
169963.lmo0210	B5B9G0
169963.lmo0202	Q842Z0
169963.lmo1411	Q9F428
169963.lmo0931	B3VUC1
169963.lmo1574	C6ZT77
169963.lmo0893	Q9R8C3
169963.lmo0974	I0C076
169963.lmo0582	Q84DQ6
169963.lmo0204	Q844I0
169963.lmo0009	Q8KYB2
169963.lmo0202	R9XL45
169963.lmo0204	Q843Z9
169963.lmo2367	Q6QMK4
169963.lmo0204	A1XZ87
169963.lmo0210	B5B9J6
169963.lmo0200	G3FFJ8
169963.lmo2092	Q843M8
169963.lmo0433	E9NS37
169963.lmo0264	Q2PTG1
169963.lmo0042	B4XQJ7
169963.lmo0204	D1FMK3
169963.lmo1871	Q84CB9
169963.lmo2092	Q843W0
169963.lmo0433	A3RI29
169963.lmo1786	Q83Z12
169963.lmo0434	A1Y3Y9
169963.lmo0300	A1Y494
169963.lmo0300	A1Y4B5
169963.lmo1372	Q8GLC9
169963.lmo2163	O52495
169963.lmo1325	Q7B2F5
169963.lmo1377	I1WCF9
169963.lmo0567	Q6QMP3
169963.lmo0204	C7A049
169963.lmo2092	Q843V2
169963.lmo0895	A9YDI3
169963.lmo0692	B0FPL3
169963.lmo0205	B0G045
169963.lmo0433	E5KEB9
169963.lmo0204	C7A079
169963.lmo0007	S5DNQ0
169963.lmo0434	D0VLP2
169963.lmo0204	C7A027
169963.lmo1555	E2E8D1
169963.lmo0006	Q843L0
169963.lmo2092	Q843P6
169963.lmo1871	Q84CE3
169963.lmo0433	X4R5D2
169963.lmo0433	B6ZH16
169963.lmo0202	H6UX35
169963.lmo0202	Q843C5
169963.lmo1398	Q842U2
169963.lmo0202	Q843B3
169963.lmo1871	Q84C64
169963.lmo2589	I0J093
169963.lmo0895	A9YDF0
169963.lmo1923	C6ZSA3
169963.lmo1871	Q84C95
169963.lmo0433	B6RXH4
169963.lmo2092	Q843V1
169963.lmo0202	A0A060EK40
169963.lmo0433	A6P4Y2
169963.lmo0434	D0VLP1
169963.lmo0204	B5TZC6
169963.lmo0204	Q844A7
169963.lmo0257	Q9RLU0
169963.lmo0202	Q842Y8
169963.lmo1052	C6ZWT0
169963.lmo1871	Q84CF1
169963.lmo1871	Q84C38
169963.lmo1329	C0LX21
169963.lmo2092	Q843W9
169963.lmo0433	D8V6A0
169963.lmo0434	D0VLP0
169963.lmo0070	A0A0B8QW76
169963.lmo1232	Q9S387
169963.lmo0204	Q2PPQ6
169963.lmo0433	A1Y3Q0
169963.lmo0200	A0SY41
169963.lmo0204	Q9JMY6
169963.lmo0205	G3FFE3
169963.lmo2785	Q6QMM7
169963.lmo2752	Q9ZIC7
169963.lmo0204	C7A0G3
169963.lmo0300	A1Y4C7
169963.lmo0462	A0A0B8R8V8
169963.lmo0433	Q45L25
169963.lmo2461	V5NCR5
169963.lmo0300	B8X2U3
169963.lmo0433	H2DK82
169963.lmo0204	Q2PPL9
169963.lmo0434	Q2PTW5
169963.lmo0006	Q843G7
169963.lmo1871	Q84CC5
169963.lmo2785	Q9EVN9
169963.lmo0433	B6SEB8
169963.lmo2461	V5NCS7
169963.lmo0892	O85742
169963.lmo1329	B6RXT7
169963.lmo0433	Q45L11
169963.lmo0895	A9YDF7
169963.lmo1053	C6ZXI0
169963.lmo0737	E5KVE9
169963.lmo0006	Q843H8
169963.lmo0449	A0A0B8R4N4
169963.lmo0504	A0A0B8R9R6
169963.lmo0006	Q843J4
169963.lmo0006	Q843F4
169963.lmo0200	Q6EAD6
169963.lmo0006	Q843F8
169963.lmo0433	B8X2G8
169963.lmo0204	Q6E9Q6
169963.lmo0202	C7A1Z5
169963.lmo0006	Q843L9
169963.lmo0202	Q843C3
169963.lmo1871	Q84C81
169963.lmo0582	Q84DR6
169963.lmo0570	C0LWQ0
169963.lmo2551	Q93RN1
169963.lmo0006	Q843H0
169963.lmo0433	A0FF07
169963.lmo0433	A1Y7E1
169963.lmo0204	A1YI56
169963.lmo0434	B0ZZH8
169963.lmo0204	D2E392
169963.lmo0204	Q2PPW4
169963.lmo0202	Q843A3
169963.lmo0202	Q842Z5
169963.lmo1398	Q842W0
169963.lmo0582	Q84DR5
169963.lmo0200	Q45NG8
169963.lmo0434	D0VLN9
169963.lmo2092	Q843W6
169963.lmo2653	C0LXD2
169963.lmo0204	C7A0G5
169963.lmo0204	Q2PPN6
169963.lmo0263	Q2PTP0
169963.lmo0006	Q843K5
169963.lmo0433	B8X2F0
169963.lmo0300	B8X2J4
169963.lmo0203	B9UXN4
169963.lmo1825	Q9RQH7
169963.lmo0006	Q843J1
169963.lmo0204	D1FMH7
169963.lmo0433	D1FMQ8
169963.lmo0204	D2E3A3
169963.lmo0895	A9YDF4
169963.lmo0895	A9YDH1
169963.lmo2537	B0FPW4
169963.lmo0300	A1Y4B8
169963.lmo0202	Q842Z9
169963.lmo0202	Q843B4
169963.lmo2092	Q843N6
169963.lmo1871	Q84C94
169963.lmo0582	Q84DT4
169963.lmo0201	R9XME5
169963.lmo1871	B8X286
169963.lmo0200	B9UXZ3
169963.lmo2092	Q843V9
169963.lmo0204	Q844A3
169963.lmo0006	Q843K1
169963.lmo0859	A0A0B8QPT7
169963.lmo1786	K0ISJ5
169963.lmo0434	A3RI30
169963.lmo0433	B6RXA0
169963.lmo0433	Q8KTF4
169963.lmo0204	A1XZ72
169963.lmo0201	G3FFG9
169963.lmo0433	V9XYG8
169963.lmo0006	Q843E7
169963.lmo0415	B3VUD9
169963.lmo0434	Q2PTW6
169963.lmo1483	Q8RT79
169963.lmo0204	Q2PPP1
169963.lmo0205	G8GL77
169963.lmo0204	A1YI52
169963.lmo0300	B8X2Q7
169963.lmo0203	B9UXV4
169963.lmo0433	Q3ZUG8
169963.lmo0433	H2DKB0
169963.lmo0433	B8X2F4
169963.lmo0433	B8X2F6
169963.lmo0203	B9UY10
169963.lmo1786	Q2PTV0
169963.lmo0201	Q6E937
169963.lmo0433	A1Y3Q6
169963.lmo0210	B5B9I2
169963.lmo0204	Q2PPX2
169963.lmo0201	Q6E9I7
169963.lmo0200	Q6EAE2
169963.lmo1923	C6ZSV7
169963.lmo0737	F4ZL03
169963.lmo0300	B8X2K0
169963.lmo0433	Q70LX6
169963.lmo0433	D5L2Z1
169963.lmo0433	D5L2Z5
169963.lmo0204	Q843Z3
169963.lmo0433	D8V6Y9
169963.lmo0201	B6ZH50
169963.lmo0204	D2E394
169963.lmo1398	Q842S5
169963.lmo0006	Q843I3
169963.lmo1786	Q2L8G0
169963.lmo2754	Q9R9A3
169963.lmo0433	E5KEC1
169963.lmo1892	E2E8N0
169963.lmo0006	Q843K8
169963.lmo1871	Q84C58
169963.lmo1871	Q84CE7
169963.lmo1786	B0ZZJ9
169963.lmo0305	I6NMF3
169963.lmo0006	Q843E3
169963.lmo2092	Q843Q7
169963.lmo1871	Q84CC7
169963.lmo1871	Q84CE2
169963.lmo0006	Q843L7
169963.lmo0204	Q2PPT6
169963.lmo0890	Q8GD18
169963.lmo0204	Q6EAH4
169963.lmo2092	Q843X1
169963.lmo0265	B5B958
169963.lmo1871	Q84CC0
169963.lmo0204	A1YI42
169963.lmo0433	V9XY55
169963.lmo0203	Q6E9Q1
169963.lmo1871	Q84C43
169963.lmo0203	B9UXY9
169963.lmo0204	A0FEY7
169963.lmo2092	Q843U5
169963.lmo0204	C7A0R1
169963.lmo0409	Q2PTF3
169963.lmo2501	B0FQ14
169963.lmo2092	Q843P5
169963.lmo0202	Q843D4
169963.lmo0582	J7H915
169963.lmo0144	A0A0B8R7Y0
169963.lmo0300	A1Y4A3
169963.lmo0201	Q6E913
169963.lmo0433	B8X2G4
169963.lmo0201	B9UXY7
169963.lmo0434	A0FF37
169963.lmo0204	Q4TVQ6
169963.lmo0204	C7A057
169963.lmo0202	Q843C7
169963.lmo0433	C6ZV29
169963.lmo0300	C6ZVI8
169963.lmo1398	Q842U6
169963.lmo0006	Q843I0
169963.lmo0202	Q843C2
169963.lmo2752	Q7BUY2
169963.lmo0204	C7A0B5
169963.lmo0300	A1Y7X6
169963.lmo0202	Q9L5B9
169963.lmo1508	Q9EVP0
169963.lmo0434	B3VU79
169963.lmo1052	A1Y5K7
169963.lmo0433	G0LNW3
169963.lmo0433	H2DK97
169963.lmo2092	Q843P2
169963.lmo1871	Q84C36
169963.lmo1871	Q84C93
169963.lmo1871	Q84CB2
169963.lmo2092	Q843U8
169963.lmo0204	C7A0F3
169963.lmo0692	B0FPH8
169963.lmo0319	B5B9D2
169963.lmo0300	B8X2M7
169963.lmo0203	B9UXW8
169963.lmo0409	Q2PTE9
169963.lmo1052	A1Y5F6
169963.lmo0438	W5U692
169963.lmo0299	B8X2X1
169963.lmo1428	Q9F0P5
169963.lmo1516	Q9RQI2
169963.lmo0202	A8D5Y7
169963.lmo0006	Q843K7
169963.lmo2752	Q6QMQ5
169963.lmo1871	Q84CD2
169963.lmo0838	Q8VMX0
169963.lmo0299	A1Y7I6
169963.lmo0929	B3VUF7
169963.lmo2558	H1AGD9
169963.lmo0203	B9UY45
169963.lmo2192	Q9LAT3
169963.lmo2268	E2E815
169963.lmo0434	A0FF21
169963.lmo0433	B6ZH14
169963.lmo0895	A9YDE5
169963.lmo0202	Q843B5
169963.lmo0202	Q843B6
169963.lmo0006	Q843J0
169963.lmo2092	Q843S7
169963.lmo0201	B6ZH46
169963.lmo1398	Q842V6
169963.lmo0582	G3GMD6
169963.lmo2092	Q843U9
169963.lmo2665	Q9EXF1
169963.lmo0301	I6NR43
169963.lmo0433	B6RXP5
169963.lmo0006	Q843K4
169963.lmo0582	Q84DS4
169963.lmo0692	B0FPL5
169963.lmo0203	Q6E947
169963.lmo2367	Q6QMK3
169963.lmo1871	Q84CC8
169963.lmo0433	A7DZP5
169963.lmo0582	A3KEY4
169963.lmo0204	Q844A1
169963.lmo0202	A3QZU5
169963.lmo2092	Q843V6
169963.lmo0204	Q844B4
169963.lmo0201	Q8GGF8
169963.lmo1871	Q84CA8
169963.lmo0006	Q843E2
169963.lmo2092	Q843Q2
169963.lmo1871	Q84C72
169963.lmo1871	Q84CC6
169963.lmo1871	Q84CF3
169963.lmo1574	C6ZTR3
169963.lmo0201	Q0PGC0
169963.lmo1439	Q6QMJ6
169963.lmo0202	A3QZW2
169963.lmo0201	I1YNZ1
169963.lmo2461	V5NAG7
169963.lmo1024	A0A0B8R6A4
169963.lmo0204	C7A0H7
169963.lmo2754	Q9ZIC4
169963.lmo0433	Q6T545
169963.lmo1398	Q842V4
169963.lmo1871	Q84CB6
169963.lmo0434	C1JZ15
169963.lmo1412	B0FPU4
169963.lmo0895	A9YDG4
169963.lmo2092	Q843S3
169963.lmo0433	B6RXL6
169963.lmo0204	Q6E904
169963.lmo0202	A3F1G8
169963.lmo1052	A1Y539
169963.lmo0203	Q6E929
169963.lmo0202	Q4U472
169963.lmo0433	H2DKB8
169963.lmo0204	C7A041
169963.lmo2785	Q84GL8
169963.lmo1398	Q842T5
169963.lmo2092	Q843Q8
169963.lmo2092	Q843R4
169963.lmo0204	C7A0A3
169963.lmo0300	A1Y7W4
169963.lmo0263	Q2PTR3
169963.lmo0203	Q6E953
169963.lmo1398	Q842U0
169963.lmo0204	D0VBE2
169963.lmo0280	F0V6T9
169963.lmo0202	Q842Y0
169963.lmo0006	Q843K3
169963.lmo1871	Q84C57
169963.lmo0582	Q84DQ7
169963.lmo0202	F8SUP0
169963.lmo0006	Q843G2
169963.lmo0204	C7A0C7
169963.lmo0202	F8SUP2
169963.lmo0204	C7A0L5
169963.lmo1871	Q84C91
169963.lmo0433	Q2L8H1
169963.lmo0433	Q2L8H4
169963.lmo2092	Q843W3
169963.lmo1377	A0SYG6
169963.lmo0265	Q84GK8
169963.lmo2066	A0A0B8RA09
169963.lmo0204	Q2PPS6
169963.lmo0201	B6ZH45
169963.lmo0204	Q843X5
169963.lmo1871	Q84CD9
169963.lmo0433	Q45L05
169963.lmo2092	Q843T4
169963.lmo0201	Q8GGF9
169963.lmo1786	A6P5R5
169963.lmo0202	Q842Z7
169963.lmo2092	Q843P1
169963.lmo1871	Q84C69
169963.lmo0433	Q45L17
169963.lmo0006	Q843M2
169963.lmo1871	Q84CA7
169963.lmo1871	Q84CB3
169963.lmo0265	C0LX55
169963.lmo0434	D0VLN7
169963.lmo0201	Q8GGF3
169963.lmo0433	Q45L03
169963.lmo2092	Q843T8
169963.lmo2092	Q843V3
169963.lmo0434	Q83Z20
169963.lmo0204	C7A0J3
169963.lmo0262	Q2PTC7
169963.lmo2118	Q9EXG9
169963.lmo0433	B3VU61
169963.lmo1730	A0A0B8QS16
169963.lmo0210	B5B9I9
169963.lmo1786	M9V9P4
169963.lmo0204	Q2PPP0
169963.lmo0204	C7A0D1
169963.lmo0204	C7A0J5
169963.lmo0433	V9XYF2
169963.lmo0201	B9UXU5
169963.lmo0202	A7L4B7
169963.lmo0300	A1Y7K3
169963.lmo0300	B8X2U6
169963.lmo0200	B9UY35
169963.lmo0201	B9UY71
169963.lmo2250	Q48744
169963.lmo0403	A0A0B8R9K5
169963.lmo0030	B4XQK5
169963.lmo1871	Q84C35
169963.lmo0204	C7A055
169963.lmo0582	Q84DS9
169963.lmo0006	Q843D8
169963.lmo0204	C7A047
169963.lmo1871	B8X279
169963.lmo0201	B9UY22
169963.lmo0434	B0ZZH4
169963.lmo0434	B0ZZH9
169963.lmo0264	B0ZZR8
169963.lmo0203	Q6E8Z9
169963.lmo0300	B8X2T7
169963.lmo0300	B8X2T1
169963.lmo1329	Q2L8J4
169963.lmo0200	Q8VTR9
169963.lmo2270	Q9KJA4
169963.lmo0204	C7A0I9
169963.lmo0434	A0FF19
169963.lmo1789	O53081
169963.lmo0204	C7A0C9
169963.lmo1054	A1Y8C8
169963.lmo0433	Q5NE37
169963.lmo0204	Q2PPU6
169963.lmo0204	B8X212
169963.lmo0201	B9UXT1
169963.lmo0203	B9UXY2
169963.lmo1052	A1Y5I3
169963.lmo0433	Q3ZUJ4
169963.lmo0433	E5KEC6
169963.lmo0433	D1FMX1
169963.lmo1786	Q6Q5Y8
169963.lmo0205	H6UX54
169963.lmo0006	Q843I9
169963.lmo0433	Q70J98
169963.lmo2092	Q843S2
169963.lmo0006	Q843G9
169963.lmo2092	Q843T9
169963.lmo0300	A1Y4F4
169963.lmo0202	Q843A2
169963.lmo0433	B8X2B0
169963.lmo0300	B8X2M1
169963.lmo0201	B9UXN2
169963.lmo0433	H2DKB6
169963.lmo2092	Q843U4
169963.lmo2821	A9LY49
169963.lmo0433	D1FMV6
169963.lmo1398	Q842X0
169963.lmo0204	Q844I1
169963.lmo0886	A6P5I4
169963.lmo1871	Q84C65
169963.lmo2477	O32824
169963.lmo0200	A0SY62
169963.lmo0433	B6SEB7
169963.lmo2092	Q843R6
169963.lmo0204	Q844A2
169963.lmo0201	Q6E949
169963.lmo0433	H2DK95
169963.lmo0204	C7A071
169963.lmo0204	C7A075
169963.lmo2107	Q9RQI9
169963.lmo1786	Q6Q5Z8
169963.lmo0204	Q7X384
169963.lmo1871	Q84CB4
169963.lmo0204	Q6T547
169963.lmo1398	Q842X3
169963.lmo0433	Q45L10
169963.lmo0201	Q0PGF0
169963.lmo2537	E3SHR8
169963.lmo0738	Q9RQH3
169963.lmo0204	Q2PPT8
169963.lmo2362	Q9AGQ1
169963.lmo0931	B3VUB4
169963.lmo0433	E2CZY6
169963.lmo0433	B6SEB5
169963.lmo0300	A1Y437
169963.lmo0038	A3FKE7
169963.lmo1257	A0A0B8R1U6
169963.lmo1423	A0A0B8R986
169963.lmo0204	C7A093
169963.lmo0434	A0FF27
169963.lmo2067	B3VTZ8
169963.lmo0433	D5L2Z4
169963.lmo0204	Q2PPS7
169963.lmo0292	Q8KR20
169963.lmo1871	Q84CD1
169963.lmo1871	Q84C98
169963.lmo1398	Q842S6
169963.lmo0204	C7A063
169963.lmo0204	C7A0N5
169963.lmo2751	Q9ZIC9
169963.lmo0204	C7A061
169963.lmo0433	B8X2A0
169963.lmo0433	B8X2G6
169963.lmo0203	Q6EAE5
169963.lmo0204	B8X208
169963.lmo0433	B8X2A2
169963.lmo0300	B8X2S8
169963.lmo0203	B9UY52
169963.lmo0582	G3GMD7
169963.lmo0433	B6ZH18
169963.lmo0973	I0C077
169963.lmo0006	Q843F2
169963.lmo0305	I3PGS8
169963.lmo0301	I6NRP6
169963.lmo1871	Q84C37
169963.lmo0433	A1Y7E3
169963.lmo0433	Q3ZUH2
169963.lmo1871	Q84C90
169963.lmo0895	A9YDI2
169963.lmo0692	B0FPI6
169963.lmo0201	B6ZH35
169963.lmo1555	E2E8G3
169963.lmo0006	Q843H5
169963.lmo2092	Q843S6
169963.lmo1398	Q842W6
169963.lmo0202	Q843A6
169963.lmo2092	Q843S4
169963.lmo1871	Q84C84
169963.lmo0232	B6ZH10
169963.lmo0433	Q70LX8
169963.lmo1871	Q84CC3
169963.lmo1871	Q84C63
169963.lmo0582	Q84DR9
169963.lmo0304	I6NKZ4
169963.lmo0433	D8V7F9
169963.lmo1439	Q84GK4
169963.lmo0433	B6RXL2
169963.lmo2752	Q84GL6
169963.lmo1786	A6P5Q9
169963.lmo0895	A9YDE2
169963.lmo1786	Q2PTV2
169963.lmo0202	Q842Y5
169963.lmo0205	B4XQM9
169963.lmo0204	B0G050
169963.lmo0201	Q8GGF7
169963.lmo2092	Q843S1
169963.lmo2234	Q6UPU5
169963.lmo0433	Q3ZUF2
169963.lmo0319	Q9K533
169963.lmo0433	B8X2A6
169963.lmo0204	C7A0G1
169963.lmo0265	Q9EXF4
169963.lmo1871	Q84CC2
169963.lmo0204	Q9JN01
169963.lmo0300	C6ZW72
169963.lmo0582	Q84DS5
169963.lmo0202	S0F2B3
169963.lmo0006	Q843G6
169963.lmo0204	A1YI47
169963.lmo2092	Q843V5
169963.lmo0433	B3VU43
169963.lmo0204	B3VTY2
169963.lmo0205	B9UXS8
169963.lmo0433	H2DK99
169963.lmo0490	E2E896
169963.lmo0433	Q8KTF5
169963.lmo0692	B0FPK1
169963.lmo0433	C6ZUR5
169963.lmo0300	C6ZW75
169963.lmo1871	Q84C78
169963.lmo1377	I1WCD5
169963.lmo0201	Q6E9W3
169963.lmo0204	C7A0D3
169963.lmo0433	A4ZNV6
169963.lmo0300	A1Y440
169963.lmo2785	B5B942
169963.lmo1398	Q842T6
169963.lmo0202	Q842Y7
169963.lmo0205	Q6E927
169963.lmo0202	B3VU31
169963.lmo0931	B3VUC5
169963.lmo0434	E9NS43
169963.lmo0433	G0LNW0
169963.lmo0204	C7A0P5
169963.lmo0200	Q6EAG6
169963.lmo1398	Q842V8
169963.lmo0006	Q843J7
169963.lmo2786	Q9FCV7
169963.lmo1871	Q84CF0
169963.lmo0433	Q45L13
169963.lmo2092	Q843T5
169963.lmo2065	A0A0B8R377
169963.lmo0433	V9XY64
169963.lmo1786	Q83Z09
169963.lmo0006	Q843E9
169963.lmo0006	Q843F0
169963.lmo0204	Q844C4
169963.lmo0200	G3FFF0
169963.lmo0895	A9YDE0
169963.lmo0433	Q8KTF3
169963.lmo0895	A9YDF1
169963.lmo0201	Q0PGB8
169963.lmo0204	C7A0N9
169963.lmo0433	Q2L8H0
169963.lmo1398	Q842T2
169963.lmo0319	D1FKY0
169963.lmo0433	Q2L8H2
169963.lmo1871	Q84C59
169963.lmo1634	C6ZZS9
