,EC_number,RID,Organism,Turnover_Number
3958,2.6.1.2,R00258,Hordeum vulgare,25.62
3959,2.6.1.2,R00258,Oryza sativa,6.86
3960,2.6.1.2,R00258,Pseudomonas putida,0.17
3961,2.6.1.2,R00258,Rhodopseudomonas palustris,3.06
3962,2.6.1.2,R00258,Saccharomyces cerevisiae,8.64
3963,2.6.1.2,R00258,Triticum aestivum,135.45
3964,2.6.1.2,R00258,Zea mays,3.08
3965,2.6.1.21,R01148,Bacillus sp.,260.0
3966,2.6.1.21,R01582,Bacillus sp.,260.0
3967,2.6.1.28,R01376,Aspergillus nidulans,9.1
3968,2.6.1.30,R01712,Mesorhizobium loti,29.0
3969,2.6.1.33,R02772,Escherichia coli,5.66
3970,2.6.1.33,R02772,Shigella dysenteriae,0.74
3971,2.6.1.33,R02773,Escherichia coli,5.66
3972,2.6.1.33,R02773,Shigella dysenteriae,0.74
3973,2.6.1.34,R04529,Campylobacter jejuni,2.4
3974,2.6.1.36,R00457,Mycobacterium tuberculosis,1.1735
3975,2.6.1.37,R04152,Salmonella enterica,9.3
3976,2.6.1.39,R01939,Saccharomyces cerevisiae,15.6
3977,2.6.1.39,R01939,Thermus thermophilus,16.0
3978,2.6.1.4,R00372,Rhodopseudomonas palustris,47.5
3979,2.6.1.42,R01090,Enterobacter sp.,17.32
3980,2.6.1.42,R01090,Escherichia coli,6.61
3981,2.6.1.42,R01090,Homo sapiens,340.0
3982,2.6.1.42,R01090,Solanum lycopersicum,35.0
3983,2.6.1.42,R01090,Solanum pennellii,16.3
3984,2.6.1.42,R01214,Enterobacter sp.,12.45
3985,2.6.1.42,R01214,Escherichia coli,16.84
3986,2.6.1.42,R01214,Homo sapiens,340.0
3987,2.6.1.42,R01214,Solanum lycopersicum,46.5
3988,2.6.1.42,R01214,Solanum pennellii,11.7
3989,2.6.1.42,R02199,Homo sapiens,340.0
3990,2.6.1.44,R00369,Aedes aegypti,16.0
3991,2.6.1.44,R00369,Drosophila melanogaster,113.0
3992,2.6.1.44,R00369,Homo sapiens,37.0
3993,2.6.1.44,R00372,Aedes aegypti,16.0
3994,2.6.1.44,R00372,Drosophila melanogaster,113.0
3995,2.6.1.44,R00372,Homo sapiens,37.0
3996,2.6.1.46,R02293,Pseudomonas aeruginosa,1.39
3997,2.6.1.5,R00694,Homo sapiens,3.8
3998,2.6.1.5,R00694,Mus musculus,9.33
3999,2.6.1.5,R00694,Papaver somniferum,0.22
4000,2.6.1.5,R00694,Rattus norvegicus,388.0
4001,2.6.1.5,R00694,Trypanosoma cruzi,21.8
4002,2.6.1.5,R00694,Variovorax paradoxus,10.6
4003,2.6.1.5,R00734,Homo sapiens,2.5
4004,2.6.1.5,R00734,Mus musculus,15.83
4005,2.6.1.5,R00734,Papaver somniferum,0.22
4006,2.6.1.5,R00734,Rattus norvegicus,210.0
4007,2.6.1.5,R00734,Trypanosoma cruzi,21.8
4008,2.6.1.5,R00734,Variovorax paradoxus,10.6
4009,2.6.1.5,R07396,Homo sapiens,3.8
4010,2.6.1.5,R07396,Mus musculus,17.495
4011,2.6.1.5,R07396,Papaver somniferum,0.22
4012,2.6.1.5,R07396,Rattus norvegicus,388.0
4013,2.6.1.5,R07396,Trypanosoma cruzi,21.8
4014,2.6.1.5,R07396,Variovorax paradoxus,10.6
4015,2.6.1.52,R04173,Escherichia coli,0.98
4016,2.6.1.52,R05085,Escherichia coli,0.115
4017,2.6.1.57,R00694,Escherichia coli,278.0
4018,2.6.1.57,R00694,Pyrococcus furiosus,225.0
4019,2.6.1.57,R00734,Escherichia coli,278.0
4020,2.6.1.57,R00734,Pyrococcus furiosus,225.0
4021,2.6.1.57,R01731,Escherichia coli,290.0
4022,2.6.1.57,R03120,Escherichia coli,278.0
4023,2.6.1.57,R03120,Pyrococcus furiosus,225.0
4024,2.6.1.57,R07396,Escherichia coli,278.0
4025,2.6.1.57,R07396,Pyrococcus furiosus,225.0
4026,2.6.1.59,R04438,Escherichia coli,0.38
4027,2.6.1.62,R03231,Arabidopsis thaliana,0.0012
4028,2.6.1.62,R03231,Escherichia coli,0.05
4029,2.6.1.62,R03231,Mycobacterium tuberculosis,0.0145
4030,2.6.1.64,R01375,Thermus thermophilus,130.0
4031,2.6.1.7,R01956,Homo sapiens,7.67
4032,2.6.1.7,R01956,Mus musculus,0.45
4033,2.6.1.7,R04171,Homo sapiens,7.67
4034,2.6.1.7,R04171,Mus musculus,0.45
4035,2.6.1.78,R01731,Arabidopsis thaliana,65.0
4036,2.6.1.79,R07276,Arabidopsis thaliana,200.0
4037,2.6.1.84,R08197,Pseudomonas aeruginosa,38.6
4038,2.6.1.85,R01716,Escherichia coli,0.281
4039,2.6.1.85,R01716,Stenotrophomonas maltophilia,0.007
4040,2.6.1.86,R08956,Burkholderia lata,0.01
4041,2.6.1.86,R08956,Pseudomonas aeruginosa,1.18
4042,2.6.1.9,R03243,Corynebacterium glutamicum,1.18
4043,2.6.1.9,R03243,Thermotoga maritima,0.046
4044,2.7.1.1,R00299,Entamoeba histolytica,239.5
4045,2.7.1.1,R00299,Homo sapiens,57.2
4046,2.7.1.1,R00299,Mus musculus,53.2
4047,2.7.1.1,R00299,Saccharomyces cerevisiae,1.365
4048,2.7.1.1,R00299,Solanum chacoense,3.5
4049,2.7.1.1,R00299,Toxoplasma gondii,3.395
4050,2.7.1.1,R00299,Trypanosoma brucei,483.3
4051,2.7.1.1,R00725,Entamoeba histolytica,239.5
4052,2.7.1.1,R00725,Homo sapiens,49.2
4053,2.7.1.1,R00725,Mus musculus,53.2
4054,2.7.1.1,R00725,Saccharomyces cerevisiae,1.365
4055,2.7.1.1,R00725,Solanum chacoense,4.155
4056,2.7.1.1,R00725,Toxoplasma gondii,3.47
4057,2.7.1.1,R00725,Trypanosoma brucei,483.3
4058,2.7.1.1,R00760,Homo sapiens,58.15
4059,2.7.1.1,R00760,Mus musculus,53.2
4060,2.7.1.1,R00760,Solanum chacoense,3.595
4061,2.7.1.1,R00760,Toxoplasma gondii,3.32
4062,2.7.1.1,R00867,Homo sapiens,58.15
4063,2.7.1.1,R00867,Mus musculus,53.2
4064,2.7.1.1,R00867,Solanum chacoense,3.595
4065,2.7.1.1,R00867,Toxoplasma gondii,3.32
4066,2.7.1.1,R00876,Solanum chacoense,3.69
4067,2.7.1.1,R01139,Entamoeba histolytica,239.5
4068,2.7.1.1,R01139,Homo sapiens,49.2
4069,2.7.1.1,R01139,Mus musculus,53.2
4070,2.7.1.1,R01139,Saccharomyces cerevisiae,1.365
4071,2.7.1.1,R01139,Solanum chacoense,4.155
4072,2.7.1.1,R01139,Toxoplasma gondii,3.47
4073,2.7.1.1,R01139,Trypanosoma brucei,483.3
4074,2.7.1.1,R01140,Solanum chacoense,3.69
4075,2.7.1.1,R01326,Homo sapiens,58.15
4076,2.7.1.1,R01326,Mus musculus,53.2
4077,2.7.1.1,R01326,Solanum chacoense,3.64
4078,2.7.1.1,R01326,Toxoplasma gondii,3.32
4079,2.7.1.1,R01327,Solanum chacoense,3.78
4080,2.7.1.1,R01330,Solanum chacoense,3.78
4081,2.7.1.1,R01600,Homo sapiens,58.15
4082,2.7.1.1,R01600,Mus musculus,53.2
4083,2.7.1.1,R01600,Solanum chacoense,3.5
4084,2.7.1.1,R01600,Toxoplasma gondii,3.32
4085,2.7.1.1,R01786,Homo sapiens,58.15
4086,2.7.1.1,R01786,Mus musculus,53.2
4087,2.7.1.1,R01786,Solanum chacoense,3.5
4088,2.7.1.1,R01786,Toxoplasma gondii,3.32
4089,2.7.1.1,R01961,Homo sapiens,58.15
4090,2.7.1.1,R01961,Mus musculus,53.2
4091,2.7.1.1,R01961,Solanum chacoense,3.5
4092,2.7.1.1,R01961,Toxoplasma gondii,3.32
4093,2.7.1.1,R02848,Homo sapiens,58.15
4094,2.7.1.1,R02848,Mus musculus,53.2
4095,2.7.1.1,R02848,Solanum chacoense,3.5
4096,2.7.1.1,R02848,Toxoplasma gondii,3.32
4097,2.7.1.1,R02865,Homo sapiens,58.15
4098,2.7.1.1,R02865,Mus musculus,53.2
4099,2.7.1.1,R02865,Solanum chacoense,3.5
4100,2.7.1.1,R02865,Toxoplasma gondii,3.32
4101,2.7.1.1,R03920,Homo sapiens,58.15
4102,2.7.1.1,R03920,Mus musculus,53.2
4103,2.7.1.1,R03920,Solanum chacoense,3.5
4104,2.7.1.1,R03920,Toxoplasma gondii,3.32
4105,2.7.1.105,R02732,Escherichia coli,9240.0
4106,2.7.1.105,R02732,Homo sapiens,0.43
4107,2.7.1.105,R02732,Rattus norvegicus,0.14
4108,2.7.1.107,R02240,Homo sapiens,8.2
4109,2.7.1.11,R00756,Dictyostelium discoideum,236.0
4110,2.7.1.11,R00756,Escherichia coli,60.5
4111,2.7.1.11,R00756,Geobacillus stearothermophilus,130.5
4112,2.7.1.11,R00756,Homo sapiens,357.0
4113,2.7.1.11,R00767,Escherichia coli,60.5
4114,2.7.1.11,R00767,Geobacillus stearothermophilus,130.5
4115,2.7.1.11,R00769,Escherichia coli,60.5
4116,2.7.1.11,R00769,Geobacillus stearothermophilus,130.5
4117,2.7.1.11,R00770,Escherichia coli,60.5
4118,2.7.1.11,R00770,Geobacillus stearothermophilus,130.5
4119,2.7.1.11,R01843,Dictyostelium discoideum,236.0
4120,2.7.1.11,R01843,Escherichia coli,31.0185
4121,2.7.1.11,R01843,Homo sapiens,357.0
4122,2.7.1.11,R03236,Dictyostelium discoideum,236.0
4123,2.7.1.11,R03236,Escherichia coli,31.0185
4124,2.7.1.11,R03236,Homo sapiens,357.0
4125,2.7.1.11,R04779,Dictyostelium discoideum,236.0
4126,2.7.1.11,R04779,Escherichia coli,31.0185
4127,2.7.1.11,R04779,Geobacillus stearothermophilus,3.2
4128,2.7.1.11,R04779,Homo sapiens,357.0
4129,2.7.1.113,R01967,Bacillus subtilis,1.53
4130,2.7.1.113,R01967,Dictyostelium discoideum,3.0
4131,2.7.1.113,R01967,Homo sapiens,0.05
4132,2.7.1.136,R03780,Escherichia coli,1.59
4133,2.7.1.146,R05805,Methanococcus maripaludis,23.25
4134,2.7.1.146,R05805,Pyrococcus horikoshii,59.5
4135,2.7.1.146,R09084,Methanococcus maripaludis,15.225
4136,2.7.1.146,R09084,Pyrococcus horikoshii,67.0
4137,2.7.1.147,R05804,Methanococcus maripaludis,11.839
4138,2.7.1.147,R05804,Pyrococcus furiosus,114.0
4139,2.7.1.147,R05804,Pyrococcus horikoshii,67.0
4140,2.7.1.147,R05804,Thermococcus litoralis,35.0
4141,2.7.1.147,R09085,Methanococcus maripaludis,48.0
4142,2.7.1.147,R09085,Pyrococcus furiosus,114.0
4143,2.7.1.147,R09085,Pyrococcus horikoshii,67.0
4144,2.7.1.147,R09085,Thermococcus litoralis,35.0
4145,2.7.1.147,R09086,Methanococcus maripaludis,48.0
4146,2.7.1.147,R09086,Pyrococcus furiosus,114.0
4147,2.7.1.147,R09086,Pyrococcus horikoshii,67.0
4148,2.7.1.147,R09086,Thermococcus litoralis,35.0
4149,2.7.1.15,R01051,Leishmania major,10.2
4150,2.7.1.15,R01051,Staphylococcus aureus,34.23
4151,2.7.1.15,R02750,Leishmania major,10.2
4152,2.7.1.15,R02750,Staphylococcus aureus,34.23
4153,2.7.1.156,R05221,Salmonella enterica subsp. enterica serovar Typhimurium,0.191
4154,2.7.1.157,R08967,Homo sapiens,1.75
4155,2.7.1.16,R01526,Escherichia coli,37.42
4156,2.7.1.16,R02439,Escherichia coli,0.84
4157,2.7.1.162,R08962,Bifidobacterium longum,0.89
4158,2.7.1.162,R08962,Bifidobacterium longum subsp. infantis,0.74
4159,2.7.1.162,R08967,Bifidobacterium longum,0.89
4160,2.7.1.162,R08967,Bifidobacterium longum subsp. infantis,0.74
4161,2.7.1.162,R08968,Bifidobacterium longum,0.89
4162,2.7.1.162,R08968,Bifidobacterium longum subsp. infantis,0.74
4163,2.7.1.164,R08223,Methanocaldococcus jannaschii,0.069
4164,2.7.1.165,R08572,Escherichia coli,2.5
4165,2.7.1.165,R08572,Pyrococcus horikoshii,430.3
4166,2.7.1.165,R08572,Sulfolobus solfataricus,31.95
4167,2.7.1.165,R08572,Thermoproteus tenax,3.35
4168,2.7.1.169,R09378,Thermococcus kodakarensis,1.52
4169,2.7.1.17,R01639,Escherichia coli,3427.5
4170,2.7.1.17,R01639,Homo sapiens,35.0
4171,2.7.1.17,R01639,Saccharomyces cerevisiae,0.57
4172,2.7.1.2,R00299,Escherichia coli K-12,10.6
4173,2.7.1.2,R00299,Homo sapiens,62.8
4174,2.7.1.2,R00299,Leishmania major,317.0
4175,2.7.1.2,R00299,Thermotoga maritima,92.6
4176,2.7.1.2,R00299,Trypanosoma cruzi,1492.0
4177,2.7.1.2,R01600,Homo sapiens,64.45
4178,2.7.1.2,R01600,Leishmania major,317.0
4179,2.7.1.2,R01600,Trypanosoma cruzi,1492.0
4180,2.7.1.2,R01786,Homo sapiens,34.55
4181,2.7.1.2,R01786,Leishmania major,317.0
4182,2.7.1.2,R01786,Trypanosoma cruzi,1492.0
4183,2.7.1.20,R00185,Anopheles gambiae,0.108
4184,2.7.1.20,R00185,Cricetulus griseus,0.495
4185,2.7.1.20,R00185,Cryptosporidium parvum,2.6
4186,2.7.1.20,R00185,Homo sapiens,0.5
4187,2.7.1.20,R00185,Leishmania donovani,18.0
4188,2.7.1.20,R00185,Saccharomyces cerevisiae,25.5
4189,2.7.1.20,R00185,Trypanosoma brucei,7.7
4190,2.7.1.21,R01567,Cryptosporidium parvum,0.28
4191,2.7.1.21,R01567,Human herpesvirus 4,2.0
4192,2.7.1.21,R01567,Trypanosoma brucei,3.5
4193,2.7.1.21,R02099,Arabidopsis thaliana,0.7725
4194,2.7.1.21,R02099,Cryptosporidium parvum,0.405
4195,2.7.1.21,R02099,Herpes simplex virus,1.3
4196,2.7.1.21,R02099,Human herpesvirus 4,2.0
4197,2.7.1.21,R02099,Trypanosoma brucei,4.5
4198,2.7.1.21,R08233,Cryptosporidium parvum,0.26
4199,2.7.1.21,R08233,Human herpesvirus 4,2.0
4200,2.7.1.21,R08233,Trypanosoma brucei,3.6
4201,2.7.1.23,R00104,Bacillus subtilis,3.41
4202,2.7.1.23,R00104,Corynebacterium glutamicum,5.05
4203,2.7.1.23,R00104,Corynebacterium glutamicum subsp. lactofermentum,3.17
4204,2.7.1.23,R00104,Entamoeba histolytica,2.02
4205,2.7.1.23,R00104,Escherichia coli,90.0
4206,2.7.1.23,R00104,Listeria monocytogenes,13.12
4207,2.7.1.23,R00104,Methanocaldococcus jannaschii,399.0
4208,2.7.1.23,R00104,Sphingomonas sp.,16.64
4209,2.7.1.24,R00130,Mycobacterium tuberculosis,0.0387
4210,2.7.1.25,R00509,Arabidopsis thaliana,177.15
4211,2.7.1.25,R00509,Escherichia coli,50.0
4212,2.7.1.25,R00509,Homo sapiens,2.0
4213,2.7.1.25,R04928,Homo sapiens,2.3
4214,2.7.1.26,R00549,Bacillus subtilis,0.7
4215,2.7.1.26,R00549,Corynebacterium ammoniagenes,5.0
4216,2.7.1.26,R00549,Neurospora crassa,0.1
4217,2.7.1.26,R00549,Streptomyces davawensis,0.3
4218,2.7.1.27,R02430,Brucella abortus,230.0
4219,2.7.1.29,R01011,Citrobacter freundii,20.815
4220,2.7.1.29,R01011,Escherichia coli,4.8
4221,2.7.1.3,R00866,Homo sapiens,6.4
4222,2.7.1.30,R00847,Candida mycoderma,1670.0
4223,2.7.1.31,R01514,Escherichia coli,350.0
4224,2.7.1.31,R01514,Spinacia oleracea,200.0
4225,2.7.1.31,R08572,Escherichia coli,350.0
4226,2.7.1.31,R08572,Spinacia oleracea,200.0
4227,2.7.1.33,R02971,Bacillus anthracis,1.5
4228,2.7.1.33,R02971,Bacillus subtilis,2.12
4229,2.7.1.33,R02971,Escherichia coli,0.6055
4230,2.7.1.33,R02971,Helicobacter pylori,2.09
4231,2.7.1.33,R02971,Mycobacterium tuberculosis,0.411
4232,2.7.1.33,R02971,Picrophilus torridus,0.718
4233,2.7.1.33,R02971,Staphylococcus aureus,1.6
4234,2.7.1.33,R03018,Bacillus anthracis,1.5
4235,2.7.1.33,R03018,Bacillus subtilis,2.12
4236,2.7.1.33,R03018,Escherichia coli,0.6055
4237,2.7.1.33,R03018,Helicobacter pylori,2.09
4238,2.7.1.33,R03018,Mycobacterium tuberculosis,0.61
4239,2.7.1.33,R03018,Picrophilus torridus,0.768
4240,2.7.1.33,R03018,Staphylococcus aureus,1.65
4241,2.7.1.33,R03018,Thermotoga maritima,0.29
4242,2.7.1.33,R04391,Bacillus anthracis,1.5
4243,2.7.1.33,R04391,Bacillus subtilis,2.12
4244,2.7.1.33,R04391,Escherichia coli,0.6055
4245,2.7.1.33,R04391,Helicobacter pylori,2.09
4246,2.7.1.33,R04391,Mycobacterium tuberculosis,0.411
4247,2.7.1.33,R04391,Picrophilus torridus,0.718
4248,2.7.1.33,R04391,Staphylococcus aureus,1.6
4249,2.7.1.35,R00174,Bacillus subtilis,0.032
4250,2.7.1.35,R00174,Bombyx mori,1.29
4251,2.7.1.35,R00174,Escherichia coli,2.15
4252,2.7.1.35,R00174,Homo sapiens,0.995
4253,2.7.1.35,R00174,Plasmodium falciparum,0.05
4254,2.7.1.35,R00174,Trypanosoma brucei,65.7
4255,2.7.1.35,R01909,Bombyx mori,1.23
4256,2.7.1.35,R01909,Escherichia coli,0.3
4257,2.7.1.35,R01909,Homo sapiens,0.7665
4258,2.7.1.35,R01909,Plasmodium falciparum,0.11
4259,2.7.1.35,R01909,Trypanosoma brucei,122.0
4260,2.7.1.35,R02493,Bombyx mori,1.23
4261,2.7.1.35,R02493,Escherichia coli,0.55
4262,2.7.1.35,R02493,Homo sapiens,0.545
4263,2.7.1.35,R02493,Plasmodium falciparum,0.03
4264,2.7.1.35,R02493,Trypanosoma brucei,127.0
4265,2.7.1.36,R02245,Methanocaldococcus jannaschii,28.5
4266,2.7.1.36,R02245,Methanosarcina mazei,4.3
4267,2.7.1.36,R02245,Rattus norvegicus,21.9
4268,2.7.1.39,R01771,Schizosaccharomyces pombe,27.5
4269,2.7.1.4,R00760,Zea mays,4695.5
4270,2.7.1.4,R00867,Zea mays,4695.5
4271,2.7.1.40,R00200,Geobacillus stearothermophilus,3204.0
4272,2.7.1.40,R00200,Homo sapiens,592.6
4273,2.7.1.40,R00200,Saccharomyces cerevisiae,146.0
4274,2.7.1.40,R00200,Thermofilum pendens,0.29
4275,2.7.1.40,R00200,Toxoplasma gondii,47.6
4276,2.7.1.40,R00430,Geobacillus stearothermophilus,3204.0
4277,2.7.1.40,R00430,Homo sapiens,592.6
4278,2.7.1.40,R00430,Saccharomyces cerevisiae,146.0
4279,2.7.1.40,R00430,Thermofilum pendens,0.69
4280,2.7.1.40,R00430,Toxoplasma gondii,110.0
4281,2.7.1.40,R00572,Geobacillus stearothermophilus,3204.0
4282,2.7.1.40,R00572,Homo sapiens,592.6
4283,2.7.1.40,R00572,Saccharomyces cerevisiae,146.0
4284,2.7.1.40,R00572,Thermofilum pendens,0.69
4285,2.7.1.40,R00659,Geobacillus stearothermophilus,3204.0
4286,2.7.1.40,R00659,Homo sapiens,592.6
4287,2.7.1.40,R00659,Saccharomyces cerevisiae,146.0
4288,2.7.1.40,R00659,Thermofilum pendens,0.69
4289,2.7.1.40,R00724,Geobacillus stearothermophilus,3204.0
4290,2.7.1.40,R00724,Homo sapiens,592.6
4291,2.7.1.40,R00724,Saccharomyces cerevisiae,146.0
4292,2.7.1.40,R00724,Thermofilum pendens,0.69
4293,2.7.1.40,R00724,Toxoplasma gondii,131.0
4294,2.7.1.40,R01138,Geobacillus stearothermophilus,3204.0
4295,2.7.1.40,R01138,Homo sapiens,592.6
4296,2.7.1.40,R01138,Saccharomyces cerevisiae,146.0
4297,2.7.1.40,R01138,Thermofilum pendens,0.69
4298,2.7.1.40,R01858,Geobacillus stearothermophilus,3204.0
4299,2.7.1.40,R01858,Homo sapiens,592.6
4300,2.7.1.40,R01858,Saccharomyces cerevisiae,146.0
4301,2.7.1.40,R01858,Thermofilum pendens,0.69
4302,2.7.1.40,R02320,Geobacillus stearothermophilus,3204.0
4303,2.7.1.40,R02320,Homo sapiens,592.6
4304,2.7.1.40,R02320,Saccharomyces cerevisiae,146.0
4305,2.7.1.40,R02320,Thermofilum pendens,0.69
4306,2.7.1.43,R01476,Arabidopsis thaliana,8.5
4307,2.7.1.45,R01541,Sulfolobus tokodaii,8.26
4308,2.7.1.45,R01541,Thermus thermophilus,11.0
4309,2.7.1.48,R00513,Homo sapiens,3.2
4310,2.7.1.48,R00513,Thermus thermophilus,0.0041
4311,2.7.1.48,R00516,Homo sapiens,3.2
4312,2.7.1.48,R00516,Thermus thermophilus,0.0041
4313,2.7.1.48,R00517,Homo sapiens,3.2
4314,2.7.1.48,R00517,Thermus thermophilus,0.0041
4315,2.7.1.48,R00962,Homo sapiens,3.2
4316,2.7.1.48,R00962,Thermus thermophilus,0.0041
4317,2.7.1.48,R01548,Homo sapiens,3.2
4318,2.7.1.48,R01548,Thermus thermophilus,0.0041
4319,2.7.1.48,R02091,Homo sapiens,3.2
4320,2.7.1.48,R02091,Thermus thermophilus,0.0041
4321,2.7.1.48,R02096,Homo sapiens,3.2
4322,2.7.1.48,R02096,Thermus thermophilus,0.0041
4323,2.7.1.48,R02371,Homo sapiens,3.2
4324,2.7.1.48,R02371,Thermus thermophilus,0.0041
4325,2.7.1.48,R02372,Homo sapiens,3.2
4326,2.7.1.48,R02372,Thermus thermophilus,0.0041
4327,2.7.1.49,R03471,Escherichia coli,0.43
4328,2.7.1.49,R03471,Plasmodium falciparum,0.07
4329,2.7.1.52,R03161,Arabidopsis thaliana,0.36
4330,2.7.1.52,R03161,Vitis vinifera,0.22
4331,2.7.1.59,R01201,Candida albicans,0.03
4332,2.7.1.59,R01201,Clostridium acetobutylicum,65.0
4333,2.7.1.59,R01201,Homo sapiens,0.0325
4334,2.7.1.6,R01092,Bifidobacterium longum subsp. infantis,146.0
4335,2.7.1.6,R01092,Homo sapiens,8.7
4336,2.7.1.6,R01092,Pyrococcus horikoshii,0.91
4337,2.7.1.6,R01092,Saccharomyces cerevisiae,55.8
4338,2.7.1.6,R01092,Streptococcus pneumoniae,2.61
4339,2.7.1.63,R02185,Mycobacterium tuberculosis,116.0
4340,2.7.1.63,R02185,Thermobifida fusca,94.75
4341,2.7.1.67,R03361,Saccharomyces cerevisiae,2.77
4342,2.7.1.71,R02412,Dickeya chrysanthemi,35.0
4343,2.7.1.74,R00185,Homo sapiens,0.0315
4344,2.7.1.74,R01666,Homo sapiens,0.033
4345,2.7.1.74,R01666,Mus musculus,39815.0
4346,2.7.1.74,R02321,Homo sapiens,0.04
4347,2.7.1.74,R02321,Mus musculus,39815.0
4348,2.7.1.76,R02089,Bacillus cereus,1.22
4349,2.7.1.76,R02089,Dictyostelium discoideum,3.7
4350,2.7.1.76,R02089,Mycoplasma mycoides,1.16
4351,2.7.1.76,R02089,Staphylococcus aureus,1.82
4352,2.7.1.78,R03840,Mycobacterium phage Cjw1,0.0043
4353,2.7.1.78,R03840,Mycobacterium phage Omega,0.2
4354,2.7.1.78,R03840,synthetic ribozyme,5e-05
4355,2.7.1.78,R03840,unidentified baculovirus,0.023
4356,2.7.1.82,R01468,Homo sapiens,0.00016
4357,2.7.1.82,R01468,Trypanosoma brucei,9.73
4358,2.7.1.86,R00105,Fusarium oxysporum,0.895
4359,2.7.1.86,R00105,Saccharomyces cerevisiae,16.1
4360,2.7.1.90,R00764,Entamoeba histolytica,330.0
4361,2.7.1.90,R00764,Giardia intestinalis,83.0
4362,2.7.1.90,R02073,Entamoeba histolytica,330.0
4363,2.7.1.90,R02073,Giardia intestinalis,83.0
4364,2.7.1.95,R01888,Enterococcus casseliflavus,1.59
4365,2.7.1.95,R01888,Escherichia coli,1.76
4366,2.7.10.2,R02584,Homo sapiens,3.52
4367,2.7.11.1,R00162,Aquifex aeolicus,0.00016
4368,2.7.11.1,R03632,Aquifex aeolicus,0.00016
4369,2.7.11.11,R00162,Mus musculus,19.6
4370,2.7.11.15,R03274,Bos taurus,0.0029
4371,2.7.11.17,R00162,Homo sapiens,8.9
4372,2.7.11.17,R02884,Homo sapiens,8.9
4373,2.7.11.19,R00076,Oryctolagus cuniculus,97.0
4374,2.7.11.2,R03449,Bos taurus,0.5225
4375,2.7.11.2,R03449,Homo sapiens,0.9
4376,2.7.11.21,R00162,Danio rerio,0.0077
4377,2.7.11.21,R00162,Homo sapiens,0.00898
4378,2.7.11.22,R00162,Homo sapiens,0.28
4379,2.7.11.25,R00162,Homo sapiens,0.0329
4380,2.7.12.1,R00162,Arachis hypogaea,5.25
4381,2.7.12.1,R02584,Arachis hypogaea,5.25
4382,2.7.2.1,R00315,Acholeplasma laidlawii,318.0
4383,2.7.2.1,R00315,Clostridium acetobutylicum,406.0
4384,2.7.2.1,R00315,Methanosarcina thermophila,1048.5
4385,2.7.2.1,R00315,Salmonella enterica subsp. enterica serovar Typhimurium,1175.0
4386,2.7.2.1,R01353,Acholeplasma laidlawii,293.0
4387,2.7.2.1,R01353,Clostridium acetobutylicum,385.0
4388,2.7.2.1,R01353,Methanosarcina thermophila,913.0
4389,2.7.2.1,R01353,Salmonella enterica subsp. enterica serovar Typhimurium,940.0
4390,2.7.2.12,R00320,Entamoeba histolytica,970.38
4391,2.7.2.2,R00150,Giardia intestinalis,319.0
4392,2.7.2.2,R01395,Giardia intestinalis,319.0
4393,2.7.2.3,R01512,Hippoglossus stenolepis,570.0
4394,2.7.2.3,R01512,Homo sapiens,833.0
4395,2.7.2.3,R01512,Methanothermus fervidus,239.85
4396,2.7.2.3,R01512,Pseudomonas sp.,509.5
4397,2.7.2.3,R01512,Pyrococcus woesei,238.5
4398,2.7.2.3,R01512,Saccharomyces cerevisiae,354.0
4399,2.7.2.4,R00480,Arabidopsis thaliana,14.5
4400,2.7.2.4,R00480,Bacillus subtilis,13.56
4401,2.7.2.4,R00480,Escherichia coli,14.2
4402,2.7.2.4,R00480,Methanocaldococcus jannaschii,128.5
4403,2.7.2.4,R00480,Saccharomyces cerevisiae,49.3
4404,2.7.2.4,R00480,Thermus thermophilus,15.25
4405,2.7.2.8,R02649,Arabidopsis thaliana,126.1
4406,2.7.2.8,R02649,Corynebacterium crenatum,38.25
4407,2.7.2.8,R02649,Corynebacterium glutamicum,38.25
4408,2.7.2.8,R02649,Saccharomyces cerevisiae,6.3
4409,2.7.2.8,R02649,Synechococcus elongatus,26.75
4410,2.7.3.2,R01881,Homo sapiens,115.0
4411,2.7.3.2,R01881,Oryctolagus cuniculus,370.0
4412,2.7.3.2,R01881,Physeter catodon,37.4
4413,2.7.3.3,R00554,Anthopleura japonica,129.0
4414,2.7.3.3,R00554,Apostichopus japonicus,25.7
4415,2.7.3.3,R00554,Ascaris suum,45.9
4416,2.7.3.3,R00554,Calyptogena kaikoi,10.55
4417,2.7.3.3,R00554,Cissites cephalotes,2.02
4418,2.7.3.3,R00554,Corbicula japonica,59.0
4419,2.7.3.3,R00554,Crassostrea sp.,47.5
4420,2.7.3.3,R00554,Desulfotalea psychrophila,1.11
4421,2.7.3.3,R00554,Limulus polyphemus,140.0
4422,2.7.3.3,R00554,Locusta migratoria manilensis,159.4
4423,2.7.3.3,R00554,Manduca sexta,285.0
4424,2.7.3.3,R00554,Myxococcus xanthus,0.093
4425,2.7.3.3,R00554,Sabellastarte spectabilis,36.6
4426,2.7.3.3,R00554,Toxocara canis,29.18
4427,2.7.4.1,R02184,Corynebacterium glutamicum,74.0
4428,2.7.4.1,R02184,Escherichia coli,17.05
4429,2.7.4.1,R02184,Mycobacterium tuberculosis,46.9
4430,2.7.4.14,R00158,Arabidopsis thaliana,7.64
